"encriptado"	"seg_gol"	"sex_enc"	"p3 pensando en su cuenta empresa, en general, con escala 1 a 7, donde 1 = muy insatisfecho y 7 = muy satisfecho, ¿cuán satisfecho está usted con entel?"	"p4 ¿por qué evalúa con esa nota?"	"fecha_stock"
"93"	"LjdqncQ0TOCE"	"AP"	"Hombre"	"6"	"PORQUE NO ESTOY COMPLETAMENTE SATISFECHO. SIN EMBARGO UNO CALIFICA LA ATENCIÓN CON LA EJECUTIVA Y CON TODO, PERO EL SERVICIO A VECES FALLA."	"2019_q1"
"94"	"K7oP3OqMEfaE"	"AV"	"Hombre"	"7"	"HASTA EL MOMENTO Y A LA FECHA HA SIDO ESTABLE, NO HEMOS TENIDO PROBLEMAS DE CORTE COMO AÑOS ATRÁS."	"2019_q1"
"95"	"eGrKkeeF6u5x"	"AV"	"Hombre"	"5"	"POR QUE NO GENERA LAS ASESORÍAS TÉCNICAS QUE REQUERIMOS NOSOTROS."	"2019_q1"
"96"	"Sq3TwgqDAVH8"	"AV"	"Hombre"	"6"	"PORQUE HAY CIERTOS TRÁMITES ADMINISTRATIVOS QUE SON UN POCO ENGORROSOS EN CUANTO AL TIEMPO, EN LA TRAMITACIÓN DE CIERTOS CONTRATOS, PEDIDOS DE EQUIPOS, EN INSTALACIÓN, EN ESAS COSAS."	"2019_q1"
"97"	"chKm6hBZ31pB"	"AV"	"Mujer"	"5"	"PORQUE TENEMOS ALGUNOS PROBLEMAS TÉCNICOS ES DECIR HAY QUE CAMBIAR EL TIPO DE TELEFONÍA EL DE BANDA ANCHA PARA ESO HAY QUE LLAMAR A SOLICITAR."	"2019_q1"
"98"	"WTP1xHWOsF4D"	"AP"	"Hombre"	"5"	"POR QUE ESTE AÑO BÁSICAMENTE SE HA CAÍDO MUCHO LA SEÑAL DE TELÉFONO Y EL INTERNET BANDA ANCHA."	"2019_q1"
"99"	"vD2kxsu26n0N"	"AV"	"Mujer"	"7"	"PORQUE ME ATIENDEN BIEN."	"2019_q1"
"100"	"cKqL2QTKsLUC"	"AP"	"Hombre"	"7"	"POR LA DISPONIBILIDAD, LA CALIDAD DE LOS SERVICIOS, LA CALIDAD DE POST VENTA Y LES TIEMPOS DE RESPUESTA ANTE CONTINGENCIA."	"2019_q1"
"101"	"3DpzWhcVp9tu"	"MasPrem"	"Hombre"	"6"	"POR QUE HE TENIDO DE REPENTE SE ME CORTA. LO BUENO ES QUE TENGO BANDA ANCHA RÁPIDA."	"2019_q1"
"102"	"IjKSaRiq0I8b"	"AP"	"Mujer"	"7"	"PORQUE NO HE TENIDO  NUNCA PROBLEMA ME ADIETE BIEN CUANDO ACUDO AL EJECUTIVO"	"2019_q1"
"103"	"RC92JApPq1Nf"	"MV"	"Hombre"	"6"	"PORQUE NO HEMOS TENIDO MAYORES PROBLEMAS, NO LE PONGO 7 PORQUE NO PUEDE SER PERFECTO"	"2019_q1"
"104"	"jeYOAU05NT4A"	"MV"	"Mujer"	"6"	"PORQUE SIEMPRE ES POSIBLE MEJORAR EN CUANTO A TODO, AL SERVICIO, A LA RAPIDEZ, A LAS DEMORAS, LA FACTURACIÓN, A LOS COSTOS, TODO."	"2019_q1"
"105"	"GspiwuBSTSVC"	"Mas"	"Hombre"	"3"	"PORQUE TIENE POCA SEÑAL, POCA COBERTURA Y DONDE ESTOY YO SE CAE A CADA RATO, SOLAMENTE ESO Y QUE NO SE PUEDEN NAVEGAR BIEN."	"2019_q1"
"106"	"LNCSQJ5YcR0v"	"MV"	"Mujer"	"3"	"POR QUE LA COMUNICACIÓN, LA SEÑAL, DE LA RED MÓVIL, LO QUE PASA ES QUE LA SEÑAL ESTA MUY MALA, EN EL VERANO ESTUVIERON HACIENDO ARREGLOS EN LAS ANTENAS CERCANAS Y EN VEZ DE MEJORAR LA SEÑAL, EMPEORÓ."	"2019_q1"
"107"	"6kFLfG9jghQS"	"MV"	"Mujer"	"3"	"PORQUE ÚLTIMAMENTE NO ME ESTÁN ATENDIENDO ADECUADAMENTE , YO ESTOY RECLAMADO QUE ME COBRAN DEMASIADO, NO HAY OTRA ALTERNATIVA DE QUITARME Y HACERME PASAR COMO UNA CASA HOGAR  Y ESO ES IMPOSIBLE PORQUE SOMOS UNA COMUNIDAD RELIGIOSA, ME PARECE MUY CARO"	"2019_q1"
"108"	"r88yRYWqCfvr"	"AP"	"Hombre"	"6"	"PUES PORQUE DE REPENTE SE NOS CAE."	"2019_q1"
"109"	"oLGkQUM8Aja6"	"AP"	"Hombre"	"6"	"IGUAL TENEMOS UNOS PEQUEÑOS INCONVENIENTES QUE NO SE HAN SOLUCIONADOS EN OCACIONES TENEMOS INTERMITENCIA EN INTERNET"	"2019_q1"
"110"	"L9H6D5T9Q6FX"	"Mas"	"Hombre"	"5"	"PORQUE NO HAN PODIDO ACTUALIZAR EL SISTEMA, SIGO CON EL SISTEMA ANTIGUO."	"2019_q1"
"111"	"O0IbHOnzRhC6"	"AP"	"Hombre"	"5"	"PORQUE TIENEN DEMORAS EN RESPUESTA DE LOS REQUERIMIENTOS Y SON MUY DESORDENADOS CON EL TEMA DE LA FACTURACIÓN."	"2019_q1"
"112"	"sS9bHIXvzErK"	"AP"	"Mujer"	"7"	"PORQUE NO HEMOS TENIDO INCONVENIENTES"	"2019_q1"
"113"	"a5f8WLF5RXz8"	"AV"	"Hombre"	"6"	"PORQUE EL SERVICIO ES MUY BUENO EN GENERAL, EN LA RESPUESTA DEL EJECUTIVO LA FACILIDAD PARA COMUNICARME CON ELLOS, LA DISPOSICIÓN TODO EL ENJICO PROBLEMAS ES QUE LOS PLANES SON MUY CAROS"	"2019_q1"
"114"	"nBzY50aW0iR8"	"AP"	"Hombre"	"6"	"ACTUALMENTE TENEMOS PROBLEMAS CON UNJO DE NUESTROS SERVICIOS, LA VELOCIDAD QUE ESTA CONTRATADA NO ES LA QUE TENÍAMOS DESTINO"	"2019_q1"
"115"	"D22FCx3fpPsD"	"AP"	"Mujer"	"5"	"PORQUE CREO QUE PODRÍA SER MEJOR LOS COSTOS SON MUY ALTOS EN CUANTO A TODO, A NIVEL DE TELEFONÍA MÓVIL, RED DE INTERNET TODOS ESOS COSTOS SON MUY ALTOS"	"2019_q1"
"116"	"GzrKVwmVXQpJ"	"AP"	"Mujer"	"5"	"POR LA ATENCIÓN QUE TENEMOS CUANDO VAMOS A CANCELAR LOS SERVICIOS EN REALIDAD QUE ES UN POCO AGRESIVA NO SE SI ES LA PALABRA PERO LA PERSONA NO ES MUY CORDIAL PARA ATENDER EN REALIDAD, UN ASPECTO POSITIVO ES EL EJECUTIVO QUE TENEMOS ACÁ EN ARICA NOS RESUELVE LOS PROBLEMAS Y LAS INQUIETUDES QUE TENGAMOS EN EL MOMENTO Y NO HEMOS TENIDO PROBLEMAS CON ESO."	"2019_q1"
"117"	"flodAyTKnx5p"	"MasPrem"	"Mujer"	"5"	"ES MUY MALA LA SEÑAL Y ES MUY LENTO EL INTERNET, HAY OCASIONES DONDE SE CAE LA SEÑAL Y NO LLEGA EL INTERNET"	"2019_q1"
"118"	"aTFEV3T196Dp"	"MasPrem"	"Mujer"	"6"	"PORQUE NO ESTA CON BUENA SEÑAL (NO DA MAS INFORMACIÓN)."	"2019_q1"
"119"	"K7myxQfhJFtd"	"AV"	"Hombre"	"6"	"POR EL CORTE DEL CABLE. EL SERVICIO, YA QUE RESPONDEN."	"2019_q1"
"120"	"hMa4V4gpnlUc"	"MasPrem"	"Mujer"	"6"	"PORQUE TAMPOCO ES PERFECTA, ME PARECE EN GENERAL TODO BIEN, PERO CUANDO UNO TIENE QUE SOLUCIONAR ALGÚN PROBLEMA CUESTA COMUNICARSE."	"2019_q1"
"121"	"Sh8wdNzRTomq"	"AP"	"Hombre"	"7"	"PORQUE NO HEMOS TENIDO PROBLEMAS DE CONECTIVIDAD ES UNA RED BASTANTE ESTABLE"	"2019_q1"
"122"	"j3KivNwJVA8Q"	"AV"	"Hombre"	"6"	"PORQUE SON BASTANTE REGULARES, NO HEMOS TENIDO MAYORES INCIDENCIAS, PORQUE SI BIEN LOS TIEMPOS DE RESPUESTAS NO SON TAN RÁPIDOS, NOS ATIENDEN EN EL TIEMPO QUE NOS ESTIMAN. CON REGULARES ES DECIR QUE NO HAY UN INCREMENTO O UNA MEJORA EN EL SERVICIO NI UNA BAJA TAMPOCO."	"2019_q1"
"123"	"U0o2QfK3hOtY"	"AP"	"Hombre"	"7"	"PORQUE LA RESPUESTA A LOS REQUERIMIENTOS ES RÁPIDA, PORQUE NOS COBRAN LO QUE DICEN QUE NOS VAN A COBRAR, EL SERVICIO ES BUENO. ME REFIERO A QUE CUANDO CONTACTO A LA EJECUTIVA SERVICIOS FIJOS O MÓVILES, ME RESPONDE DURANTE LE MISMO DÍA."	"2019_q1"
"124"	"CNHroKoLN7m4"	"MasPrem"	"Mujer"	"6"	"PORQUE CUMPLEN LOS TIEMPOS, TIENEN BUEN SERVICIO EN CUANTO A LA INSTALACIÓN DE LOS PRODUCTOS Y EN CUANTO A LA ATENCIÓN AL CLIENTE Y LA SEÑAL ES BUENA"	"2019_q1"
"125"	"9qYWy3ad25WJ"	"MasPrem"	"Mujer"	"4"	"PORQUE NO SIEMPRE ESTÁ BIEN EL SERVICIO, CUANDO UNO LLAMA A ATENCIÓN AL CLIENTE NUNCA CONTESTAN, SIEMPRE ESTÁN FULL."	"2019_q1"
"126"	"FFGMWBY94Sde"	"AP"	"Hombre"	"6"	"POR LOS TIEMPOS DE RESPUESTA EN CUANTO A CUANDO HAY PROBLEMAS DE COMUNICACIÓN DE BANDA ANCHA, LA CONEXIÓN"	"2019_q1"
"127"	"NSqBJxWtDHnl"	"MasPrem"	"Mujer"	"6"	"PORQUE NO HEMOS TENIDO NINGÚN PROBLEMA."	"2019_q1"
"128"	"DTH33NL3d82u"	"MasPrem"	"Mujer"	"5"	"PORQUE ENCUENTRO QUE ES MUY LENTO EL INTERNET SOLAMENTE ESO, ALGO POSITIVO ES QUE CASI NUNCA SE CAE EL SERVICIO ESO ES BUENO."	"2019_q1"
"129"	"65neyb9al5E1"	"AV"	"Hombre"	"7"	"PORQUE EL INTERNET FUNCIONA ESTABLE, EN CASO DE CUALQUIER CONTINGENCIA REACCIONAN INMEDIATAMENTE, Y HASTA EL MOMENTO NO HEMOS TENIDO MAYOR PROBLEMA."	"2019_q1"
"130"	"sOA8298CPFiY"	"MV"	"Hombre"	"7"	"PORQUE TIENE BUENOS SERVICIOS SIEMPRE, SEÑAL, VELOCIDAD, LA POST VENTA, CON EL EJECUTIVO."	"2019_q1"
"131"	"M2Y0C2wdq53L"	"MasPrem"	"Hombre"	"6"	"PORQUE NO ES PARA MÁS, A VECES SE CAE EL INTERNET PARA RESALTAR LA  CALIDAD DEL SERVICIO CUANDO HE LLAMADO HA SIDO RÁPIDA LA RESPUESTA."	"2019_q1"
"132"	"y23nGDYRkvCl"	"AV"	"Mujer"	"7"	"POR LA CALIDAD DEL SERVICIO ES BASTANTE BUENA, EN CUANTO AL NIVEL DE SEÑAL QUE TIENEN."	"2019_q1"
"133"	"Abtu2suLgvEC"	"MV"	"Hombre"	"4"	"ES PROBLEMA DEL SECTOR EN REALIDAD, TIENE MUY MALA SEÑAL. SOLO ESO."	"2019_q1"
"134"	"x9elHzKp5dgK"	"AP"	"Mujer"	"7"	"POR QUE NO HE TENIDO NINGÚN INCONVENIENTE HASTA AHORA."	"2019_q1"
"135"	"mzHmDVxzYiIR"	"MP"	"Hombre"	"5"	"PORQUE HAY MUCHA VARIABILIDAD EN CUANTO A LA CALIDAD DEL SERVICIO EN TÉRMINOS DE VELOCIDAD DE INTERNET"	"2019_q1"
"136"	"HN0o4ktIEePk"	"MV"	"Hombre"	"6"	"POR QUE SON BUENOS, ES RÁPIDO, Y ME GUSTA; TAMBIÉN PORQUE EL PRECIO ES MUY RAZONABLE"	"2019_q1"
"137"	"VMgEAYJ1pTvL"	"MP"	"Mujer"	"5"	"POR QUE DE REPENTE EL INTERNET ES MEDIO BAJO, ESTA UN POCO LENTO, PERO SE RECUPERA."	"2019_q1"
"138"	"VakOG76zl4Lg"	"MV"	"Mujer"	"5"	"PORQUE TIENE UN PROCESO QUE NO  FUNCIONA PARA DAR DE BAJA A LOS NÚMEROS AUN ESTOY PAGANDO LA CUNETA DE UNOS TELÉFONOS QUE DI DE BAJA Y ELLOS NO HAN BAJADO"	"2019_q1"
"139"	"TMdgDFHRCrJ8"	"MV"	"Hombre"	"6"	"PORQUE HEMOS TENIDO ALGUNOS PROBLEMAS DE CORTE DE SERVICIOS, PERO MENORES; TIENE BUENA ESTABILIDAD DE SOFTWARE"	"2019_q1"
"140"	"fOnOeG558dac"	"MV"	"Hombre"	"7"	"PORQUE ME PRESTAN UN BUEN SERVICIO CUANDO TENGO ALGUN PROBLEMA TECNICO ME RESPONDEN DE INMEDIATO LOS COBROS SON LOS QUE CORRESPONDEN"	"2019_q1"
"141"	"uux6iKoT6bDQ"	"MP"	"Hombre"	"7"	"PORQUE NO HE TENIDO PROBLEMAS EN CUANTO A NADA DE LOS SERVICIOS CON ENTEL, ADEMAS ENTEL ME SIRVE."	"2019_q1"
"142"	"ae5bupoVWb2i"	"MV"	"Hombre"	"6"	"PORQUE EL INTERNET AVECES FALLA Y AVECES NO ENTONCES POR ESO, APARTE ESTÁN SUBIDOS LOS PRECIOS Y NADA MAS."	"2019_q1"
"143"	"UZ2GCkWQMCgZ"	"MasPrem"	"Mujer"	"7"	"PORQUE TODAS LAS VECES QUE LES HE PEDIDO ALGO FUNCIONA PERFECTO, POR LOS SERVICIOS Y LOS CAMBIOS, EL SERVICIO DE WEB Y EN LA FACTURACIÓN TODO ESTA ORDENADO, NO HEMOS TENIDO PROBLEMAS"	"2019_q1"
"144"	"7HEI6eTaQw8G"	"MasPrem"	"Mujer"	"7"	"POR QUE NO HEMOS TENIDO PROBLEMAS CON EL INTERNED ES RÁPIDO NO SE CAE , NO HEMOS TENIDO MAYORES INCONVENIENTE CON LA EMPRESA , Y EL TELÉFONO ES EFICIENTE IGUAL"	"2019_q1"
"145"	"LSD25udzryMw"	"AP"	"Hombre"	"7"	"PORQUE LA VERDAD EL SERVICIO ES MUY ESTABLE, Y LAS VECE QUE ME PRESTAN EL SERVICIO TÉCNICO, O COMERCIAL , ESTÁN SIEMPRE ATENTOS, HAY UN EJECUTIVO DISPUESTO A AYUDARME, LA BUENA SEÑAL, TAMBIÉN ES UN BUEN FACTOR"	"2019_q1"
"146"	"Beduu3SzsLSy"	"AP"	"Hombre"	"5"	"PORQUE NO HAY MUCHA COMUNICACIÓN DE PARTE DE ELLOS CON LA EMPRESA EN REALIDAD, NO HAY INTERACCIÓN PARA SABER COMO ESTA O SI REQUERIMOS ALGO, NO HAY NADA DE ESO."	"2019_q1"
"147"	"EepQ8GBfL0D6"	"MV"	"Hombre"	"7"	"PORQUE ME HAN SOLUCIONADO LO PROBLEMAS QUE HE TENIDO DE FORMA RÁPIDA EN CUANTO AL PLAN Y EL AUMENTO DE LA LINEA."	"2019_q1"
"148"	"uSx6jLqQsw94"	"AV"	"Mujer"	"4"	"PORQUE LOS PRECIOS NO SON LO SUFICIENTEMENTE COMPETITIVOS Y HAY PROBLEMAS DE SEÑAL EN ALGUNOS SECTORES."	"2019_q1"
"149"	"b8Xz81982J8m"	"AP"	"Hombre"	"6"	"PORQUE FALTA UN POCO PARA QUE SEA 100 POR CIENTO SATISFECHO, INTERRUPCIÓN EN EL SERVICIO ,"	"2019_q1"
"150"	"RDNToWG4nBQ0"	"Mas"	"Mujer"	"7"	"NOS PORTAMOS HACE POCO DE MOVISTAR A ENTEL, LA RAPIDEZ CON LA QUE CONTESTAN CUANDO UNO LLAMA POR SI HAY ALGÚN PROBLEMA, EL SISTEMA ES BASTANTE PAREJO Y NO SE CAE, NO SE SUFRE DE ESE PROBLEMA DE DES CONEXIONES EXTRAÑAS Y EL INTERNET ES BASTANTE RÁPIDO"	"2019_q1"
"151"	"w2SYAvXuHkJd"	"AP"	"Hombre"	"7"	"PORQUE EL SERVICIO ES BUENO Y EL PRECIO TAMBIÉN; EL SERVICIO ES BUENO EN LO QUE COBRAN. (NO DA MÁS INFORMACIÓN)."	"2019_q1"
"152"	"uaa2qNHBBsrO"	"AV"	"Hombre"	"6"	"PORQUE TIENE BUENA RESPUESTA EN CASO DE FALLA, UNA RESPUESTA RAPIDA EN REALIDAD."	"2019_q1"
"153"	"WOhxpgIvWkD5"	"Mas"	"Mujer"	"6"	"PORQUE ME HA TOCADO QUE ME HAN ATENDIDO MUY BIEN CUANDO HE TENIDO QUE IR A HABLAR PERSONALMENTE, ES RÁPIDO Y EFICIENTE MÁS QUE MOVISTAR, EN RELACIÓN A MOVISTAR ME HAN ATENDIDO MUY BIEN EN ENTEL, PORQUE HASTA AHORA NOS HAN ATENDIDO BIEN, NO SE HA CAÍDO EL SISTEMA TAMPOCO, NO SE HA CAÍDO EL INTERNET, ES BASTANTE ESTABLE."	"2019_q1"
"154"	"HzjgR2vBkEsQ"	"MasPrem"	"Mujer"	"6"	"PORQUE A VECES COMO ESTAMOS TAN LEJOS A VECES LA CONEXIÓN FALLA"	"2019_q1"
"155"	"NaAAh5rvvJNJ"	"MP"	"Hombre"	"6"	"PORQUE FUNCIONA BIEN; EN LA DISPONIBILIDAD HE TENIDO PROBLEMAS CON CASOS Y EN PRECIOS, NO PUEDO ACCEDER A MEJORES CONDICIONES DE BANDA ANCHA O ROUTER O COSAS ASI, LOS PRECIOS SON DEMASIADO ALTOS."	"2019_q1"
"156"	"KQQT4cBDvvyi"	"Mas"	"Mujer"	"5"	"PORQUE EN GENERAL CUANDO UNO TIENEN QUE COMUNICARSE CON LA EMPRESA NO ES FÁCIL FUNDAMENTALMENTE EN LA POST-VENTA."	"2019_q1"
"157"	"e7KJf7BYuWwL"	"AV"	"Hombre"	"6"	"PORQUE A VECES TIENE UNAS FALLAS PERO FUNCIONA RELATIVAMENTE BIEN EN QUE CASI NUNCA SE CAE LA RED, PERO CUANDO SE CAE ES UN POCO ENGORROSO PERO FUNCIONA BIEN"	"2019_q1"
"158"	"c2JZilowEgWG"	"AP"	"Hombre"	"7"	"PORQUE LLEVO TRABAJANDO VARIOS AÑOS Y NUNCA HE TENIDO PROBLEMAS."	"2019_q1"
"159"	"XMwptZy2Yc2p"	"AV"	"Hombre"	"6"	"POR QUE ES BUENO EL SERVICIO, EN TIEMPO DE RESPUESTA, EN CONECTIVIDAD NO TENEMOS MUCHAS CAÍDAS DEL SISTEMA COMO NOS HA OCURRIDO EN ESTOS MOMENTOS. LA COBERTURA QUE TIENE LA COMPAÑÍA ES A NIVEL NACIONAL Y EN ESTE SENTIDO LA POST VENTA, LAS VISITAS TRIMESTRALES DEL EJECUTIVO DE VENTA DE REPENTE PODEMOS COMPRAR EQUIPOS, EN CIERTO MODO TENEMOS UNA CUOTA ASIGNADA DE DEPOSITO ANUAL PARA PODER SACAR EQUIPOS, SON COSAS QUE CON LAS OTRAS COMPAÑÍAS NO SE HAN LOGRADO."	"2019_q1"
"160"	"FYLU3PZQcblo"	"MP"	"Mujer"	"6"	"PORQUE A VECES SE CAE EL SERVICIO, DE INTERNET POR EJEMPLO"	"2019_q1"
"161"	"amJX6FwaPbfv"	"MV"	"Hombre"	"7"	"POR LA RAPIDEZ DE LA ATENCIÓN Y POR NO HABER TENDIÓ NINGÚN PROBLEMA CON ELLOS DESDE QUE LO TENEMOS CONTRATADOS"	"2019_q1"
"162"	"s3S2Tz1JznkD"	"MP"	"Mujer"	"6"	"PORQUE A VECES TENGO INTERMITENCIA, TIENE UNA BUENA VELOCIDAD."	"2019_q1"
"163"	"KMPI1whRfXk8"	"AV"	"Hombre"	"7"	"HAN TENIDO BUENA DISPOSICION EN SOLUCION A PROBLEMAS QUE HEMOS TENIDO CON FIBRA OPTICA LA CAPACIDAD DE INTERNET ES SUFICIENTE PARA TODOS LOS EQUIPOS DE LA OFICINA HE TENIDO BUEN SERVICIO TECNICO EN CORTES DE FIBRA"	"2019_q1"
"164"	"saErEhuZ0VrQ"	"AP"	"Hombre"	"5"	"POR QUE LAS BOLETAS ESTÁN VARIANDO MES A MES."	"2019_q1"
"165"	"L9xHOGvNReFu"	"Mas"	"Hombre"	"7"	"POR EL BUEN SERVICIO EN CUANTO A LA CALIDAD DE LA TRANSMISIÓN DEL SERVICIO DE INTERNET VÍA FIBRA ÓPTICA, COMO ÚLTIMAMENTE SE HAN MODERNIZADO, YA NO ES POR COBRE SINO POR FIBRA ÓPTICA Y LA VELOCIDAD ES BASTANTE BUENA, LA ASISTENCIA TÉCNICA INMEDIATA, ESTÁN SOBRE LOS PROBLEMAS TÉCNICOS Y OBVIAMENTE LA FACILIDAD TAMBIÉN CON QUE NOS OTORGA AL MOMENTO DE CONTRATAR LOS SERVICIOS."	"2019_q1"
"166"	"884w6ZZoNI08"	"AV"	"Hombre"	"5"	"PORQUE HE GENERADO ALGUNOS REQUERIMIENTOS Y NO SEAN COMPLETADO ES LENTA LA REACCIÓN RESPECTO ALGUNOS EVENTOS QUE ME HAN PASADO"	"2019_q1"
"167"	"Ws1fBBFNzCRb"	"AP"	"Mujer"	"5"	"PORQUE CREO QUE LOS VALORES POR ALGUNOS SERVICIOS QUE ESTÁN ENTREGANDO CREO QUE NO DEBERÍAN SER POR PARTE DEL CLIENTE, DEBERÍAN SER POR PARTE DEL PROVEEDOR DE SERVICIO,COMO POR EJEMPLO NO TERMINAMOS MIGRANDO LAS COSAS CON ENTEL PORQUE A TRAVÉS DE UN TRÁMITE REQUIERE UN GDT QUE SI NO EXISTE NO LO PUEDEN INSTALAR Y RAÍZ DE ESO NO QUEDAMOS FINALMENTE CON ENTEL Y NOS QUEDAMOS CON OTRAS EMPRESAS QUE NO REQUIEREN ESE DISPOSITIVO O QUE INSTALAN ESE DISPOSITIVO POR EL COSTO DE ELLOS Y NO POR COSTO DE NOSOTROS."	"2019_q1"
"168"	"3urQPMyTgMnp"	"MP"	"Hombre"	"7"	"PORQUE LOS SERVICIOS ME FUNCIONAN PERFECTAMENTE, DE ACUERDO A LO QUE TENGO, INTERNET, TELEFONÍA FIJA"	"2019_q1"
"169"	"eX9q8xtNV4Cp"	"AV"	"Mujer"	"6"	"PORQU HE TENIDO FALLAS EN EL SERVCIO NO SON AVITUALES PERO ESO LE QUITA LA PERFECCION DEL 7"	"2019_q1"
"170"	"lM0jhACWqaVo"	"MasPrem"	"Hombre"	"6"	"PORQUE LA VELOCIDAD DE INTERNET ES BUENA Y EL TIEMPO DE RESPUESTA, HACE MUCHO TIEMPO QUE NO TENEMOS INCIDENTES PERO FUE BUENA CUANDO TUVIMOS EL INCIDENTE."	"2019_q1"
"171"	"Ei07yKDEyvOP"	"MasPrem"	"Hombre"	"7"	"ES MEJOR SERVICIO YA QUE A DIARIO NO TENEMOS NINGÚN PROBLEMA (NO DA MAS INFORMACIÓN)"	"2019_q1"
"172"	"iVmuON5oMaFJ"	"MasPrem"	"Mujer"	"6"	"PORQUE PRESENTA DE VEZ EN CUANDO ALGUNOS INCONVENIENTES EN LA RED; PRINCIPALMENTE INTERMITENCIA EN LA RED."	"2019_q1"
"173"	"qs2YflhTr5JV"	"AP"	"Mujer"	"6"	"PORQUE DE REPENTE HAY PROBLEMAS DE INCONECTIVIDAD, AUNQUE ES UNA PARTE RURAL, ES POR ESO."	"2019_q1"
"174"	"D1QEGKqpj7nz"	"Mas"	"Hombre"	"6"	"PORQUE NO ES PERFECTO; PUES SOBRE ENTEL, EN LO DE LA CONEXIÓN A INTERNET. (NO DA MÁS INFORMACIÓN)."	"2019_q1"
"175"	"vAIUpsF1uSsZ"	"AV"	"Mujer"	"7"	"PORQUE EN CASO DE TENER ALGÚN REQUERIMIENTO O FALLA, LA SOLUCIÓN ES EN BREVE TIEMPO; Y POR LAS TARIFAS."	"2019_q1"
"176"	"yObRB5p4XBS1"	"AV"	"Mujer"	"7"	"POR QUE EL SERVICIO FUNCIONA BIEN, NO TENEMOS CAÍDAS, CUANDO HEMOS TENIDO PROBLEMAS ELLOS FUNCIONAN."	"2019_q1"
"177"	"3XNbcxaT9OHU"	"MP"	"Mujer"	"6"	"BUEN SERVICIO EN GENERAL YA QUE CUANDO UNO NECESITA ALGO ELLOS SIEMPRE NOS SOLUCIONAN LOS TEMAS PUNTUALES"	"2019_q1"
"178"	"4cAkPuo2RNll"	"MV"	"Hombre"	"7"	"PORQUE SON ESPECTACULARES Y EFICIENTES. (NO DA MAS INFORMACIÓN)"	"2019_q1"
"179"	"IDxMvuTjuw5M"	"MP"	"Hombre"	"3"	"POR QUE NO HAY NINGÚN VALOR AGREGADO AL SERVICIO."	"2019_q1"
"180"	"lWHovIXp8mhw"	"AP"	"Hombre"	"5"	"APARTE DE QUE LOS COSTOS SON ALGO ALTOS."	"2019_q1"
"181"	"hKahTGk21dXX"	"MP"	"Hombre"	"6"	"POR QUE AVECES SE CAE EL SERVICIO, ADEMÁS DE QUE CUESTA COMUNICARSE DE REPENTE CON LA PLATAFORMA. Y LA FACTURA NO LLEGA."	"2019_q1"
"182"	"jjdpd8aVD9wA"	"AP"	"Hombre"	"6"	"LA VERDAD ES QUE TENGO BUEN SERVICIO SOLAMENTE QUE ALGUNAS VECES SE CAE LA RED FIJA QUE TENEMOS PARA EL SERVICIO NGN."	"2019_q1"
"183"	"OUKkftWQrUXW"	"MV"	"Hombre"	"5"	"PORQUE HAN TENIDO TARDANZA EN LA RECUPERACIÓN CUANDO HAN TENIDO PROBLEMA DE ENLACES ASE HAN DEMORADO EN ESE TEMA"	"2019_q1"
"184"	"IfiNgqt8xHt6"	"AP"	"Hombre"	"6"	"PORQUE EN ALGUNOS LUGARES NO HAY SEÑAL,POR ESO TENEMOS MOVISTAR (NO DA MAS INFORMACIÓN)"	"2019_q1"
"185"	"bt7phioBB4MG"	"AP"	"Mujer"	"6"	"PORQUE AVECES HAY PROBLEMAS EN CUANTO A  CON EL INTERNET DONDE SE PONE MAS LENTO Y ESO."	"2019_q1"
"186"	"MAxvlaIl8G3F"	"AV"	"Mujer"	"7"	"CORPORATIVO ESTA DEDICADO DE SU CLIENTE TODO LO QUE UNO REQUIERA  EN EL ESTABLECIMIENTO"	"2019_q1"
"187"	"OVQdl3gD5Mrt"	"MV"	"Hombre"	"4"	"PORQUE LA INTERNET TIENE PROBLEMAS EN CUANTO A QUE AVECES SE PONE INTERMITENTE LA COMUNICACIÓN Y OTRAS VECES ESTA TAN LENTA QUE NO SIRVE."	"2019_q1"
"188"	"YKpfWmPQQLWK"	"AV"	"Hombre"	"5"	"POR QUE AVECES TENEMOS PROBLEMAS CON EL INTERNET."	"2019_q1"
"189"	"OEuMwpaUa7uq"	"MasPrem"	"Mujer"	"6"	"PORQUE LA ATENCIÓN AL CLIENTE DE ENTEL NO ES BUENA, COMO LA POST VENTA Y LA SOLUCIÓN CUANDO NECESITAS, NO TE DAN SOLUCIONES BUENAS."	"2019_q1"
"190"	"gfSEskwI5e4k"	"MasPrem"	"Hombre"	"5"	"PORQUE SE CAE MUCHO LA SEÑAL Y HAY MUY POCAS OFERTAS PARA LOS SERVICIOS."	"2019_q1"
"191"	"QA8Fe16rE4vu"	"MP"	"Hombre"	"5"	"PORQUE LA EMPRESA SALE SIEMPRE MÁS CARA CON POCAS MEGAS, POCAS GIGAS POR EL MISMO PRECIO QUE SALE MÁS O MENOS."	"2019_q1"
"192"	"F6VXBBpzYMAS"	"Mas"	"Hombre"	"4"	"PORQUE EL SERVICIO NO ES LO SUFICIENTEMENTE EXPEDITO EN CUANTO A QUE A VECES SE CORTA, A VECES SE INTERRUMPE Y PORQUE LAS CUENTAS TAMPOCO SON MUY CLARAS."	"2019_q1"
