"encriptado"	"seg_gol"	"seg_corfo"	"p3 pensando en su cuenta empresa, en general, con escala 1 a 7, donde 1 = muy insatisfecho y 7 = muy satisfecho, ¿cuán satisfecho está usted con entel?"	"p4 ¿por qué evalúa con esa nota?"	"bench"	"fecha_bench"
"90"	"Npn6iY52csbk"	"MV"	"MEDIANA"	4	"PORQUE EL SERVICIO ES DEFICIENTE, TODO LO QUE ES OFERTAS."	"fijo"	"2019_q1"
"91"	"tDrRup8T9Wob"	"MP"	"MEDIANA"	6	"PORQUE TENEMOS PROBLEMAS CON INTERNET EN QUE SE CAE A CADA RATO ES LENTO ESO ES LO QUE TENGO QUE LLAMAR Y VER QUE ALTERNATIVAS ME OFRECEN PARA MEJORAR EL SERVICIO"	"fijo"	"2019_q1"
"92"	"0PZXaIZhdWTs"	"MV"	"GGEE"	2	"HEMOS TENIDO UN MAL SERVICIO EN TODO, EN VARIAS COSAS, TEMAS DE ESTABILIDAD, RESOLUCIÓN DE PROBLEMAS, EN TEMAS DE CELULARES, VARIAS COSAS."	"fijo"	"2019_q1"
"93"	"TvtbjC4dRAlY"	"MasPrem"	"PEQUEÑA"	6	"PORQUE TIENE UN BUEN SERVICIO EN CUALQUIER MINUTO QUE TENEMOS PROBLEMA RESPONDEN AL TIRO, EN GENERAL CUANDO UNO SE CONECTA TELEFÓNICAMENTE LLEGA DIRECTO A LA GENTE QUE NECESITA CONTESTAR NO TE DERIVAN A UNA CENTRALES TELEFÓNICAS EN COLOMBIA EN ESE SENTIDO"	"fijo"	"2019_q1"
"94"	"Rehz2hBgaRme"	"Mas"	"PEQUEÑA"	7	"PORQUE NUNCA HE TENIDO NINGÚN PROBLEMA DESDE QUE ESTOY OPERANDO CON ELLOS."	"fijo"	"2019_q1"
"95"	"8enSOCaoOZzi"	"MasPrem"	"MICRO"	7	"PORQUE EN TODOS LOS AÑOS QUE HE TRABAJADO CON ELLOS SIEMPRE ME HA ATENDIDO BIEN ES DECIR HAN ATENDIDO RÁPIDO MIS REQUERIMIENTOS, LA ATENCIÓN ES PERSONALIZADA YO TENGO UN NUMERO DE CONTACTO COMO ADMINISTRADOR Y ME ATIENDE EL EJECUTIVO, YA QUE SIEMPRE HAY UN EJECUTIVO ASIGNADO Y ME DA RESPUESTA A LO QUE YO NECESITO, O ME ORIENTA CUANDO NO TENGO CLARO EL ASUNTO."	"fijo"	"2019_q1"
"96"	"2Pj9B4Lp2ytA"	"AV"	"GGEE"	6	"ES QUE HEMOS TENIDO ALGUNAS DIFICULTADES, LOS RESUELVEN DE FORMA BASTANTE RÁPIDA, PERO INTERFIEREN EN LAS ACCIONES QUE REALIZAMOS; CAÍDA EN EL SERVICIO."	"fijo"	"2019_q1"
"97"	"6LZHam4v9NF4"	"AP"	"GGEE"	5	"PORQUE EL SERVICIO ES INESTABLE EN INTERNET  CAE DE REPENTE, EL SERVICIO IGUAL ES LENTO"	"fijo"	"2019_q1"
"98"	"IQW0h3ispXNJ"	"MasPrem"	"PEQUEÑA"	6	"POR QUE PODRÍA MEJORAR EL SERVICIO Y ES ECONOMICO"	"fijo"	"2019_q1"
"99"	"ZC44DpBsRu2G"	"Mas"	"MICRO"	6	"PORQUE ES MUY BUENO PERO NO PERFECTO, A VECES TIENE CAÍDAS EL SISTEMA, SE CAE."	"fijo"	"2019_q1"
"100"	"vt4tP3ifSLDN"	"AP"	"MEDIANA"	5	"PORQUE MUCHAS VECES HEMOS TENIDO PROBLEMAS CON EL SERVICIO EN GESTION EN SOLICITUDES DE TIPOS DE LINEAS PROBLEMAS CON EL INTERNET MAS QUE NADA ESO DEMORAS DE RESPUESTA POCAS SOLUCIONES LA LENTITUD DE LA RESPUESTA EN LA EJECUTIVA"	"fijo"	"2019_q1"
"101"	"bGJJhXRUWTA8"	"AP"	"GGEE"	7	"POR QUE LA T DE LOS SERVICIOS ES BUENO TIENE UN 98%, EN TODOS LOS SERVICIOS GENERALMENTE, OSEA EN TODOS LOS SERVICIOS TIENEN MUY POCAS CAÍDAS, ESO ES EN REALIDAD LO QUE MAS IMPORTA."	"fijo"	"2019_q1"
"102"	"P4LlmcYa1oIZ"	"Mas"	"MICRO"	7	"PORQUE FUNCIONA BIEN EL SERVICIO, BUENO, TENGO INTERNET Y TELÉFONO AMBAS COSAS FUNCIONAN BIEN, EL INTERNET ES RÁPIDO."	"fijo"	"2019_q1"
"103"	"m4isu1plvVFx"	"AV"	"GGEE"	5	"PORQUE HAY UNA ALTA ROTACIÓN DE EJECUTIVOS COMERCIALES Y EJECUTIVOS DE ATENCIÓN. LAS PERSONAS CON LAS QUE TRABAJO DIRECTAMENTE YO QUE SON MIS INTERLOCUTORES LOS CAMBIAN, MI EJECUTIVO COMERCIAL PASAN TRES Y YA NO ES MI EJECUTIVO COMERCIAL, MI EJECUTIVO DE ATENCIÓN TRES MESES Y YA DEJA DE SER MI EJECUTIVO DE ATENCIÓN; REALMENTE AHORA LO MAS SEGURO ES QUE NO TENGO A NADIE QUE YO CONOZCA QUE ME GENERE CONFIANZA PARA PODER CONVERSAR LOS TEMAS DE IMPORTACIÓN"	"fijo"	"2019_q1"
"104"	"J26wsR6Op5tu"	"MV"	"PEQUEÑA"	5	"PORQUE HE TENIDO MUCHO PROBLEMAS, BUENO AHORA SE HAN SOLUCIONADO, HE TENIDO MUCHOS PROBLEMAS CON INTERNET COMO TELEFONÍA FIJA, EL CORTE DEL SERVICIO, PORQUE ESTABA HECHO POR COBRE Y NO FIBRA ÓPTICA Y TENÍAMOS INTERRUPCIÓN POR LO MENOS UNAS SEIS SIETE VECES EN LOS ÚLTIMOS CUATRO MESES, HEMOS TENIDO MUCHOS PROBLEMAS, ADEMAS QUE SE SOLICITO EL CAMBIO A FIBRA Y NO QUERÍAN INVERTIR,TUVE QUE HACER EL RECLAMO A LA SÚPER INTENDENCIA Y AHÍ ACCEDIERON AL CAMBIO."	"fijo"	"2019_q1"
"105"	"BwK90B6HqC8m"	"MasPrem"	"PEQUEÑA"	5	"PORQUE DE REPENTE SE PONE LENTO EN EL INTERNET"	"fijo"	"2019_q1"
"106"	"yh6cAyPbdy19"	"Mas"	"MICRO"	5	"PORQUE DE PRONTO LA MALA SEÑAL QUE HAY EN LOS MODEMS."	"fijo"	"2019_q1"
"107"	"KcHaUjCuxF9a"	"MP"	"PEQUEÑA"	3	"POR LA POCA COMUNICACIÓN QUE TIENE CON LOS CLIENTES, HAY CERO POS-VENTA ESPECÍFICAMENTE EN TODO LO QUE RESPECTA A PRODUCTOS, TARIFAS Y FORMAS DE PAGO"	"fijo"	"2019_q1"
"108"	"HRDPrNDAsd7H"	"MasPrem"	"MEDIANA"	5	"PORQUE HEMOS TENIDO PROBLEMAS Y NO SE SOLUCIONAN INMEDIATAMENTE. EN LAS LÍNEAS."	"fijo"	"2019_q1"
"109"	"GLoRNAoBQflk"	"MP"	"PEQUEÑA"	6	"PORQUE NO TENEMOS MAYOR PROBLEMA CON LA EMPRESA EN LOS SERVICIOS Y TIENE BUENA RESOLUCIÓN A LOS PROBLEMAS"	"fijo"	"2019_q1"
"110"	"GFnDdO9JT48y"	"MP"	"PEQUEÑA"	5	"PORQUE HACE UN AÑO ATRÁS QUE TUVIMOS UN PROBLEMA, TRASPASAMOS LAS CUENTAS Y ELLOS NO FUERON CLAROS Y ME SIGUIERON COBRANDO DOS O TRES MESES MAS DEL SERVICIO QUE YO YA TENÍA CORTADO. DE UNO DE LOS NÚMEROS PORQUE TENEMOS DOS NÚMEROS"	"fijo"	"2019_q1"
"111"	"hz7ATSF36Jgp"	"Mas"	"MICRO"	6	"POR QUE NO ME HAN OFRECIDO EQUIPOS. NO ME HAN OFRECIDO EQUIPOS, ESTOY TRABAJANDO CON EQUIPOS PROPIOS, TELÉFONOS PROPIOS."	"fijo"	"2019_q1"
"112"	"QZ5VsRYErU4C"	"MasPrem"	"PEQUEÑA"	7	"PORQUE ESTUVE CON OTRAS COMPAÑIAS QUE SE CAIA LA LINEA CONSTANTEMENTE TENIA PROBLEMAS Y CON ENTEL NUNCA TENGO PROBLEMAS EN QUE NO HAY INTERNET CUALQUIER PROBLEMA QUE GENERALMENTE CON LA OTRA COMPAÑIA DE REPENTE NO TENIA INTERNET SE CORTABA EL INTERNET O SE PONIA MUY LENTO NO TENGO PROBLEMAS CON ENTEL Y SI LLEGO A TENER ALGUNO LO SOLUCIONAN INMEDIATAMENTE"	"fijo"	"2019_q1"
"113"	"jaJLpJIWAoVP"	"MasPrem"	"MICRO"	6	"PORQUE HA FUNCIONADO UN 90 PORCIENTO BIEN; A VECES NO TIENE EL SUFICIENTE ANCHO DE BANDA QUE NECESITO PARA PODER TRABAJAR."	"fijo"	"2019_q1"
"114"	"mpV0znl98jWX"	"MasPrem"	"PEQUEÑA"	5	"PORQUE EN GENERAL FUNCIONA BIEN PERO ANTE UN PROBLEMA EL TIEMPO DE RESPUESTA ES MUY LARGO."	"fijo"	"2019_q1"
"115"	"UnhV4xLK4pYN"	"AP"	"PEQUEÑA"	7	"PORUQE NO TENEMOS RECLAMOS O INCONVENIENTES DESDE QUE ESTAMOS TRABAJANDO CON ELLOS. DESDE SU CONTRATACIÓN CUMPLIÓ CON TODO NO SE HA PRESENTADO NINGÚN PROBLEMA, ES DECIR CUMPLIÓ EN LOS PRECIOS, LA VELOCIDAD CONTRATADA, EL SERVICIO DE LINEA, EN LA RESPUESTA."	"fijo"	"2019_q1"
"116"	"PtUwqCFBqIfZ"	"MV"	"GGEE"	3	"SE CAE LA SEÑAL MUY BAJA SEÑAL TENGO YO SE CAE LA SEÑAL DE INTERNET EN CUALQUIER MOMENTO"	"fijo"	"2019_q1"
"117"	"v6XLi2w5lQqF"	"Mas"	"PEQUEÑA"	6	"PORQUE NO HE TENIDO PROBLEMAS CON ELLOS (NO DA MÁS INFORMACIÓN)"	"fijo"	"2019_q1"
"118"	"59NmTCQnkvR7"	"MasPrem"	"PEQUEÑA"	2	"PORQUE EL SERVICIO QUE NOS DAN ES UN SERVICIO INALÁMBRICO DE LA PREDICTORIA, PORQUE TODAVÍA NO HAN PODIDO INSTALAR CABLE Y YA HAN DICHO MUCHAS MENTIRAS, PASAN LOS AÑOS, HACE 7 AÑOS PEDIMOS QUE MODIFIQUEN Y NO HEMOS TENIDO RESPUESTA."	"fijo"	"2019_q1"
"119"	"5bjuMYGl3vI5"	"Mas"	"MEDIANA"	6	"POR QUE LA ATENCION CON EL EJECUTIVO ES MUY DIFICIL PARA PODER CONTACTAR CON UN EJECUTIVO ES MUY COMPLEJO NO TIENEN UN CANAL MAS DIRECTO A MENOS DE QUE UNO  SEA UNA GRAN EMPRESA EL SERVICIO LA VERDAD FUNCIONA BASTANTE BIEN"	"fijo"	"2019_q1"
"120"	"zGwSwzSnXyIp"	"AV"	"MEDIANA"	4	"POR EL PRECIO POCO COMPETITIVO EN CUANTO OTRAS COMPAÑÍAS Y DEMORA EN RESOLVER INCONVENIENTES"	"fijo"	"2019_q1"
"121"	"phYhVUWXNdbw"	"Mas"	"MICRO"	7	"PORQUE NO HAY NINGÚN PROBLEMA EN CUANTO A LA ENTREGA DE FACTURAS, A LA CONEXIÓN, A TODO, HAS ESTADO ACTIVO OPERATIVO, HAN ANDADO BIEN."	"fijo"	"2019_q1"
"122"	"h3AVI2itMc79"	"Mas"	"PEQUEÑA"	7	"ES LA MAS ESTABLE, SUFRE MENOS CAÍDAS DE SERVICIO."	"fijo"	"2019_q1"
"123"	"sRdPfQ56OkfH"	"MasPrem"	"PEQUEÑA"	6	"PORQUE EL ÚNICO PROBLEMA QUE TENGO ES QUE LAS POCAS VECES QUE ME HA DADO ALGÚN PROBLEMA EL INTERNET SE TARDAN UN POCO EN RESOLVERME, PERO SON MUY POCAS LAS VECES QUE ME HA DADO PROBLEMAS."	"fijo"	"2019_q1"
"124"	"WaowwIbuJzZW"	"Mas"	"PEQUEÑA"	5	"PORQUE MAS O MENOS, EL INTERNET NO ES TAN ESPECTACULAR. EL INTERNET A VECES NO FUNCIONA BIEN, ES MEDIOCRE, SE PIERDE, ES LENTO."	"fijo"	"2019_q1"
"125"	"dWbzzo0xdIKR"	"AV"	"MEDIANA"	5	"PORQUE CREO QUE HA TEMAS QUE ESTÁN POR MEJORAR CON EL TIEMPO DE RESOLUCIÓN DE TEMAS"	"fijo"	"2019_q1"
"126"	"S3rlcVR60N0c"	"Mas"	"MICRO"	7	"BUEN SERVICIO POR LA CONECTIVIDAD Y POR LA ASISTENCIA"	"fijo"	"2019_q1"
"127"	"2YHSmpvzCAjq"	"AP"	"PEQUEÑA"	6	"PORQUE LE FALTAN COSAS. NOSOTROS SOMOS UNA EMPRESA QUE OCUPAMOS HARTOS CELULARES Y LOS PLANES QUE TENEMOS NO SE PUEDEN CORTAR. NOSOSTROS SOMOS UNA EMPRESA DE SEGURIDAD Y LA GENTE QUE MANEJA LOS CELULARES OCUPA EL CELULAR PARA CUALQUIER COSA Y NO SE PUEDEN CORTAR. NOSOTROS LOS TENEMOS PARA 500 MINUTOS SE LE GASTAN LOS 500 MINUTOS Y NO SE CORTA. LO MISMO QUE EL INTERNET, TIENEN 3 GIGAS O 4 GIGAS Y SIGUE FUNCIONANDO, SE LE ACABA Y SIGUE FUNCIONANDO. DESPUES TE LLEGA LA CUENTA CON LO QUE SE OCUPO Y ES LO LOGICO. EN LA OTRA EMPRESA QUE ESTABAMOS ANTES ESO SE CORTABA. POR ESO NO LE DAMOS UN 7."	"fijo"	"2019_q1"
"128"	"fMwJgyx09bhK"	"MV"	"PEQUEÑA"	6	"PORQUE A PESAR DE QUE UNO TIENE VARIOS SERVICIOS CON ELLOS, CUANDO QUIERE RENOVAR EQUIPO TIENE ALGUNAS LIMITACIONES, LE PONEN ALGUNAS COSAS Y COBRAN MUY CARO, LLEVO AÑOS CON ELLOS, PIENSO QUE PARA LOS CLIENTES QUE YA LLEVAN AÑOS DEBIERAN HABER PRECIOS BIEN ECONÓMICOS PARA PODER CAMBIAR LOS EQUIPOS, RENOVAR LOS EQUIPOS. LA ADQUISICIÓN DE EQUIPOS, ES MUY CARO. TODAVÍA ES CARO, NO DAN TANTA FACILIDAD."	"fijo"	"2019_q1"
"129"	"ovDE68rHZp8w"	"AP"	"MEDIANA"	6	"PORQUE HAY ALGUNOS PROBLEMAS DE ATENCIÓN, EN LOS SERVICIOS Y PRODUCTOS QUE UNO REQUIERE."	"fijo"	"2019_q1"
"130"	"dp2a7dDB0Co6"	"AP"	"MEDIANA"	7	"PORQUE ATIENDEN NUESTROS REQUERIMIENTOS CON PRONTITUD, SON ORDENADOS Y TENEMOS BUEN SERVICIO EN GENERAL. PRESTAN EL SERVICIO CUANDO LO REQUERIMOS."	"fijo"	"2019_q1"
"131"	"qXcDEBFhX3a8"	"MP"	"PEQUEÑA"	2	"EL SERVICIO NO ES OPTIMO TIENE INTERMITENCIAS Y NO NOS DAN EL ANCHO DE BANDA QUE REQUERIMOS"	"fijo"	"2019_q1"
"132"	"Ts4sy3fPgPKD"	"MV"	"PEQUEÑA"	7	"PORQUE FUNCIONA SIEMPRE LOS SERVICIOS NO SE CORTAN SE ESCUCHA BIEN ATIENDEN LOS REQUERIMIENTOS RAPIDO"	"fijo"	"2019_q1"
"133"	"Nhi2sm1qPdEQ"	"MP"	"PEQUEÑA"	7	"PORQUE HASTA AHORA NO HEMOS TENIDO INCONVENIENTES HEMOS TRABAJADO BIEN CON ELLOS NOS PRESTAN UN BUEN SERVICIO Y CUANDO HEMOS TENIDO INCONVENIENTES TAMBIEN LO SOLUCIONAN EN FORMA RAPIDA"	"fijo"	"2019_q1"
"134"	"pv24qPTMjgWB"	"AV"	"GGEE"	7	"PORQUE NO TENEMOS MAYORES PROBLEMAS CON ELLOS, TODO FUNCIONA SIEMPRE BIEN; SÍ, QUE SON PREOCUPADOS POR LOS CLIENTES CADA VEZ QUE HEMOS TENIDO UN INCONVENIENTE O UN PROBLEMA, SIEMPRE  LO RESUELVEN RÁPIDAMENTE."	"fijo"	"2019_q1"
"135"	"tZSD4M8yleSJ"	"MV"	"PEQUEÑA"	5	"PORQUE PRECIO PODRÍA SER MEJOR Y COBERTURA ES DEFICIENTE EN ALGUNOS LUGARES."	"fijo"	"2019_q1"
"136"	"H8PwbPzi2tFA"	"MasPrem"	"PEQUEÑA"	6	"EN GENERAL NO TENGO PROBLEMA LO UNICO QUE NO ME GUSTA ES HABLAR POR TELEFONO QUE DEMORAN MUCHO EN CONTESTAR SIEMPRE ES LARGO CUANDO UNO TIENE QUE HACER UNA CONSULTA"	"fijo"	"2019_q1"
"137"	"JiEZKOzy1sM2"	"Mas"	"MICRO"	6	"PORQUE TIENE BUENA COBERTURA ,"	"fijo"	"2019_q1"
"138"	"rGdxocWbfHNJ"	"MasPrem"	"PEQUEÑA"	7	"NO TENGO MAYOR INCONVENIENTE, NO HAY NINGUNA MOLESTIA EN EL SERVICIO. EL SERVICIO ES IMPECABLE."	"fijo"	"2019_q1"
"139"	"RVF8K7u5XYIU"	"Mas"	"PEQUEÑA"	2	"PORQUE ES PÉSIMA LA SEÑAL; (NO DA MÁS INFORMACIÓN)"	"fijo"	"2019_q1"
"140"	"1SlHeGa5MXuN"	"AV"	"GGEE"	6	"POR QUE PODRIA MEJORES VALORES EN BAJAR LOS PRECIOS"	"fijo"	"2019_q1"
"141"	"PcxcyIrUtK5Y"	"AV"	"GGEE"	7	"PORQUE EL SERVICIO ES BUENO, RAPIDEZ EN LA INFORMACIÓN; CUANDO TENGO ALGÚN PROBLEMA O ALGUNA DUDA ME TRANSMITEN RÁPIDO LA INFORMACIÓN"	"fijo"	"2019_q1"
"142"	"Owfh31zTcd1A"	"MasPrem"	"PEQUEÑA"	5	"PORQUE DONDE ESTOY YO HEMOS HECHO CUALQUIER RECLAMO Y ME HACEN LA ALUSIÓN DE QUE ESTÁN EN MEJORAMIENTO EN CABRERO Y ACÁ EN CHARRÚA LAS COMUNICACIONES SON PÉSIMAS. HAY DÍAS QUE NO TENEMOS COMUNICACIÓN. ESTABA PENSANDO SERIAMENTE EN CAMBIAR DE COMPAÑÍA."	"fijo"	"2019_q1"
"143"	"AjBuOLFlXJ47"	"MP"	"MEDIANA"	6	"PORQUE ESTÁN BIEN PERO SE PONE LENTA LA COSA, SE PONE LENTO EL INTERNET."	"fijo"	"2019_q1"
"144"	"3WGfWMOZnJh4"	"MasPrem"	"PEQUEÑA"	3	"PORQUE EL INTERNET ESTA SÚPER MAL AHORA, BAJO MUCHO. EN CUANTO A LA SEÑAL, PORQUE NO ME DEJA ENVIAR CORREOS, PORQUE NOSOTROS COMO EMPRESA ENVIAMOS HARTOS CORREOS, NO DEJA NI SIQUIERA ENVIAR CORREOS EN EL DÍA. LA SEÑAL ES MALA."	"fijo"	"2019_q1"
"145"	"JscVtSZ59Uqe"	"AV"	"GGEE"	5	"POR QUE ES MUY CARO EL SERVICIO PARA LO QUE OFRECEN NO SOLO ENTEL ES MUY CARO EL SERVICIO EN RELACION AL SERVICIO QUE PRESTAN ES MUY CARO EL INTERNET AQUI Y PIENSO QUE NO DEBERIA SER ASI"	"fijo"	"2019_q1"
"146"	"Byb4JYGl0Awg"	"MasPrem"	"PEQUEÑA"	7	"PORQUE ME PRESTA EL SERVICIO QUE NECESITAMOS(NO DA MÁS INFORMACIÓN)"	"fijo"	"2019_q1"
"147"	"VxeMXlUF3TNf"	"Mas"	"PEQUEÑA"	7	"NUNCA HE TENIDO PROBLEMAS CON LA SEÑAL NI TEMAS DE FACTURACION DESDE QUE INSTALAMOS LOS SERVICIOS NUNCA HEMOS TENIDO PROBLEMAS NINGUNOS"	"fijo"	"2019_q1"
"148"	"e3wRGTHWLCz2"	"Mas"	"PEQUEÑA"	5	"PORQUE A VECES LA SEÑAL NO LLEGA MUY CLARA CUANDO POR EJEMPLO BAJA A CERROS O A OBRA SE CORTA LA SEÑAL."	"fijo"	"2019_q1"
"149"	"0yKQAaRu456Z"	"MP"	"MEDIANA"	6	"CREO QUE HAY COSAS ASPECTOS QUE SE PUEDEN MEJORAR SOBRE TODO QUE A VECES LA RED ES UN POCO INESTABLE ENTONCES ESO CREO QUE PODRIAN MEJORAR UN POQUITO MAS"	"fijo"	"2019_q1"
"150"	"EvqzWFFuPLZ6"	"MV"	"MEDIANA"	6	"NO HEMOS TENIDO PROBLEMA Y LAS VECES QUE HEMOS TENIDO PROBLEMA ME HAN SOLUCIONADO RÁPIDO"	"fijo"	"2019_q1"
"151"	"LW2rXnTEjeiL"	"MP"	"PEQUEÑA"	5	"PORQUE EL SERVICIO ES BIEN PERO EL  SERVICIO POS VENTA NO ES ADECUADO EL SERVICIO DE POS VENTA NO ES MUY AGIL"	"fijo"	"2019_q1"
"152"	"ZQKRvMGROA3v"	"Mas"	"PEQUEÑA"	7	"PORQUE TIENE BUENA SEÑAL DE INTERNET LA TELEFONIA CELULAR TAMBIEN LA TENEMOS A TRAVES DE ELLOS Y TAMBIEN FUNCIONA BIEN Y TIENE UNA MUY BUENA ATENCION AL CLIENTE"	"fijo"	"2019_q1"
"153"	"vJf1q3Ptn8NR"	"AP"	"PEQUEÑA"	5	"PORQUE HAN BAJADO MUCHO LA CALIDAD EN SERVICIO ESPECÍFICAMENTE EN LA ATENCIÓN MAS AFECTIVA AL CLIENTE"	"fijo"	"2019_q1"
"154"	"zhS39Nd4nJxg"	"Mas"	"PEQUEÑA"	5	"PORQUE EL INTERNET ES MUY LENTO."	"fijo"	"2019_q1"
"155"	"IOaxHH19UO72"	"Mas"	"MICRO"	7	"PORQUE ME HAN ATENDIDO ESPECTACULARMENTE BIEN, SIEMPRE SE PREOCUPAN ME ESTÁN LLAMANDO, ME BAJAN LOS PRECIOS, CORRIJO LOS PLANES, NINGÚN PROBLEMA."	"fijo"	"2019_q1"
"156"	"kyTBZ9RvD7DA"	"MasPrem"	"MEDIANA"	6	"ESTAMOS CON BANDA ANCHA, CUANDO HAY ALGUNAS VARIACIONES EN LA VELOCIDAD,PERO DE RESTO ESTA BASTANTE BIEN."	"fijo"	"2019_q1"
"157"	"VWra8UBnYMTW"	"MV"	"GGEE"	5	"PORQUE ES MUY INESTABLE YA QUE SE VA Y VIENE."	"fijo"	"2019_q1"
"158"	"9nh6uXDAbWP5"	"MP"	"PEQUEÑA"	6	"PORQUE A VECES TIENE FALLAS CON EL INTERNET PIERDE LA SEÑAL NOS QUEDAMOS SIN INTERNET"	"fijo"	"2019_q1"
"159"	"hRYvZQNxOjUA"	"MV"	"MEDIANA"	6	"CASI SIEMPRE TENEMOS BUENA SEÑAL, NO TENEMOS PROBLEMAS DE SEÑAL CON LA BANDA, NI CON LA TELEFONÍA PERO NO SIEMPRE.(NO DA MÁS INFORMACIÓN)"	"fijo"	"2019_q1"
"160"	"mo65ZOkrNbPG"	"MV"	"MEDIANA"	5	"PORQUE DE REPENTE HEMOS TENIDO PROBLEMAS EN QUE SE CAE LA RED DE REPENTE Y COSAS ASI"	"fijo"	"2019_q1"
"161"	"cKc2NqsCt6sk"	"Mas"	"PEQUEÑA"	5	"PORQUE SE CAE EL SISTEMA A MENUDO, PORQUE ES RESTRICTIVO RESPECTO A LA CANTIDAD DE APARATOS QUE ESTÁN CONTACDOS A LA RED, EN UNA OFICINA TAN CHICA TENIENDO ENTEL EMPRESAS NO FUNCIONA ADECUADAMENTE EL INTERNET BANDA ANCHA."	"fijo"	"2019_q1"
"162"	"5vM9yvQRHwcp"	"Mas"	"PEQUEÑA"	6	"LO MEJOR DE TODO LO QUE HAY EN EL MERCADO TIENE ALGUNAS FALENCIAS SE CORTA DE REPENTE LA COMUNICACION DE INTERNET QUEDA COMO 5 O 10 MINUTOS QUEDA DANDO VUELTAS Y NO ME GUSTA TENER QUE ASUMIRLO SE QUEDA UNO SIN INTERNET Y HAY QUE ESPERARLO"	"fijo"	"2019_q1"
"163"	"bdmHUVCIPhci"	"Mas"	"PEQUEÑA"	1	"PORQUE NO ME ESTÁN RESOLVIENDO LO QUE ES EL TEMA DE LA BANDA ANCHA, LO QUE SE CONTRATO NO SE ESTA REALIZANDO NO LO ESTAMOS UTILIZANDO PORQUE TIENE MENOS CAPACIDAD Y PORQUE NO SON EFICIENTES EN RESOLVER."	"fijo"	"2019_q1"
"164"	"bB6okdiElTMr"	"AV"	"GGEE"	5	"PORQUE HEMOS TENIDO COMPLICACIONES CON EL SERVICIO; INTERMITENCIA EN EL SERVICIO Y COSTOS."	"fijo"	"2019_q1"
"165"	"u6lA2gh9mCNr"	"Mas"	"MICRO"	5	"PORQUE ES POCA LA COBERTURA EN EL TRABAJO. (NO DA MÁS INFORMACIÓN)."	"fijo"	"2019_q1"
"166"	"6sIzkBK6HhM7"	"MasPrem"	"PEQUEÑA"	7	"PORQUE CUANDO HE TENIDO ALGÚN PROBLEMA, NO ME HE DEMORADO EN COMUNICARME Y ME LO SOLUCIONAN (NO DA MAS INFORMACIÓN)"	"fijo"	"2019_q1"
"167"	"ritkoiAwoJYd"	"MP"	"PEQUEÑA"	7	"POR EL SERVICIO LA CONFIANZA RAPIDEZ SOLUCIÓN AL PROBLEMA Y OFERTA QUE TIENE CONSTANTEMENTE ACTUALIZADAS"	"fijo"	"2019_q1"
"168"	"b3JKyjYFJAch"	"MasPrem"	"PEQUEÑA"	5	"PORQUE NO ES COMPLETAMENTE LO QUE NECESITO EN INTERNET EN ATENCION POST VENTA EN LA RESPUESTA A DAR SOLUCIONES SON MUY LENTOS"	"fijo"	"2019_q1"
"169"	"sS7i5TJhTUDR"	"MasPrem"	"PEQUEÑA"	5	"PORQUE SE CAE EL SERVICIO ENTRE LAS 4 Y LAS 3 DE LA TARDE."	"fijo"	"2019_q1"
"170"	"rhVrqgNSYgWK"	"MasPrem"	"PEQUEÑA"	6	"PORQUE EL SERVICIO NO HA SIDO PERFECTO PERO TAMPOCO PROBLEMAS TRAS PROBLEMAS QUE HEMOS TENIDO ELLOS HAN RESPONDIDO EN BASTANTE BUEN TIEMPO NOS HAN HECHO ESPERAR O SEA HAN TENIDO UN POST VENTA BASTANTE BUENOS PERO NO EXCELENTES. UN POCO DE DESCORDINACIÓN DE PARTE DE ALGUNOS SERVICIOS."	"fijo"	"2019_q1"
"171"	"DJkypyYaPfP3"	"MV"	"PEQUEÑA"	6	"PORQUE A VECES SE CAE EL SISTEMA EN LA OFICINA Y HE TENIDO PROBLEMAS."	"fijo"	"2019_q1"
"172"	"zRCGnVhNm1iN"	"AP"	"MEDIANA"	5	"PORQUE TENGO PROBLEMAS ALGUNOS INCONVENIENTES,EN SERVICIO DE COBERTURA"	"fijo"	"2019_q1"
"173"	"CE6CQ0cTZ5gs"	"Mas"	"PEQUEÑA"	5	"POR CALIDAD DE CONECTIVIDAD EN LLAMADAS; PIERDO LLAMADAS Y QUEDO SIN SEÑAL."	"fijo"	"2019_q1"
"174"	"Wrg3NZLqzUNp"	"Mas"	"PEQUEÑA"	3	"PORQUE SIEMPRE TIENEN INTERMITENCIAS EN EL INTERNET, SIEMPRE TENGO QUE ESTAR PELEANDO COSAS QUE ME PROMETEN Y NO LAS CUMPLEN."	"fijo"	"2019_q1"
"175"	"F9viSUWdBSDn"	"MV"	"PEQUEÑA"	5	"MUY BAJA, REPENTE BAJA DEMASIADO LA TRANSMISIÓN DE DATOS Y DE INTERNET, SOLAMENTE EL INTERNET.(NO DA MÁS INFORMACIÓN)"	"fijo"	"2019_q1"
"176"	"SNXTNOIzsUSc"	"MV"	"GGEE"	4	"POR ATENCIÓN CUANDO HEMOS TENIDO CAÍDAS EN EL SISTEMA, PAGOS EN LA FACTURA, ATRASOS, MAS QUE NADA POR CUANDO SE CAE EL SERVICIO NO HEMOS TENIDO LA RESPUESTA OPORTUNAMENTE."	"fijo"	"2019_q1"
