"encriptado"	"seg_gol"	"seg_corfo"	"principal compañía"	"filtro1 - filtro 1: ¿es usted la persona que administra la (s) cuenta (s) que su empresa tiene con el (los) operadores de productos o servicios móviles?"	"p3 pensando en su cuenta empresa, en general, con escala 1 a 7, donde 1 = muy insatisfecho y 7 = muy satisfecho, ¿cuán satisfecho está usted con entel?"	"p4 ¿por qué evalúa con esa nota?"	"p7 - 7. y en lo que respecta a servicio a clientes, en escala de 1 a 7 ¿cuán satisfecho está ud . {#principal}{#princ_text}?"	"p9__1 - a) precio en relación al mercado (competitividad) :"	"p9__2 - b) competitividad de planes en cuanto a minutos :"	"p9__1 - contratación de nuevos servicios :"	"p10__6 - 'consultas de la factura, como fecha pago, montos, detalles de cobros' :"	"p16 - facturación: 16. en cuanto a la facturación de todos los servicios móviles que tiene con {#principal}, en una escala de 1 a 7 ¿cómo evalúa el proceso de facturación de {#principal} en general?"	"p17 - problemas 17. en los últimos 3 meses, ¿ha tenido su empresa algún problema con el servicio entregado por {#principal}?"	"p15 - 15. ¿qué problema ha tenido? sondear literal"	"p19 - 19. ¿comunicó este problema a {#principal}?"	"p20 - 20. ¿y fue solucionado su problema?"	"18. utilizando una escala de 1 a 7, donde 1 significa nada dispuesto y 7 significa muy dispuesto, ¿qué tan dispuesto estaría usted a continuar con {#principal}{#princ_text}?"	"p24 - 24. en base a una escala de 0 a 10, donde 0 significa que definitivamente no recomendaría, y 10 que definitivamente si recomendaría, ¿qué tan dispuesto estaría usted a recomendar a {#principal}?"	"p_3a - 3) 3) para servicios fijos, ¿hace cuánto tiempo que tiene esta cuenta con {#principal}{#princ_text}? años"	"p_3b - meses"	"p_4 - 4) ¿ pensando en su relación con {#principal}{#princ_text} ¿tiene asignado un ejecutivo para sus necesidades comerciales y/o de post venta?"	"bench"	"fecha_bench"
"47"	"Z33MhWmSyx5M"	"MV"	"MICRO"	"Entel"	"SI -> CONTINUAR"	6	"EVENTUALMENTE TENEMOS ALGUNAS CAÍDAS DEL ENLACE, PORQUE LA TELEFONÍA TAMBIÉN DEPENDE DE QUE TENGAMOS INTERNET, SOLO POR ESO, PORQUE LA ATENCIÓN EN GENERAL ES BUENA YA QUE LOS TIEMPOS DE RESPUESTA SON RAZONABLES."	"7"	"7"	"7"	"No"	"7"	"7"	"Sí"	"CAÍDA DEL ENLACE"	"Sí"	"Si"	7	10	15	0	"Sí"	"fijo"	"2019_q1"
"48"	"sS9bHIXvzErK"	"AP"	"MICRO"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE EL SERVICIO QUE ENTREGAN ES BUENO RESPONDEN A LOS REQUERIMIENTOS RÁPIDO, NO HE TENIDO PROBLEMAS CON ELLOS."	"7"	"7"	"9. NS/NR"	"Si"	NA	"7"	"No"	NA	NA	NA	7	10	3	4	"Sí"	"fijo"	"2019_q1"
"49"	"ustjrKLclcDp"	"AV"	"GGEE"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE A VECES SE QUEDA PEGADO EL INTERNET O NO FUNCIONA."	"6"	"6"	"6"	"No"	NA	"7"	"Sí"	"ESTA UN POCO LENTO EL INTERNET"	"No"	NA	7	7	5	0	"Sí"	"fijo"	"2019_q1"
"50"	"Ltg04A82RIQ7"	"MasPrem"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	5	"TENEMOS CELULARES DE EMPRESAS CON ENTEL Y WIFI ENTEL Y LA SEÑAL HAY VECES QUE NO TENGO SEÑAL DE INTERNET POR EJEMPLO EN EL TEMA DE LOS TELEFONOS CUANDO UNO VA HACER ALGUN RECLAMO NO TE DAN SOLUCION AL TIRO"	"6"	"5"	"6"	"No"	NA	"7"	"Sí"	"UNO DE LOS EQUIPOS ESTABA EN REPARACION HACE COMO UN MES Y TODAVIA NO ME LLAMAN QUE ESTABA LISTO"	"Sí"	"Está en trámite"	6	5	7	99	"No"	"fijo"	"2019_q1"
"51"	"ftaK5qbvO3lP"	"MasPrem"	"GGEE"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE TODO LO QUE UNO NECESITA ESTA Y  TIENEN BUENA COBERTURA."	"5"	"6"	"5"	"Si"	"7"	"7"	"No"	NA	NA	NA	7	7	12	11	"Sí"	"fijo"	"2019_q1"
"52"	"sLLlc1YPgJVD"	"Mas"	"MICRO"	"Entel"	"SI -> CONTINUAR"	5	"PORQUE LA BANDA NO ES MUY ANCHA, PORQUE NO ES MUY RÁPIDA LA COMUNICACIÓN, PORQUE LAS VELOCIDADES SON ERRÁTICAS A DISTINTAS HORAS."	"6"	"6"	"9. NS/NR"	"No"	NA	"7"	"No"	NA	NA	NA	5	5	3	0	"No"	"fijo"	"2019_q1"
"53"	"0MzLuJYtRUnD"	"Mas"	"MICRO"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE NO HE TENIDO PROBLEMAS CON ELLOS, ENTREGAN UN BUEN SERVICIO (NO DA MÁS INFORMACIÓN)"	"7"	"7"	"7"	"No"	"7"	"7"	"No"	NA	NA	NA	7	10	7	0	"Sí"	"fijo"	"2019_q1"
"54"	"kB8SQDeFVAOx"	"MasPrem"	"MICRO"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE ENTREGAN UN BUEN SERVICIO EN CUANTO A SERVICIO DE BANDA NUNCA HEMOS TENIDO RECLAMOS CON ELLOS. SERVICIO EN TODOS LO QUE ME ATIENDEN YO TENGO VELOCIDAD ES RÁPIDA, CUANDO TENGO QUE CONSULTAR U OPERAR POR INTERNET SE HACE DE MANERA RÁPIDA Y SIN INCONVENIENTES, NO HE TENIDO CAÍDAS DE SISTEMA."	"6"	"5"	"5"	"Si"	NA	"6"	"No"	NA	NA	NA	7	9	20	0	"No"	"fijo"	"2019_q1"
"55"	"uGr8NMPVNVvB"	"AP"	"MEDIANA"	"Entel"	"SI -> CONTINUAR"	6	"NO TENGO NINGUN PROBLEMA LA CONECTIVIDAD ES RAPIDA NO SE CAEE CASI NUNCA EL SISEMA"	"6"	"6"	"6"	"No"	NA	"5"	"No"	NA	NA	NA	6	8	12	99	"Sí"	"fijo"	"2019_q1"
"56"	"umZb4wbEsZ5H"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE LA SEÑAL EN EL TEXTOR ES MALA NO ES BUENA Y NO ES UN PROBLEMA DE ENTEL, PERO COMO ES EL QUE ME SUMINISTRA EL SERVICIO OBVIAMENTE QUE LO TENGO QUE EVALUAR NO EN FORMA OPTIMA. PRINCIPALMENTE LA SEÑAL NO ES 100% BUENA, PERO ME DA LA IMPRESIÓN QUE ES EL PRODUCTO DE LA UBICACIÓN DE LA OFICINA."	"7"	"6"	"6"	"No"	NA	"7"	"No"	NA	NA	NA	7	7	15	10	"No"	"fijo"	"2019_q1"
"57"	"Q5b3xCGl4dj4"	"AV"	"MEDIANA"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE EL SERVICIO FUNCIONA BIEN, EN QUE NO SE CORTA EN QUE NO HAY INTERRUPCIONES LA NAVEGACIÓN ES CONSTANTE, NO HEMOS TENIDO PROBLEMA DESDE QUE INSTALAMOS LA FIBRA ÓPTICA."	"7"	"7"	"7"	"Si"	NA	"7"	"No"	NA	NA	NA	7	7	10	4	"Sí"	"fijo"	"2019_q1"
"58"	"JJTosg5xz1hk"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	5	"PORQUE NO TIENEN ALGUNAS COSAS QUE YO NECESITO Y COMO SOMOS UNA EMPRESA CHICA NO ME PRESTAN MUCHA ATENCIÓN"	"3"	"5"	"3"	"No"	"6"	"6"	"No"	NA	NA	NA	5	2	6	99	"No"	"fijo"	"2019_q1"
"59"	"gDnF0WSXaSU6"	"MasPrem"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE NO TENGO NINGUN PROBLEMA CON ELLOS SIEMPRE QUE VAMOS ME ATIENDEN SIEMPRE QUE NECESITO UN REQUERIMIENTO ME ATIENDEN"	"7"	"7"	"5"	"No"	NA	"7"	"No"	NA	NA	NA	7	7	3	99	"Sí"	"fijo"	"2019_q1"
"60"	"jdwuyhir6bgM"	"MasPrem"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE NUNCA HE TENIDO PROBLEMAS, ME HAN ATENDIDO BIEN ESPECÍFICAMENTE CUANDO HE TENIDO QUE IR A LA SUCURSAL."	"7"	"5"	"6"	"No"	NA	"7"	"No"	NA	NA	NA	6	6	10	0	"No"	"fijo"	"2019_q1"
"61"	"PN1femEQX0wf"	"MasPrem"	"MICRO"	"Entel"	"SI -> CONTINUAR"	5	"PORQUE LAS PERSONA QUE SE INCORPORAN A ENTEL TIENEN MAS BENEFICIOS QUE EL BANCO, EN LA ENTREGA DE TELÉFONOS MEJORES PLANES QUE SEAN PARA IR CAMBIÁNDOLOS  Y SIEMPRE HE RECLAMADO LO MISMO PARA LA EMPRESA."	"6"	"6"	"6"	"No"	NA	"7"	"No"	NA	NA	NA	6	9	10	99	"No"	"fijo"	"2019_q1"
"62"	"IIAlVl6jykYm"	"MasPrem"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	5	"PORQUE NO ME DA TODO LO QUE NECESITO; NECESITO SOPORTE"	"6"	"5"	"5"	"No"	NA	"6"	"No"	NA	NA	NA	6	8	3	99	"No"	"fijo"	"2019_q1"
"63"	"9s3tQdQFOcVC"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE TIENE UN BUEN SERVICIO PERO HAY VECES QUE ALGO FALLA, FALLAS EN CONEXIÓN EL INTERNET SE PONE LENTO"	"6"	"5"	"6"	"No"	NA	"6"	"No"	NA	NA	NA	7	9	4	99	"No"	"fijo"	"2019_q1"
"64"	"rRLUJ0S8VpAw"	"MP"	"MEDIANA"	"Entel"	"SI -> CONTINUAR"	4	"PORQUE EL SERVICIO TÉCNICO ES LENTO EN CUANTO A REPARAR EL SERVICIO CUANDO SE CAE Y LA COBERTURA EN LAS LINEAS MÓVILES A VECES NO TENGO SEÑAL."	"5"	"5"	"5"	"No"	NA	"5"	"Sí"	"SE CAE EL INTERNET."	"Sí"	"Si"	3	5	3	6	"Sí"	"fijo"	"2019_q1"
"65"	"AnUbzKqfZlSq"	"MP"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	6	"YO ESTOY SATISFECHA,SEGUIR MEJORANDO EL INTERNET FUERA DEL BARRIO URBANO, O SEA EN EL CAMPO. (NO DA MÁS INFORMACIÓN)"	"6"	"7"	"7"	"No"	NA	"6"	"No"	NA	NA	NA	7	9	2	99	"Sí"	"fijo"	"2019_q1"
"66"	"1t0YLjwYzI2S"	"AP"	"GGEE"	"Entel"	"SI -> CONTINUAR"	6	"HAY OCASIONES EN QUE EL INTERNET SE PONE LENTO EN LA VELOCIDAD DEL INTERNET."	"7"	"6"	"6"	"Si"	"7"	"9. NS/NR"	"Sí"	"EL INTERNET ES LENTO"	"Sí"	"Si"	7	8	5	0	"Sí"	"fijo"	"2019_q1"
"67"	"DtCy7UqYCnfy"	"AV"	"GGEE"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE TIENE UN BUEN SERVICIO EN INTERNET Y TELEFONIA"	"7"	"7"	"7"	"No"	NA	"7"	"No"	NA	NA	NA	7	10	2	1	"Sí"	"fijo"	"2019_q1"
"68"	"BNozrpL3z0YV"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	6	"ES QUE UNA BUENA EVALUACIÓN, TIENE BUENA COBERTURA; EN QUE PUEDO LLAMAR POR TELÉFONO A VARIAS PARTES DE CHILE"	"5"	"5"	"5"	"No"	"5"	"4"	"No"	NA	NA	NA	5	6	12	99	"No"	"fijo"	"2019_q1"
"69"	"stUV7G9EGnes"	"AP"	"MEDIANA"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE TENEMOS BUEN SERVICIO, EN LA TELEFONÍA FIJA Y EL INTERNET."	"7"	"7"	"7"	"No"	NA	"5"	"No"	NA	NA	NA	7	10	99	99	"Sí"	"fijo"	"2019_q1"
"70"	"ENm0ijIBOJI6"	"MasPrem"	"GGEE"	"Entel"	"SI -> CONTINUAR"	5	"POR LA CALIDAD DEL SERVICIO QUE NOS ENTREGA EN POST VENTA Y TODO LO QUE SEA CON ESTO, ES DECIR CUESTA COMUNICARSE ES IMPOSIBLE, HAY QUE TERMINAR EN SUS OFICINAS PARA SOLUCIONAR LOS PROBLEMAS PORQUE VÍA TELÉFONO ES IMPOSIBLE."	"3"	"6"	"7"	"Si"	"7"	"6"	"No"	NA	NA	NA	6	5	2	0	"Sí"	"fijo"	"2019_q1"
"71"	"IjCvaENLTyA4"	"MasPrem"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE ES BUENO ESTABILIDAD PERO SI HAY TEMAS DE VELOCIDAD SERVICIO TECNICO ATENCION AL CLIENTE"	"6"	"6"	"7"	"No"	NA	"6"	"Sí"	"NO CUMPLIERON CON LAS FECHAS ESTIPULADAS PARA HACER UN TRASLADO EL PROBLEMA ES QUE EL DEPARTAMENTO DE FACTIBILIDAD NO EVALUA TECNICAMENTE SACA FACTIBLE SOLAMENTE EVALUA GEOGRAFICAMENTE O VISUALMENTE"	"Sí"	"Si"	6	10	4	99	"No"	"fijo"	"2019_q1"
"72"	"ro61m36mY47N"	"AP"	"MEDIANA"	"Entel"	"SI -> CONTINUAR"	5	"POR LA RESPUESTA A LOS REQUERIMIENTOS CUANDO SE TRATA DE CONTACTAR A ENTEL A CUALQUIER COSA ES EXTRAORDINARIAMENTE BUROCRATICO LENTO"	"5"	"5"	"5"	"Si"	"5"	"5"	"No"	NA	NA	NA	5	7	7	99	"No"	"fijo"	"2019_q1"
"73"	"kyXXeFviTX5a"	"MasPrem"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	3	"POR SERVICIOS DE ATENCIÓN AL CLIENTE HAY QUE IR A LAS OFICINAS ES EMBORROZO CUALQUIER TRAMITE"	"2"	"3"	"3"	"No"	NA	"5"	"No"	NA	NA	NA	3	3	5	0	"No"	"fijo"	"2019_q1"
"74"	"2ZHLbBrVhFTZ"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE NUNCA HA PRESENTADO PROBLEMAS EL SERVICIO SIEMPRE HA SIDO CONTINUO Y SIN DIFICULTADES, EN LA NAVEGACIÓN NUNCA HEMOS TENIDO PROBLEMAS DE CORTE O LENTITUD DEL SERVICIO; LA FORMA EN QUE UNO SE VINCULA CON ELLOS A TRAVEZ DE PLATAFORMA, TELEFÓNICAMENTE SIEMPRE HAY RESPUESTA PARA CONSULTAS."	"7"	"6"	"6"	"No"	NA	"7"	"No"	NA	NA	NA	7	10	7	2	"Sí"	"fijo"	"2019_q1"
"75"	"6e2g3Qn6jk3G"	"MasPrem"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	5	"DE REPENTE EL INTERNET SE CAE."	"6"	"6"	"7"	"No"	NA	"7"	"Sí"	"CON EL INTERNET SE CAE."	"Sí"	"Si"	7	6	4	99	"Sí"	"fijo"	"2019_q1"
"76"	"KMPI1whRfXk8"	"AV"	"GGEE"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE ME HAN PRESTADO EL SERVICIO COMO CORRESPONDE, ME DAN EL SOPORTE INMEDIATO, HE TENIDO BUENOS PRECIOS."	"7"	"6"	"6"	"No"	NA	"7"	"No"	NA	NA	NA	7	10	7	0	"Sí"	"fijo"	"2019_q1"
"77"	"e2oDC2MGUeSl"	"MasPrem"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	4	"SE CAE POR CIERTO TIEMPO, SE DESCONECTA EL INTERNET (NO DA MAS INFORMACIÓN)"	"4"	"3"	"3"	"No"	NA	"6"	"Sí"	"EL SERVICIO QUE NO FUNCIONA EN LOS TELÉFONOS, Y EL INTERNET (NO DA MAS INFORMACIÓN)"	"Sí"	"Si"	4	0	2	0	"9. NS/NR"	"fijo"	"2019_q1"
"78"	"kR0x32NH4kzK"	"MasPrem"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	6	"LA RESPUESTA DEL SERVICIO UN POCO LENTA CORTAN MUCHAS VECES EL INTERNET POR COSAS COMO DE ÁREAS Y HAY LENTA RECUPERACIÓN DEL SERVICIO NO SOLO ESA"	"6"	"5"	"5"	"No"	NA	"7"	"No"	NA	NA	NA	6	6	2	99	"No"	"fijo"	"2019_q1"
"79"	"6hqpBPc67UNv"	"MP"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	6	"CUANDO SE NECESITA HACER UNA CONSULTA LO COMUNICAN CON UNA OPERADORA CON VARIAS OPCIONES Y LA DEMORAN"	"6"	"6"	"6"	"No"	NA	"6"	"No"	NA	NA	NA	6	9	10	99	"Sí"	"fijo"	"2019_q1"
"80"	"Pl2kcIbwNlU7"	"MP"	"MEDIANA"	"Entel"	"SI -> CONTINUAR"	4	"PORQUE ESTAMOS CON MUCHOS PROBLEMAS DE CONECTIVIDAD EN QUE SE PIERDE LA SEÑAL, DE REPENTE NO TENEMOS LA CAPACIDAD COMPLETA PARA RECIBIR"	"6"	"5"	"4"	"No"	NA	"6"	"No"	NA	NA	NA	4	4	15	0	"Sí"	"fijo"	"2019_q1"
"81"	"3XNbcxaT9OHU"	"MP"	"MICRO"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE ES UN BUEN SERVICIO Y UNA BUENA ATENCION LLEVAMOS 9 AÑOS CON ENTEL Y YO CREO QUE ESO LO DICE TODO"	"7"	"7"	"7"	"No"	NA	"7"	"No"	NA	NA	NA	7	10	9	8	"Sí"	"fijo"	"2019_q1"
"82"	"8zbftfDFpd1y"	"MasPrem"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	5	"PORQUE SE SUPONE QUE TENGO UN BUEN PLAN DE INTERNET Y SIEMPRE TENGO FALLAS LA SEÑAL NO ESTA SIEMPRE AL FULL A LO QUE YO TENGO CONTRATADO SE CAE DE REPENTE SE DEMORA EN ENTREGARME 100 POR CIENTO EL INTERNET"	"5"	"6"	"9. NS/NR"	"No"	NA	"6"	"No"	NA	NA	NA	6	7	6	3	"No"	"fijo"	"2019_q1"
"83"	"FyxRs8g8r5PQ"	"Mas"	"MICRO"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE ME PRESTA UN BUEN SERVICIO, QUE ES BARATO Y BUENO (NO DA MAS INFORMACIÓN)"	"7"	"9. NS/NR"	"9. NS/NR"	"No"	NA	"7"	"No"	NA	NA	NA	7	10	10	0	"Sí"	"fijo"	"2019_q1"
"84"	"tlqavTV0Wo0z"	"MP"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE ME GUSTA MUCHO EL SERVICIO, EN WIFI SIEMPRE TENGO COBERTURA, HAY BUENAS PROMOCIONES, Y ATIENDEN BIEN, EN COMPARACIÓN A OTRAS COMPAÑÍAS"	"7"	"6"	"7"	"No"	"7"	"7"	"No"	NA	NA	NA	7	7	4	0	"Sí"	"fijo"	"2019_q1"
"85"	"wdCSALg963zt"	"MasPrem"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE SON EFICIENTES EN EL SERVICIO QUE ME PRESTA, NUNCA HE TENIDO PROBLEMAS Y ME GUSTA."	"7"	"7"	"7"	"Si"	NA	"7"	"No"	NA	NA	NA	7	10	10	99	"Sí"	"fijo"	"2019_q1"
"86"	"8le32cdQ6iy0"	"MasPrem"	"MICRO"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE TIENE TODOS LOS SERVICIOS QUE YO TENGO ES UN POCO MAS DIFÍCIL ACCEDER ALGÚN CAMBIO PERO ESTA TODO BIEN, EN CONTINUIDAD DEL SERVICIO, ENVIÓ DE LAS CUENTAS Y POR EL PRECIO DE LOS SERVICIOS QUE ME BRINDAN."	"6"	"5"	"4"	"No"	NA	"6"	"Sí"	"PROBLEMAS EN COMUNICARME CON LOS OTROS TELÉFONOS DE MI PLAN SE CAE SABIENDO QUE ESTÁN DISPONIBLES LOS TELÉFONOS NO ME PUEDO COMUNICAR."	"No"	NA	6	7	10	99	"Sí"	"fijo"	"2019_q1"
"87"	"o8CtYQQ6luPC"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE ME FUNCIONA TODO BIEN, ME FUNCIONA EL INTERNET, EL TELÉFONO, NO TENGO MAYORES PROBLEMAS ENTONCES CONSIDERO QUE EL SERVICIO QUE ME PRESTAN ES BUENO.(NO DA MÁS INFORMACIÓN)"	"7"	"7"	"6"	"No"	NA	"7"	"No"	NA	NA	NA	7	10	4	2	"No"	"fijo"	"2019_q1"
"88"	"mePR9OFMHjeJ"	"MasPrem"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	4	"PORQUE CADA CIERTO TIEMPO HAY QUE ESTAR LLAMANDO PARA QUE HA UNO LE MEJOREN EL PLAN YO CONSIDERO QUE SOY UN BUEN CLIENTE PAGO AL DÍA Y SI YO NO LLAMO A MI LA EMPRESA NO ME LLAMA PARA OFRECERME ALGO BUENO PARA RETENERME COMO CLIENTE TENGO QUE ESTAR LLAMANDO YO PARA DECIRLE ME ESTÁN LLAMANDO DE TAL EMPRESA ME VOY A CAMBIAR HA NO SE CAMBIE LE VAMOS A HACER TAL DESCUENTO PERO MIENTRAS YO NO LLAMO A MI NADIE ME LLAMA PARA OFRECERME USTED ES BUEN CLIENTE LE VOY A OFRECER UN BUEN DESCUENTO NADIE."	"3"	"3"	"3"	"No"	NA	"3"	"Sí"	"SE ABRA CAÍDO EL INTERNET Y HA PASADO UNA SEMANA Y NO LO HAN MIRADO Y DESPUÉS NO HACEN NINGÚN DESCUENTO CON EL TEMA DE LA FACTURA EL MISMO PRECIO."	"Sí"	"Si"	2	0	1	5	"No"	"fijo"	"2019_q1"
"89"	"NEAT09utSSns"	"AP"	"MEDIANA"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE NO HEMOS TENIDO NINGÚN PROBLEMA CON ELLOS."	"7"	"5"	"5"	"Si"	NA	"7"	"No"	NA	NA	NA	7	7	9	0	"Sí"	"fijo"	"2019_q1"
"90"	"Npn6iY52csbk"	"MV"	"MEDIANA"	"Entel"	"SI -> CONTINUAR"	4	"PORQUE EL SERVICIO ES DEFICIENTE, TODO LO QUE ES OFERTAS."	"4"	"5"	"4"	"No"	"6"	"5"	"Sí"	"PROBLEMAS DE INTERNET, VELOCIDAD, SE CAE."	"Sí"	"No"	4	4	6	3	"Sí"	"fijo"	"2019_q1"
"91"	"tDrRup8T9Wob"	"MP"	"MEDIANA"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE TENEMOS PROBLEMAS CON INTERNET EN QUE SE CAE A CADA RATO ES LENTO ESO ES LO QUE TENGO QUE LLAMAR Y VER QUE ALTERNATIVAS ME OFRECEN PARA MEJORAR EL SERVICIO"	"7"	"7"	"7"	"Si"	"7"	"7"	"Sí"	"CON INTERNET MUY LENTO EN LA VELOCIDAD"	"No"	NA	7	7	4	99	"Sí"	"fijo"	"2019_q1"
"92"	"0PZXaIZhdWTs"	"MV"	"GGEE"	"Entel"	"SI -> CONTINUAR"	2	"HEMOS TENIDO UN MAL SERVICIO EN TODO, EN VARIAS COSAS, TEMAS DE ESTABILIDAD, RESOLUCIÓN DE PROBLEMAS, EN TEMAS DE CELULARES, VARIAS COSAS."	"2"	"2"	"2"	"No"	"3"	"3"	"Sí"	"MALOS COBROS, CAÍDA DE LOS SISTEMAS, EN ROAMING."	"Sí"	"No"	2	1	4	0	"Sí"	"fijo"	"2019_q1"
"93"	"TvtbjC4dRAlY"	"MasPrem"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE TIENE UN BUEN SERVICIO EN CUALQUIER MINUTO QUE TENEMOS PROBLEMA RESPONDEN AL TIRO, EN GENERAL CUANDO UNO SE CONECTA TELEFÓNICAMENTE LLEGA DIRECTO A LA GENTE QUE NECESITA CONTESTAR NO TE DERIVAN A UNA CENTRALES TELEFÓNICAS EN COLOMBIA EN ESE SENTIDO"	"6"	"5"	"5"	"No"	NA	"5"	"No"	NA	NA	NA	7	10	4	0	"9. NS/NR"	"fijo"	"2019_q1"
"94"	"Rehz2hBgaRme"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE NUNCA HE TENIDO NINGÚN PROBLEMA DESDE QUE ESTOY OPERANDO CON ELLOS."	"7"	"6"	"6"	"No"	"7"	"7"	"No"	NA	NA	NA	7	10	1	0	"No"	"fijo"	"2019_q1"
"95"	"8enSOCaoOZzi"	"MasPrem"	"MICRO"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE EN TODOS LOS AÑOS QUE HE TRABAJADO CON ELLOS SIEMPRE ME HA ATENDIDO BIEN ES DECIR HAN ATENDIDO RÁPIDO MIS REQUERIMIENTOS, LA ATENCIÓN ES PERSONALIZADA YO TENGO UN NUMERO DE CONTACTO COMO ADMINISTRADOR Y ME ATIENDE EL EJECUTIVO, YA QUE SIEMPRE HAY UN EJECUTIVO ASIGNADO Y ME DA RESPUESTA A LO QUE YO NECESITO, O ME ORIENTA CUANDO NO TENGO CLARO EL ASUNTO."	"7"	"6"	"7"	"Si"	NA	"7"	"No"	NA	NA	NA	7	10	10	0	"Sí"	"fijo"	"2019_q1"
"96"	"2Pj9B4Lp2ytA"	"AV"	"GGEE"	"Entel"	"SI -> CONTINUAR"	6	"ES QUE HEMOS TENIDO ALGUNAS DIFICULTADES, LOS RESUELVEN DE FORMA BASTANTE RÁPIDA, PERO INTERFIEREN EN LAS ACCIONES QUE REALIZAMOS; CAÍDA EN EL SERVICIO."	"6"	"6"	"7"	"Si"	"7"	"7"	"No"	NA	NA	NA	7	9	6	0	"Sí"	"fijo"	"2019_q1"
"97"	"6LZHam4v9NF4"	"AP"	"GGEE"	"Entel"	"SI -> CONTINUAR"	5	"PORQUE EL SERVICIO ES INESTABLE EN INTERNET  CAE DE REPENTE, EL SERVICIO IGUAL ES LENTO"	"6"	"3"	"3"	"Si"	"7"	"7"	"No"	NA	NA	NA	7	4	3	0	"Sí"	"fijo"	"2019_q1"
"98"	"IQW0h3ispXNJ"	"MasPrem"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	6	"POR QUE PODRÍA MEJORAR EL SERVICIO Y ES ECONOMICO"	"6"	"5"	"5"	"No"	NA	"6"	"No"	NA	NA	NA	6	8	15	99	"No"	"fijo"	"2019_q1"
"99"	"ZC44DpBsRu2G"	"Mas"	"MICRO"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE ES MUY BUENO PERO NO PERFECTO, A VECES TIENE CAÍDAS EL SISTEMA, SE CAE."	"7"	"6"	"6"	"No"	NA	"7"	"No"	NA	NA	NA	6	6	8	2	"Sí"	"fijo"	"2019_q1"
"100"	"vt4tP3ifSLDN"	"AP"	"MEDIANA"	"Entel"	"SI -> CONTINUAR"	5	"PORQUE MUCHAS VECES HEMOS TENIDO PROBLEMAS CON EL SERVICIO EN GESTION EN SOLICITUDES DE TIPOS DE LINEAS PROBLEMAS CON EL INTERNET MAS QUE NADA ESO DEMORAS DE RESPUESTA POCAS SOLUCIONES LA LENTITUD DE LA RESPUESTA EN LA EJECUTIVA"	"5"	"6"	"6"	"Si"	"6"	"6"	"Sí"	"PROBLEMAS CON EL SERVICIO CON LA CONECTIVIDAD Y CON LA VELOCIDAD DEL INTERNET Y TODO ESO"	"Sí"	"No"	6	5	3	3	"Sí"	"fijo"	"2019_q1"
