encriptado	GOL (BASE STOCK SEP 2019)	SEGMENTO CORFO	Principal compañía	Filtro1 - Filtro 1: ¿Es usted la persona que administra la (s) cuenta (s) que su empresa tiene con el (los) operadores de productos o servicios móviles?	P1 - 1. En su empresa, ¿con qué compañías tiene contratado los servicios móviles como teléfonos o banda ancha móvil? (respuesta múltiple)	3. Pensando en su cuenta empresa, En general, con escala 1 a 7, donde 1 =  Muy insatisfecho y 7 =  Muy satisfecho, ¿Cuán satisfecho está Ud. con {#Principal}?	"P4 - 4.	¿Por qué evalúa con esa nota? LITERAL"	P5__1 - a) {#Principal} es una empresa con buena imagen en general :	P6 - 6. ¿Y con qué nota de 1 a 7, evalúa a {#Principal} en cuanto a la Calidad y Cobertura de las llamadas?	"P7 - 7.	Ahora pensando en la navegación a través de su celular, es decir internet móvil empresa contratado con {#Principal}, ¿Con qué nota de 1 a 7, evalúa la navegación a través del celular?"	"P8 - 8.	Y en lo que respecta  a Servicio a Clientes, ¿cuán satisfecho está Ud. con {#Principal}"	"P9__1 - a)	Precio del Plan en relación al mercado (Competitividad) :"	"P9__2 - b)	Competitividad de planes en cuanto a minutos :"	"P9__3 - c)	Competitividad de planes en cuanto a Internet Móvil o internet en su celular :"	"P9__4 - d)	El precio de los equipos en relación al mercado :"	P10__1 - Contratación de nuevas líneas :	"P10__2 - 'Consultas de la factura; como fechas de pago, montos, detalles de cobros.' :"	P10__3 - Consultas sobre el detalle de tráfico de minutos o datos de sus equipos móviles :	P10__5 - Solicitar cambio de plan :	P10__6 - Servicio Técnico por falla de equipo celular o Banda Ancha Móvil :	P10__7 - Solicitar cambio de equipo por pérdida o renovación (NO por Servicio Técnico) :	P11__1 - Contratación de nuevas líneas :	"P11__2 - 'Consultas de la factura; como fechas de pago, montos, detalles de cobros.' :"	P11__3 - Consultas sobre el detalle de tráfico de minutos o datos de sus equipos móviles :	P11__5 - Solicitar cambio de plan :	P11__6 - Servicio Técnico por falla de equipo celular o Banda Ancha Móvil :	P11__7 - Solicitar cambio de equipo por pérdida o renovación (NO por Servicio Técnico) :	P12__1 - Contratación de nuevas líneas :	"P12__2 - 'Consultas de la factura; como fechas de pago, montos, detalles de cobros.' :"	P12__3 - Consultas sobre el detalle de tráfico de minutos o datos de sus equipos móviles :	P12__5 - Solicitar cambio de plan :	P12__6 - Servicio Técnico por falla de equipo celular o Banda Ancha Móvil :	P12__7 - Solicitar cambio de equipo por pérdida o renovación (NO por Servicio Técnico) :	P13__1 - 1: Ejecutivo asignado para su empresa :	P13__2 - 2: Call center :	P13__3 - 3: Página Web {#Principal} Empresas :	P13__4 - 4: En tiendas/ sucursales :	P13__5 - 5: App Administradores Empresa :	"P16 - FACTURACIÓN:
       16. En cuanto a la Facturación de todos los servicios móviles que tiene con {#Principal}, en una escala de 1 a 7 ¿Cómo evalúa el proceso de facturación de {#Principal} en general?"	"P17 - PROBLEMAS
         17. En los últimos 3 meses, ¿ha tenido su empresa algún problema con el servicio entregado por {#Principal}?"	"P18 - 18.	¿Qué problema ha tenido? Sondear LITERAL"	"P19 - 19.	¿Comunicó este problema a {#Principal}?"	"P20 - 20.	¿Y fue solucionado su problema?"	"P21 - LEALTAD
         Ahora pensando en todos los servicios que recibe con {#Principal} en general y en la relación que tiene con esta compañía, me podría decir…
    
         21. Utilizando una escala de 1 a 7, donde 1 significa nada dispuesto y 7"	P22 - 22. Pensando como cliente empresa, y en su opinión ¿Cuál diría Ud. qué es la mejor compañía de servicios móviles? (Leer opciones, respuesta única)	"P24 - 24.	En base a una escala de 0 a 10, donde 0 significa que definitivamente no recomendaría, y 10 que definitivamente si recomendaría, ¿Qué tan dispuesto estaría usted a recomendar a {#Principal}?"	P_2 - 2) ¿Cuál de estas categorías calza mejor con el giro de su empresa? (Leer opciones, respuesta única)	"P_3A - 3)	¿Hace cuánto tiempo que tiene esta cuenta con {#Principal}?
            AÑOS"	P_3B - MESES	"P_4 - 4)	¿ Pensando en su relación con {#Principal} ¿Tiene asignado un ejecutivo para sus necesidades comerciales y/o de post venta?"
nVPALNkRJYBH	Mas	MICRO	Entel	SI -> CONTINUAR	Entel	7	PORQUE LAS OTRAS COMPAÑIAS TODA ME DECEPCIONARON, ME DEJARON POR UN LAPSO DE TIEMPO DEMASIADO LARGO SIN PODER TRABAJAR PORQUE TRABAJO EN EMPRESA Y ENTEL NO LE HA PASADO ABSOLUTAMENTE NADA Y TENGO COBERTURA A DONDE VOY DE INTERNET Y TELÉFONO.	7	7	7	6	7	7	6	9. NS/NR	Si	Si	No	No	No	No	7	7	NA	NA	NA	NA	4.En tiendas/ sucursales	2.Call center	NA	NA	NA	NA	NA	7	NA	7	NA	7	No	NA	NA	NA	7	Entel	7	"8.	Comercio (al por mayor y menor)"	7	0	No
PoTyg7GKtpVZ	Mas	MICRO	Entel	SI -> CONTINUAR	Entel	5	PORQUE HE TENIDO ALGUNOS PROBLEMAS.	7	7	6	5	5	5	6	3	Si	No	No	No	No	Si	5	NA	NA	NA	NA	3	4.En tiendas/ sucursales	NA	NA	NA	NA	4.En tiendas/ sucursales	NA	NA	NA	7	NA	7	No	NA	NA	NA	6	Entel	6	"6.	Servicios"	10	0	No
Vo8dUcJen7VJ	Mas	MICRO	Entel	SI -> CONTINUAR	Entel	6	NO LLEGA LA INFORMACIÓN, NO LLEGA LA INFORMACIÓN DE PLANES DE OFERTAS, DE NO LLEGA.	7	5	5	6	6	7	7	9. NS/NR	No	Si	No	Si	No	No	NA	7	NA	7	NA	NA	NA	1.Ejecutivo asignado para su empresa	NA	1.Ejecutivo asignado para su empresa	NA	NA	7	NA	NA	NA	NA	6	No	NA	NA	NA	7	Entel	10	"8.	Comercio (al por mayor y menor)"	10	0	No
iM8TObzTDvDL	MasPrem	MICRO	Entel	SI -> CONTINUAR	Entel	6	PORQUE HAY VECES QUE SE CAE LE SISTEMA.UNO NO TIENE POR SER EMPRESA, LOS MISMOS BENEFICIOS QUE TIENE UNA PERSONA NATURAL, QUE DEBERÍA SER LO MISMO PARA LOS DOS LADOS.	6	5	5	6	5	9. NS/NR	9. NS/NR	5	No	No	Si	Si	No	Si	NA	NA	6	7	NA	6	NA	NA	5.App Administradores Empresa	4.En tiendas/ sucursales	NA	4.En tiendas/ sucursales	NA	5	NA	4	5	6	Sí	EL INTERNET SE HA PEGADO, HAY QUE REINICIAR EL TELÉFONO, HAY QUE LLAMAR, HAY QUE PREGUNTAR ESE TIPO DE COSAS.	Sí	Si	6	Entel	9	"8.	Comercio (al por mayor y menor)"	15	0	No
oMc2tKoCyaxe	MasPrem	PEQUEÑA	Entel	SI -> CONTINUAR	Entel,WOM (No leer)	7	POR LA ATENCIÓN, EN LA ATENCIÓN QUE ME DAN Y LOS PLANES IGUAL MAS QUE NADA TIENE BUENA SEÑAL, POR ESO.	7	7	7	7	5	5	5	5	Si	Si	Si	Si	Si	Si	7	7	7	7	7	6	2.Call center	2.Call center	2.Call center	2.Call center	4.En tiendas/ sucursales	2.Call center	NA	7	NA	7	NA	7	No	NA	NA	NA	7	Entel	10	"8.	Comercio (al por mayor y menor)"	10	0	Sí
OUTjub7LOS0c	MV	MEDIANA	Entel	SI -> CONTINUAR	Entel,Movistar,WOM (No leer)	5	PORQUE POR EL TEMA DE LOS CAMBIOS DE EQUIPOS TE PONEN MUCHAS TRABAS. Y LO OTRO QUE NO Y LO OTRO QUE SI UNO NO LLAMA NO LE PARAN DICIENDO QUE ES LO MAS ME CONVENIENTE PARA AHORRAR PLATA. DE REPENTE UNO SE ESPERA POR OTRO LADO QUE ESTA PAGANDO DE MAYO LO LLAMAN Y DICE SI SI LE MANDO A OTROS LO PARAN DE BAJAR ELLOS DEBERÍAN ASESORAR ANTES DE QUE UNO LO LLAME.	5	5	4	4	5	5	5	4	No	No	No	Si	No	Si	NA	NA	NA	5	NA	4	NA	NA	NA	2.Call center	NA	2.Call center	NA	4	NA	NA	NA	6	Sí	AVECES NO HAY SEÑAL POR VARIAS HORAS ACÁ EN LA REGIÓN DONDE YO VIVO QUE ES CAÑETE EN. BUENO SIEMPRE LOS PROBLEMAS DE LA SEÑAL ES UNA COSA BASTANTE ACÁ EN LA GENTE TANTO Y ES LENTO PARA NAVEGAR EN INTERNET.	Sí	No	5	Entel	5	"6.	Servicios"	19	0	Sí
Ls6ApCrdL8Wb	Mas	MICRO	Entel	SI -> CONTINUAR	Entel	4	HE TENIDO ALTOS PROBLEMAS Y AHORA ULTIMO, PARTAMOS LA PRIMICIA QUE AQUÍ DONDE ESTAMOS APARTAMOS NOSOTROS UBICADOS NO TENGO LA POSIBILIDAD DE OTRA EMPRESA PORQUE NO HAY COBERTURA ESTAMOS EN UN ZONA BAJO POR ELLOS ES LO ÚNICO QUE TENEMOS CLARO COMO SISTEMA DE COMUNICACIÓN  Y LA VERDAD TENEMOS PROBLEMAS CAE, LA SEÑAL NO PUEDO SEÑAL, NO TENGO INTERNET ME QUEDO SIN COBERTURA LLAMO DONDE ELLOS LO QUE SI ELLOS REACCIONA RÁPIDO NO PUEDO DECIR QUE NO ES ASÍ.	5	4	5	5	6	7	6	9. NS/NR	No	No	No	No	Si	No	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	2.Call center	NA	NA	5	NA	NA	NA	6	Sí	LO QUE LE EXPLICO DE ANTES, DE REPENTE SE CAE LA COBERTURA Y NO NOS DAMOS CUENTA HASTA QUE QUEREMOS HACER UNA LLAMADA SOBRE TODO EN LAS TARDES, ELLOS TENÍAN UN PROBLEMAS CON LA ANTENA, ESO TIENE UNA PALABRAS MAS TÉCNICA.	Sí	Si	6	Entel	6	"8.	Comercio (al por mayor y menor)"	10	0	No
3FzdMN0dZ1PU	MasPrem	MICRO	Entel	SI -> CONTINUAR	Entel	6	BUENO POR LO MENOS EL SERVICIO ES BUENO Y NUNCA HE  TENIDO PROBLEMAS.	6	6	4	5	4	5	5	5	No	No	Si	No	No	Si	NA	NA	6	NA	NA	5	NA	NA	5.App Administradores Empresa	NA	NA	2.Call center	NA	6	NA	NA	7	6	No	NA	NA	NA	5	Entel	7	"3.	Industria"	14	0	No
HHRFNM9RDGiU	Mas	MICRO	Entel	SI -> CONTINUAR	Entel,WOM (No leer)	5	PORQUE ES CARO. POCO MINUTOS Y ES CARO.	6	7	5	5	4	4	5	5	Si	No	No	Si	No	No	5	NA	NA	2	NA	NA	5.App Administradores Empresa	NA	NA	4.En tiendas/ sucursales	NA	NA	NA	NA	NA	5	5	7	No	NA	NA	NA	7	Entel	0	"6.	Servicios"	15	0	No
DFeACMx7dptp	MV	MICRO	Entel	SI -> CONTINUAR	Entel	7	NUNCA HE TENIDO PROBLEMAS CON ENTEL, ME HAN BUENOS SERVICIO LLEVO 25 AÑOS CON ELLOS.	7	7	7	7	5	7	7	7	No	Si	No	No	No	No	NA	6	NA	NA	NA	NA	NA	2.Call center	NA	NA	NA	NA	NA	7	NA	NA	NA	7	No	NA	NA	NA	7	Entel	8	"8.	Comercio (al por mayor y menor)"	12	0	Sí
buuF6SjnUNnb	Mas	PEQUEÑA	Entel	SI -> CONTINUAR	Entel,Claro	5	MAS QUE NADA POR LA FACTURACIÓN, ES QUE CASI NO LLEGA.	7	6	5	6	6	6	5	4	Si	Si	Si	Si	No	No	6	5	6	6	NA	NA	4.En tiendas/ sucursales	4.En tiendas/ sucursales	4.En tiendas/ sucursales	4.En tiendas/ sucursales	NA	NA	NA	NA	NA	6	NA	6	No	NA	NA	NA	7	Entel	7	"8.	Comercio (al por mayor y menor)"	10	0	No
Glwa0Emp3kzk	Mas	MICRO	Entel	SI -> CONTINUAR	Entel	6	PORQUE LO QUE PASA ES QUE UNO SE ATRASA UNO O DOS DÍAS DE PAGO Y SE LO BLOQUEAN PARA NO LLAMAR, NO SÉ POR QUÉ NO MANDAN UN WHAT'S APP O UN CORREO, NO AVISAN, NO ENTIENDO POR QUÉ ME LO CORTAN. UN DÍA ESTUVE A PUNTO DE IR A PAGAR Y AHÍ MISMO ME CORTARON.	7	6	6	7	7	7	7	6	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	No	NA	NA	NA	7	Entel	10	"1.	Agro"	3	0	No
VQpjNzMebpdP	Mas	MICRO	Entel	SI -> CONTINUAR	Entel,WOM (No leer)	6	PORQUE IGUAL, MAS QUE NADA DE REPENTE FALTA UN POQUITO MAS DE ATENCIÓN POR LA PARTE DE CUENTA, POR EL TEMA DE PAGOS YA QUE SIEMPRE HAY QUE DIRIGIRSE VÍA ONLINE PERO AL FINAL EL PRODUCTO, NO ES LO MISMO COMO CUANDO ES PERSONALIZADA.	6	7	7	5	6	6	6	6	Si	Si	Si	No	No	No	7	6	7	NA	NA	NA	1.Ejecutivo asignado para su empresa	5.App Administradores Empresa	3.Página Web <b>{#\.Principal}</b> Empresas	NA	NA	NA	7	NA	5	NA	5	6	No	NA	NA	NA	7	Entel	10	"3.	Industria"	5	0	No
IBs44Xt9AE9L	Mas	MICRO	Entel	SI -> CONTINUAR	Entel	6	FALTA POR EJEMPLO ,EN LA EMPRESA LUGARES ESPECÍFICOS , O SEA ESTÁN EN ALGUNAS TIENDA NO MAS, TE ATIENDEN COMO EMPRESA. DEBERÍA  SER MAS BARATO.	7	7	6	5	5	5	7	5	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	No	NA	NA	NA	6	Entel	10	"6.	Servicios"	7	0	No
r9sUBXmxVK20	MasPrem	MICRO	Entel	SI -> CONTINUAR	Entel	7	PORQUE NO TENGO PROBLEMAS CON LAS LINEAS, NI CON EL INTERNET.	7	7	7	9. NS/NR	7	7	7	7	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	No	NA	NA	NA	7	Entel	10	"6.	Servicios"	1	0	No
jLIeJ6VQmaoy	MasPrem	PEQUEÑA	Entel	SI -> CONTINUAR	Entel,Otros	6	ME HA BRINDADO UN SERVICIO BUENO. QUE POR ALGUNOS DETALLES PODRÍA SER EXCELENTE.	6	6	5	6	5	6	6	5	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	No	NA	NA	NA	6	Entel	7	"1.	Agro"	20	0	Sí
Mz4eFPnzkRJf	Mas	MICRO	Entel	SI -> CONTINUAR	Entel	5	PORQUE SOY CLIENTE HACE MAS DE 20 AÑOS Y ESTE ULTIMO AÑO HEMOS TENIDO BASTANTE COMPLICACIONES EN EL COBRO DE FACTURA, EQUIPOS Y TECNOLÓGICA. MUCHO BUROCRACIA EN LA ATENCIÓN AL CLIENTE PORQUE SE TIRAN LA PELOTA EL UNO CON EL OTRO.	6	7	6	5	6	6	6	4	No	Si	Si	Si	No	Si	NA	5	4	5	NA	5	NA	5.App Administradores Empresa	5.App Administradores Empresa	2.Call center	NA	4.En tiendas/ sucursales	NA	6	NA	5	5	6	Sí	COBRO DE FACTURA, SOBRE COBRO DE FACTURA CON CARACTERÍSTICA DE NO HABER OCUPADO UN PLAN DE DATO, ME COBRARON UNA FACTURA DE CASI 200 000 PESOS QUE NO HABÍA CONSUMIDO, FUI AL CALL CENTER PERO NO ME DIERON SOLUCIÓN Y LUEGO A LA SUCURSAL, Y LA SUTTEL DESPUÉS DE 6 DÍAS ME DIJERON QUE YA ESTABA SOLUCIONADO.	Sí	No	7	Entel	7	"6.	Servicios"	20	0	No
paFPcdcIbjy5	Mas	MICRO	Entel	SI -> CONTINUAR	Entel	7	POR QUE LA EMPRESA ES MUY BUENO, NO SE CAE CASI NUNCA EL SISTEMA CASI NUNCA SE CAE.	7	7	7	7	7	7	7	7	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	No	NA	NA	NA	7	Entel	10	"8.	Comercio (al por mayor y menor)"	2	0	No
On4oDnFhdeCX	Mas	MICRO	Entel	SI -> CONTINUAR	Entel	7	ESTOY MUCHO TIEMPO Y NO HE TENIDO NINGÚN PROBLEMA. ESTARÉ UNOS 15 AÑOS Y NO HE TENIDO NINGÚN INCONVENIENTE CON ENTEL.	6	7	7	7	7	7	7	5	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	No	NA	NA	NA	7	Entel	10	"8.	Comercio (al por mayor y menor)"	15	0	No
NQ5rq1kgxtC1	Mas	MICRO	Entel	SI -> CONTINUAR	Entel	5	ES QUE HAY COSAS QUE NO ESTA SATISFECHO, QUE TAMPOCO ES MALO, MALO, PERO TAMPOCO UN CIEN POR CIENTO QUE ES BUENO, BUENO. LA SEÑAL TAMBIÉN HACIA CAMPO SIEMPRE SE PIERDE, LA SEÑAL.	7	4	5	7	5	5	5	5	No	No	Si	Si	No	No	NA	NA	7	5	NA	NA	NA	NA	2.Call center	2.Call center	NA	NA	NA	7	NA	NA	NA	1	Sí	ES QUE COMO LE DIGO NO ME LLEGA NUNCA LAS CUENTAS. SIEMPRE ESTOY LLAMANDO A QUE ME MANDEN EL DETALLE.	Sí	Si	5	Claro	10	"8.	Comercio (al por mayor y menor)"	12	0	No
1OaEUPuhbZQp	Mas	MICRO	Entel	SI -> CONTINUAR	Entel,Claro	5	POR TEMAS DE COBERTURA, PIERDO SEÑAL DONDE ANDO TRABAJANDO.	6	5	6	5	6	5	6	4	No	Si	Si	Si	No	No	NA	6	6	6	NA	NA	NA	3.Página Web <b>{#\.Principal}</b> Empresas	3.Página Web <b>{#\.Principal}</b> Empresas	2.Call center	NA	NA	NA	6	6	NA	NA	6	No	NA	NA	NA	5	Otra (NO Leer)	0	"1.	Agro"	15	0	No
koeG3asRS6ho	MasPrem	PEQUEÑA	Entel	SI -> CONTINUAR	Entel,Movistar	6	PORQUE ES CASI PERFECTO,ME GUSTARÍA QUE MEJORARAN ALGUNAS COSAS.POR EJEMPLO EN CUANTO A PRECIO QUE LO HAN MEJORADO BASTANTE,EN CUANTO A COBERTURA QUE SE ESCUCHA EN TODOS LADOS.	7	7	7	6	6	7	5	7	Si	Si	Si	No	Si	Si	7	7	7	NA	7	7	4.En tiendas/ sucursales	4.En tiendas/ sucursales	4.En tiendas/ sucursales	NA	4.En tiendas/ sucursales	4.En tiendas/ sucursales	NA	NA	NA	7	NA	7	No	NA	NA	NA	7	Entel	10	"7.	Transporte"	5	0	No
0jqAbKNPXnrI	Mas	PEQUEÑA	Entel	SI -> CONTINUAR	Entel,Otros	7	PORQUE ES LO ÚNICO QUE SALDA, TODAS LAS SEÑALAS SON MUY MALAS .	7	7	7	7	6	6	6	3	Si	No	No	Si	No	No	7	NA	NA	7	NA	NA	2.Call center	NA	NA	2.Call center	NA	NA	NA	7	NA	NA	NA	7	No	NA	NA	NA	7	Entel	10	"5.	Salud"	25	0	No
mLWBOY6i5xSc	MasPrem	PEQUEÑA	Entel	SI -> CONTINUAR	Entel,Movistar	7	HASTA EL MOMENTO NO HE TENIDO NI UN PROBLEMA.	7	7	5	6	6	5	5	5	No	Si	Si	Si	Si	Si	NA	7	7	7	7	7	NA	2.Call center	4.En tiendas/ sucursales	2.Call center	2.Call center	4.En tiendas/ sucursales	NA	7	NA	7	NA	6	No	NA	NA	NA	6	Entel	9	"7.	Transporte"	1	6	9. NS/NR
6BQVQJBBQMzW	Mas	MICRO	Entel	SI -> CONTINUAR	Entel	5	PORQUE DE REPENTE YO ME ENCUENTRO QUE EL TELÉFONO ESTA SIN SERVICIO, EL INTERNET ES DEMASIADO LENTO, QUE NO FUNCIONA COMO NO QUISIERA. DE REPENTE EL INTERNET ES DEMASIADO LENTO, SE CAE MUY RÁPIDO HAY PROBLEMAS CON LA SEÑAL.	6	5	4	5	5	4	5	4	No	No	No	No	No	Si	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	4.En tiendas/ sucursales	NA	NA	NA	5	NA	3	No	NA	NA	NA	4	Entel	5	"8.	Comercio (al por mayor y menor)"	2	0	No
qe91LfOyVxsK	Mas	MICRO	Entel	SI -> CONTINUAR	Entel	6	PORQUE SE SUPONE QUE IBAN A TENER UNA CUENTA FIJA PERO ME HAN ESTADO SUBIENDO.	7	7	7	6	7	7	7	7	Si	Si	No	Si	Si	No	7	6	NA	7	7	NA	4.En tiendas/ sucursales	2.Call center	NA	4.En tiendas/ sucursales	4.En tiendas/ sucursales	NA	NA	5	NA	7	NA	6	No	NA	NA	NA	7	Entel	10	"6.	Servicios"	1	0	No
fwtJ2sMhi8YV	Mas	MICRO	Entel	SI -> CONTINUAR	Entel	7	NO TENGO PROBLEMAS DE SERVICIO Y CADA VEZ QUE TENGO DUDAS ME LAS ACLARAN, TIENE BUEN COBERTURA.	7	7	7	7	6	6	5	4	Si	Si	Si	Si	No	No	7	7	7	7	NA	NA	4.En tiendas/ sucursales	5.App Administradores Empresa	4.En tiendas/ sucursales	4.En tiendas/ sucursales	NA	NA	NA	NA	NA	7	5	7	No	NA	NA	NA	7	Entel	10	"5.	Salud"	3	0	No
XzUZJJycFWXa	MasPrem	PEQUEÑA	Entel	SI -> CONTINUAR	Entel	7	POR EL SERVICIO Y LA CALIDAD . EN CUANTO A LOS SERVICIOS NUNCA TENGO PROBLEMAS CON ELLOS . CUANDO ME QUIERO COMUNICAR CON ELLOS ES PEDITO. NO TIENE PROBLEMAS DE SEÑAL Y TIENE BUENA COBERTURA.	7	7	7	7	7	7	7	4	Si	No	No	Si	No	No	7	NA	NA	7	NA	NA	2.Call center	NA	NA	2.Call center	NA	NA	NA	7	NA	NA	NA	7	No	NA	NA	NA	7	Entel	10	"6.	Servicios"	8	8	Sí
gHLCJXEvcr6L	Mas	MICRO	Entel	SI -> CONTINUAR	Entel	6	POR LA MALA SEÑAL QUE HAY EN ALGUNOS LUGARES, SOLO ESO LA MALA SEÑAL.	6	6	6	5	5	6	6	3	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	Sí	FALTA DE SEÑAL.	No	NA	6	Entel	10	"3.	Industria"	10	0	No
cCzwgs0Jm7Zy	Mas	MICRO	Entel	SI -> CONTINUAR	Entel,Claro	6	PORQUE EN MI CASO SON MUY POCAS LAS COSAS, QUE NO LLEGA UNA BOLETA PERO MAS DE ESO NO. PORQUE SOLO ME LLEGO UNA BOLETA O NO LLEGO UNA FACTURA, SON DETALLES PEQUEÑOS.	7	7	7	7	5	7	7	7	No	No	No	Si	No	Si	NA	NA	NA	7	NA	5	NA	NA	NA	2.Call center	NA	2.Call center	NA	6	NA	NA	6	6	No	NA	NA	NA	7	Entel	10	"7.	Transporte"	1	0	No
ox4PLFyzMsVF	Mas	MICRO	Entel	SI -> CONTINUAR	Entel,Movistar	4	POR AL SEÑAL MALA,QUE LOS DATOS MÓVILES CUESTAN MUCHO QUE TOMEN,SE PONEN DEMASIADO LENTO.	5	5	4	5	6	5	4	3	Si	No	No	Si	No	No	6	NA	NA	6	NA	NA	1.Ejecutivo asignado para su empresa	NA	NA	1.Ejecutivo asignado para su empresa	NA	NA	7	NA	NA	NA	NA	7	No	NA	NA	NA	5	Movistar	3	"1.	Agro"	8	0	No
8xQrhhlRa0G1	MasPrem	PEQUEÑA	Entel	SI -> CONTINUAR	Entel,Claro,Movistar	1	PORQUE ,LA ATENCIÓN ES PÉSIMA, LOS PRODUCTOS SON CAROS Y LOS SERVICIOS SON PÉSIMOS. DESDE LA ATENCIÓN HASTA LA COBERTURA.	1	7	3	5	2	1	3	1	Si	No	No	No	No	Si	1	NA	NA	NA	NA	1	4.En tiendas/ sucursales	NA	NA	NA	NA	4.En tiendas/ sucursales	NA	1	NA	3	NA	7	Sí	COBERTURA, DONDE ANTES HABÍA COBERTURA YA NO HAY. LO QUE PASA QUE TENGO UNA LINEA DE TELÉFONO QUE EN FONDO DEBERÍA ESTAR EN CENTRO DE LA CIUDAD Y NO HACEN PARA SOLUCIONAR.ES EXCESIVO EL COBRO DE LOS EQUIPOS IMPOSIBLE CONTAR CON UN EQUIPO CON ENTEL, PORQUE LAS TASAS COMERCIALES DAN CRÉDITO Y ENTEL NI SIQUIERA  DA CRÉDITO.	Sí	No	5	Entel	4	"7.	Transporte"	15	0	No
RpUtnzAcjMHb	Mas	MICRO	Entel	SI -> CONTINUAR	Entel,Otros	7	NUNCA HE TENIDO PROBLEMAS, CON LA SEÑAL,CON EL INTERNET, NUNCA TUVE PROBLEMAS CON LA SEÑAL.	7	7	7	7	5	5	7	5	No	No	No	No	No	Si	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	2.Call center	NA	7	NA	NA	NA	5	No	NA	NA	NA	6	Entel	7	"8.	Comercio (al por mayor y menor)"	9	0	No
7JrBswfjpOgL	Mas	MICRO	Entel	SI -> CONTINUAR	Entel	3	PORQUE NO ESTOY COMPLETAMENTE SATISFECHO CONSIDERO QUE ES CARO. NO ME SIENTO LIBRE PARA CAMBIAR, TENGO CASI QUE PEDIR PERMISO TIENE MUCHA COLA DE ESPERA.	7	6	4	3	5	7	6	5	Si	No	No	Si	Si	Si	3	NA	NA	1	3	1	2.Call center	NA	NA	2.Call center	2.Call center	4.En tiendas/ sucursales	NA	4	NA	1	NA	7	No	NA	NA	NA	6	Entel	5	"7.	Transporte"	13	0	No
15feS7m0F5BU	MasPrem	PEQUEÑA	Entel	SI -> CONTINUAR	Entel	7	PORQUE EL SERVICIO ES BUENO, ME FUNCIONA BIEN . DENTRO DE LO NORMAL. FUNCIONA BIEN LA ESTABILIDAD DE LA SEÑAL ES BUENA.LA COBERTURA, EL SERVICIO, LAS LINEAS.	7	7	6	7	7	7	4	4	No	No	Si	No	No	No	NA	NA	7	NA	NA	NA	NA	NA	3.Página Web <b>{#\.Principal}</b> Empresas	NA	NA	NA	NA	NA	7	NA	NA	7	No	NA	NA	NA	7	Entel	10	"2.	Tecnología"	1	0	No
UpRQbjsxpacA	MasPrem	MICRO	Entel	SI -> CONTINUAR	Entel	6	PORQUE SI, NO HE TENIDO PROBLEMA.	7	6	6	6	5	6	6	6	No	Si	No	No	No	No	NA	6	NA	NA	NA	NA	NA	3.Página Web <b>{#\.Principal}</b> Empresas	NA	NA	NA	NA	NA	NA	6	NA	NA	7	No	NA	NA	NA	6	Entel	8	"8.	Comercio (al por mayor y menor)"	10	0	9. NS/NR
HOLfpzJdHnJE	Mas	MICRO	Entel	SI -> CONTINUAR	Entel	7	PORQUE YO DESDE QUE INICIÉ CUANDO FUI MAYOR DE EDAD MI COMPAÑÍA DE TELEFÓNICA FUE EN ENTEL Y NUNCA HE TENIDO NINGÚN PROBLEMA.NO ME ANDAN LLAMANDO COMO EN OTRAS COMPAÑÍAS QUE TAMBIÉN HE PORTADO,ES UN PROBLEMA,ENTONCES EN ENTEL NO ANDAN FREGÁNDOLO.DE HECHO TIEMPO ATRÁS TUVE MOVISTAR Y AVECES HABÍAN COBROS INEXISTENTES,SI UNO NO RECLAMABA NO SE CORREGÍA.EL ÚNICO PROBLEMA QUE TUVE AÑOS ATRÁS EN ENTEL PERO FUE POR IGNORANCIA MÍA,PERO NO PROBLEMA SINO POR EL TEMA DEL ROAMING,TUVE QUE PAGAR MUCHA PLATA,YO HABLABA EN EL EXTRANJERO SIN SABER QUE TODO ERA TRADUCIDO A MINUTOS,PERO FUE MAS QUE NADA UN ANÉCDOTA,ENTONCES MUY BIEN.	7	7	6	7	7	7	7	7	No	No	No	No	Si	No	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	2.Call center	NA	NA	6	NA	NA	NA	7	No	NA	NA	NA	7	Entel	10	"1.	Agro"	19	0	Sí
