Column1	encriptado	...2	SEGMENTO GOL	SEGMENTO CORFO	Principal compañía	Filtro1 - Filtro 1: ¿Es usted la persona que administra la (s) cuenta (s) que su empresa tiene con el (los) operadores de productos o servicios móviles?	P1__1 - A: Internet Banda Ancha :	P1__2 - B: Telefonía Fija :	P1__3 - C: Red privada de datos/Transmisión de datos (MPLS) :	P1__4 - 'D: Servicios de Data Center y almacenamiento Cloud (servicios de alojamiento, arriendo, monitoreo y administración de servidores físicos o virtuales)' :	P1__5 - 'E: Servicios de correo electrónico, videoconferencias, creación y edición de documentos en línea y de manera colaborativa' :	P2__1 - A: Internet Banda Ancha :	P2__2 - B: Telefonía Fija :	P2__3 - C: Red privada de datos/Transmisión de datos (MPLS) :	P2__4 - 'D: Servicios de Data Center y almacenamiento Cloud (servicios de alojamiento, arriendo, monitoreo y administración de servidores físicos o virtuales)' :	P2__5 - 'E: Servicios de correo electrónico, videoconferencias, creación y edición de documentos en línea y de manera colaborativa' :	EMPTY LABEL - No Information Provided...17	EMPTY LABEL - No Information Provided...18	3. Pensando en su cuenta empresa, En general, con escala 1 a 7, donde 1 =  Muy insatisfecho y 7 =  Muy satisfecho, ¿Cuán satisfecho está Ud. con {#Principal}?	"P4 - 4.	¿Por qué evalúa con esa nota? LITERAL"	P5__1 - a) {#Principal} es una empresa con buena imagen en general :	P6 - 6. Pensando en el funcionamiento del servicio {#P6txt},¿con qué nota de 1 a 7 evalúa el Funcionamiento de este servicio en general?	"P7 - 7.	Y en lo que respecta  a Servicio a Clientes, en escala de 1 a 7 ¿cuán satisfecho está Ud…. {#Principal}{#Princ_text}?"	"P9__1 - a)	Precio en relación al mercado (Competitividad) :"	"P9__2 - b)	Competitividad de planes en cuanto a minutos :"	"P8__3 - c)	Competitividad de planes en cuanto a Internet banda ancha fija :"	P9__1 - Contratación de nuevos servicios :	P9__2 - Solicitar aumentos o disminuciones  de velocidad (cambios de plan) :	P9__4 - Consultas del contrato/ alcances del contrato/ condiciones del contrato :	P9__5 - Consultas sobre seguimiento o estado de solicitudes :	"P10__2 - 'Consultas de la factura; como fechas de pago, montos, detalles de cobros.' :"	P9__7 - Reclamos por fallas  técnicas de los servicios fijos :	P10__1 - Contratación de nuevos servicios :	P10__2 - Solicitar aumentos o disminuciones  de velocidad (cambios de plan) :	P10__4 - Consultas del contrato/ alcances del contrato/ condiciones del contrato :	P10__5 - Consultas sobre seguimiento o estado de solicitudes :	P10__6 - 'Consultas de la factura, como fecha pago, montos, detalles de cobros' :	P10__7 - Reclamos por fallas  técnicas de los servicios fijos :	P11__2 - Solicitar aumentos o disminuciones  de velocidad (cambios de plan) :	P11__4 - Consultas del contrato/ alcances del contrato/ condiciones del contrato :	P11__5 - Consultas sobre seguimiento o estado de solicitudes :	P11__6 - 'Consultas de la factura, como fecha pago, montos, detalles de cobros' :	P11__7 - Reclamos por fallas  técnicas de los servicios fijos :	P12__1 - 1: Ejecutivo asignado para su empresa :	P12__2 - '2: A través del Call center, empresa' :	P12__3 - 3: P: A través de la web con clave :	P12__4 - 4: En tiendas/ sucursales :	"P16 - FACTURACIÓN:
       16. En cuanto a la Facturación de todos los servicios móviles que tiene con {#Principal}, en una escala de 1 a 7 ¿Cómo evalúa el proceso de facturación de {#Principal} en general?"	"P17 - PROBLEMAS
         17. En los últimos 3 meses, ¿ha tenido su empresa algún problema con el servicio entregado por {#Principal}?"	"P15 - 15.	¿Qué problema ha tenido? Sondear LITERAL"	"P19 - 19.	¿Comunicó este problema a {#Principal}?"	"P20 - 20.	¿Y fue solucionado su problema?"	18. Utilizando una escala de 1 a 7, donde 1 significa nada dispuesto y 7 significa muy dispuesto, ¿Qué tan dispuesto estaría usted a continuar con {#Principal}{#Princ_text}?	"P24 - 24.	En base a una escala de 0 a 10, donde 0 significa que definitivamente no recomendaría, y 10 que definitivamente si recomendaría, ¿Qué tan dispuesto estaría usted a recomendar a {#Principal}?"	"P_3A - 3) 3)	Para servicios fijos, ¿Hace cuánto tiempo que tiene esta cuenta con {#Principal}{#Princ_text}?
            AÑOS"	P_3B - MESES	"P_4 - 4)	¿ Pensando en su relación con {#Principal}{#Princ_text} ¿Tiene asignado un ejecutivo para sus necesidades comerciales y/o de post venta?"	Bench
30	teP9dT0GFFBr	43617	Mas	MICRO	Entel	SI -> CONTINUAR	Sí	Sí	No	No	Sí	Entel	Telefónica del Sur	NA	NA	Entel	NA	NA	4	PORQUE ESTOY EN LA ZONA RURAL Y HAY MALA CONECTIVIDAD, BAJAR LA INFORMACIÓN ES MUY LENTO Y A VECES NO BAJA LA INFORMACIÓN.	6	3	6	7	6	7	Si	No	No	Si	No	Si	7	NA	NA	6	NA	5	NA	NA	2. A través del Call center, empresa	NA	2. A través del Call center, empresa	NA	7	NA	NA	7	No	NA	NA	NA	6	8	5	99	Sí	fijo
31	vAzv4xj1KG1k	43617	Mas	MICRO	Entel	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Entel	NA	NA	NA	NA	NA	6	PORQUE EN TELEFONÍA NO ES MUY BUENO, EN LA SEÑAL DEL TELÉFONO, LOS TELÉFONOS QUE ELLOS PRESTAN LA SEÑALA SE ESCUCHA MAL,ESO ES LO MAS INCOMODO, LO MAS GRAVE.	6	6	5	4	4	4	No	Si	No	Si	Si	Si	NA	5	NA	4	5	4	4. En tiendas/ sucursales	NA	2. A través del Call center, empresa	4. En tiendas/ sucursales	2. A través del Call center, empresa	NA	5	NA	4	5	Sí	LA MALA SEÑAL DEL TELÉFONO, LOS TELÉFONOS LOS PONEN ELLOS MISMO Y SE ESCUCHA MUY MAL Y EL CABLE QUE PEGA DE REPENTE LOS CANALES HD,SE ORIENTA.	Sí	No	4	5	10	99	No	fijo
32	PBvlwcxzitoe	43617	MV	MICRO	Entel	SI -> CONTINUAR	Sí	Sí	No	No	Sí	Entel	Entel	NA	NA	Entel	NA	NA	7	CON ELLOS NO TENEMOS MAYOR PROBLEMA, EN CUANTO A LA SEÑAL.	7	6	7	7	7	7	Si	Si	Si	No	No	Si	7	7	7	NA	NA	7	1. Ejecutivo asignado	1. Ejecutivo asignado	NA	NA	1. Ejecutivo asignado	6	NA	NA	NA	7	Sí	LA VELOCIDAD, ES QUE SOMOS MUCHOS ACÁ, ENTONCES DE REPENTE COMO QUE SE PONE LENTO EL INTERNET.	Sí	Está en trámite	7	10	3	99	Sí	fijo
33	PvZyPfdVxYVw	43617	MV	PEQUEÑA	Entel	SI -> CONTINUAR	Sí	Sí	No	No	Sí	Entel	Entel	NA	NA	Entel	NA	NA	5	PORQUE TUVIMOS PROBLEMAS DE SEÑAL UN TIEMPO ATRÁS Y ESO NOS COSTÓ MUCHO UBICAR LA SEÑAL, UN POCO COMPLICADO, PERO AL FINAL LO SOLUCIONARON.	6	6	6	5	5	5	No	No	No	Si	No	Si	NA	NA	NA	5	NA	4	NA	NA	3. A través de la web con clave <b>{#\.Principal}{#\.Princ_text}</b> Empresas	NA	4. En tiendas/ sucursales	NA	NA	4	5	5	No	NA	NA	NA	5	5	1	4	No	fijo
34	9nq3Gwgq0Zl0	43617	AP	MICRO	Entel	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Otra ¿Cúal?	NA	NA	NA	NA	CABLE PACÍFICO	6	"COBERTURA DE INTERNET Y LA CAPACIDAD Y VELOCIDAD; ESPECÍFICAMENTE EN LA VELOCIDAD DE INTERNET Y TAMBIÉN EN LA SEÑAL POR ÁREA TERRITORIAL, UNA EXCELENTE SEÑAL O COBERTURA"	7	7	7	5	5	5	Si	Si	No	No	No	No	7	7	NA	NA	NA	NA	4. En tiendas/ sucursales	NA	NA	NA	NA	NA	NA	NA	7	7	No	NA	NA	NA	6	7	4	0	Sí	fijo
35	rskXHjXHYPlt	43617	MV	GGEE	Entel	SI -> CONTINUAR	Sí	Sí	Sí	No	Sí	Entel	Otra ¿Cúal?	Entel	NA	Otra ¿Cúal?	NA	99 NO RECUERDA	6	PORQUE SON BUENOS PERO PODRÍAN SER MEJOR,SOLUCIONAN LOS PROBLEMAS AL TIRO, LA SEÑAL ES MUY DIFÍCIL QUE SE CAIGA,Y ES UN SERVICIO QUE CUANDO UNO TIENE UN PROBLEMA LO SOLUCIONAN RÁPIDO.	6	7	7	7	7	7	Si	Si	No	Si	Si	No	7	7	NA	7	7	NA	1. Ejecutivo asignado	NA	1. Ejecutivo asignado	3. A través de la web con clave <b>{#\.Principal}{#\.Princ_text}</b> Empresas	NA	7	NA	7	NA	7	No	NA	NA	NA	7	8	99	99	Sí	fijo
36	mW0B5M3kISgT	43617	Mas	GGEE	Entel	SI -> CONTINUAR	Sí	Sí	Sí	Sí	Sí	Entel	Entel	Entel	Entel	Entel	NA	NA	5	POR LOS COBROS QUE ENVÍAN EXTRAS DE REPENTE HAY QUE ESTAR REVISANDO LAS CUOTAS DETALLADAS Y TODO PORQUE SI UNO NO SE PERCATA DE ESO TE COBRAN COSAS EXTRAS CUANDO UNO VIAJA FUERA DEL PAÍS TODO ESO, Y POR LA MALA ATENCIÓN CUANDO UNO LLAMA NO MANEJAN LOS TEMAS Y TODO	5	5	4	4	4	4	Si	Si	No	Si	Si	Si	5	5	NA	5	4	5	2. A través del Call center, empresa	NA	1. Ejecutivo asignado	1. Ejecutivo asignado	2. A través del Call center, empresa	5	5	NA	NA	4	Sí	DE LA FACTURACIÓN, PROBLEMA CON UNOS COBROS MAL COBRADOS CON UNOS CARGOS QUE NO SE HABÍAN REALIZADO	Sí	No	4	5	6	0	No	fijo
37	bdmXxXfd3dZH	43617	MasPrem	MICRO	Entel	SI -> CONTINUAR	Sí	No	No	No	Sí	Entel	NA	NA	NA	Entel	NA	NA	6	PORQUE EL SERVICIO FUNCIONA APARENTEMENTE  BIEN PERO EN ALGUNAS OCASIONES CUESTA TOMAR LA CONEXIÓN	7	6	5	6	5	7	Si	No	No	No	No	No	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	7	Sí	MIRANDO TELEVISIÓN CUESTAN QUE LOS DECODIFICADORES DE REPENTE FUNCIONEN CUESTA CONECTARSE DE REPENTE CON UNO O DOS DECODIFICADORES PERO YA ULTIMO NO HA PASADO NADA ENTONCES NO HE HECHO EL RECLAMO	Sí	Si	7	10	0	3	No	fijo
38	fStrUY14YqmH	43617	MasPrem	MICRO	Entel	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Entel	NA	NA	NA	NA	NA	6	PORQUE A VECES SE INTERRUMPE EL SERVICIO HAY MOMENTOS QUE SE DESCONTINUA EL SERVICIO SE CAE LA SEÑAL	7	6	7	7	7	7	No	No	No	No	No	Si	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	2. A través del Call center, empresa	NA	6	NA	NA	6	Sí	CAIDA DEL SISTEMA INTERRUPCION DEL SERVICIO NO HA HABIDO INTERNET SE HA CAIDO	Sí	Si	7	10	2	6	Sí	fijo
39	uVrzkOGmziLh	43617	MasPrem	MICRO	Entel	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Entel	NA	NA	NA	NA	NA	6	PORQUE ESTOY CONFORME CON EL SERVICIO, LA VERDAD ES QUE ANTES HABÍAMOS TENIDO PROBLEMAS SE CAÍA MUCHO EL SISTEMA Y DE UN TIEMPO A ESTA PARTE ESO SE HA MEJORADO CONSIDERABLEMENTE.	5	6	3	4	4	4	No	No	Si	No	Si	Si	NA	NA	5	NA	3	5	NA	4. En tiendas/ sucursales	NA	4. En tiendas/ sucursales	2. A través del Call center, empresa	NA	5	NA	4	2	Sí	SE HA INTERRUMPIDO EL SERVICIO DE ENTEL BANDA.	Sí	Si	2	2	2	99	Sí	fijo
40	cDGVn0nsiPFx	43617	AV	GGEE	Entel	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Entel	NA	NA	NA	NA	NA	6	"PORQUE NO TIENEN MÁS FACTIBILIDAD TÉCNICA PARA AMPLIAR LA BANDA ANCHA, LA VELODIDAD, ES LO ÚNICO; ESTAMOS MIGRANDO A UNA EMPRESA PRIVADA."	7	6	6	7	7	6	Si	Si	No	No	No	Si	6	6	NA	NA	NA	6	1. Ejecutivo asignado	NA	NA	NA	1. Ejecutivo asignado	7	NA	NA	NA	7	Sí	CAÍDA DE LAS CONEXIONES.	Sí	Si	6	9	10	5	Sí	fijo
41	IyYEJolu07DW	43617	AV	PEQUEÑA	Entel	SI -> CONTINUAR	Sí	Sí	No	No	Sí	Entel	Telefónica del Sur	NA	NA	Otra ¿Cúal?	NA	NA	6	PORQUE NO ES OPTIMO EL SERVICIO CON EL TEMA DE LA COBERTURA MÁS QUE NADA, IGUAL TIENE ALGUNAS FALENCIAS Y POR LA ATENCIÓN, LA ENTREGA DE LOS PRODUCTOS Y LAS SOLICITUDES DE MUNICIPAL.	7	5	6	6	5	6	Si	Si	Si	Si	Si	Si	5	5	5	5	5	5	1. Ejecutivo asignado	1. Ejecutivo asignado	1. Ejecutivo asignado	1. Ejecutivo asignado	1. Ejecutivo asignado	5	NA	NA	NA	3	Sí	NOS APARECIERON EN ESTE AÑO 2019 FACTURAS DEL 2018 QUE NO ESTABAN EN EL SISTEMA Y APARECIERON AHORA Y NUNCA FUERON ENVIADAS AL CORREO ELECTRÓNICO, NO ESTÁN EN EL PORTAL Y NO SABEMOS A QUE CORRESPONDEN.	Sí	No	5	5	5	0	Sí	fijo
42	VINRHjKflQn5	43617	MasPrem	PEQUEÑA	Entel	SI -> CONTINUAR	Sí	No	No	No	No	Entel	NA	NA	NA	NA	NA	NA	5	PORQUE MIS PAPAS ESTAN ELLOS TIENEN NEGOCIOS ALLA EN PIPA Y LA COBERTURA NO LLEGA MUY BIEN Y EL INTERNET TAMBIEN NO LLEGA MUY BIEN	7	6	6	6	7	6	No	No	No	No	No	Si	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	4. En tiendas/ sucursales	NA	NA	NA	5	7	No	NA	NA	NA	7	10	3	99	Sí	fijo
43	69CZ4gXch9uU	43617	MV	PEQUEÑA	Entel	SI -> CONTINUAR	Sí	Sí	Sí	No	Sí	Entel	Entel	Entel	NA	Otra ¿Cúal?	NA	NA	5	LAS RESOLUCIONES DE SOPORTES BUROCRÁTICAMENTE SON MUY LARGAS PASAN DE UN ESCALAMIENTO PUEDE TOMAR HASTA UNA SEMANA DOS SEMANAS LO CUAL PARA MI ES MUCHO TIEMPO NO MÁS QUE NADA ESO	6	6	5	4	5	6	Si	Si	Si	Si	Si	Si	4	4	2	5	5	5	2. A través del Call center, empresa	2. A través del Call center, empresa	2. A través del Call center, empresa	2. A través del Call center, empresa	2. A través del Call center, empresa	NA	5	NA	NA	6	Sí	LO QUE PASA ES QUE TENGO SERVICIO CONTRATADOS EN EL SUR TENGO SUCURSALES ENTONCES CUESTA MUCHO QUE ENTRE ELLOS SE ENTIENDAN CUANDO UNO HACE LAS SOLICITUDES LA HACEN EN SANTIAGO EN CASA MADRID Y TODO LO GESTIONAN AQUÍ EN SANTIAGO TOMAN VARIOS DÍAS QUE ENTIENDAN QUE EL LUGAR DE ATENCIÓN ES EN EL SUR MAS QUE NADA ESO LA DEMORA LAS GESTIONEN LA DEMORAN MUCHO DESPUÉS ENTRAN LAS FESTIVIDADES EN EVALUACIONES Y ESO TOMA MAS FÁCIL 20 DÍAS.	Sí	Si	7	0	25	99	Sí	fijo
44	r88yRYWqCfvr	43617	AP	MEDIANA	Entel	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Otra ¿Cúal?	NA	NA	NA	NA	CODELCO	6	PORQUE ESTAMOS MUY LEJOS NOSOTROS DE TODO EL SISTEMA NO TENEMOS COMUNICACION DIRECTA CON LOS REPRESENTANTES HAY COMUNICACION CON LOS APARATOS PERO NO PRESENCIAL NO HEMOS TENIDO DRAMA CON EL INTERNET SIEMPRE SE MANEJA BIEN NO HAY CORTE NO HAY NADA NO HAY PRESENCIA DE ELLOS PERO HA FUNCIONADO BASTANTE BIEN	6	7	6	6	6	6	Si	Si	No	Si	Si	Si	6	6	NA	6	7	6	1. Ejecutivo asignado	NA	1. Ejecutivo asignado	1. Ejecutivo asignado	1. Ejecutivo asignado	6	NA	NA	NA	7	No	NA	NA	NA	6	9	15	4	Sí	fijo
45	Y9o2qnfjTaPD	43617	Mas	MICRO	Entel	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Telefónica/ Movistar	NA	NA	NA	NA	NA	7	PORQUE HA SIDO BUENO EL SERVICIO TANTO EN LA RED DE INTERNET Y EL CELULAR, SIEMPRE HE TENIDO BUENA COBERTURA,PORQUE NO HE TENIDO PROBLEMA CON LA SEÑAL.	5	6	6	5	4	5	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	3	No	NA	NA	NA	4	4	16	12	No	fijo
46	oShp6JrTh47p	43617	Mas	MICRO	Entel	SI -> CONTINUAR	Sí	Sí	No	No	Sí	Entel	Entel	NA	NA	Entel	NA	NA	7	PORQUE ES BUENA ESPECÍFICAMENTE EN LA PRESTACIÓN DE SERVICIOS.	7	7	7	7	7	7	Si	Si	Si	Si	Si	No	7	7	5	7	7	NA	4. En tiendas/ sucursales	4. En tiendas/ sucursales	3. A través de la web con clave <b>{#\.Principal}{#\.Princ_text}</b> Empresas	3. A través de la web con clave <b>{#\.Principal}{#\.Princ_text}</b> Empresas	NA	NA	NA	7	5	6	No	NA	NA	NA	7	10	12	0	No	fijo
47	Z33MhWmSyx5M	43617	MV	MICRO	Entel	SI -> CONTINUAR	Sí	Sí	No	No	Sí	Entel	Entel	NA	NA	Otra ¿Cúal?	NA	NA	6	EVENTUALMENTE TENEMOS ALGUNAS CAÍDAS DEL ENLACE, PORQUE LA TELEFONÍA TAMBIÉN DEPENDE DE QUE TENGAMOS INTERNET, SOLO POR ESO, PORQUE LA ATENCIÓN EN GENERAL ES BUENA YA QUE LOS TIEMPOS DE RESPUESTA SON RAZONABLES.	7	6	7	7	7	7	No	No	No	No	Si	Si	NA	NA	NA	NA	7	7	NA	NA	NA	1. Ejecutivo asignado	2. A través del Call center, empresa	7	7	NA	NA	7	Sí	CAÍDA DEL ENLACE	Sí	Si	7	10	15	0	Sí	fijo
48	sS9bHIXvzErK	43617	AP	MICRO	Entel	SI -> CONTINUAR	Sí	Sí	No	No	Sí	Entel	Telefónica/ Movistar	NA	NA	Otra ¿Cúal?	NA	NA	7	PORQUE EL SERVICIO QUE ENTREGAN ES BUENO RESPONDEN A LOS REQUERIMIENTOS RÁPIDO, NO HE TENIDO PROBLEMAS CON ELLOS.	7	7	7	7	9. NS/NR	7	Si	No	No	No	No	Si	7	NA	NA	NA	NA	7	NA	NA	NA	NA	2. A través del Call center, empresa	7	7	NA	NA	7	No	NA	NA	NA	7	10	3	4	Sí	fijo
49	ustjrKLclcDp	43617	AV	GGEE	Entel	SI -> CONTINUAR	Sí	Sí	Sí	No	No	Entel	Entel	Entel	NA	NA	NA	NA	6	PORQUE A VECES SE QUEDA PEGADO EL INTERNET O NO FUNCIONA.	6	6	6	6	6	6	No	Si	No	No	No	No	NA	7	NA	NA	NA	NA	1. Ejecutivo asignado	NA	NA	NA	NA	7	NA	NA	NA	7	Sí	ESTA UN POCO LENTO EL INTERNET	No	NA	7	7	5	0	Sí	fijo
50	Ltg04A82RIQ7	43617	MasPrem	PEQUEÑA	Entel	SI -> CONTINUAR	Sí	Sí	No	No	Sí	Entel	Telefónica/ Movistar	NA	NA	Otra ¿Cúal?	NA	NA	5	TENEMOS CELULARES DE EMPRESAS CON ENTEL Y WIFI ENTEL Y LA SEÑAL HAY VECES QUE NO TENGO SEÑAL DE INTERNET POR EJEMPLO EN EL TEMA DE LOS TELEFONOS CUANDO UNO VA HACER ALGUN RECLAMO NO TE DAN SOLUCION AL TIRO	6	6	6	5	6	5	No	No	No	Si	No	Si	NA	NA	NA	6	NA	5	NA	NA	4. En tiendas/ sucursales	NA	4. En tiendas/ sucursales	NA	NA	NA	6	7	Sí	UNO DE LOS EQUIPOS ESTABA EN REPARACION HACE COMO UN MES Y TODAVIA NO ME LLAMAN QUE ESTABA LISTO	Sí	Está en trámite	6	5	7	99	No	fijo
51	ftaK5qbvO3lP	43617	MasPrem	GGEE	Entel	SI -> CONTINUAR	Sí	Sí	Sí	No	Sí	Entel	Entel	Entel	NA	Entel	NA	NA	7	PORQUE TODO LO QUE UNO NECESITA ESTA Y  TIENEN BUENA COBERTURA.	7	7	5	6	5	5	Si	Si	Si	Si	Si	Si	7	7	6	6	7	6	3. A través de la web con clave <b>{#\.Principal}{#\.Princ_text}</b> Empresas	1. Ejecutivo asignado	1. Ejecutivo asignado	1. Ejecutivo asignado	1. Ejecutivo asignado	7	NA	7	NA	7	No	NA	NA	NA	7	7	12	11	Sí	fijo
52	sLLlc1YPgJVD	43617	Mas	MICRO	Entel	SI -> CONTINUAR	Sí	Sí	No	No	Sí	Entel	Telefónica/ Movistar	NA	NA	Otra ¿Cúal?	NA	NA	5	PORQUE LA BANDA NO ES MUY ANCHA, PORQUE NO ES MUY RÁPIDA LA COMUNICACIÓN, PORQUE LAS VELOCIDADES SON ERRÁTICAS A DISTINTAS HORAS.	6	5	6	6	9. NS/NR	5	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	No	NA	NA	NA	5	5	3	0	No	fijo
53	0MzLuJYtRUnD	43617	Mas	MICRO	Entel	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Telefónica/ Movistar	NA	NA	NA	NA	NA	7	PORQUE NO HE TENIDO PROBLEMAS CON ELLOS, ENTREGAN UN BUEN SERVICIO (NO DA MÁS INFORMACIÓN)	7	7	7	7	7	7	No	No	No	No	Si	No	NA	NA	NA	NA	7	NA	NA	NA	NA	3. A través de la web con clave <b>{#\.Principal}{#\.Princ_text}</b> Empresas	NA	NA	NA	7	NA	7	No	NA	NA	NA	7	10	7	0	Sí	fijo
54	kB8SQDeFVAOx	43617	MasPrem	MICRO	Entel	SI -> CONTINUAR	Sí	Sí	No	No	Sí	Entel	VTR	NA	NA	VTR	NA	NA	6	PORQUE ENTREGAN UN BUEN SERVICIO EN CUANTO A SERVICIO DE BANDA NUNCA HEMOS TENIDO RECLAMOS CON ELLOS. SERVICIO EN TODOS LO QUE ME ATIENDEN YO TENGO VELOCIDAD ES RÁPIDA, CUANDO TENGO QUE CONSULTAR U OPERAR POR INTERNET SE HACE DE MANERA RÁPIDA Y SIN INCONVENIENTES, NO HE TENIDO CAÍDAS DE SISTEMA.	6	6	6	5	5	6	Si	No	No	No	No	No	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	6	No	NA	NA	NA	7	9	20	0	No	fijo
55	uGr8NMPVNVvB	43617	AP	MEDIANA	Entel	SI -> CONTINUAR	Sí	Sí	No	No	Sí	Entel	Entel	NA	NA	Entel	NA	NA	6	NO TENGO NINGUN PROBLEMA LA CONECTIVIDAD ES RAPIDA NO SE CAEE CASI NUNCA EL SISEMA	6	6	6	6	6	6	No	No	Si	Si	No	No	NA	NA	5	5	NA	NA	NA	2. A través del Call center, empresa	2. A través del Call center, empresa	NA	NA	NA	6	NA	NA	5	No	NA	NA	NA	6	8	12	99	Sí	fijo
56	umZb4wbEsZ5H	43617	Mas	PEQUEÑA	Entel	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Entel	NA	NA	NA	NA	NA	6	PORQUE LA SEÑAL EN EL TEXTOR ES MALA NO ES BUENA Y NO ES UN PROBLEMA DE ENTEL, PERO COMO ES EL QUE ME SUMINISTRA EL SERVICIO OBVIAMENTE QUE LO TENGO QUE EVALUAR NO EN FORMA OPTIMA. PRINCIPALMENTE LA SEÑAL NO ES 100% BUENA, PERO ME DA LA IMPRESIÓN QUE ES EL PRODUCTO DE LA UBICACIÓN DE LA OFICINA.	7	6	7	6	6	6	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	No	NA	NA	NA	7	7	15	10	No	fijo
57	Q5b3xCGl4dj4	43617	AV	MEDIANA	Entel	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Telefónica/ Movistar	NA	NA	NA	NA	NA	7	PORQUE EL SERVICIO FUNCIONA BIEN, EN QUE NO SE CORTA EN QUE NO HAY INTERRUPCIONES LA NAVEGACIÓN ES CONSTANTE, NO HEMOS TENIDO PROBLEMA DESDE QUE INSTALAMOS LA FIBRA ÓPTICA.	7	7	7	7	7	7	Si	Si	No	No	No	No	7	7	NA	NA	NA	NA	1. Ejecutivo asignado	NA	NA	NA	NA	7	NA	NA	NA	7	No	NA	NA	NA	7	7	10	4	Sí	fijo
58	JJTosg5xz1hk	43617	Mas	PEQUEÑA	Entel	SI -> CONTINUAR	Sí	Sí	No	Sí	Sí	Entel	Entel	NA	Otra ¿Cúal?	Otra ¿Cúal?	NA	NA	5	PORQUE NO TIENEN ALGUNAS COSAS QUE YO NECESITO Y COMO SOMOS UNA EMPRESA CHICA NO ME PRESTAN MUCHA ATENCIÓN	6	5	3	5	3	5	No	No	No	No	Si	No	NA	NA	NA	NA	6	NA	NA	NA	NA	3. A través de la web con clave <b>{#\.Principal}{#\.Princ_text}</b> Empresas	NA	NA	NA	6	NA	6	No	NA	NA	NA	5	2	6	99	No	fijo
59	gDnF0WSXaSU6	43617	MasPrem	PEQUEÑA	Entel	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Entel	NA	NA	NA	NA	NA	7	PORQUE NO TENGO NINGUN PROBLEMA CON ELLOS SIEMPRE QUE VAMOS ME ATIENDEN SIEMPRE QUE NECESITO UN REQUERIMIENTO ME ATIENDEN	6	7	7	7	5	5	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	No	NA	NA	NA	7	7	3	99	Sí	fijo
60	jdwuyhir6bgM	43617	MasPrem	PEQUEÑA	Entel	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Entel	NA	NA	NA	NA	NA	7	PORQUE NUNCA HE TENIDO PROBLEMAS, ME HAN ATENDIDO BIEN ESPECÍFICAMENTE CUANDO HE TENIDO QUE IR A LA SUCURSAL.	7	7	7	5	6	6	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	No	NA	NA	NA	6	6	10	0	No	fijo
61	PN1femEQX0wf	43617	MasPrem	MICRO	Entel	SI -> CONTINUAR	Sí	Sí	Sí	No	No	Entel	VTR	VTR	NA	NA	NA	NA	5	PORQUE LAS PERSONA QUE SE INCORPORAN A ENTEL TIENEN MAS BENEFICIOS QUE EL BANCO, EN LA ENTREGA DE TELÉFONOS MEJORES PLANES QUE SEAN PARA IR CAMBIÁNDOLOS  Y SIEMPRE HE RECLAMADO LO MISMO PARA LA EMPRESA.	6	6	6	6	6	6	No	Si	No	No	No	No	NA	7	NA	NA	NA	NA	2. A través del Call center, empresa	NA	NA	NA	NA	NA	7	NA	NA	7	No	NA	NA	NA	6	9	10	99	No	fijo
62	IIAlVl6jykYm	43617	MasPrem	PEQUEÑA	Entel	SI -> CONTINUAR	Sí	Sí	No	No	Sí	Entel	Entel	NA	NA	Entel	NA	NA	5	"PORQUE NO ME DA TODO LO QUE NECESITO; NECESITO SOPORTE"	5	6	6	5	5	4	No	No	No	No	No	Si	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	1. Ejecutivo asignado	6	NA	NA	NA	6	No	NA	NA	NA	6	8	3	99	No	fijo
