encriptado	SEG_CORFO_FINAL	CL_SEGMENTO_GOL_original	P36	sex_enc	P27	F1	P1	P1._5	P2	P3	P4	P4_COD	P5[{_1}].resP5	P5[{_2}].resP5	P5[{_3}].resP5	P5[{_4}].resP5	P5[{_5}].resP5	P6	P7	P8[{_1}].resP8	P8[{_2}].resP8	P8[{_3}].resP8	P8[{_4}].resP8	P9	P10	P11[{_1}].rp11	P11[{_2}].rp11	P11[{_3}].rp11	P11[{_4}].rp11	P11[{_5}].rp11	P11[{_6}].rp11	P11[{_7}].rp11	P11[{_8}].rp11	P12[{_1}].rp12	P12[{_2}].rp12	P12[{_3}].rp12	P12[{_4}].rp12	P12[{_5}].rp12	P12[{_6}].rp12	P12[{_7}].rp12	P12[{_8}].rp12	P13[{_1}].rp13	P13[{_2}].rp13	P13[{_3}].rp13	P13[{_4}].rp13	P13[{_5}].rp13	P13[{_6}].rp13	P13[{_7}].rp13	P13[{_8}].rp13	P14[{_1}].rp	P14[{_2}].rp	P14[{_3}].rp	P14[{_4}].rp	P14[{_5}].rp	P15	P16[{_1}].rp16	P16[{_2}].rp16	P16[{_3}].rp16	P16[{_4}].rp16	P17[{_1}].rp17	P17[{_2}].rp17	P17[{_3}].rp17	P17[{_4}].rp17	P18	P18A[{_1}].Rp	P18A[{_2}].Rp	P18A[{_3}].Rp	P18A[{_4}].Rp	P18B[{_1}].Rp	P18B[{_2}].Rp	P18B[{_3}].Rp	P18B[{_4}].Rp	P19	P20	P20_COD	P21	P22	P23	P24	P25	P26	P28	P29	P30	P31	P33	Fecha_Enc
KOBg1BYnOAN1	MICRO	Mas	Regiones	Mujer	No	Sí	Entel	NA	NA	7	PORQUE NUNCA HE TENIDO PROBLEMAS CON ELLOS ES QUE NO SABRIA DECIRTE TIENE INTERNET TENGO LLAMADAS NUNCA HE TENIDO PROBLEMA LA CUENTA ME LLEGA A MI CORREO NUNCA HE TENIDO PROBLEMAS CON LAS FACTURACIONES	Funciona bien /sin problemas,Buen funcionamiento de Internet / velocidad / estabilidad,Buen servicio de telefonía,Transparencia / claridad en las cuentas / facturas / exactitud en cobros	7. En absoluto acuerdo	NA	NA	NA	NA	7	7	Ns/Nr	7	7	7	7	7	No	No	No	No	No	No	Si	No	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	2.Call center	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Está Igual	10	2	TRANSPORTE	AÑOS MUCHOS AÑOS SERAN UNOS 10, 8 POR AHI	LOS ANGELES	DUEÑA	V1. PRE CRISIS
DzsNWTTWg9ES	MICRO	Mas	Santiago	Hombre	Sí	Sí	Entel	NA	NA	6	POR EL DETALLE DE LA MESA DE AYUDA NO ME CAMBIAN EL CHIP	No realizan cambio de equipos/ problemas con cambio de equipos	7. En absoluto acuerdo	NA	NA	NA	NA	7	7	7	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	Sí	NA	NA	NA	4	SI	NO CONECTA	Caída / Pérdida de señal de Internet / conectividad / sin servicio Internet / navegación	NO	NA	NA	7	NA	NA	NA	NA	NA	SANTIAGO COMUNA COLINA	NA	V2. POST CRISIS
MGLgpB91OOUS	MICRO	Mas	Santiago	Hombre	No	Sí	Entel	NA	NA	7	PORQUE NO HE TENDIO PROBLEMAS Y PAGO LO QUE ACORDE	Funciona bien /sin problemas,Buenos precios / económicos / barato,Cumplen con lo que ofrecen	7. En absoluto acuerdo	NA	NA	NA	NA	7	7	7	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	MAIPU	NA	V2. POST CRISIS
hpb2ANYHGBIi	MICRO	Mas	Regiones	Hombre	Sí	Sí	Entel	NA	NA	7	SIEMPRE HA SIDO BUENO, TIENE BUENA SEÑAL NUNCA HE HECHO UN RECLAMO	Funciona bien /sin problemas,Buena señal / no hay caídas de la señal / señal nítida	7. En absoluto acuerdo	NA	NA	NA	NA	7	6	5	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	Sí	No	NA	NA	7	NA	NO	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	PUERTO VARAS	NA	V2. POST CRISIS
i1g5zkwQKYoi	MICRO	Mas	Regiones	Hombre	Sí	Sí	Entel,Movistar	NA	Entel	7	POR QUE NUNCA HE TENIDO PROBLEMA CON LA COMPAÑIA DESDE QUE CAMBIE POR QUE ESTABA EN MOVISTAR Y ME CAMBIE Y EL SERVICIO ES RAPIDO NO HE TENIDO NINGUN PROBLEMA	Funciona bien /sin problemas,Buen funcionamiento de Internet / velocidad / estabilidad	6	NA	NA	NA	NA	7	7	5	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	COQUIMBO	NA	V2. POST CRISIS
PWsXK2uhfqDf	MICRO	Mas	Regiones	Hombre	Sí	Sí	Entel,Movistar	NA	Entel	5	PORQUE FALTAN MAS OPCIONES DE OFERTA EN RELACIÓN DE LAS OTRAS COMPAÑÍAS HAY QUE PAGAR, NO HAY OPFERTAS PARA EL CLIENTE	Pocas / malas ofertas	5	NA	NA	NA	NA	6	6	4	4	4	5	5	5	No	Si	No	No	No	No	Si	No	NA	5	NA	NA	NA	NA	6	NA	NA	3.Página Web Entel Empresas	NA	NA	NA	NA	4.En tiendas/ sucursales	NA	NA	NA	6	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	5	Ha empeorado	6	2	VENTAS ELECTRONICAS	7AÑOS	VALPARAISO	JEFE	V1. PRE CRISIS
2SKY0Ke0tX3g	PYME	Mas	Regiones	Hombre	No	Sí	Entel	NA	NA	5	PORQUE SE LE VA LA SEÑAL MUCHA, AL MOVIL	Mala señal / pérdida de señal / interferencias	5	NA	NA	NA	NA	5	5	4	5	1	5	6	7	No	No	No	Si	Si	No	Si	Si	NA	NA	NA	6	6	NA	4	4	NA	NA	NA	4.En tiendas/ sucursales	4.En tiendas/ sucursales	NA	4.En tiendas/ sucursales	2.Call center	NA	5	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SI	POCA SEÑAL LOS 2 SERVICIOS EH NADA LA SEÑAL SOLO ESO SE VA LA SEÑAL	Caída de señal /señal / interferencias / corte de llamadas	NO	NA	NA	6	Ha empeorado	6	60	AGRICOLA	5 AÑOS	MUCHEL	DUEÑO	V1. PRE CRISIS
5Bhz82WG7DMv	MICRO	Mas	Santiago	Hombre	Sí	Sí	Entel	NA	NA	6	PORQUE DERREPENTE LA SEÑAL NO ES MUY BUENA Y NO ABARCA EN LUGARES QUE DEBIERA TENER	Mala señal / pérdida de señal / interferencias	6	NA	NA	NA	NA	6	6	5	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	NA	NA	NA	NA	SI	SE ME CAYO LA SEÑAL	Caída de señal /señal / interferencias / corte de llamadas	NO	NA	NA	5	NA	NA	NA	NA	NA	SANTIAGO	NA	V2. POST CRISIS
oZU7zY1g0oEM	MICRO	Mas	Regiones	Hombre	Sí	Sí	Entel	NA	NA	6	PORQUE NO ES MALO NO TENGO PROBLEMAS PARA QUE ME LLAMEN PARA EL TRABAJO O LLAMAR YO ME MANDAN MENSAJES PUBLICO EL TELEFONO PARA PUBLICAR Y NO HE TENIDO PROBLEMAS	Funciona bien /sin problemas,Buen servicio de telefonía	6	NA	NA	NA	NA	6	6	Ns/Nr	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	CAUQUENES	NA	V2. POST CRISIS
tdT0AYhFrQsS	MICRO	Mas	Regiones	Hombre	Sí	Sí	Entel,Otros	MUNDO PACIFICO	Entel	5	HAY MALA SEÑAL EN EN SECTOR DONDE ESTOY EN HUALPEN NO HAY UNA FIDELIZACION AL CLIENTE ANTIGUO	Mala señal / pérdida de señal / interferencias,Mala post venta /atención,No apoyan / no ayudan al cliente	6	NA	NA	NA	NA	5	6	4	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	No	Sí	NA	5	NA	3	SI	ME CORTARON EL SERVICIO	Caída de señal /señal / interferencias / corte de llamadas	NO	NA	NA	3	NA	NA	NA	NA	NA	CONCEPCION	NA	V2. POST CRISIS
ju5LQAaxiFwN	MICRO	Mas	Regiones	Mujer	Sí	Sí	Entel	NA	NA	6	PORQUE HASTA EL MOMENTO HA SIDO BUENO NO HE TENIDO PROBLEMAS TENGO BUENA SEÑAL EN TODOS LOS LUGARES EN DONDE VOY ES QUE YO VIVO EN VALDIVIA ES CIUANDO VIAJO A SAN JOSE VILLARRICA TEMUCO CONCEPCION NO	Buen servicio / conforme / satisfecho con el servicio,Funciona bien /sin problemas,Buena señal / no hay caídas de la señal / señal nítida	5	NA	NA	NA	NA	7	6	Ns/Nr	6	4	6	7	6	Si	Si	Si	Si	No	No	No	No	7	7	7	7	NA	NA	NA	NA	4.En tiendas/ sucursales	4.En tiendas/ sucursales	4.En tiendas/ sucursales	4.En tiendas/ sucursales	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Está Igual	9	1	TRANSPORTE	5 MESES	VALDIVIA	DUEÑA	V1. PRE CRISIS
0WPluNXWDpCx	PYME	Mas	Regiones	Hombre	Sí	Sí	Entel	NA	NA	3	PORQUE YO VIVO EN LA SEPTIMA REGION EN CURICO EN LA COMUNA SAGRADA FAMILIA Y LO QUE PASA ES QUE MUY PREO MUY ANTES REA MUY BUENA LA SEÑAL ENTEL PERO AHORA SE LE STA METIENDO WOM O CLARO ACA PORQUE PASAN 3 HORAS QUE NO PUEDES COMUNICARTE CON NADIE AQUI ESTUVIMSO 3 O 4 HORAS SIN SEÑAL AQUI EN SAGRADA FAMILIA TODO LO QUE ES EMPRESA Y LOS TELEFONOS OPRQU EYO TRABAJO CON HARTOS AMIGOS PORQUE SUPUESTAMENTE SOLO ENTREGAN L AMEJOR CALIDAD PARA ACA PERO AHORA YA NO ES ENTEL AHORA S EHAN METIDO CLARO Y WOM Y TIENEN MEJOR SEÑAL QUE ENTEL TODA PERSONA QUE TIENE NETEL ACA HAY HARTOS LLAMADOS YO COMO RICARDO ROSALES HICE UN RECLAMO FORMAL Y VINIERON LOS DE LA ANTENA SUPUESTAMENTE HABIA QUEDADO OK PASARON DOS MESES Y ESTAMOS PEOR QUE ANTES	Mala señal / pérdida de señal / interferencias,Mal servicio de telefonía/ se cortan las llamadas	4	NA	NA	NA	NA	3	6	5	6	5	5	6	7	No	No	No	No	No	No	Si	No	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	4.En tiendas/ sucursales	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SI	LA SEÑAL TELEFONICA E INTERNET HABLAS UN MINUTO Y TIENES QUE NUEVAMENTE LLAMAR SE CORTA NUEVAMENTE Y TIENES QUE LLAMAR ES MUY INESTABLE LA SEÑAL	Problemas con servicio de telefonía,Caída / Pérdida de señal de Internet / conectividad / sin servicio Internet / navegación,Intermitencia del servicio	SI	NO	NA	2	Está Igual	3	26	TRANSPORTE Y AGRICOLA	COMO 5 AÑOS 6 AÑOS DEL AÑO 2002 MAS O MENOS QUE ESTOYCON ENTEL PERO COMO EMPRESA DEBO LLEVAR UNOS 5 O 6 AÑOS	SAGRADA FAMILIA	PROPIETARIO DUEÑO	V1. PRE CRISIS
S9CjIN741qcH	MICRO	Mas	Regiones	Hombre	Sí	Sí	Entel,Movistar	NA	Movistar	2	PESIMO SERVICIO NUNCA ME HAN SOLUCIONADO LOS TRAMITES POR ESO ME PORTE A MOVISTAR DENUEVO LOS REQUERIMIENTOS YO ERA CLIENTE DE MOVISTAR ME PORTE A ENTEL Y ME OFRECIERON EQUIPOS EJECUTIVO Y LOS REQUERIMIENTOS DE EQUIPOS NUNCA LOS TENIAN Y NO CUMPLIERON NADA DE LO QUE ME OFRECIERON.LO ULTIMO QUE CUANDO YO ME PORTE A ENTEL EMPEZO A CAERSE LA SEÑAL PERO MALISIMO EN VARIOS LUGARES QUE YO FRECUENTABA YO NO TENIA SEÑAL NO PODIA LLAMAR Y NO ME PODIAN LLAMAR Y CUANDO QUISE SOLICITAR EQUIPOS IPHONE ONCE PROMAX ME PIDIERON IVA Y LOS COMPRE EN MACONLINE LOS CINCO PORQUE FUERON CINCO EQUIPOS LOS QUE COMPRE	No responde / no resuelven requerimientos,Funciona mal /ha tenido problemas,No cumplen con lo que ofrecen,Mala señal / pérdida de señal / interferencias,Mal servicio de telefonía/ se cortan las llamadas,Equipos caros	2	NA	NA	NA	NA	2	2	4	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	Sí	Sí	NA	1	1	1	NO	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	SAN ANTONIO	NA	V2. POST CRISIS
07zC79yqAxAI	MICRO	Mas	Santiago	Hombre	Sí	Sí	Entel	NA	NA	4	PORQUE HAY MUCHOS CAMBIOS DE TARIFA Y COMO NO SE PUEDE RECLAMAR UNO SE QUEDA AHI	Poca transparencia en cuentas / cobros indebidos / problemas de facturación,Mal ejecutivo / mala atención del ejecutivo / Difícil contactar	4	NA	NA	NA	NA	6	5	3	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	PEDRO AGUIRRE CERDA	NA	V2. POST CRISIS
wxqFvLKArjUw	MICRO	Mas	Regiones	Hombre	Sí	Sí	Entel	NA	NA	5	DE REPENTE LA SEÑAL NO ES BUENA (HAY LUGARES QUE NO SE ESCUCHA LA COMUNICACIÓN) (EN RAUCO)	Mala señal / pérdida de señal / interferencias	6	NA	NA	NA	NA	6	6	6	5	6	6	5	5	No	Si	No	Si	No	No	Si	No	NA	6	NA	6	NA	NA	5	NA	NA	4.En tiendas/ sucursales	NA	4.En tiendas/ sucursales	NA	NA	4.En tiendas/ sucursales	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	6	Está Igual	8	3	AGRICOLA	5 AÑOS APROX	CURICO	DUEÑO	V1. PRE CRISIS
m68d6R5YdMgZ	PYME	Mas	Santiago	Hombre	Sí	Sí	Entel	NA	NA	4	PORQUE LA FIDELIZACIÓN NO SIDO LA MEJOR, POR EL TRATO AL CLIENTE MAS DE 15 AÑOS CON LA EMPRESA Y NO HE TENIDO NINGUNA TRATO DE FIDELIZACIÓN, MEJORES BENEFICIOS, UNO ESPERA MEJORES TRATOS	Mal ejecutivo / mala atención del ejecutivo / Difícil contactar,Pocos beneficios para clientes antiguos	5	NA	NA	NA	NA	5	5	5	5	3	5	4	7	No	No	No	No	Si	No	Si	Si	NA	NA	NA	NA	5	NA	5	4	NA	NA	NA	NA	2.Call center	NA	2.Call center	2.Call center	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SI	PROBLEMA CON INTERNET SE CAYO LA RED	Caída / Pérdida de señal de Internet / conectividad / sin servicio Internet / navegación,Caída de señal /señal / interferencias / corte de llamadas	SI	SI	5	4	Ha empeorado	3	5	PUBLICIDAD	MAS DE 15 AÑOS	QUINTA NORMAL	DIRECTOR	V1. PRE CRISIS
vNGWxy0axBhR	MICRO	Mas	Regiones	Mujer	Sí	Sí	Entel	NA	NA	5	PORQUE SIEMPRE ESTUVE PAGANDO MAS DE 200000 MIL PESOS DE TELEFONO NUNCA LLEGAMOS A UN ACUERDO Y TENEMOS 5 LINEAS Y AHORA HACE COMO DOS MESES BAJAMOS A UNOS PLANES DE 13000 MIL PESOS	Precios altos / es caro / alzas de precio,Poca transparencia en cuentas / cobros indebidos / problemas de facturación	5	NA	NA	NA	NA	5	5	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	NA	NA	NA	NA	SI	NO CARGAN LAS PAGINAS NO ME DA MUY BUEN INTERNETE AL COMPUTADOR, ESTOY CONECTADA A INTERNET Y LLEGAN A RATOS TODOS LOS WSP O LAS ENTRADAS DE CORREOS COMO QUE SE PARA A RATOS EL INTERNET	Caída / Pérdida de señal de Internet / conectividad / sin servicio Internet / navegación,Caída de señal /señal / interferencias / corte de llamadas	NO	NA	NA	5	NA	NA	NA	NA	NA	SANTA BARBARA	NA	V2. POST CRISIS
9vDEykCTDp3H	MICRO	Mas	Regiones	Mujer	Sí	Sí	Entel,WOM (no mencionar)	NA	Entel	5	NO TIENE TAN BUENOS PLANES	Malos planes  / planes poco flexibles	7. En absoluto acuerdo	NA	NA	NA	NA	7	7	4	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	LOLOL	NA	V2. POST CRISIS
nw3UYoSmbTmZ	PYME	Mas	Regiones	Mujer	Sí	Sí	Entel,Movistar	NA	Movistar	6	TENGO PROBLEMAS EN FACTURACIÒN, COMO PAGAR CUANDO ESTOY ATRASADA, CON LA PAGINA AL TRATAR PAGAR 2 BOLETAS, ES MUY ENGORROSO EL SISTEMA PARA ENTRAR, MARCAR SOLO UNA, SOLO PUEDE IR A LA SUCURSAL DE LUNES A VIERNES Y EXISTE SOLO UNA SUCURSAL EN VIÑA, Y NO SE PUEDEN PAGAR JUNTOS LOS MONTOS. LA FORMA DE PAGAR ATRASADA  ES PESIMA	Poca transparencia en cuentas / cobros indebidos / problemas de facturación,Página Web poco amigable,Pocas sucursales	7. En absoluto acuerdo	NA	NA	NA	NA	7	7	6	6	6	6	6	6	No	Si	No	Si	No	No	Si	No	NA	6	NA	7	NA	NA	6	NA	NA	4.En tiendas/ sucursales	NA	4.En tiendas/ sucursales	NA	NA	4.En tiendas/ sucursales	NA	NA	NA	NA	6	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	6	Está Igual	6	7	CLINICA DENTAL	20 AÑOS	VIÑA DEL MAR QUINTA REGION	ADMINISTRADORA, JEFA	V1. PRE CRISIS
njVa49LfT5pC	PYME	Mas	Regiones	Hombre	Sí	Sí	Entel	NA	NA	5	PORQUE EL SERVICIO DE INTERNET EN SU DIRECCIÓN PARTICULAR NO LE FUNCIONAN BIEN (LA VELOCIDAD ES LENTA) Y CUANDO ME CAMBIE A ENTEL AL INICIO ERA BIEN	Internet lento / inestable	7. En absoluto acuerdo	NA	NA	NA	NA	7	7	7	7	Ns/Nr	7	7	7	No	Si	Si	No	No	No	No	No	NA	7	7	NA	NA	NA	NA	NA	NA	99. NS/NR	3.Página Web Entel Empresas	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SI	EL INTERNET (EN EL SECTOR DE SU CASA, ES MUY LENTO Y A VECES NO LE FUNCIONA)	Caída / Pérdida de señal de Internet / conectividad / sin servicio Internet / navegación,Baja velocidad de Internet	NO	NA	NA	7	Está Igual	10	8	IMPORTACIÓN Y VENTA DE NEUMATICOS Y REPUESTO PARA VEHICULO Y LUBRICENTRO	6 MESES A 8 MESES	VILLA RITA	DUEÑO	V1. PRE CRISIS
98N9B58jr426	MICRO	Mas	Santiago	Mujer	Sí	Sí	Entel	NA	NA	5	PORQUE VIVO EN PEÑAFLOR Y HE TENIDO MUY MALA SEÑAL VIENE HACE UN TIEMPO VIENE DE ESTE AÑO ANTES QUE TODO ESTUVIERA COLAPSADO A RATOS SE CAIA 3G 4G	Mala señal / pérdida de señal / interferencias,Problemas con 4G/ mal servicio	7. En absoluto acuerdo	NA	NA	NA	NA	6	6	Ns/Nr	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	No	No	NA	7	NA	NA	SI	PROBLEMA 3G SE CAE O 4G NO SE NO HAY COMUNICACION CUANDO HABLA CON UNA PERSONA SE CORTA O SE ESCUCHA ENTRE CORTADO	Caída / Pérdida de señal de Internet / conectividad / sin servicio Internet / navegación,No se activa el 4G,Problemas con servicio de telefonía,Intermitencia del servicio	SI	NO	NA	7	NA	NA	NA	NA	NA	LA FLORIDA	NA	V2. POST CRISIS
mYN4GVlPDjgw	PYME	Mas	Regiones	Hombre	No	Sí	Entel,Claro	NA	Entel	4	PORQUE NO ES BUENA SEÑAL EN LA SEPTIMA REGION EL SERVICIO AL CLIENTE ES PESIMO	Mala señal / pérdida de señal / interferencias,Mal ejecutivo / mala atención del ejecutivo / Difícil contactar	4	NA	NA	NA	NA	3	5	1	1	4	Ns/Nr	1	4	No	No	No	No	Si	Si	Si	Si	NA	NA	NA	NA	4	1	1	1	NA	NA	NA	NA	4.En tiendas/ sucursales	4.En tiendas/ sucursales	4.En tiendas/ sucursales	4.En tiendas/ sucursales	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SI	MALA SEÑAL NO RESPONDE POR LOS EQUIPO QUE ESTAN EN GARANTIA EN EL TIEMPO ADECUADO	Caída de señal /señal / interferencias / corte de llamadas,Demora en cambio de equipo / demora en entregar equipos	SI	NO	NA	4	Ha empeorado	0	10	MADERERO	5 AÑOS	CONSTITUCION	JEFE DE PRODUCCION Y DUEÑO	V1. PRE CRISIS
BmkdCZe2upwD	MICRO	Mas	Santiago	Hombre	Sí	Sí	Entel,Otros	VTR	Entel	7	PORQUE NO TENGO MAYORES PROBLEMAS CON LA SEÑAL NI CON LAS COSAS QUE REALIZA CON EL TELEFONO	Buena señal / no hay caídas de la señal / señal nítida,Buen servicio de telefonía	7. En absoluto acuerdo	NA	NA	NA	NA	7	6	5	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	ÑUÑOA	NA	V2. POST CRISIS
zJCTctkxHAwp	MICRO	Mas	Regiones	Hombre	Sí	Sí	Entel	NA	NA	7	TENGO COBERTURA POR DONDE ANDO HAY OTRA COMPAÑIAS ES MUY  MALA LA COBERTURA HE PROBADO CON CLARO Y CON MOVISTAR	Buena cobertura	7. En absoluto acuerdo	NA	NA	NA	NA	7	7	5	7	7	Ns/Nr	7	7	No	No	Si	No	No	No	No	No	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	5.App Administradores Empresa	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Ha mejorado	10	1	CLIMATIZACION	10 AÑOS	LOS ANGELES	REPRESENTANTE LEGAL	V1. PRE CRISIS
Zdq7b0CJNsY2	MICRO	Mas	Regiones	Hombre	Sí	Sí	Entel	NA	NA	7	PORQUE ME HAN DADO UN BUEN SERVICIO NO HE TENIDO PROBLEMAS EN AÑOS	Buen servicio / conforme / satisfecho con el servicio,Funciona bien /sin problemas,Es cliente antiguo/ lleva años	7. En absoluto acuerdo	NA	NA	NA	NA	6	6	7	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	Sí	No	NA	6	6	NA	NO	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	TALCAHUANO	NA	V2. POST CRISIS
RI2dYuK0vVwz	MICRO	Mas	Santiago	Hombre	Sí	Sí	Entel,Otros	VTR	Entel	4	NO HAY INTERNET LAS LLAMADAS SE INTERRUMPEN. HACE INTERFERENCIA	Internet lento / inestable,Mal servicio de telefonía/ se cortan las llamadas	5	NA	NA	NA	NA	3	4	5	4	3	6	6	7	No	No	No	Si	Si	No	No	Si	NA	NA	NA	6	5	NA	NA	5	NA	NA	NA	2.Call center	2.Call center	NA	NA	2.Call center	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SI	NO HAY COBERTURA	Cobertura	SI	NO	NA	4	Ha empeorado	0	1	TRANSPORTES	5 6 AÑOS	MELIPILLA	TRANSPORTISTA	V1. PRE CRISIS
