encriptado	SEG_CORFO_FINAL	CL_SEGMENTO_GOL_original	P36	sex_enc	P27	F1	P1	P1._5	P2	P3	P4	P4_COD	P5[{_1}].resP5	P5[{_2}].resP5	P5[{_3}].resP5	P5[{_4}].resP5	P5[{_5}].resP5	P6	P7	P8[{_1}].resP8	P8[{_2}].resP8	P8[{_3}].resP8	P8[{_4}].resP8	P9	P10	P11[{_1}].rp11	P11[{_2}].rp11	P11[{_3}].rp11	P11[{_4}].rp11	P11[{_5}].rp11	P11[{_6}].rp11	P11[{_7}].rp11	P11[{_8}].rp11	P12[{_1}].rp12	P12[{_2}].rp12	P12[{_3}].rp12	P12[{_4}].rp12	P12[{_5}].rp12	P12[{_6}].rp12	P12[{_7}].rp12	P12[{_8}].rp12	P13[{_1}].rp13	P13[{_2}].rp13	P13[{_3}].rp13	P13[{_4}].rp13	P13[{_5}].rp13	P13[{_6}].rp13	P13[{_7}].rp13	P13[{_8}].rp13	P14[{_1}].rp	P14[{_2}].rp	P14[{_3}].rp	P14[{_4}].rp	P14[{_5}].rp	P15	P16[{_1}].rp16	P16[{_2}].rp16	P16[{_3}].rp16	P16[{_4}].rp16	P17[{_1}].rp17	P17[{_2}].rp17	P17[{_3}].rp17	P17[{_4}].rp17	P18	P19	P20	P20_COD	P21	P22	P23	P24	P25	P26	P28	P29	P30	P31	P33
jLIeJ6VQmaoy	PEQUEÑA	MasPrem	SANTIAGO	Hombre	Sí	Sí	Entel	NA	NA	6	PORQUE HAN HABIDO PEQUEÑAS COSAS QUE SE HAN SOLUCIONADO, PODRIA SER MEJOR EL SERVICIO, LA COBERTURA NO ES AL 100%, PROBLEMAS A VECES PARA NAVEGAR	Responden / resuelven requerimientos,Mala / poco cobertura,Internet lento / inestable	7	7	6	7	Ns/Nr	6	6	6	6	6	Ns/Nr	6	7	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Está Igual	8	6	FLORERIA	20 AÑOS	INDEPENDENCIA	DUEÑO
esEHf4kbXElA	MICRO	Mas	SANTIAGO	NA	No	Sí	Entel	NA	NA	7	BUENA CONECTIVIDAD NO TENGO PROBLEMA CON LA SEÑAL	Buena conectividad,Buena señal / no hay caídas de la señal / señal nítida	6	7	6	6	Ns/Nr	7	7	7	6	7	Ns/Nr	7	7	No	Si	Si	Si	No	No	No	No	NA	7	7	7	NA	NA	NA	NA	NA	2.Call center,5.App Administradores Empresa	2.Call center	2.Call center	NA	NA	NA	NA	NA	7	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Está Igual	10	3	PANADERIA	1AÑO	LAMPA	DUEÑA
ZmOD4yOiN1na	MICRO	Mas	REGIONES	NA	No	Sí	Entel	NA	NA	5	A VECES HAYY POCA SEÑAL O A VECES EL TELEFONO NO TOMA O NO FUNCIONA MUY BIEN LA SEÑAL	Mala señal / pérdida de señal / interferencias,Mal servicio de telefonía/ se cortan las llamadas	7	7	7	7	7	5	6	7	7	7	7	6	7	No	No	Si	No	Si	No	No	Si	NA	NA	6	NA	7	NA	NA	7	NA	NA	5.App Administradores Empresa	NA	2.Call center	NA	NA	2.Call center	NA	7	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SI	SEÑAL Y SEÑAL DE INTERNET	Caída de señal /señal / interferencias / corte de llamadas,Caída / Pérdida de señal de Internet / conectividad / sin servicio Internet / navegación	SI	SI	7	7	Está Igual	8	1	TRANSPORTE DE CARGA POR CARRETERA	3 O 4 AÑOS	LOS ANGELKES	CONDUCTOR
ZstU9KmwHGKF	PEQUEÑA	Mas	REGIONES	Hombre	Sí	Sí	Entel	NA	NA	2	PORQUE NO PUEDO LLAMAR NO PUEDO RECIBIR MENSAJES SE CAE LA SEÑAL Y NO SIRVE PA NADA	Mal servicio de telefonía/ se cortan las llamadas,Internet lento / inestable,Mala señal / pérdida de señal / interferencias	5	3	1	4	1	1	4	5	6	6	5	1	7	No	No	Si	No	No	No	No	No	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	5.App Administradores Empresa	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SI	QUE ESTOY CONVERSANDO SE CORTA SE VUVLE A CONECTAR DESPUES Y CUENTA HACER LLAMADAS LLAMA PARA RECLAMOS Y NO DAN RESPUESTAS	Intermitencia del servicio,Cobertura,Problemas con servicio de telefonía,Problemas con información/ Información no llega en forma oportuna/ poco clara	SI	NO	NA	3	Ha empeorado	0	6	AGRICOLA	VEINTE AÑOS	TALCA	DUEÑO
IeGJemd2wQfC	PEQUEÑA	Mas	REGIONES	Hombre	Sí	Sí	Entel	NA	NA	4	PORQUE EL SERVICIO DE COBERTURA ES HORRIBLE YO ME MUEVO  ENTRO LA SERENA Y OVALLE TANTO LA COBERTURA DE RED DE INTERNET Y LLAMADAS	Mala / poco cobertura,Internet lento / inestable,Mal servicio de telefonía/ se cortan las llamadas	6	5	5	6	6	3	2	5	5	5	4	6	7	No	No	No	Si	No	Si	No	Si	NA	NA	NA	5	NA	4	NA	5	NA	NA	NA	2.Call center	NA	2.Call center	NA	2.Call center	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SI	LA RED INTERNET NO FUNCIONA NO NAVEGA  LLEVO COMO 3 MESES AL MENOS	Caída / Pérdida de señal de Internet / conectividad / sin servicio Internet / navegación	SI	NO	NA	4	Ha empeorado	0	8	AGRÍCOLA	20 AÑOS	LA SERENA	DUEÑO
g1Ads6lxtKfm	PEQUEÑA	Mas	SANTIAGO	Hombre	Sí	Sí	Entel	NA	NA	6	POR QUE ATIENDEN BIEN Y RAPIDO	Buena atención / amabilidad,Rapidez en la atención	7	7	6	7	5	6	7	6	6	6	4	7	7	No	Si	Si	Si	No	No	No	No	NA	7	7	7	NA	NA	NA	NA	NA	5.App Administradores Empresa	5.App Administradores Empresa	5.App Administradores Empresa	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Ha mejorado	9	7	MOVIMIENTO DE TIERRA TRANSPORTE	1 AÑO	SANTIAGO	DUEÑO
yD2rYYt42tdP	MICRO	Mas	REGIONES	Hombre	Sí	Sí	Entel	NA	NA	7	POR LA EXPERIENCIA QUEE TUVE HACIENDO COMPARACION SERVICOS AÑL CLIENTE BUEN SERVCIO BUEN PRECIO EN EL PALAN BUENA A TENCION DEL EJECUTIVO CON OTRAS MOVISTAR CLARO	Buen servicio / conforme / satisfecho con el servicio,Buenos precios / económicos / barato,Buena atención / amabilidad	7	7	7	7	Ns/Nr	7	7	7	7	7	6	7	7	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Ha mejorado	10	4	IMPRENTA	3 AÑOS	TEMUCO	DUEÑO
Mc8B2LESZB8P	PEQUEÑA	Mas	REGIONES	Hombre	Sí	Sí	Entel	NA	NA	4	PORQUE LA SEÑAL ES MALA E INESTABLE SE CAE SIEMPRE YA QUE EL SECTOR DE DONDE VIVE Y LA SEÑAL ES MUY CHICA SE CAE DESDE LAS 18 HRS A 22 HRS Y DESDE LAS 22 HRS RETOMA EL INTERNET CON INTENSIDAD BAJA	Mala señal / pérdida de señal / interferencias,Internet lento / inestable	4	5	5	4	6	4	2	6	6	6	6	6	6	Si	Si	No	No	No	No	No	No	7	6	NA	NA	NA	NA	NA	NA	4.En tiendas/ sucursales	2.Call center	NA	NA	NA	NA	NA	NA	NA	7	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SI	SOLO LA SEÑAL EN GENERAL QUE SE VA LA SEÑAL DESDE LAS 18 HRS A LAS 22 HRS Y	Caída de señal /señal / interferencias / corte de llamadas	SI	NO	NA	5	Ha empeorado	3	24	TRANSPORTE	10 AÑOS	LINARES COMUNA DE HIERVAS BUENAS.	DUEÑO
gkFIOA3Basoi	PEQUEÑA	Mas	SANTIAGO	Mujer	Sí	Sí	Entel,WOM (no mencionar)	NA	WOM (no mencionar)	4	HICIERON SUPER COMPLEJO CAMBIO DE PLAN Y ME TUVIERON AMARRADA A UNA TARIFA CARISIMA, POCA FLEXIBILIDAD CON LOS PLANES	Problemas para realizar cambio de plan,Precios altos / es caro / alzas de precio,Malos planes  / planes poco flexibles	6	5	5	Ns/Nr	1	5	6	3	4	4	5	4	5	No	No	Si	Si	Si	No	No	Si	NA	NA	6	6	2	NA	NA	3	NA	NA	3.Página Web Entel Empresas	2.Call center	2.Call center	NA	NA	2.Call center	NA	6	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	6	Está Igual	5	15	ARQUITECTURA Y CONSTRUCCION	10 AÑOS	LAS CONDES	SOCIA
ULpkfxPj5gMc	MICRO	Mas	SANTIAGO	Hombre	Sí	Sí	Entel	NA	NA	6	PORQUE SE PUEDE MEJORAR PLANES Y TARIFAS. DESTACA CONECTIVIDAD	Malos planes  / planes poco flexibles,Precios altos / es caro / alzas de precio,Buena cobertura	7	7	7	7	7	7	7	6	6	6	7	7	7	No	No	Si	No	No	No	No	No	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	2.Call center,5.App Administradores Empresa	NA	NA	NA	NA	NA	NA	7	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Está Igual	10	4	CERVECERIA	12 AÑOS	SANTIAGO	DUEÑO
fmTMacWHf5Cg	MICRO	Mas	SANTIAGO	Mujer	Sí	Sí	Entel	NA	NA	7	PORQUE ESTAN OTRAS COMPAÑIAS SON UN DESASTRE Y ENTEL SIEMPRE TIENE SEÑAL Y BUEN SERVICIO EN ZONAS RURALES. ES ESTABLE ES MUY ESTABLE, TIENE UNA BUENA SEÑAL DE INTERNET TAMBIEN.	Buena señal / no hay caídas de la señal / señal nítida,Buen servicio / conforme / satisfecho con el servicio,Buen funcionamiento de Internet / velocidad / estabilidad	7	7	7	7	5	7	7	Ns/Nr	Ns/Nr	Ns/Nr	7	7	7	Si	No	No	No	No	No	Si	No	7	NA	NA	NA	NA	NA	7	NA	4.En tiendas/ sucursales	NA	NA	NA	NA	NA	4.En tiendas/ sucursales	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Está Igual	7	1	DISEÑO TEXTIL	7 AÑOS	PROVIDENCIA	PROPIETARIA
W9ZbQgqEpZvh	MICRO	Mas	REGIONES	Mujer	Sí	Sí	Entel,WOM (no mencionar)	NA	Entel	5	PORQUE AVECES HAY PROBLEMAS CON EL INTERNET Y SEÑAL DE LLAMADAS SE CAE	Internet lento / inestable,Mala señal / pérdida de señal / interferencias,Mal servicio de telefonía/ se cortan las llamadas	5	5	5	5	6	5	4	5	6	6	4	5	5	Si	No	Si	No	Si	No	No	No	6	NA	6	NA	3	NA	NA	NA	4.En tiendas/ sucursales	NA	2.Call center	NA	2.Call center	NA	NA	NA	NA	4	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	6	Está Igual	4	3	TRANSPORTE DE CARGA POR CARRETERA	2 AÑOS	SAN VICENTE TAGUA TAGUA	DUEÑA
HX1GFej5kJRp	MICRO	Mas	REGIONES	Hombre	Sí	Sí	Entel,Movistar	NA	Entel	7	PORQUE ENTEL RESPONDE EN TODOS LOS AMBITOS	Empresa de prestigio / buena imagen	7	7	6	7	Ns/Nr	7	7	6	6	6	5	7	7	No	No	No	No	Si	No	Si	No	NA	NA	NA	NA	7	NA	7	NA	NA	NA	NA	NA	4.En tiendas/ sucursales	NA	4.En tiendas/ sucursales	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Ha empeorado	7	4	CONSTRUCCION Y PUBLICIDAD	HACE COMO 5 AÑOS	CHILLAN	DUEÑO
AyJKUGzHl8yl	PEQUEÑA	Mas	REGIONES	Hombre	Sí	Sí	Entel	NA	NA	7	A MI PUNTO DE VISTA NUNCA TUVE PROBLEMAS CON ENTEL	Funciona bien /sin problemas	7	7	7	7	5	7	7	7	7	7	4	7	7	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Está Igual	10	6	SERVICIOS MANTENCION ASEO INDUSTRIAL	15 AÑOS	IQUIQUE	DUEÑO
9QMufYEDWymT	PEQUEÑA	Mas	REGIONES	NA	No	Sí	Entel	NA	NA	6	HAY UN TEMA DE COSTO POR EJEMPLO HAY OTRA EMPRESA WOM  QUE ME OFRECEN MENOS COSTO Y MAYORES COSAS POR EJEMPLO MAS GIGAS MAS MINUTOS PARA HABLAR AL MISMO COSTO QUE TENGO CON ENTEL POR ESO NO LE PONGO UN SIETE	Precios altos / es caro / alzas de precio,Malos planes  / planes poco flexibles	7	7	7	7	7	7	7	6	5	5	6	7	7	No	No	Si	Si	No	No	No	No	NA	NA	7	6	NA	NA	NA	NA	NA	NA	2.Call center,3.Página Web Entel Empresas	2.Call center	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Ha mejorado	10	6	REFRIGERACION Y AIRE ACONDICIONADO	1 AÑO 6 MESES	VALAPARAISO	GERENTE
M3o9IkFshCeC	PEQUEÑA	Mas	SANTIAGO	Hombre	Sí	Sí	Entel	NA	NA	7	PORQUE NUNCA TENGO PROBLEMA DE SEÑAL Y SIEMPRE TENGO CONTACTO CON TODO	Buena señal / no hay caídas de la señal / señal nítida,Continuidad del servicio	7	7	7	7	7	7	7	7	7	7	7	7	7	Si	No	Si	Si	Si	No	Si	No	7	NA	7	7	7	NA	7	NA	4.En tiendas/ sucursales	NA	5.App Administradores Empresa	5.App Administradores Empresa	4.En tiendas/ sucursales	NA	4.En tiendas/ sucursales	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Ha mejorado	10	8	TRANSPORTE	4 AÑOS	LA GRANJA	EL DUEÑO
tdT0AYhFrQsS	MICRO	Mas	REGIONES	Hombre	Sí	Sí	Entel	NA	NA	6	PORQUE FALTA QUE SEAN MAS APOYEN MAS A SUS CLIENTES PORQUE SOY CLIENTES HACE 3 4 AÑOS Y HE QUERIDO CAMBIAR EQUIPOS Y TENGO 4 LINEAS	Pocos beneficios para clientes antiguos,No realizan cambio de equipos/ problemas con cambio de equipos	6	6	6	6	7	7	6	5	5	6	2	6	5	Si	No	No	No	Si	No	No	No	3	NA	NA	NA	3	NA	NA	NA	2.Call center	NA	NA	NA	2.Call center	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SI	MALA SEÑAL CONCEPCIÓN Y TAMBIEN POR EL TEMA DE CAMBIAR EQUIPOS Y NO HAY BENEFICIOS SOLO LOS BENEFICIOS SON LOS PARA LO QUE SE PORTAN	Caída de señal /señal / interferencias / corte de llamadas,Demora en cambio de equipo / demora en entregar equipos	SI	NO	NA	2	Ha empeorado	3	4	SERVICIO TECNICO	4 AÑOS	CONCEPCIÓN	DUEÑO
BtrO1wwMj8Bx	PEQUEÑA	Mas	SANTIAGO	NA	No	Sí	Entel	NA	NA	7	PORQUE TIENE BUEN SERVICIO NO SE PIERDE LA SEÑAL	Buen servicio / conforme / satisfecho con el servicio,Buena señal / no hay caídas de la señal / señal nítida	7	7	7	7	Ns/Nr	7	7	7	7	7	5	7	7	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Está Igual	10	5	REPARACIÓN DE MAQUINARIAS	3 AÑOS	PUENTE ALTO	DUEÑO
HoGjSjGs2saD	PEQUEÑA	Mas	REGIONES	NA	No	Sí	Entel,Movistar	NA	Entel	6	PORQUE A MENUDO PUEDE TENER BAJAS DE QUE SE QUEDAN SIN INTERNET  A VECES YO LLAMO A LOS EMPLEADOS DE LA EMPRESA QUE TRABAJAMOS EN TRANSPORTE Y NO CAE LAS LLAMADAS E ALGUNOS LUGARES COMO EN LA ISLA DE CHILOÉ	Internet lento / inestable,Mal servicio de telefonía/ se cortan las llamadas	7	7	5	5	6	6	6	5	6	6	5	5	7	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	5	Está Igual	6	11	TRANSPORTE	7 AÑOS	PUERTO MONTT	DUEÑA
D35XH8nSWDYx	PEQUEÑA	Mas	SANTIAGO	Hombre	Sí	Sí	Entel	NA	NA	7	PORQUE QUIERO NO TENGO PARAMETRO DE MEDICION CON ESTA EMPRESA ES BUENO PORQUE CUMPLE MIS EXPECTATIVAS DENTRO DEL RANGO DE FACTURACIÓN QUE ESTOY HACIENDO ESTA BIEN CUMPLE LOS PARAMETROS ESTABLECIDOS	Satisface necesidades,Buen servicio / conforme / satisfecho con el servicio,Transparencia / claridad en las cuentas / facturas / exactitud en cobros	5	5	5	5	5	7	6	7	7	7	7	6	7	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Está Igual	5	5	CONSTRUCCION	10 AÑOS	CERRILLOS	GERENTE DE OPERACIONES
UnG0AjgidPqA	PEQUEÑA	Mas	SANTIAGO	Mujer	Sí	Sí	Entel	NA	NA	5	SE DEMORARON EN OFRECERME ALGUNOS BENEFICIOS ALGO DE INTERNET	Pocos beneficios	7	6	6	6	6	7	7	6	6	6	4	6	6	Si	Si	Si	No	No	No	No	No	7	7	7	NA	NA	NA	NA	NA	2.Call center	3.Página Web Entel Empresas	3.Página Web Entel Empresas	NA	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	5	Ha mejorado	5	10	CAFETERÍA	2 AÑOS	RECOLETA	GERENTE GENERAL
ssL2J2zRRglF	PEQUEÑA	MasPrem	SANTIAGO	Hombre	Sí	Sí	Entel,Movistar,WOM (no mencionar)	NA	Movistar	4	PORQUE PAGABA PLANES ALTO Y NUNCA ME OFRECIAN OFRECIA OFERTAS, NI OPCIONES DE PAGO, ANTES LO HACIAN	Pocas / malas ofertas,No mantiene bien informado / poca claridad en la información	6	4	1	1	4	6	6	1	4	6	4	4	6	No	Si	No	No	Si	No	No	No	NA	6	NA	NA	4	NA	NA	NA	NA	3.Página Web Entel Empresas	NA	NA	2.Call center,4.En tiendas/ sucursales	NA	NA	NA	NA	6	6	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SI	ME LLEGO CUENTA DE 500.000 Y BAJAR PLANES Y QUEDARSE CON ALGUNAS CUENTAS QUISE PAGAR CON CHEQUE NO LO ACEPTARON, NO ME DEJARON HACER NADA PORQUE DEBIA ESTAR AL DIA, LLEVO 12 AÑOS ENTE Y NO QUISIERON ME DIJERON QUE ME CONSIGUIERA UNA TARJETA DE CREDITO	No dan facilidades de pago	NO	NA	NA	4	Ha empeorado	1	5	SERVITECA MECANICO	12 AÑOS	SAN MIGUEL	DUEÑO
TxS8PFd35NJy	PEQUEÑA	Mas	REGIONES	Mujer	Sí	Sí	Entel	NA	NA	6	A VECES NO HAY COBERTURA	Mala / poco cobertura	7	6	6	7	6	6	6	7	7	7	Ns/Nr	6	7	No	Si	Si	No	No	Si	No	No	NA	7	7	NA	NA	7	NA	NA	NA	5.App Administradores Empresa	2.Call center	NA	NA	2.Call center	NA	NA	NA	7	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Está Igual	10	7	COMERCIAL	HACE 6 AÑOS	TALAGANTE	DUEÑA
AgKbsW457a1Y	MICRO	Mas	REGIONES	NA	No	Sí	Entel	NA	NA	5	PORQUE NO REBAJAN NADA NO DAN INFORMACION CUANDO UNO LLAMA A LA CENTRAL A LA OPERADORA  DE DEBE ESPERAR MUCHA PARA DAR ALGUNA INFORMACION  LOS PLANES SIGUEN IGUAL NO HAY MAYORES EL PLAN QUE TENGO ES HACE AÑO Y HAN APARECIDO PLANES MEJORES CUANO EL TELEFONO SE ECHA A PERDER UNO LLAMA Y NO DAN INFORMACION	Pocas / malas ofertas,No mantiene bien informado / poca claridad en la información,Mal servicio Call center/ Cuesta contactarlos / Call center no atiende,Malos planes  / planes poco flexibles	7	6	6	7	7	5	6	5	5	5	5	6	7	No	No	No	No	No	Si	No	No	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	4.En tiendas/ sucursales	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Está Igual	5	4	REPARTO DE VERDURAS	5 AÑOS	ANTOGASTA	DUEÑO
DeHBqEDI2JrP	MICRO	Mas	REGIONES	Hombre	Sí	Sí	Entel	NA	NA	6	POR QUE LA ENCUENTRO QUE ES BASTANTE CORRECTO Y EFICIENTE EN CUANTO A COBROS Y SERVICIOS	Transparencia / claridad en las cuentas / facturas / exactitud en cobros,Eficiencia,Buen servicio / conforme / satisfecho con el servicio	7	7	7	7	2	7	7	7	7	7	5	6	7	Si	Si	Si	Si	No	No	No	No	7	7	7	7	NA	NA	NA	NA	4.En tiendas/ sucursales	4.En tiendas/ sucursales	5.App Administradores Empresa	4.En tiendas/ sucursales	NA	NA	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Está Igual	10	3	DISTRIBUCIÓN DE ARTÍCULOS DE CONSUMO MASIVO	2 AÑOS	CHILLAN	DUEÑO
tTf8ZLP89JDd	PEQUEÑA	Mas	REGIONES	Hombre	Sí	Sí	Entel	NA	NA	5	LA VERDAD ES QUE NUNCA HABÍA TENIDO PROBLEMA PERO HACE POCO MANDE UN TELF A SERVICIO TÉCNICO Y NO HE TENIDO CONTACTO, LLAMO Y LA EJECUTIVA NO ME DAN SOLUCIÓN TAMPOCO ME DICEN CUANDO VA A ESTAR NI ALTERNATIVAS A MIS PROBLEMAS, TENGO QUE ESPERAR	Funciona bien /sin problemas,No responde / no resuelven requerimientos	6	6	5	6	6	7	7	7	7	7	7	6	7	Si	Si	Si	No	No	Si	Si	No	7	7	7	NA	NA	5	7	NA	4.En tiendas/ sucursales	5.App Administradores Empresa	5.App Administradores Empresa	NA	NA	4.En tiendas/ sucursales	4.En tiendas/ sucursales	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SI	SERVICIO TÉCNICO	Servicio técnico lento / ineficiente	SI	NO	NA	6	Está Igual	8	12	DISTRIBUIDORA DE GAS	5 AÑOS	ARICA	DUEÑO
DPLBPtHcM3rU	PEQUEÑA	Mas	SANTIAGO	Hombre	Sí	Sí	Entel	NA	NA	7	TIENE UNA EXCELENTE POST VENTA Y SIEMPRE CUANDO HE NECESITADO ESTAN ALLI EL SERVICIO NO SE ME CAE TIENE BUENA SEÑAL, LA TARIFA ME ACOMODA MUCHO.	Buen servicio de post venta,Facilidad para contactarlos,Buena señal / no hay caídas de la señal / señal nítida,Buenos precios / económicos / barato	7	7	7	6	7	6	7	7	7	7	4	7	7	Si	No	Si	No	No	No	No	No	7	NA	7	NA	NA	NA	NA	NA	2.Call center,5.App Administradores Empresa	NA	2.Call center	NA	NA	NA	NA	NA	NA	7	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Está Igual	10	5	ARTESARIA Y MOBILIARIA	5 MESES LA RETOME	SANTIAGO	FAMILIAR EL DUEÑO
CDcAhUomAQxi	PEQUEÑA	Mas	SANTIAGO	Hombre	Sí	Sí	Entel,Claro,Movistar,WOM (no mencionar)	NA	WOM (no mencionar)	7	PORQUE TIENE COBERTURA EN TODOS LADOS	Buena cobertura	6	6	5	4	3	7	7	2	2	5	7	6	6	No	Si	No	Si	Si	No	Si	No	NA	5	NA	5	1	NA	1	NA	NA	2.Call center,4.En tiendas/ sucursales	NA	3.Página Web Entel Empresas	4.En tiendas/ sucursales	NA	2.Call center,4.En tiendas/ sucursales	NA	NA	6	5	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	5	Ha empeorado	2	25	AREAS VERDES	HACE 3 AÑOS	SANTIAGO	GERENRTE GENERAL
uXaOTmT58hz0	MICRO	Mas	SANTIAGO	Hombre	Sí	Sí	Entel	NA	NA	5	POR EL INTERNET A QUE NO SIEMPRE TENGO 4 G EN LOS SECTORES DONDE ME DESPLAZO	Internet lento / inestable,Problemas con 4G/ mal servicio	6	6	5	5	6	6	5	5	7	5	6	5	6	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	5	Está Igual	8	4	OBRAS MENORES EN CONSTRUCCION	1 AÑO 2 AÑOS APROXIMADAMENTE	MACUL	DUEÑO
6UqFNV70NDrU	PEQUEÑA	Mas	SANTIAGO	Hombre	Sí	Sí	Entel	NA	NA	7	PORQUE RESPONDEN HA TODAS MIS NEESIDADES Y NO TENGO PROBLEMAS CON ELLOS	Responden / resuelven requerimientos,Funciona bien /sin problemas	7	7	7	6	5	7	7	5	7	6	5	7	7	No	No	Si	No	No	No	Si	No	NA	NA	7	NA	NA	NA	7	NA	NA	NA	2.Call center	NA	NA	NA	2.Call center	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Ha mejorado	10	5	CONTRUCCION	4 AÑOS	LA FLORIDA	GERENTE
UZNPYfhUb9no	MICRO	Mas	SANTIAGO	NA	No	Sí	Entel	NA	NA	6	PORQUE EL SERVICIO TIENEN BUENA COBERTURA PERO HAY HORAS EN COMO POR EJEMPLO HORAS PUNTAS DE LA TARDE QUE S EPONE LENTO EL INTERNET	Buena cobertura,Internet lento / inestable	7	7	5	7	2	6	5	6	6	6	5	5	7	Si	No	Si	No	Si	No	No	No	7	NA	7	NA	7	NA	NA	NA	2.Call center	NA	5.App Administradores Empresa	NA	2.Call center	NA	NA	NA	NA	5	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	6	Está Igual	8	3	SERVICIO TECNICO DE MAQUINARIA	CASI 1 AÑO	ESTACION CENTRAL SANTIAGO	TECNICO
