encriptado	SEG_CORFO	SEG_GOL	Regionx	sex_enc	P3 Pensando en su cuenta empresa, En general, con escala 1 a 7, donde 1 = Muy insatisfecho y 7 = Muy satisfecho, ¿Cuán satisfecho está usted con Entel?	P4 ¿Por qué evalúa con esa nota?	P4_COD	Ciudad_comuna	Cargo
QZwRaKCGh1RS	PYME	Mas	Regiones	Mujer	5	HAY DIA QUE NO TENGO CONECTIVIDAD SE ME CAE EL INTERNET. LA SEÑAL DE LOS TELEFONOS HAN ESTADOS BIEN COMPLICADAS	Mala conectividad,Internet lento / inestable,Mala señal / pérdida de señal / interferencias	REGION DE LOS LAGOS	AYUDANTE DEL DUEÑO
eQO5zOvnX5vm	PYME	Mas	Regiones	Mujer	7	PORQUE YA HE ESTADO EN LAS OTRAS COMPAÑIAS Y HABIA TENIDO PROBLEMAS CON OTRAS ANTERIORES	Funciona bien /sin problemas	LA SERENA	DUEÑA
6foAc5gHy70J	MICRO	Mas	Santiago	Hombre	6	DE REPENTE NO ME ATIENDEN BIEN Y RESPUESTAS NO SON CLARAS ESO ME DA POR CAMBIARME PERO NO ES TAN MALO UNA VEZ QUERÍA CAMBIAR EL TELÉFONO PERO NO LO HICIERON SI TENGO UNA MEJOR OFERTA ME CAMBIO NO ATIENDEN BIEN POR EL EXCESO DE GENTE POR FALTA DE VOLUNTAD NO SE EN LA SUCURSAL SIEMPRE VOY EN PERSONA EL QUE ESTA EN MORANDE CON HUERFANOS	Mala post venta /atención,No mantiene bien informado / poca claridad en la información,No realizan cambio de equipos/ problemas con cambio de equipos	INDEPENDENCIA	NA
LEwDDJ7XjPfd	PYME	MV	Santiago	Hombre	6	PORQUE EL SERVICIO ES BUENO PERO NO ES UN 7 PORQUE NO TIENE BUENA COBERTURA	Faltan cosas por mejorar / no es perfecta,Mala / poco cobertura	MAIPU	NA
sBSG5aAi6Y4n	PYME	AP	Regiones	Hombre	3	POR LA LENTITUD EN PROCESAR LOS REQUERIMIENTOS COBROS EXCESIVOS Y LENTITUD EN CORREGIR LA SITUACION	Lentitud / ineficiencia en solución de problemas,Precios altos / es caro / alzas de precio,No responde / no resuelven requerimientos	TEMUCO	NA
55nI2QMOMQ67	MICRO	Mas	Santiago	Hombre	5	PORQUE EN EL NORTE LA ZONA MINERA NO TIENE MUY BUENA COBERTURA	Mala / poco cobertura	SANTIAGO	SOCIO GERENTE GENERAL
hxNdtGbUilrm	PYME	Mas	Santiago	Hombre	6	POR QUE GENERAL EL SERVICIO ES BUENO HAY INCONVENIENTE PROBLEMAS MENORES ERRORES EN LA CUESTA QUE HACEN PERDER EL TIEMPO.	Página Web amigable / buen sitio Web,Poca transparencia en cuentas / cobros indebidos / problemas de facturación	SANTIAGO CENTRO	GERENTE GENERAL
h1u0fgVd88k4	S/Info	Mas	Santiago	Hombre	6	TIENE BUEN SERVICIO DEBE MEJORAR ATENCION A CLIENTES	Buen servicio / conforme / satisfecho con el servicio,Mala post venta /atención	SANTIAGO	NA
HNMvbdOKZQEK	PYME	AV	Santiago	Hombre	5	GENERALMENTE LA ATENCION AL CLIENTE ES BASTANTE TARDIA TANTO CORREO COMO VIA TELEFONICA	Lentitud / ineficiencia en solución de problemas	AVENIDA AMERICO VESPUCIO 2680 CONCHALI	JEFE DE OPERACIONES
Br8NfVsWjdpT	GGEE	AV	Santiago	Hombre	5	PORQUE ANTES DE LA PANDEMIA YA VENIAMOS CON PROBLEMAS DE SEÑAL CON ENTEL LE AVISE QUE NO ENTRA LA LLAMADA QUE HAY PROBLEMAS DE INTERNET Y ADEMAS AHORA SE OCUPA MAS LA SEÑAL QUE ANTES	Mala señal / pérdida de señal / interferencias,Mal servicio de telefonía/ se cortan las llamadas,Internet lento / inestable	PROVIDENCIA	NA
ZYq9zY3I3AXx	PYME	Mas	Santiago	Hombre	7	PORQUE ME RESPONDEN EN TIEMPO Y FORMA	Responden / resuelven requerimientos	HUECHURABA	NA
QCy1MzJgu6eb	MICRO	Mas	Regiones	Mujer	5	POR LA POCA POSIBILIDAD DE CERCANIA CUANDO UNO TIENE UN PROBLEMA LA VERDAD ES QUE UNO NO SABE DONDE INCURRIR,	No llaman / no se mantienen en contacto / no visitan,No responde / no resuelven requerimientos	PUNTA ARENAS	NA
EbRFj6fyJR5r	MICRO	Mas	Regiones	Mujer	6	PORQUE EN GENERAL NO TIENE SEÑAL TODO BIEN EL PROBLEMA SON LAS TARIFAS NO HAY MEJORES OFERTA PARA LOS QUE TENEMOS PLANES	Buena señal / no hay caídas de la señal / señal nítida,Precios altos / es caro / alzas de precio,Pocas / malas ofertas	CONTULMO	NA
K5pom6ZiXcl1	PYME	Mas	Regiones	Hombre	6	LA COBERTURAS NO SON TAN BUENA Y EL CALL CENTER NO ES MUY EFICIENTE MUY LARGO EL SISTEMA CUESTA MUCHO PARA LLEGAR A LO QUE NESECITA O HABLAR  CON LA PERSONA DONDE TENGO QUE USAR O MOVISTAR CERCA DE SALTO DEL LAJA EN LA CORDILLERA	Mala / poco cobertura,Mal ejecutivo / mala atención del ejecutivo / Difícil contactar,Atención poco personalizada/ contestan grabadoras/ ejecutivos virtuales	LOS ANGELES	DUEÑO Y GERENTE
7M38nnqicvVp	MICRO	Mas	Regiones	Hombre	7	PORQUE ES LO MEJOR QUE HAY EN EL COMERCIO MAS CALIDAD EN EL SERVICIO, EN LOS PLANES	Buena empresa / es la mejor empresa / es mejor que otras,Buen plan / plan conveniente	CUARTA REGION	NA
oikCv6EuxfqJ	PYME	MP	Regiones	Hombre	5	NO HAY MUCHA COBERTURA SE CAE DE REPENTE PERTENCO   EL PROBLEMA PAGA EL PAGO EMPRESA NO LO PUEDO PAGAR DE MI CUENTA DE LA EMPRERSA Y TENGO QUE PAGARLO DE OTRA MANERA  ES MUY ENGORROSO	Mala / poco cobertura,Internet lento / inestable	PERQUENCO	NA
wuVuv6y8fl7z	PYME	Mas	Santiago	Hombre	5	PORQUE NO TIENEN COBERTURA EN TODA LA REGIÓN METROPOLITANA DE TODOS SUR SERVIOS DE EMPRESAS NECESITE UN ROUTER EN MÓVIL YA QUE ESTOY EN TELE TRABAJO Y NO HAY FACTIBILIDAD	Mala / poco cobertura,No responde / no resuelven requerimientos	SANTIAGO EL BOSQUE	NA
AhwDIwFuzPIY	PYME	Mas	Regiones	Hombre	7	PORQUE LA ATENCION ES RÁPIDO EL SERVICIO ES CONSTANTE NO SE CAE LOS PRECIOS ESTÁN DE ACUERDO AL MERCADO, UN POCO MAS CAROS EL SERVICIO EXCELENTE Y FUNCIONA EN TODOS LADOS	Rapidez / eficiencia en solución de problemas,Continuidad del servicio,Buenos precios / económicos / barato,Buenos servicios/ productos,Buena conectividad	TEMUCO	NA
7KQsXp0lYTKE	PYME	Mas	Regiones	Hombre	6	PORQUE EN GENERAL NO ME FALLADO NO SE A CAIDO EL INTERNET Y EL CELULAR SE HA PODIDO COMUNICAR	Buen servicio / conforme / satisfecho con el servicio,Buen funcionamiento de Internet / velocidad / estabilidad,Buen servicio de telefonía	VIÑA DEL MAR	REPRESENTANTE LEGAL Y ADMINISTRADOR
rNVWUUgC40TN	PYME	Mas	Regiones	Mujer	7	PORQUE NO HE TENIDO NUNCA PROBLEMA CON LA EMPRESA Y ADEMAS QUE TIENE BUENA COBERTURA NO LO QUE PASA ES QUE SIEMPRE HAY SEÑAL SIN INTERFERENCIAS	Funciona bien /sin problemas,Buena cobertura,Buena señal / no hay caídas de la señal / señal nítida,Buen funcionamiento de Internet / velocidad / estabilidad	SAN ANTONIO	DIRECTORA
s5HiQXIhzqA5	S/Info	Mas	Regiones	Mujer	5	PROBLEMAS AL ESCUCHAR CUANDO LLAMAN, BAJA INTERNET, SE CORTA INTERMI9TENMENTTE	Mal servicio de telefonía/ se cortan las llamadas,Poca continuidad del servicio  / se corta el servicio,Mala señal / pérdida de señal / interferencias	ANTOFAGASTA	NA
DirSLQgIolAC	MICRO	Mas	Regiones	Hombre	6	PORQUE HAY ALGUNAS COSAS QUE NO LLEGAN AL SIETE EN LO QUE ES EL INTERNET EN EL TELÉFONO ME FALLA MUCHO NO ME LLEGA NO ME LLEGA EN EL INTERNET EN MI OFICINA LAGO BLANCO 1291 EN COQUIMBO NO ESO	Internet lento / inestable	EN COQUIMBO	NA
LWRc4JrYcb7m	MICRO	Mas	Santiago	Hombre	6	ALGUNOS INCONVENIENTES ESPORADICOS QUE HE TENIDO, NO RECUERDA	Funciona bien /sin problemas	PROVIDENCIA	NA
dHMoAoj2XtIS	S/Info	Mas	Santiago	Hombre	7	BUENA COBERTURA BUENA RESPUESTA DE LOS EJECUTIVOS ES MUY ESTABLE NO SE CORTA NI TIENE PROBLEMAS DE INTERMITENCIA	Buena cobertura,Buen ejecutivo / buena atención del ejecutivo,Continuidad del servicio	QUINTA NORMAL SANTIAGO	NA
fuegvJzEtOCV	PYME	Mas	Santiago	Mujer	6	PORQUE CUANDO PARA PODER CONTACTARSE LA FAMOSA GRABADORA TRAMITA COMO 10 MINUTOS CON EJECUTIVO, LA ATECION DE LAS GRABADORAS NO GUSTAN, ESO ES BRUCRACIA, NO HAY COMUCACION PERSONALIZADA	Mal servicio Call center/ Cuesta contactarlos / Call center no atiende,Atención poco personalizada/ contestan grabadoras/ ejecutivos virtuales,Tramitan / Burocracia	SANTIAGO	ADMINISTRADORA
aVTlJtjQXD5t	MICRO	Mas	Santiago	Mujer	7	PORQUE ES UNA EMPRESA LA CUAL OFRECE UN SERVICIO CON LA CONTINGENCIA ESTAMOS COMPLICADOS PERO SI TIENE BUENA COBERTURA BUEN INTERNET, LA ATENCION DE LOS EJECTUVOS ES MUY DILIGENTE,	Buena empresa / es la mejor empresa / es mejor que otras,Buena cobertura,Buen funcionamiento de Internet / velocidad / estabilidad,Buen ejecutivo / buena atención del ejecutivo	PUDAHUEL SANTIAGO	NA
EYMTzhVateUo	PYME	Mas	Santiago	Mujer	7	PORQUE ME PRESTA UN SERVICIO SEGURO Y RAPIDO ES QUE NO ME FALLA Y SIEMPRE TENGO CONEXION  NO FALLA SIEMPRE ESTOY CONECTADA ASI ESTE DE VIAJE O EN EL EXTERIOR SIEMPRE ESTOY CONECTADA	Empresa seria / confiable,Buen funcionamiento de Internet / velocidad / estabilidad,Buena conectividad	PADRE HURTADO	DIRECTORA DE COLEGIO
lYmTKsksgn1u	MICRO	Mas	Regiones	Hombre	2	PORQUE ES MALA LA ATENCIÓN DE ENTEL EN LA ZONA COSTA, PORQUE NO HAY COBERTURA DE REPENTE TIENE Y SE APAGA Y SE PIERDE LA SEÑAL, HAN SUBIDO MUCHOS LOS PLANES, A AVECES TENEOS COBERTURA Y A VECES NO	Mala post venta /atención,Mala / poco cobertura,Mala señal / pérdida de señal / interferencias,Poca continuidad del servicio  / se corta el servicio,Precios altos / es caro / alzas de precio,Internet lento / inestable	MICHUQUEN, SEPTIMA REGION	NA
AhgQEhKFLpS7	MICRO	Mas	Regiones	Mujer	7	NO TENGO COBERTURA EN LOS LUGARES LEJANOS EBOCO, LO ROJAS, LUGARES CERCANOS  A QUILLOTA DONDE ME TENGO QUE DESPLAZAR. LOS VALORES SON ACCESIBLES AL BOLSILLO	Mala / poco cobertura,Buenos precios / económicos / barato	QUILLOTA	NA
KMaBA7yeTGN1	S/Info	Mas	Regiones	Hombre	6	PORQUE A VECES HAY PROBLEMAS DE COBERTURA EN ALGUNA SEDE PERO EL SERVICIO ES BUENO	Mala / poco cobertura,Buen servicio / conforme / satisfecho con el servicio	PUERTO MONTT	NA
8DtXm8sD07ul	PYME	MP	Regiones	Mujer	6	PORQUE EN RELACIÓN TENGO POCA RELACIÓN CON EL EJECUTIVO SIENDO QUE MAS BIEN YO ESTOY VIENDO LA PAGINA	Atención poco personalizada/ contestan grabadoras/ ejecutivos virtuales	CONCEPCIÓN	NA
p0sQVKpyWvNZ	MICRO	Mas	Regiones	Mujer	5	PORQUE A MENUDO HAY CIERTOS DETALLES QUE SE CAEN LAS LLAMADAS POR LO GENERAL NO ES BUENO EL INTERNET TAMBIEN AFECTA	Mal servicio de telefonía/ se cortan las llamadas,Poca continuidad del servicio  / se corta el servicio,Internet lento / inestable	VALDIVIA	NA
qhZxSu6gBZb4	PYME	Mas	Regiones	Hombre	6	EL SERVICIO ES BASTANTE BUENO GENERALMENTE LE DAN RESPUESTA A LO QUE NESECITA ACCECIBILIDAD DL OS EJECUTIVOS TIENE BUEN TRATO SON AMABLES SOLUCIONAN  LOS PROBLEMAS	Buen servicio / conforme / satisfecho con el servicio,Rapidez / eficiencia en solución de problemas,Buena atención / amabilidad	TALCA	PROPIETARIO
QzvlQBlHTNfk	GGEE	Mas	Regiones	Hombre	6	PORQUE ES MEJOR QUE ENTEL	Buena empresa / es la mejor empresa / es mejor que otras	LINARES	NA
yKgGmLVRk5xL	MICRO	Mas	Regiones	Hombre	5	NO HA ESTADO MUY BUENA LA COBERTURA Y LA INTERNET	Mala / poco cobertura,Internet lento / inestable	NANCAGUA	NA
WTHcuJ0Mw7J4	MICRO	Mas	Regiones	Hombre	7	PORQUE SE HA MANTENIDO EL VALOR ME AUMETARON LOS GB DE INTERNET	Buen plan / plan conveniente,Buenas ofertas	OSORNO	NA
ml1b3lMy9zGn	MICRO	Mas	Regiones	Hombre	6	BASICAMENTE PORQUE LOS CANALES DE COMUNICACION NO SON TAN TAN EXPEDITOS  O SEA LLEGAN A SER A VECES PERO NO TANTO ALGUNAS VECES LA APP GESTIONES Y PAGOS DE FACTURA Y TODO ESO	Mal servicio Call center/ Cuesta contactarlos / Call center no atiende,Poca transparencia en cuentas / cobros indebidos / problemas de facturación	LOS ANGELES	NA
oiGioMIuqSYi	PYME	MV	Regiones	Mujer	6	PORQUE IGUAL QUE OTRAS COMPAÑIAS HAY SECTORES QUE NO TIENE COBERTURA NO ES FRECUENTE PERO LA DIRECTORA CUANDO VIAJA LE PASA	Mala / poco cobertura	PADRE LAS CASAS REGION DE ARAUCANIA	NA
R12FRvlX9mNg	PYME	MV	Regiones	Hombre	5	PORQUE DURANTE LOS ÚLTIMOS 12 MESES LA COBERTURA HA SIDO MALA EN LA SEXTA REGIÓN EN MACHALI EN REQUINOA ES INTERMITENTE	Mala / poco cobertura,Internet lento / inestable	REQUINOA	NA
mYq0rOrCDfTT	MICRO	Mas	Regiones	Hombre	7	PORQUE HABIA TENIDO OTRAS 2 EMPRESAS Y TUVE MALA EXPERIENCIA	Buena empresa / es la mejor empresa / es mejor que otras	CHILLAN	NA
dNcBn63l4hOB	GGEE	MP	Santiago	Hombre	5	PORQUE SIEMPRE ESPERA ALGO MAS	Faltan cosas por mejorar / no es perfecta	PUENTE ALTO	NA
juUrKwaRlcxk	PYME	AP	Regiones	Hombre	7	BUENA COBERTURA, ASISTENCIA Y BUENA RESPUESTA LOS REQUIRIMIENTOS	Buena cobertura,Buen soporte / servicio técnico,Responden / resuelven requerimientos	NACIMIENTO	NA
RnW4vSlsrZYN	MICRO	Mas	Regiones	Hombre	6	PORQUE AVECES TIENE PROBLEMAS CON EL SERVICIO SE PIERDE LA SEÑAL	Mala señal / pérdida de señal / interferencias	CHILLAN	NA
26l5STZ4eqDz	PYME	AV	Regiones	Hombre	7	NUNCA HEMOS TENIDOS PROBLEMAS CON ENTEL EN NADA Y LOS PRECIOS SON CONVENIENTES LA ATENCION ES SUPER BUENA	Funciona bien /sin problemas,Buenos precios / económicos / barato	TEMUCO	NA
Da1prK2ggCsi	PYME	AP	Santiago	Mujer	6	CUMPLEN LOS CONTRATOS	Cumplen con lo que ofrecen	PEDRO AGUIRRE CERDA	NA
9Lw55qALAq84	PYME	Mas	Santiago	Hombre	6	PORQUE A ANDADO BIEN DONDE NOSOTROS ESTAMOS PERO NO COMO YO QUIERO PODRÍA SER MAS RÁPIDO Y EFICIENTE EL SERVICIO PROBLEMAS DE FACTIBILIDAD	Internet lento / inestable,Mala conectividad,Lentitud / ineficiencia en solución de problemas	PUDAHUEL	NA
3phF2D8m7Gd3	GGEE	MP	Santiago	Hombre	6	PORQUE SON BUENOS LOS SERVICIOS PERO DERREPENTE ES UN POCO ENGORROSO COMUNICARSE CON LA EJECUTIVA PARA OTRAS COSAS	Buenos servicios/ productos,Mal servicio Call center/ Cuesta contactarlos / Call center no atiende	SANTIAGO CONCHALI	NA
d1oqSxIJfZUA	GGEE	Mas	Regiones	Hombre	7	PORQUE ES BUENIO	Buen servicio / conforme / satisfecho con el servicio	PARRAL	NA
ljpNJRMxIEnJ	PYME	Mas	Santiago	Hombre	5	EN REALIDAD ES POR EL TIPO DE GIGAS EFECTIVAMENTE HAY PUNTOS QUE LLEGA LA SEÑAL MALA EN PARTICULAR FUERA DE SANTIAGO EN ALGUNOS PUNTOS MALA CALIDAD SECTOR DE VILLARICA EN ESA ZONA NO ESO EN PARTICULAR	Mala señal / pérdida de señal / interferencias	SANTIAGO COMUNA DE SAN JOAQUIN	NA
65CZljzQepNK	GGEE	MV	Santiago	Hombre	7	PORQUE HEMOS TENIDO NINGÚN TIPO DE INCONVENIENTE TE CON ENTEL CADA VEZ QUE HACEMOS UNA SOLICITUD O UN RECLAMO NOS ATIENDEN SIN NINGÚN INCONVENIENTE EL SERVICIO ES BUENO NO HEMOS TENIDO NINGÚN INCONVENIENTE EN RELACIÓN A SEÑAL O CON LA LINEA NADA	Funciona bien /sin problemas,Buena atención / amabilidad,Buen servicio / conforme / satisfecho con el servicio,Buena señal / no hay caídas de la señal / señal nítida,Buen servicio de telefonía	SANTIAGO RENCA	NA
Mnt3pCsm4f9r	PYME	AV	Santiago	Hombre	6	A VECES SE DEMORA EN LOS TIEMPOS DE RESPUESTA COSAS QUE DEBERIA SER AUTOMATICA QUE NO  REQUIERE LA INTERVENCION DE LA EJECUTIVA	Lentitud / ineficiencia en solución de problemas	PROVIDENCIA	NA
FgtcefE6kg8p	PYME	Mas	Santiago	Mujer	6	"PORQUE ES BUENO EL SERVICIO; QUE UNO LLAMA Y TE RESPONDEN ALTIRO  PERO UNA VEZ TUVIMOS ESTAFA"	Buen servicio / conforme / satisfecho con el servicio,Rapidez en la atención,Poca transparencia en cuentas / cobros indebidos / problemas de facturación	LA REINA	NA
B1QGb3Qe0gzP	PYME	Mas	Regiones	Hombre	6	ES UN POCO MAS CARA QUE EL RESTO LOS PLANES MEJOR COBERTURA PERO MAS CARA	Precios altos / es caro / alzas de precio,Buena cobertura	CONCEPCION	NA
3aPbpPBWu3nb	PYME	Mas	Regiones	Hombre	6	PORQUE NO ES MALA LE FALTA ALGO LOS CALLCENTER QUE SEAN MÁS RAPIDO	Buena empresa / es la mejor empresa / es mejor que otras,Mal servicio Call center/ Cuesta contactarlos / Call center no atiende	TALCA	NA
LrLYXaSXPkMi	PYME	Mas	Santiago	Mujer	6	ES BUENA LA ATENCIÓN PERO PODRÍA SER MAS BAJO LOS PRECIOS EN LOS CELULARES MAS QUE NADA	Buena atención / amabilidad,Precios altos / es caro / alzas de precio,Equipos caros	SANTIAGO CENTRO	ADMINISTRATIVO
KV9WCSJFc8eD	S/Info	Mas	Santiago	Hombre	6	TENGO LA CUENTA HACE MUCHOS AÑOS NO HE TENIDO PROBLEMAS DE COBERTURA SIEMPRE TENGO SEÑAL TENGO UN PRECIO RAZONABLE CON EL PLAN CUANDO HUBO UN ERROR DE COBRO ME DEVOLVIERON TODA LA PLATA QUE HABÍA COBRADO DEMÁS	Es cliente antiguo/ lleva años,Buena cobertura,Buena señal / no hay caídas de la señal / señal nítida,Buenos precios / económicos / barato,Responden / resuelven requerimientos	SANTIAGO PROVIDENCIA	NA
tohMQUudtW4f	PYME	Mas	Santiago	Mujer	5	CONSIDERO QUE TIENE MALA COBERTURA EN LOS SERVICIOS DESDE QUE EMPEZAMOS A TRABAJAR DESDE LA CASA	Mala / poco cobertura	MAIPU SANTIAGO	NA
mhEcvG0zpiwe	PYME	Mas	Regiones	Hombre	4	MALA SEÑAL QUE NO SE PUEDE HABLAR BIEN EN TODOS LADOS Y LOS EQUIPOS SON CAROS	Mala señal / pérdida de señal / interferencias,Precios altos / es caro / alzas de precio	LA SERENA	NA
C4AdT8RqCGUh	PYME	Mas	Regiones	Hombre	6	PORQUE ES SIETE ME LO DEJO PARA MI TAMBIÉN HAY PARTES QUE NO TENGO COBERTURA EN ALGUNOS LUGARES PUNTUALES	Faltan cosas por mejorar / no es perfecta,Mala / poco cobertura	PENCO	REPERESENTANTE LEGAL
fJvXt6vZ0UQO	PYME	Mas	Santiago	Hombre	6	NO ESTOY TOTALMENTE SATISFECHO POCA VARIAS DE CELULARES PARA REPONER	Equipos de mala calidad / básicos	PUDAHUEL	ADMINISTRADOR
e0mdhKeHgurj	PYME	MV	Santiago	Mujer	6	PORQUE LO QUE NO ME GUSTA NO ES LA EMPRESA SINO LA GENTE LA CALIDAD QUE TE TRATA LA GENTE LA GENTE NO ES CLARA EN EXPLICAR LAS COSAS LA GENTE QUE TE HACE LA ENTREVISTA LA GENTE QUE TE HACE LA VENTA MUCHA BUROCRACIA	Mala post venta /atención,No mantiene bien informado / poca claridad en la información,Tramitan / Burocracia	SAN BERNARDO	NA
2pzkYJZ4YVN8	PYME	MV	Santiago	Mujer	6	DE REPENTE HAY PROBLEMAS CON LAS SEÑALES BAJA SEÑAL CON EL TEMA DE INTERNET TAMBIÉN DE HACE UN TIEMPO PARA ACA ESTA MAS LENTO EL INTERNET LA CONEXIÓN	Mala señal / pérdida de señal / interferencias,Internet lento / inestable,Mala conectividad	VITACURA SANTIAGO	NA
SZQCSCAJgGne	PYME	Mas	Santiago	Hombre	6	EN GENERAL NO TENGO PROBLEMAS, SOO PROBLEMAS DE SEÑAL A VECES, YO TRABAJO EN SECTORES AISLADOS, PERO NINGUNA COMPAÑIA TIENE SEÑAL.	Funciona bien /sin problemas,Mala señal / pérdida de señal / interferencias	RENCA	REPRESENTANTE LEGAL
zCMEzdAgfTqD	PYME	Mas	Santiago	Hombre	7	PORQUE HASTA EL MOMENTO NO HE TENDIDO NINGÚN PROBLEMA CON ELLOS POR ESO ESTOY HAY O SI NO HABRÍA CAMBIADO HACE RATO	Funciona bien /sin problemas,Es cliente antiguo/ lleva años	RECOLETA SANTIAGO	ADMINISTRATIVO
TSenGAcNGgnH	PYME	MP	Regiones	Hombre	4	PORQUE CUANDO HE TENIDO QUE CAMBIAR EQUIPOS PONEN MUCHOS PROBLEMAS, NO HAY GARANTÍAS PARA CLIENTES HABÍA UNA CLAUSULA QUE UNO PODÍA CAMBIAR EQUIPOS CADA 2 AÑOS Y AHORA ESTA SIN EFECTO, ES UN CLIENTE MAS NO TIENEN VALOR SU ANTIGÜEDAD	No realizan cambio de equipos/ problemas con cambio de equipos,No cumplen con lo que ofrecen,Malos planes  / planes poco flexibles,Pocos beneficios para clientes antiguos	PUNTA ARENAS	NA
eGFMXbhjLaAx	MICRO	Mas	Santiago	Mujer	6	PORQU ENCUENTRO BUENO EL SERVICIO FALTA MAS OFERTA PARA EMPRESA SERVICIOS Y FACTURACION NO HE TENIDO PROBLEMAS FALTAN MEJORES OFERTAS POR ULTIMO PREMIOS POR ANTIGUAS	Buen servicio / conforme / satisfecho con el servicio,Pocas / malas ofertas,Transparencia / claridad en las cuentas / facturas / exactitud en cobros	LA REINA	NA
KvrMATpK54bm	S/Info	Mas	Santiago	Hombre	7	PORQUE NUNCA HE TENIDO NINGUN PROBLEMA SIEMPRE HE TENIDO SEÑAL	Funciona bien /sin problemas,Buena señal / no hay caídas de la señal / señal nítida	PEÑALOLEN	NA
BZXk3fAeuTZk	PYME	Mas	Santiago	Hombre	7	NO HE TENIDO PROBLEMA ME ATIENDEN BIEN EN LA OFICINA QUE VOY SON MUY GENTILES Y RESUELVEN LOS PROBLEMAS POR LOS CUALES VOY	Funciona bien /sin problemas,Buena atención / amabilidad,Responden / resuelven requerimientos	LAS CONDES	GERENTE
UVQPmtapiSJt	PYME	Mas	Regiones	Hombre	6	SERVICIO ES BUENO PERO A VECES FALLAS QUE DEMORA EN SOLUCIONAR	Lentitud / ineficiencia en solución de problemas	LOS ANGELES	NA
mGRjpO2eTYMm	GGEE	Mas	Regiones	Mujer	5	PORQUE EL INTERNET PORQUE NO ESTA FUNCIONANDO BIEN SE PEGA ES RELATIVO NOM ES SIEMPRE HAY DIAS QUE ESTA ASI NO SE PUEDE VER LOS VIDEOS NO	Internet lento / inestable	LOS ANDES	NA
kuqN7Hd9qhLg	PYME	MP	Santiago	Hombre	5	EL SERVICIO EN BUENO TIENE BUENA SEÑAL	Buen servicio / conforme / satisfecho con el servicio,Buena señal / no hay caídas de la señal / señal nítida	LS CONDES	GERENTE GENERAL
8VQ2w1uo7ptn	MICRO	MasPrem	Santiago	Hombre	5	PRECIOS ALTOS EN LA CUENTA	Precios altos / es caro / alzas de precio	SANTIAGO	NA
dXOuY35ggaKe	PYME	Mas	Santiago	Hombre	6	HASTA  AHORA NO HE TENIDO PROBLEMAS FUNCIONA EL INTERNET A VECES SE HA CAIDO PERO SON LOS MENORES. A VECES EL CELULAR SE MARCA SOLO SIN QUE YO MARQUE	Funciona bien /sin problemas,Buen funcionamiento de Internet / velocidad / estabilidad	SAN RAMON	DUEÑO GERENTE
Xl7DlRpDRDnE	MICRO	Mas	Santiago	Mujer	6	PORQUE EN GENERAL CUALQUIER COSA NO TENGO EJECUTIVO ASIGNADO QUE ME ATIENDA ENTONCES TODO DEBO HACERLO EN TIENDAS EN LOCAL	Atención poco personalizada/ contestan grabadoras/ ejecutivos virtuales	LAS CONDES	NA
fx2Un7cKWjpr	GGEE	AV	Santiago	Hombre	5	FALTA DE EQUIPOS	Demora en entrega de equipos	LA REINA	NA
E3n9TZrrrR8y	PYME	Mas	Regiones	Hombre	5	PORQUE IGUAL HAY COSAS QUE NO HA FUNCIONADO BIEN LA CONECTIVIDAD Y EL SERVICIO DE INTERNET A ESTADO BASTANTE  CAÍDO DENTRO DE LA REGION DEL BIOBIO MUCHO ENTONCES HAY ZONA NO FUNCIONA Y OTRAS COMPAÑIAS Y EL TEMA DE INTERNET NO A ESTADO BIEN	Mala conectividad,Internet lento / inestable	CORONEL	REPRESENTANTE LEGAL
is3TG1GJ76z1	PYME	MP	Santiago	Hombre	5	PORQUE EN EL SERVICIO FIJO QUE ES UNA ANDA ANCHA DEDICADA Y SE CAE Y HE TENIDO INTERFERENCIAS NO TENGO SERVICIO.	Internet lento / inestable,Poca continuidad del servicio  / se corta el servicio	SANTIAGO	GERENTE GENERAL
oKPRhx6N4IoQ	PYME	Mas	Santiago	Hombre	5	PORQUE DE REPENDE LA LINEA SE CAE Y NO HAY COBERTURA (CADA 1 Y MEDIO O DOS MESES) Y EL INTERNET A VECES NO ANDA TAN FLUIDO	Internet lento / inestable,Mala / poco cobertura	SANTIAGO	GERENTE
Xyfai9pD9yW0	PYME	MV	Santiago	Hombre	7	POR QUE NOSOTROS TRABJAMOS EN MINERIA Y ENTEL ES LA EMJOR EN SEÑAL PAR ALA MINERIA	Buena señal / no hay caídas de la señal / señal nítida	SANTIAGO LAS CONDES	ADMIN DE GESTION Y CONTROL
zsurzEp6eigv	PYME	Mas	Regiones	Hombre	6	ESTA BIEN PERO TAMPOCO EXCELENTE Y PIERDE LA SEÑAL	Buenos servicios/ productos,Faltan cosas por mejorar / no es perfecta,Mala señal / pérdida de señal / interferencias	ARICA	ENCARGADO DE MANTENIMIENTO
JlU5PKtqAMtm	PYME	Mas	Santiago	Hombre	6	PORQUE EN GENERAL FUNCIONA SIN CONTRATIEMPOS NI DIFICULTADES GENERALMENTE	Buen servicio / conforme / satisfecho con el servicio	SANTIAGO	GERENTE
hmUHlIxpYJYK	GGEE	Mas	Regiones	Mujer	6	POR QUE PROBLEMAS CON EL ROAMING	Mal funcionamiento del Roaming	VALPARAISO	NA
