encriptado	SEG_CORFO	SEG_GOL	Regionx	sex_enc	P3 Pensando en su cuenta empresa, En general, con escala 1 a 7, donde 1 = Muy insatisfecho y 7 = Muy satisfecho, ¿Cuán satisfecho está usted con Entel?	P4 ¿Por qué evalúa con esa nota?	P4_COD	Rubro	Ciudad_comuna	Cargo
FblICD2Wah79	MICRO	Mas	REGIONES	Mujer	7	POR EL BUEN SERVICIO , LA COBERTURA QUE TIENE , LA BANDA Y NAVEGACION RAPIDA	Buen servicio / conforme / satisfecho con el servicio,Buena cobertura,Buen funcionamiento de Internet / velocidad / estabilidad	COMERCIALIZACIÓN Y VENTA DE ROPA	CURACABI	DUEÑA
f2nbftSRhCMd	MICRO	Mas	REGIONES	Hombre	7	PORQUE ENCUENTRO QUE HA ANDADO BIEN DONDE YO VIVO	Funciona bien /sin problemas	AGRICOLA	SANTA CRUZ	"NO SABE
(ILEGIBLE, NO SE ENTIENDE)"
EAysosYhnsnt	MICRO	Mas	REGIONES	Mujer	5	PORQUE HE TRATADO DE COMUNICARME DE HACER ALGO NO EN MI CUENTA PERO EN OTRA CUENTA PORQUE TENGO OTROS SERVICIOS COMO PREPAGO DE PERSONA Y NO HAY SOLUCIONES DE PROBLEMAS	No responde / no resuelven requerimientos	AGRICULTURA	ZENTENO CURICÓ	ADMINISTRADORA
rhnvrbghOmbt	PEQUEÑA	Mas	REGIONES	Hombre	5	POR QUE COBRAN CARO	Precios altos / es caro / alzas de precio	AGRICOLA	CAUQUENE	SOY EL PROPIETARIO
EGYv7XvVeZQi	PEQUEÑA	Mas	REGIONES	Hombre	5	PRECIO NO CONVENIENTE, ACTUALIZACION DE EQUIPOS Y PLANES	Precios altos / es caro / alzas de precio,Equipos de mala calidad / básicos,Malos planes  / planes poco flexibles	AGRICOLA	LINARES	ADMINISTRADOR
inL83ZAJiovf	MICRO	Mas	REGIONES	Hombre	5	TIENE PLAN ANTIGUO LE LIMITAN OFERTAS NO ACTUALIZAN	Problemas para realizar cambio de plan	TRANSPORTE	PARRAL	ADMINISTRADOR
mGkkXjnMV1ft	MICRO	Mas	NS/NR	NA	1	1	NS/NR	2	2	NO DA INFORMACIÓN
AxjmCu7C8JOB	MICRO	Mas	SANTIAGO	Hombre	5	POR QUE NO ME MERECE MAS NO ES TAN EFICIENTE EN SOLUCIONAR PROBLEMAS O CUANDO UNO QUIERE HACER ALGUNA CONSULTA DE CUALQUIER COSA Y PONE UN POCO DE PROBLEMAS EN LA ATENCION PERSONAL	Poca eficiencia,Lentitud / ineficiencia en solución de problemas,Atención poco personalizada/ contestan grabadoras/ ejecutivos virtuales	AGRICOLA	SANTIAGO	DUEÑO
R0KpZWpiHbL4	MICRO	Mas	REGIONES	Hombre	6	PORQUE CONSIDERA QUE ESTA BIEN ESTA BIEN POQUE COTIZO RLATIVAMNTE LO QUE NECESITO	Satisface necesidades	ARRENDAMIENTO INMUEBLE AMUEBLADO	COPIAPO	DUEÑO
wEwFcu7rZWAw	MICRO	Mas	REGIONES	NA	4	POR QUE NO OFRECEN BIEN LA FACILIDAD Y EL PRECIO QUE ELLOS VENDEN SUPER CAROS Y TENEMOS QUE ARREGLARNOS NOSOTROS MISMOS PARA COMPRAR LOS CELULARES Y EN UNA OPORTUNIDAD ME ROBARON UN CELULAR POR QUE TENIA DOS Y LO DECLARE Y SE SUPONE SI YO DECLARO EL ROBO DE UN ARTEFACTO POR QUE ME VOY A QUEDAR CON UNO Y SUCEDE QUE ME COBRARON EL AÑO DEL CELULAR ROBADO 3	Precios altos / es caro / alzas de precio,Equipos caros,Poca transparencia en cuentas / cobros indebidos / problemas de facturación	LICORES	CHALLANAL	DUEÑO
VWL5bPVMvcTD	MICRO	Mas	SANTIAGO	Hombre	6	PORQUE BASICAMENTE CUANDO ME TOCABA QUE NO SE PAGABA EL SERVICIO CONSTANTEMENTE QUEDA SUSPENDIDO EL SERVICIO Y NO HAY MANERA DE COMUNICARSE CON LA COMPAÑIA NO HAY CALL CENTER AL 103 SOLO ES POR LA PAGINA WEB CUANDO ES TODO VITRTUAL Y UNO AL FINAL QUEDA INCOMUNICADO ME HA PASADO UN PAR DE VECES A VECES ME HE COMUNICADO PERO NO HAY PERSONAL	Mal ejecutivo / mala atención del ejecutivo / Difícil contactar,No tiene ejecutivo asignado	PUBLICIDAD	SANTIAGO	GERENTE
dEgXgIrlMQ3e	MICRO	Mas	REGIONES	Hombre	5	PORQUE HAY MUCHAS INTERRUCCIONES Y CORTES, FALLA DE COBERTURA.	Poca continuidad del servicio  / se corta el servicio,Mala / poco cobertura	TURISMO	PUERTO CISNES	PROPIETARIO
6mF1ZVuXZUuo	PEQUEÑA	MasPrem	REGIONES	Hombre	6	PORQUE LOS CELULARES SON MUY CAROS	Precios altos / es caro / alzas de precio	ESTRUCTURAS METALICAS	ANTOFAGASTA	GERENCIA TECNICA
575nfYPXJyZk	MICRO	Mas	SANTIAGO	Hombre	5	PORQUE IGUAL HE TENIDO ALGUNOS PROBLEMAS POCOS POR EJEMPLO NO ACTUALIZAN LOS PLANES Y UNO SE TIENE QUE ACERCAR A LA SUCURSAL PARA ACTUALIZAR LOS PLANES QUE TIENES ANTES PAGABAN HARTO DINERO Y SOLO TENIA 3 GIGAS ME ACERQUE A LA SUCURSAL Y DESCUBRI QUE POR EL MISMO PRECIO HABIA UNO DE 25 GB TAMBIEN FUI Y TENGO DOS LINEAS Y ME DIJERON QUE PAGANDO 15 MIL PESOS POR CADA UNO DE LAS DOS LINEAS QUE TENGO LOS PLANES SE ACTUALIZAN ALLA PERO NO SE LO PASAN AUTOMATICAMENTE AL CLIENTE SI YO NO VOY A LA EMPRESA NO ME ENTERO Y SIGO PAGANDO LO MISMO POR 3 GIGAS	Problemas para realizar cambio de plan,Lentitud / ineficiencia en solución de problemas,Malos planes  / planes poco flexibles	TAPÍCERIA	MACUL	ADMINISTRADOR DE LA EMPRESA
gBzWL4HPCEsQ	GGEE	AP	REGIONES	Hombre	6	PORQUE TENEMOS BUENA SEÑAL PERO EN OCASIONES EN ALGUNOS LUGARES SE PIERDE, LA COBERTURA	Buena señal / no hay caídas de la señal / señal nítida,Mala / poco cobertura	MADEDERA	CONSTITUCION	GERENTE GENERAL
AwVZSZu8K7lQ	PEQUEÑA	Mas	SANTIAGO	Hombre	7	PORQUE YO VI LA CUENTA COMPLETA, TUVE MAL TRATO EN OTRAS COMPAÑIAS POR COSTOS Y COBERTURA	Buenos precios / económicos / barato,Buena cobertura	AREA DE COMERCIO DE PREVENCIÓN DE RIESGOS	SANTIAGO	DUEÑO
ptaAF3kU7Usj	MEDIANA	AV	REGIONES	NA	7	PORQUE NO TENGO PROBLEMA	Funciona bien /sin problemas	SERVICIOS FERROVIARIOS	VALPARAISO	GERENTE GENERAL
XAoxwBBglofK	MEDIANA	Mas	SANTIAGO	Hombre	7	PORQUE NUNCA TUVE UN PROBLEMA	Funciona bien /sin problemas	INMOBILIARIA	PROVIDENCIA	GERENTE GENERAL
1M0ZIBewyk17	PEQUEÑA	Mas	SANTIAGO	Hombre	7	NUNCA HE TENIDO PROBLEMAS EN GENERAL SIEMPRE ME SOLUCIONAN CUALQUIER QUE ME HA SUCEDIDO EXCELENTE	Funciona bien /sin problemas,Responden / resuelven requerimientos	IMPORTACIONES DE REPUESTOS	ESTACION CENTRAL	DUEÑO
4yk1Ay0Q4JXs	MICRO	Mas	REGIONES	Hombre	4	ES MALA LA COBERTURA	Mala / poco cobertura	AGRICOLA	NANCAGUA	ADMINISTRADOR
XAbHtca1sBBt	PEQUEÑA	Mas	SANTIAGO	Hombre	6	PORQUE SOLAMENTE NO TENGO CONTACTO CON MI EJECUTIVO ASIGNADO	No llaman / no se mantienen en contacto / no visitan	SERVICIO TÉCNICO	SANTIAGO	DUEÑO DE LA EMPRESA
zS5JYAg4W6Mb	PEQUEÑA	MasPrem	SANTIAGO	Hombre	6	PORQUE TIENE ALGUNOS PRODUCTOS PARA PERSONAS QUE ESTAN A BAJOS COSTOS LAS LINEAS DE PERSONA LAS TIENEN LAS TIENE  MAS BARATA	Pocas / malas ofertas,Precios altos / es caro / alzas de precio	COMERCIALIZADOR DE LICORES	ÑUÑOA	JEFE DE SUPERVISION
MTmDx3a1fkrN	MICRO	Mas	REGIONES	NA	5	PORQUE UN MAL SERVICIO	Mal servicio / desconforme con el servicio	TRANSPORTITA POR NEGOCIO Y CARRETERA	EN LA REGION ÑUBLE	DUEÑO
FvZg6cuFDkK1	PEQUEÑA	Mas	REGIONES	Mujer	5	PORQUE NO ESTA SATISFECHA TIENEN MALA ATENCION AL CLIENTE NO SE PREOCUPAN DE LA POST VENTA	No satisface necesidades,Mal ejecutivo / mala atención del ejecutivo / Difícil contactar,Poca preocupación por el cliente,Mala post venta /atención	COMERCIO	ANGOL	ADMINISTRADORA
ZBNtc4igYXfm	PEQUEÑA	Mas	REGIONES	Hombre	6	EL SERVICIO ES BUENO TENGO COBERTURA BUENA PLATAFORMA PARA INFORMARSE DE SU SERVICIO ENCUENTRO QUE TIENE UN 6 PUEDO ACCEDER INTERNET DE COMPUTADOR DE APLICACIÓN DE CELULAR TIENE BUENAS VIAS PARA SABER DEL SERVICIO CUANTO LE QUEDA	Buen servicio / conforme / satisfecho con el servicio,Buena cobertura,Buena información / mantienen informados / claridad en la información	INGENIERÍA	RANCAGUA	DUEÑO
MNefTlbsg39O	PEQUEÑA	Mas	REGIONES	NA	6	POR QUE HE TENIDO UN PROBLEMA CON ENTEL CUANDO HE QUERIDO HACER CAMBIO DE EQUIPO NADA MAS	No realizan cambio de equipos/ problemas con cambio de equipos	TRANSPORTE	EN LOS ANDES	DUEÑO
XsuwtNEsbq20	MICRO	Mas	SANTIAGO	Hombre	5	PORQUE TIENE PERDIDA DE COBERTURA Y DEREPENTE SE CORTAN LAS LLAMADAS	Mala / poco cobertura,Mal servicio de telefonía/ se cortan las llamadas	AMASANDERIA	SANTIAGO	DUEÑO
8Hx0M3liHf0o	MICRO	Mas	SANTIAGO	NA	2	EL SERVICIO ES MUY MALO NO TIENE COBERTURA UD LLAMA A UNA PERSONA QUE TIENE ENTEL EN UN  EDIFICIO   NO FUNCIONA SUENA OCUPADO O CUALQUIER COSA SIEMPRE QUE LLAMA SIEMPRE ESTA OCUPADO FALTA COMUNICACION, LINEA NO SE COMO SE LLAMARA ESO	Mal servicio / desconforme con el servicio,Mala / poco cobertura,Problemas con la comunicación,Mal servicio de telefonía/ se cortan las llamadas	INMOBILIARIO	LAS CONDES	GERENTE DE LA CIA
HNMvbdOKZQEK	MEDIANA	AV	SANTIAGO	Hombre	6	PORQUE HA TENIDO PROBLEMA CON SERVICIO TÉCNICO, TUVO PROBLEMAS CON UN EQUIPO Y LLEGO PEOR, ESTA EN TRAMITE SIN RESPUESTAS AUN	Mal soporte / servicio técnico,Equipos de mala calidad / básicos,No responde / no resuelven requerimientos,Lentitud / ineficiencia en solución de problemas	VENTA DE PRODUCTOS QUIMICOS	CONCHALI	GERENTE OPERACIONES
EbRFj6fyJR5r	MICRO	Mas	REGIONES	Mujer	6	PORQUE EN GENERAL HE TENIDO BUENA ATENCION PERO LOS PLANES PUEDEN SER MEJOR PARA LOS CLIENTES ANTIGUOS.	Buena atención / amabilidad,Malos planes  / planes poco flexibles,Pocos beneficios para clientes antiguos	FORESTAL Y AGRICOLA	CONTULMO	ADMINISTRATIVA
jolwsX4cVI1f	PEQUEÑA	Mas	SANTIAGO	Hombre	5	PORQUE ENCUENTRA LOS SERVICIOS CAROS LA CONEXIÓN ES MALA	Precios altos / es caro / alzas de precio,Poca continuidad del servicio  / se corta el servicio	SALUD	COLINA ,SANTIAGO	ADMINISTRACION
skLvy6bI6QWC	MEDIANA	Mas	REGIONES	Hombre	5	PORQUE EL TEMA DE ENVIO DE FACTURA PROBLEMA DE ENVIO DE FACTURA DEBE METER BUSCAR POR EL SISTEMA Y SE CAE NO SIEMPRE PERO A VECES SE CAE	Cuentas / facturas no llegan oportunamente	DEFENSA	TALCAHUANO	JEFE DE ÁREA DE FINANZA
eO6OvWfAVkvl	GGEE	MV	SANTIAGO	Hombre	5	POR PROBLEMAS CON COBERTURA VOZ E INTERNET, SE VA LA SEÑAL EN CIERTAS REGIONES	Mala / poco cobertura,Mal servicio de telefonía/ se cortan las llamadas,Internet lento / inestable,Mala señal / pérdida de señal / interferencias	INVESTIGACION	SANTIAGO	GERENTE ADMINISTRACIÓN Y FINANZAS
n2U3NMepO8OQ	GGEE	AP	REGIONES	Mujer	7	PORQUE CON ELLOS TIENEN BUEN SERVICIO EN CUANTO A LA CALIADLLAMADAS	Buen servicio / conforme / satisfecho con el servicio,Buena conectividad	ACOPIO Y ALMACENAMIENTO Y OTROS SERVICIOS	EN PUERTO MONTT	ENCARGADA DE ABASTECIMIENTO
wRnEdP0XEwPm	PEQUEÑA	Mas	SANTIAGO	Hombre	5	PORQUE ME CUESTA MUCHO COMUNICARME CON ENTEL, ES UN PARTO. DIFICIL QUE LE DEN UNA RESPONCRETA	Mal ejecutivo / mala atención del ejecutivo / Difícil contactar,No responde / no resuelven requerimientos	IMPORTACION	VITACURA, SANTIAGO	SOCIO
KJzcvXJZNo3t	MICRO	Mas	REGIONES	Mujer	7	POR GENERALMENTE FUNCIONAN BIEN Y RESUELVEN RAPIDO	Buen servicio / conforme / satisfecho con el servicio,Rapidez / eficiencia en solución de problemas	AGRICOLA	CHILLAN	DUEÑA
CMMftEh6ZHK1	MICRO	Mas	REGIONES	Hombre	6	PORQUE NO TIENE COBERTURA EN TODAS PARTES TRABAJA EN LA PLAYA Y NO LE DA SEÑAL EN ALGUNAS PARTES EN LA PLAYA	Mala / poco cobertura,Mala señal / pérdida de señal / interferencias	COMPRA Y VENTAS E ALGAS MARINA Y TRANSPORTE	CIUDAD DE TOCOPILLA	JEFE
PqIZTJLKtuRG	MICRO	Mas	REGIONES	Mujer	6	LO QUE PASA ES QUE EN LAS ÚLTIMAS FACTURACIÓN SALIÓ UN CARGA EXTRA ERA POR SERVICIO DE UNA SUSCRIPCIÓN  QUE NOSOTROS NO SOLICITAMOS  PORQUE REALIZAMOS EL RECLAMO HACE ALGÚN TIEMPO Y NUNCA SE GENERO EL DESCUENTO SINO HASTA UNOS DÍAS DESPUÉS DE TANTO TIEMPO	Poca transparencia en cuentas / cobros indebidos / problemas de facturación,Lentitud / ineficiencia en solución de problemas	VENTA DE EQUIPOS DE ÁGUICOLAS	PUERTO VARAS	ADMINISTRATIVO
2Jjum78Teo0d	PEQUEÑA	MasPrem	SANTIAGO	Hombre	7	TIENE UN MUY BUEN SERVICIO	Buen servicio / conforme / satisfecho con el servicio	AGRICOLA	PAINE	ADMINISTRADOR
aJfQSWKjTxN8	MICRO	Mas	REGIONES	Mujer	7	PORQUE NO HA TENIDO PROBLEMAS COMO SERVICIOS EN PARTICULAR PERO AHORA NO PUEDE CAMBIAR LOS EQUIPOS MOVILES Y AHORA EL PLAN ALTO EN COMPARACION A LOS PLANES DE AHORA Y YA NO HAY DIFERENCIA ENTRE EMPRESAS Y PUBLICO EN GENERAL	Funciona bien /sin problemas,No realizan cambio de equipos/ problemas con cambio de equipos,Precios altos / es caro / alzas de precio	DISTRIBUIDORA Y COMERCIALIZADORA DE AGUA POTABLE	EN LOS ANGELES SECTOR PATA DE GALLINA Y POR COBERTUTRA SOLO LLEGA ENTEL	ADMINISTRADORA DE LA EMPRESA
i8huTL2hbHXK	MICRO	Mas	REGIONES	Hombre	5	NODA PARA MAS NO A SIDO BUENO NI MALO ES MUY DIFICIL RECIVIR RESPUESTA CLARAS	No mantiene bien informado / poca claridad en la información	ESTUDIO AGRICOLA	SAN CARLOS ÑUBLE	DUEÑO
94gBqjriBuov	GGEE	AP	SANTIAGO	Hombre	6	Por que entregan buen servicio y buen precio	Buen servicio / conforme / satisfecho con el servicio,Buenos precios / económicos / barato	educacion	santiago	gerente de administración y finanzas
2ymENjpdjWmM	MEDIANA	AP	REGIONES	Hombre	6	ACA EN LA LOCALIDAD A VECES SE CAE LA SEÑAL	Internet lento / inestable	EDUCACION	REGION DE LOS RIOS	JEFE DE ADMINISTRACION
rJBUoY6TkcNs	PEQUEÑA	MasPrem	SANTIAGO	NA	6	POR QUE EN GENERAL RESPONDEN PUEDE SER POR TLEEFONO POR CORREO POR LA PAGINA LO QUE UNO LES PIDE INFORMACION SOBRE PLANES TODOS LOS TRAMITES	Responden / resuelven requerimientos,Buena información / mantienen informados / claridad en la información	OBRAS MENORES Y PROYECTOS DE INGENIERIA	QUINTA NORMAL	GERENTE DE ADMINISTRACION
saJGzhFMUUER	MICRO	Mas	SANTIAGO	Hombre	7	PORQUE NO ME HA DADO PROBLEMAS NUNCA	Funciona bien /sin problemas	EDUCACIÓN	SANTIAGO	ADMINISTRADOR
oikCv6EuxfqJ	PEQUEÑA	MP	REGIONES	Mujer	5	ES BUENA LA ATENCION PERO LA COBERTURA EN PERQUENCO ES MALA DE VOZ Y DATOS	Buena atención / amabilidad,Mala / poco cobertura,Mal servicio de telefonía/ se cortan las llamadas,Internet lento / inestable	EXPORTACION DE FRUTAS	PERQUENCO	GERENTE
QljekYAVI5Gr	MEDIANA	AV	SANTIAGO	Mujer	5	NO QUIERE DEJAR COMENTARIOS.	NS/NR	EDUCACIÓN	SANTIAGO	JEFATURA DE SERVICIOS.
eDfv5fv0KSgx	PEQUEÑA	Mas	REGIONES	Mujer	7	EL SERVICIO ES BUENO , NO HA TENIDO NINGUN PROBLEMA	Buen servicio / conforme / satisfecho con el servicio,Funciona bien /sin problemas	EDUCACION	COQUIMBO	DIRECTORA
4XVkMFCNdFxk	PEQUEÑA	Mas	REGIONES	Mujer	7	TIENEN BUENA GESTIÓN CUANDO SE PRESENTA CUALQUIER DIFICULTAD Y LOS PRECIOS EN RELACIÓN A LA COMPETENCIA SE NOTA LA CALIDAD DEL SERVICIO. SIEMPRE ESTÁN ATENTO A UNO POR GENERAL UNO NO TIENE QUE LLAMAR ELLOS SIEMPRE LLAMAN	Rapidez / eficiencia en solución de problemas,Buenos precios / económicos / barato,Buen servicio / conforme / satisfecho con el servicio,Buena atención / amabilidad,Llaman / se mantienen en contacto / visitan constantemente	EDUCACION	LINARES	ADMINISTRADORA
CwQssUsRLeO5	MICRO	Mas	REGIONES	Mujer	1	TODAS LAS COMPAÑIAS ESTAN MALAS. ME CUESTA MUCHO COMUNICARME, A VECES ESTOY CONVERSDANDO Y SE ME CORTA EL TELEFONO. PERO NO ES SOLO ENTEL, TAMBIEN Y MOVISTAR SON PEOR, SON TODAS LAS COMPAÑIAS. EL SERVICIOI ESTA MUY MALO	Problemas con la comunicación,Mal servicio de telefonía/ se cortan las llamadas	VESTUARIO	TALCA	DUEÑA
CDWXNZAU4GMe	MEDIANA	MP	REGIONES	Hombre	6	LO QUE PASA ES QUE DE REPENTE LOS PLANES NO SON TAN ATRACTIVOS MEJORES PRECIOS EN COMPARACIÓN A LA COMPETENCIA PRECIO MAS CARO  POCA FLEXIBILIZADA POR CAMBIOS DE EQUIPOS EN CUANTO A LA FACILIDAD DE PAGO POR EJEMPLO TE DAN OPCIÓN DE PAGAR UNA CUENTA TE LIMITA UN POCO MAS HACER EL CAMBIO DE EQUIPO	Malos planes  / planes poco flexibles,Precios altos / es caro / alzas de precio,No realizan cambio de equipos/ problemas con cambio de equipos	EDUCACION	PUNTA ARENAS	JEFE DE ADMINISTRACIÓN
kWchex1YqLjx	PEQUEÑA	Mas	SANTIAGO	Hombre	6	EL PRECIO LA CANTIDAD DE LINEAS EL SERVICIO NO HAY MAYORES PROBLEMAS PODRÍA SER MEJOR UN POCO MENOS PLATA PORQUE SON VARIAS LÍNEAS PERO NO EL TIEMPO LO QUE HAY LO QUE ESTÁ CONTRATADO ALCANZA PARA LA EMPRESA ASÍ QUE NO ES PROBLEMA	Precios altos / es caro / alzas de precio,Buen servicio / conforme / satisfecho con el servicio,Funciona bien /sin problemas	MANTENCIÓN INDUSTRIAL	MELIPILLA	DUEÑO
dhIlAe70HC2L	GGEE	Mas	REGIONES	Hombre	5	MUCHO PROBLEMAS PARA CAMBIARLE LOS EQUIPOS, PROBLEMAS CON AMBAS SEÑAL INTERNET Y LLAMADA	No realizan cambio de equipos/ problemas con cambio de equipos,Mala señal / pérdida de señal / interferencias,Internet lento / inestable,Mal servicio de telefonía/ se cortan las llamadas	GRANDES TIENDAS	ANFOTAGASTA	ADMINISTRADOR
sg9kk2fzRMc0	GGEE	AV	SANTIAGO	Hombre	6	PORQUE CONSIDERAMOS QUE SERVICIO QUE TENGO CON LOS COSTOS QUE ESTÁN CANCELANDO SON ÓPTIMOS LOS BENEFICIOS QUE RECIBIMOS VERSUS COSTOS QUE TENEMOS SON ÓPTIMOS ESTÁN BUENOS LOS COSTOS EN ESTA COMPAÑIA	Buenos precios / económicos / barato,Buen servicio / conforme / satisfecho con el servicio,Otorga beneficios	SALUD	SANTIAGO	PRESIDENTE DE SINDICATO
1HTJDKSbAVM4	PEQUEÑA	Mas	SANTIAGO	Mujer	7	JAMAS HEMOS TENIDO PROBLEMAS HEMOS TENIDO BUENOS PRECIOS NADA QUE QUEJARME	Funciona bien /sin problemas,Buenos precios / económicos / barato	SERVICIO CONTABLES	COLINA CUIDAD SANTIAGO REGION METROPOLITANA	DUEÑA DE EMPRESA
khZpKtnZZH4y	MICRO	Mas	REGIONES	Hombre	6	TENGO MIS TELEFONOS EMPRESA, ES DIFICIL ENTRAR A PAGINAS, ES RESPONSABILIDAD MIA DE NO ENTRAR A LA PAG, PORQUE TENGO QUE ADMINISTRARLO YO	Página Web poco amigable	TRANSPORTE	COPIAPO	DUEÑO
p83FxLPnjy6b	PEQUEÑA	Mas	REGIONES	Hombre	4	POR QUE LA EMPRESA NO BRINDA SOLUCIONES AQUÍ DONDE VIVO AQUÍ LO QUE AHÍ ES UNA SUCURSAL Y DICEN QUE NO TIENE SOLUCIÓN NI GARANTÍA LOS SERVICIOS	Lentitud / ineficiencia en solución de problemas	YO SOY CONTRATISTA EN CONSTRUCCIÓN EN OBRAS CIVIL	CAUQUENE SÉPTIMA REGIÓN	DUEÑO
WkzA2uEvLWkJ	GGEE	MV	SANTIAGO	Hombre	7	PORQUE EL SERVICIO ES MUCHISIMO MEJOR QUE OTRAS EMPRESAS EN CUANTO SEÑAL DE LLAMADO, COBERTURA	Buena señal / no hay caídas de la señal / señal nítida,Buen servicio de telefonía,Buena cobertura	FABRICACION DE PARTES Y PIEZAS DE MADERA PARA LA CONSTRUCCION	LA GRANJA, SANTIAGO	DIRECTOR DE ADMINISTRACION Y FINANZAS
wkq1NdycIWdM	MICRO	Mas	REGIONES	Hombre	7	EN EL SECTOR DONDE ESTAMOS EN AREA RURAL CLARO NO TIENE SEÑAL NOS LLEGA BUENA SEÑAL Y BUEN SERVICIO NO HEMOS TENIDO NINGUN PROBLEMA, SOLO LLEGA MOVISTAR Y ENTEL AL SECTOR	Buena señal / no hay caídas de la señal / señal nítida,Buen servicio / conforme / satisfecho con el servicio,Funciona bien /sin problemas	SERVICIOS DE AGUA POTABLE	SAN CARLOS	ADMINISTRADOR
YNGLvaCt9ur9	MICRO	Mas	SANTIAGO	Hombre	7	ASTA EL MOMENTO NO E TENIDO NINGÚN PROBLEMA EL COBRO , Y NO HAY PROBLEMA	Funciona bien /sin problemas,Transparencia / claridad en las cuentas / facturas / exactitud en cobros	CONSTRUCCIÓN	SANTIAGO	EL DUEÑO
rRBRobxGFz8I	PEQUEÑA	AV	SANTIAGO	Hombre	5	PORQ NO LE HAN DADO OFERTAS BUENAS, NO LE HAN ACTUALIZADO LOS PLANES, HE SOLICITADO LA RENOVACION DE EQUIPO DE EQUIPOS Y NO LE HAN DADO RESPUESTA	Pocas / malas ofertas,Malos planes  / planes poco flexibles,No realizan cambio de equipos/ problemas con cambio de equipos	SINDICAL	MAIPU	DIRECTOR
uOxNXW5utKhF	PEQUEÑA	Mas	SANTIAGO	Hombre	6	NO HA TENIDO NUNCA PROBLEMAS	Funciona bien /sin problemas	SERVICIOS	STGO	DUEÑO
0hoIRaMYwBUw	PEQUEÑA	Mas	REGIONES	Hombre	6	PORQUE EL TEMA DE LAS COBERTURAS Y LAS LLAMADAS SE LE CORTAN MUCHO	Mala / poco cobertura,Mal servicio de telefonía/ se cortan las llamadas	DISTRIBUCION DE AGUA	SEXTA REGION COMUNA DE PICHIDEGUA	REPRESANTE LEGAL
ejIpwY8Fw4hq	GGEE	AV	SANTIAGO	Hombre	6	PORQUE EL SERVICIO ES BUENO COBERTURA ADMINISTRACION DE LA LINEAS	Buen servicio / conforme / satisfecho con el servicio,Buena cobertura,Buen servicio de telefonía	CORPORACION DE EDUCACION DON LUIS NO INDICA CANTIDAD DE EMPLEADOS	SANTIAGO COMUNA DE MAIPU	JEFE DE TECNOLOGIA
9b9JOsChiFTw	PEQUEÑA	Mas	REGIONES	Hombre	4	DE PARTIDA CUANDO VAS A A PAGAR PROBLEMA DE OFICINA NO HAY SISTEMA CUANDO PAGAS CON CHEQUE SE CAE SISTEMA Y DEBE PAGAR CON EFECTIVO ENTONCES ME EXTRAÑA LLEVO 15 AÑOS EN VES DE MEJORAR SE PERJUDICA LA EMPRESA LA COBERTURA SE CAE REDES NO SE PUEDE HABLAR PROVINCIA CURICO EN LA OFICINA	Lentitud / ineficiencia en solución de problemas,Mala / poco cobertura	PRODUCTORES DE AGUA POTABLE	RAUCO	PRESIDENTE REPRESENTANTE LEGAL
yKgGmLVRk5xL	MICRO	Mas	REGIONES	Hombre	2	PORQUE EL SERVICIO NO SE CUMPLE COMO CORRESPONDE ,LA SEÑAL MUY MALA	Mal servicio / desconforme con el servicio,Mala señal / pérdida de señal / interferencias	AGUA POTABLE	LANCAWUA , CUPILLAI BAJO	OPERADOR Y AMINISTRADOR
uilAJuInDSlh	MEDIANA	MV	REGIONES	Mujer	5	POR QUE HEMOS TENIDO MUCHOS PROBLEMAS CON ENTEL DE COBRO POR LOS COBRO POR QUE SE HACE GESTIÓN POR ABARATAR COSTO Y SIGUEN VINIENDO LAS FACTURAS CON EL MISMO VALOR LA EJECUTIVA NO HACE NADA Y ES MUY DIFÍCIL DE UBICAR O CONTACTARSE CON ELLA	Poca transparencia en cuentas / cobros indebidos / problemas de facturación,No responde / no resuelven requerimientos,Mal ejecutivo / mala atención del ejecutivo / Difícil contactar	COLEGIO EDUCACION	LINARES	CONTADORA
FC8gpHg7W3Fv	PEQUEÑA	AP	REGIONES	NA	5	SON SUPER LENTO EN DAR INFORMACION REQUERIDA	No mantiene bien informado / poca claridad en la información	CORPORACION	MAIPU	ADMINISTRACION Y FINANZAS
ALn5ztYe3uPO	MICRO	Mas	REGIONES	Hombre	4	POR EL TEMA AVECES LAS COBERTURAS ESTÁN TERRIBLES, EL TEMA LOS SERVICIOS TODO	Mala / poco cobertura	COMITEW DE AGUA	RENGO 6TA REGION	PRESIDENTE LEGAL
arjBtfCL6Xrk	PEQUEÑA	Mas	REGIONES	Hombre	6	ULTIMAMENTE HA TENIDO PROBLEMAS DE CONEXION DE TELEFONIA	Mal servicio de telefonía/ se cortan las llamadas	FABRICACION DE CECINAS	TALCA	PROPIETARIO
06LytERJsJ98	GGEE	AV	REGIONES	Hombre	6	HA BAJADO EL SERVICIO ES MAS LENTO EN LOS REQUERIMIENTOS HACE 3 AÑOS ERAN MAS RAPIDO, DEBE INSISTIR	Lentitud / ineficiencia en solución de problemas	EDUCACION	ANTOFAGASTA	COORDINADOR DE INFRAESTRUCTURA
