encriptado	SEG_CORFO	SEG_GOL	Regionx	sex_enc	P3 Pensando en su cuenta empresa, En general, con escala 1 a 7, donde 1 = Muy insatisfecho y 7 = Muy satisfecho, ¿Cuán satisfecho está usted con Entel?	P4 ¿Por qué evalúa con esa nota?	Rubro	Ciudad_comuna
EMPdasPWk6s1	Pequeña	MasPrem	Regiones	Mujer	6	SIEMPRE HAY COSAS QUE SE PUEDEN MEJORAR POR EJ QUE TENGO QUE IR A AGENCIA Y NO ES ES UN AAGENCIA EXTERNA SE LA ES CAIGNA LOS SSITEMA ME PARECE INSOLITO QUE EN LA OFICINA SE LES CAIGA EL SISTEMA ES COMO CHISTE	EDUCACION	LINARES
OZCoimuNlIBh	Pequeña	MasPrem	Regiones	Hombre	7	PORQUE TENGO COBERTURA EN TODOS LADOS	M0VIMIENTO DE TIERRA	LIGUA, VALPARAISO
hUl7XlK7Gt4i	Pequeña	MasPrem	Santiago	Hombre	7	PORQUE NO TENGO PROBLEMA DE SEÑAL HAY BUENA ATENCIÓN CUANDO TENGO ALGUNA DIFICULTAD.LA ATENCIÓN ES EFICIENTE	CONSULTORIA	SANTIAGO
krrId7mVZGQB	Pequeña	MV	Regiones	Hombre	5	PORQUE EL SERVICIO SE HA PUESTO LENTO Y HE TENIDO PROBLEMAS DE COBERTURA DE SEÑAL DE INTERNET	TRANSPORTES	ANTOFAGASTA
P3CyJ4NpqyGT	Mediana	MasPrem	Regiones	Mujer	7	PORQUE LA RESPUESTA ES INSTANTANEA LOS PROBLEMAS LOS SOLUCIONAN INMEDIATAMENTE Y LOS PLANES SON BUENOS	IMPRENTA	VALPARAISO
8ABZIUXsJISi	Pequeña	MV	Santiago	Mujer	6	LA PRONTA RESPUESTAS A LOS REQUERIMIENTOS	TRIBUNAL	SANTIAGO CENTRO
fmkbiGfXfarZ	Pequeña	MV	ns/nr	Mujer	6	ES CARO ES DE ALTO COSTO	ESTACIONAMIENTOS DE AUTOS Y CORRETAJE DE PROPIEDADES	PROVIDENCIA
MLTq7eIw0LYr	Pequeña	MasPrem	Santiago	Hombre	7	BUEN SERVICIO, BUENAS TARIFAS, SIEMPRE HAN CUMPLIDO.	ASESORIA	LAS CONDES
1e0IjPEupxNF	Pequeña	MasPrem	ns/nr	Hombre	5	PORQUE ME HAN ATENDIDO BIEN HA TENIDO QUE NO LE SOLUCIONADO HA SIDO SOLUCIONADO DE FORMA LENTA DE COBERTURA Y DE CUENTAS MUY EXCESIVA	AGRICOLA	LO BARNECHEA
Ke1ZX9kCAuA8	Pequeña	Mas	Santiago	Mujer	7	ENTEL TIENE BUENA SEÑAL  TIENE VARIOS MINUTOS Y BASTANTE INTERNET EN TODOS LOS PLANES	MANTENCION INDUSTRIAL	QUINTA NORMAL
X7P7zZGADXQZ	GGEE	AV	Santiago	Hombre	7	POR LA COBERTURA ES BUENA EL EJECUTIVO SIEMPRE RESUELVE PROBLEMAS	MARKETING	SANTIAGO
mwX8GqzbEqUz	Pequeña	MasPrem	Regiones	NA	6	FALLA EN UN PUNTO EL INTERNET	NA	NA
94gBqjriBuov	GGEE	AP	Santiago	Hombre	6	PORQUE SIEMPRE SE PUEDEN MEJORAR LAS COSAS	EDUCACIÓN	SANTIAGO CASA MATRIZ Y EN TODO CHILE
AMjL6bUCFgUj	Pequeña	AP	Santiago	Mujer	5	PORQUE TIENE POCA CIVILIZACIÓN, NO LLEGAN AL CLIENTE, NO ESTAN AL TANTO DE LOS REQUERIMIENTOS	CULTURAL	PUENTE ALTO
j0eeavd1YyDB	Pequeña	MP	Regiones	Hombre	7	PORQUE HE TENIDO MUY BUENA RESPUESTAS EN DUDAS CON LAS FACTURAS HAGO LLAMADAS AL COLL CENTER Y ME RESPOMDEN MUY BIEN	EDUCACION	SAN RAFAEL
N3C7Zl3Bq0hO	Mediana	MasPrem	Santiago	Hombre	5	PORQUE SE PREOCUPAN MAS DE LOS CLIENTES NUEVOS QUE DE LOS ANTIGUOS	ASOCIACION GRIMIAL	SAN RAMON
NpoPRNjDrVam	Micro	MasPrem	Regiones	Hombre	6	PORQUE EN GENERAL TIENE UN BUEN SERVICIO PERO TIENE ALGUNOS DETALLITOS QUE LE FALTAN PARA EL 7 COMO LA FACTURACION ME GUSTARIA QUE ME LA MANDARAN EN PAPEL Y LA TENGO QUE SACAR POR INTERNET EN GENERAL NO RECIBO LA FACTURACION SI NO QUE TENGO QUE SACARLA DE FORMA ONLINE	AGRICOLA	RENGO
g1aIoHSmv2t4	GGEE	MV	Regiones	Hombre	6	NUNCA SE PUEDE 100% LOGRAR DE LO QUE UNO QUIERE	CASINO DE JUEGOS	PUCON
XmBSofoAeAQq	Pequeña	MasPrem	Santiago	Hombre	5	PORQUE EN ALGUNOS LUGARES NO HE TENIDO COBERTURA VIVO EN PAINE Y TAMBIEN PORQUE OTRAS VECES PARA SOLICITAR UNA COSA COMO COMPRA DE UN TELEFONO MOBIL  NECESITO REUNIR MUCHOS REQUISITOS Y TENIA QUE ACUDIR A LA SUCURSAL A VECES EN VEZ DE DARME EL PRODUCTO QUE NECESITO SE NOTA QUE BUSCAN VENDER UN PAQUETE EJEMPLO SI QUIERO COMPRAR SOLO EL EQUIPO QUIEREN VENDERMELO CON INTERNET	RELIGIOSO	LA PINTANA
sMDaXhLj3zea	Pequeña	MasPrem	Regiones	Hombre	6	PORQUE   PARA LLEGAR AL SIETE ME FALTARIA MEJORES PRECIOS	CONTRUCCION	VIÑA DEL MAR
Mqln1s3J7wgF	Mediana	AP	Regiones	NA	7	PORQUE ES UN SERVICIO NORMAL DE CELUALAR NO TIENE MAYOR  INCONVENIENTE	NA	NA
85drUPdFq5K3	GGEE	AV	Regiones	Hombre	5	PORQUE ÚLTIMAMENTE HE TENIDO ALGUNOS PROBLEMAS EN CUANTO FACTURAS	FABRICACION DE MUEBLES	CHILLAN
G7zkSzzh6mEE	Pequeña	MP	ns/nr	Hombre	5	PORQUE SE DEMORAN MUCHO EN ATENDER MANDE UN COOREO Y ME RESPONDIERON EN VARIOS MESES	ES UN GREMIO	LAS CONDES
scRtlvh9O2KB	Pequeña	MasPrem	Regiones	Hombre	5	LA ATENCION EN LA PLATAFORMA ES DECIR EN LA OFICINA ES BASTANTE LENTA HAY QUE ESPERAR HARTO TIEMPO PARA HACER ALGUUN CAMBIO O COMPRAR ALGUNA COSA  SOY DE RANCAGUA HAY SOLO UNA OFICINA PARA REQUERIMIENTOS DE EMPRESA LOS DEMAS NO NOS ATIENDEN EMPRESA NO NOS PESCAN SE RECARGA EL TRABAJO Y LA ATENCION NO ES BUENA PORQUE SOMOS MUCHOS	MADERAS Y MATERIALES DE CONSTRUCCION	RANCAGUA
FhLxNZrBIuap	Pequeña	Mas	Santiago	Hombre	6	PORQUE PODRIAN HABER MEJORES OFERTAS EN CUANTO A EQUIPOS Y PLANES	RESTAURANTE	SANTIAGO SAN MIGUEL
wIf6lRBf3Axi	Pequeña	Mas	Regiones	Mujer	6	POR QUE LA ATENCIOPN AL LLAMAR ES MALA Y LA SEÑAL ES MALA LA DE TELEFONIA EN EL INTERIOR DE LOS VILOS	RESTAURANTE	LOS VILOS
EYMTzhVateUo	Mediana	MasPrem	Santiago	Mujer	7	PORQUE TIENE BUENA COBERTURA Y BUEN SERVICIO NO ME HA FALLADO ESTAN SIEMPRE DISPONIBLE CUANDO HAY ALGUN TEMA DE CONSULTA	EDUCACION	SANTIAGO COMUNCA PADRE HURTADO
w3dYeglrY543	Micro	Mas	ns/nr	Hombre	5	PORQUE HAY VECES HAY COBROS NO SE AJUSTAN Y UNO LLAMA HAY PROBLEMAS DE SEÑAL Y NAVEGACION CUANDO UNO LLAMA QUE SE REVISEN Y ME DIJERON QUE NO SE U	PRESTACION DE SERVICIO MUEBLERIA	SAN VICENTE DE TACATAGUA RANCAGUA
1XavQDfy9f8s	Pequeña	MasPrem	Regiones	NA	6	EL SERVICIO ES BUENO NO S EINTERRUMPE LA SEÑLA NO LA CORTA LA CUENT ALLEGNA CLARAS	NA	NA
HWSfliPxsHL2	GGEE	AP	Regiones	Hombre	7	PORQUE TENGO BUEN SERVICIO RESPUESTA INMEDIATA EN EL ÁREA COMERCIAL Y DE SOPORTE Y BUENOS EJECUTIVOS COMERCIAL TENGO LINEA DIRECTA	MUNICIPALIDAD	ANTOFAGASTA
yC4jIXboJCEO	Micro	AP	Regiones	Hombre	6	PORQUE LA VERDAD COMPARATIVAMENTE ES UN POCO MAS CARO PERO LA DIFERENCIA ES POR EL TEMA DE LA COBERTURA EN CUANTO A LOS PLANES	MUNICIPIO	OLMUE
2887KYvZUfiZ	Pequeña	AV	Regiones	Hombre	4	BÁSICAMENTE LA MALA SEÑAL QUE TIENE LA COMPAÑÍA	SERVICIO PUBLICO	PURRANQUE, OSORNO, REGIÓN LOS LAGOS
xC6x093ZCmzN	Pequeña	MasPrem	ns/nr	Hombre	7	PORQUE EL SERVICIO DE COMUNICACIONES ES EXCELENTE EN ALTURA Y MINAS PROFUNDIDAD Y SERVICIO ES EXCELENTE SIN PROBLEMAS ES MUY RAPIDO Y EFECTIVO POR EJEMPLO YO LLAMO AL CENTRAL AL CLIENTE Y ME SONDEAN TODOS LOS PROBLEMAS	MINERIA TRANSPORTE CARGA ESPECIALES	SAN MIGUEL SANTIAGO
1QZyf7bbTLI8	GGEE	AP	Santiago	Mujer	5	PORQUE PARA OFRECER LOS PRODUCTOS SON RAPIDOS Y PARA QUE CUANDO UNO NECESITA UN CAMBIO DEL PRODUCTO ES TODO MUY LENTO	EDUCACION	LA CISTERNA
GYTwKl4TfmWQ	Mediana	MasPrem	Regiones	Hombre	5	ME PARECE QUE CORRESPONDE ERA EL MEJOR Y HOY NO MAL SEÑAL Y COBROS MAS ALTOS	AGRICOLA	ÑUBLE
rJ4wpaRlxFne	Pequeña	MV	Santiago	Mujer	7	PORQUE VE QUE TODO EL SERVICIO ES BUENO, NO HAN TENIDO PROBLEMA, CUANDO NECESITAN ASESORIA LA TIENEN DE INMEDIATO.	EDUCACION RELIGIOSA	BUIN
QQs3qROW01Ie	Mediana	MasPrem	Santiago	Hombre	7	no tenemos problemas ESQUE HA ESTADO TODO BIEN NO TEENEMOS CON EQUIPO	LICORES	MACUL
hhIeq3UcPt6o	GGEE	AP	Santiago	Hombre	7	PORQUE EL COSTO SON BASTANTES CONVENIENTES Y EL SERVICIO POST VENTA EXCELENTE	INSTITUCION DE ASITENCIA SOCIAL	SANTIAGO
UpvjM8G4L8q0	Pequeña	MasPrem	ns/nr	Hombre	7	PORUQE ESTOY SATISFECHO POR LA EJECUTIVA QUE ATIENDE A SU EMPRESA HAN RESPONDIDO DE FORMA AFIRMATIVA LOS REQUERIMIENTOS	SERVICIOS JURIDICOS	RANCAGUA
ccqBoxOdlEUR	Pequeña	MasPrem	Santiago	Mujer	7	PORQUE NO HAN TENIDO NINGUN PROBLEMA, NO HAN QUEDADO NUNCA SIN SERVICIO, TIENEN UN BUEN PLAN.	ASOCIACION, ORGANIZACION PARA PADRES, SIN FINES DE LUCRO	SANTIAGO
uQR6tbVGrtih	Micro	MasPrem	Regiones	NA	5	PORQUE ESTA MUY MALA LA SEÑAL, FUERA DE SANTIAGO EN SESTA REGION	NA	NA
uZdfJvQrxbFz	Pequeña	Mas	Regiones	Hombre	6	PORQUE SIEMPRE LO OCUPO, NO TENGO DRAMA ,NO TENGO CORTES LO QUE ME COBRAN ES LO NORMAL ,ESTA DENTRO DE LA COMPETENCIA	PROCESADORA DE NUECES	LOS ANDES
1yBkG3nJ1aGZ	Micro	MasPrem	Regiones	NA	5	HAY COMUNICACIONES ESTAN MUY MALAS EN GENERAL TODAS LAS COMPAÑIAS, NO SE SI SERA LA ZONA, DE REPENTE ME LLAMAN Y NO ME SUENAN , NO SON MUY BUENAS LAS COMPAÑIAS EN GENERAL DE COMUNICACIONES, PERO RESULTA CON PACIENCIA, EL VALOR ESTA DENTRO DEL MERCADO	NA	NA
vp5eC8kGtbOd	Mediana	MasPrem	Regiones	Hombre	5	POR QUE LA REPOSICION DE LOS TELEFONOS NO ES MUY BUENA DE LOS EQUIPOS POR QUE TIENEN LA POSIBILIDAD DE CAMBIAR EQUIPOS HAY POCA FLEXIBILIDAD MUCHA RIGIDEZ DE LA EMPRESA	EDUCACION	LA SERENA
rAMbRTR9j6V8	Micro	Mas	Regiones	Hombre	5	PORQUE ANTES LES DABAN UN APARATO CUANDO CONTRATABA EL PLAN, CUANDO UNO HACIA EL CONTRATO IBA RENOVANDO Y RENOVAVAN TAMBIEN LOS APARATOS. AHORA NO	BOMBEROS	TALCA
yZ5cv2CEGbsC	Pequeña	MasPrem	Regiones	Hombre	7	POR QUE NO HEMOS TENIDO NINGUN PROBLEMA HASTAL EL MOMENTO CON LA COMPAÑIA TIENE HARTA COBERTURA CUANDO VIAJAMOS Y EN EL SECTOR	SINDICATO	TALCA
jaUTg2XWYu5E	GGEE	AV	Santiago	Hombre	6	PORQUE NO ES PERFECTO LA PLATAFORMA ONLINE PUEDE MEJORAR	EDUACION	SANTIAGO CENTRO
aXJM2lmSyhCn	Mediana	AP	ns/nr	Hombre	6	POR LOS PRODUCTOS NO TENGO CONTACTO CON EL EJECUTIVO PARA VER LAS PROMOCIONES CON EL CONTRATO NO SE COMUNICA CON NOSOTROS DEBERIA SER MAS PERSONAL	EDUCACION	LOTA
JZeUj3dFdolz	Mediana	AP	Regiones	Mujer	6	AUN PODRIA MEJORAR LAS TARIFAS UN POCO MAS CONVENIENTE PARA UNA INSTALACION DE 8 O 10 LINEAS POCAS LAS POSIBILIDADES	SALUD	IQUIQUE
cXkDwq2AJXVH	Mediana	MasPrem	Santiago	Mujer	7	PORQUE NO TENEMOS PROBLEMAS CON LA COMPANIA NUNCA HEMOS TENIDO PROBLEMAS	FUNDACION	SANTIAGO
NUdf6vxGyjA8	Pequeña	MP	Santiago	Mujer	7	PORQUE MANDAN LAS CUENTAS EXACTAS CUANDO PIDO RECAMBIOS EN LOS TELEFONOS  Y SON CLAROS EN LO QUE ME VAN HA COBRAN	HOGAR DE NIÑOS	PEÑAFLOR
nVOGnpK4eUqD	GGEE	AV	Regiones	Mujer	7	PORQUE NO TENGO PROBLEMAS CON ELLOS, ES LO MEJOR QUE HAY EN EL MERCADO, HE INTENTADO CAMBIARME Y SIEMPRE VUELVO CON ENTEL, TIENE EXCELENTE POST VENTA, EXCELENTE EJECUTIVO COMERCIAL, TARIFAS.	ADMINISTRADORA DE BIENES Y SERVICIOS, DISTINTOS RUBROS GANADERÍA Y AGRICULTURA	OSORNO
3yXcwm40EWe7	Micro	MasPrem	Regiones	Mujer	6	PORQUE TALVES NO TENGO ,NO ME MGUSTAN LOS MPRECIOS ESTOY COMO AMRRADA CON ENTEL	GANADERIA	COIHAYQUE
x4Kp5A1RLVqB	Pequeña	MasPrem	Regiones	Hombre	6	PORQUE ME RESPONDEN AL MOMENTO NO DEMORAN MUCHO	TRANSPORTE	CURANILAHUE
roU624vARQpL	Micro	MP	ns/nr	Mujer	7	PORQUE EN REALIDAD NO TIENE PROBLEMAS DE SEÑAL NO COMO ENM LAS OTRAS COÑPAÑIAS EN EL LUGAR EN DONDE ESTAMOS PUEDE HACER LLAMADAS SIN PROBLEMAS SE PUEDE CONECTAR A INTERNET	SERVICIO SOCIALES	INDEPENDENCIA
Y2FPr433A858	GGEE	MasPrem	Santiago	Hombre	5	PORQUE TIENE ALGUNOS PROBLEMAS DE VEZ EN CUANTO LA SEÑAL PROBLEMAS DE ALGUNOS LUGARES DE SGTO CENTRO CERCA EL DUOC ALAMEDA	SEGURIDAD PRIVADA	SANTIAGO CENTRO
WH1XkT706ghL	Micro	MasPrem	Regiones	Mujer	6	EN ALGUNOS LUGARES DONDE YO TRABAJO NO TENGO COBERTURA DENTRO DEL HOSPITAL	PROFESIONALES DE LA SALUD	VALPARAISO
t5IVwN9356qw	Pequeña	MasPrem	ns/nr	Mujer	4	PORQUE NO EN REALIDAD NO SE PREOCUPAN DE LAS NECESIDAES DEL CLIENTE DE GUARDAR LA FIDELIDAD DEL CLIENTE NO TIENEN BUENAS OFERTAS NO TE DAN FACILIDES PARA ACCEDER A EQUIPOS Y BENEFICIOS	TARBAJA CON DESARROLLO DE PROYECTOS	SAN ANTONIO
mc5Oby37mcZr	Pequeña	MasPrem	Santiago	Hombre	5	PORQUE EJEMEPLO TENGO UNOS CHOFERES QUE ESTAN EN EL MISMO LUGAR Y ANTES FUNCIONA SUPER DE CUATRO LLAMANDO ENTRA UNO  LA FILOSOFIA QUE ELLOS TIENE LA PERSONAS  LE COBRAN UNA BARBARIDAD MAS QUE HA LAS EMPRESA DE HECHO ESTOY PESNADO EN SALIRME DE HAY  EL PROBLEMA NO SE HA DONDE	TRASPORTE Y EDUCACION	LAMPA Y MAIPU
aXKxYIRhBeb6	Pequeña	Mas	Regiones	NA	3	PORQUE EL SERVICIO ES RELATIVAMENTE MALO EN CUANTO A SI PAGO TARDE ME MULTAN, NO ME RESUELVEN MIS COSAS, TAN SOLO SE PREOCUPAN DEL PAGUE	NA	NA
hnoqDKBHbTHg	GGEE	Mas	Regiones	Hombre	7	BUEN SERVICIO OPRTUNO NO TIENE PROBLEM DE SEÑAL EN TODAS PARTES EN EL SUR DONDE VIVE	SERVICIO PUBLICO MUNICIPALIDAD	9 REGION COMUNA DE GALVARINO
EiFjjKXztI2j	Mediana	AV	Regiones	Mujer	6	EL SERVICIO QUE TENEMOS CON LA SUCURSAL QUE ES FRANQUICIA ES PÉSIMO	SERVICIO PUBLICO	COPIAPO
EiSSqzVTaDJ5	Pequeña	MasPrem	Regiones	Hombre	6	NO TENGO UN 100% EN PARTE DE LOS COSTOS DE TARIFAS SON MAS ALTAS QUE OTRA COMPAÑIAS LO OTRO QUE TENGO 20 AÑOS CON ELLOS  NO TIENE EJECUTIVO EMPRESA EN COPIAPO CUALQUIERA ATIENDE EL TRATO ES DISTINTO HUBO UN TIEMPO QUE TUVE PERO COMO CAMBIO DE RAZON SOCIAL EL TRATO ES OTRO	EXEDENTES INDUSTRIALES	COPIAPO
hOAE3EjFiBqZ	Pequeña	MasPrem	Santiago	Mujer	6	POR LA POCA INFORMACION A LOS CLIENTES PARA LOS CAMBIOS DE CLIENTES Y NO NOS INFORMAN Y UNO DEBE ESTAR PIDIENDO REUNIONES CON EL EJECUTIVO	ORGANIZACION SINDICAL	SANTIAGO
lAZODfQdNEeA	GGEE	MV	Santiago	Hombre	6	PORUQE HAY ALGUNAS COSAS QUE NO SE PUEDE LOGRAR  Y ENC OTRA CIA SI POR EJEMPLO TELEFONOS A COSTO $0.TAMBIEN QUE NO SE PUEDA CONTACTAR PERSONALMENTE SOLO VIA TELEFONICA EL EJECUTIVO A PESAR QUE LO ATIENDE MUY BIEN PERO NO ES LO MISMO QUE ESTAR CON LA PERSONA ASIGNADA MOVISTAR ES LO CONTRARIO	SALUD APS	SANTIAGO LA GRANJA
06LytERJsJ98	GGEE	AV	Regiones	Hombre	7	PORQUE NO HE TENIDO PROBLEMA DE COBERTURA	CAPACITACION LABORAL	ANTOFAGASTA
cJ1lYycUQWfp	Pequeña	MP	Regiones	NA	3	PORQUE SI BIEN ES UNA LINEA DE EMPRESA DEBERÍA ESTAR DISPONIBLE LAS 24 HORAS AL DÍA	NA	NA
cUvGLKY4pZ9Q	GGEE	MP	Regiones	Hombre	5	LA COBERTURAS AL PRINCIPIO CUANDO CONTRATAS TODOS LOS PLANES FANTASTICO PASAN 6 MESES EMPIEZAN DECAER TE BAJAN LOS GIGAS TODAS FUNCIONAN IGUAL EN VALDIVIA. LA FACTURACIONES NO TENGO PROBLEMAS	PRODUCTORES APICOLA Y BERRIES	VALDIVIA
LNXDW8cl2S5C	Pequeña	MasPrem	Regiones	Hombre	5	EL SERVICIO NO ES BUENO EN TERMINOS DE SEÑAL LA ATENCIÓN POR SITUACION EN GEOGRAFICA EN LA CUAL ESTAMOS USTED ESTA EN SANTIAGO Y NOSOTROS 200 KILOMENTROS POR LA SITUACION SON EXTREMAS SON MAS COMPLEJA A NIVEL DE PERSONA EMPRESA UNO SE TIENE QUE ACOSTUMBRAR HABLAR CON GENTE MEDIOCRE	DISTRIBUICION	PTO MONTT
kB8SQDeFVAOx	Micro	MasPrem	Santiago	Hombre	5	PORQUE TIENEN POCA EFICIENCIA, LA ATENCIÓN NO ES MUY BUEN CON EL CLIENTE	CONSULTORIA	ÑUÑOA
Jcz7vYGVRU6B	Pequeña	MasPrem	Santiago	Hombre	1	HE TRATADO DE MODIFICAR UN PLAN DESDE NOVIEMBRE ELIMINANDO UNAS LINEAS Y NO LO HE PODIDO HACER FUI PERSONALMENTE Y ME DIJIERON QUE SE DEBIA HACER POR TELEFONO Y COMO NO RESPONDI UN LLAMADO ME ANULARON LA SOLICITUD	CONSTRUCCION	SANTIAGO
ttCHFznvUjEF	Pequeña	MP	Regiones	NA	6	PODRIA SER MEJOR NO TENGO PROBLEMAS A VECES NO SE PUEDEN COMUNICAR DENTRO DEL LOCAL LAS PERSONAS	NA	NA
UJkRj5B3bH4l	Pequeña	MasPrem	Santiago	NA	5	PODRIAN DAR MEJOR SERVICIO SE ANTICIPARA A LOS CAMBIOS DE  PLANES EN VEZ DE PREGUNTARLES CON RESPECTO DE LOS PRECIOS EN ESPECIFICO	NA	NA
sDxqGjnu1BNs	Mediana	MP	Regiones	Hombre	6	POR QUE LE PARECE BUENO	CONSTRUCCION	TALCA
NboQWgTaYg7W	Micro	MasPrem	Regiones	Hombre	7	PORQUE NUNCA HE TENIDO PROBLEMAS DE COBRO Y SI HE TENIDO ME HA AYUDADO EJECUTIVOS	CONSTRUCCION NAVAL	TALCAHUANO
N0zvHhlWb4WJ	GGEE	AV	ns/nr	Hombre	5	LAS RESPUESTAS MUY LENTAS DEL EJECUTIVA LOS REQUERIMIENTOS ESTAMOS PREGUNTANDO POR UNOS CAMBIOS DE EQUIPO Y LA RESPUESTA NO CORRESPONDE	CONSTRUCCION	TEMUCO
P412fvsCY5Dr	Pequeña	MasPrem	Regiones	Hombre	5	POR QUE SON INFORMALES PARA ATENDER IMPERSONALES POR QUE HABLA CON PURAS MAQUINAS CUANDO UNO NECESITA ALGO	CAPACITACION	CHILLAN
PN1femEQX0wf	Micro	MasPrem	Regiones	Mujer	5	PORQUE ENCUENTRO ALGUNAS PERSONAS A LOS CLIENTES NUEVOS ENTREGAN MAS BENEFICIOS QUE A LOS CLIENTES ANTIGUOS, NO ME HA OFRECIDO COMPLETAMENTE ESTE PLAN PUEDE MEJORARLO MAYOR CANTIDADES DE GIGAS, OBTENER UN TELÉFONO CON MAYOR COMODIDADES ESO	SERVICIOS MÉDICOS	CURICO
DyOQzyjHhK7T	Mediana	MV	Santiago	NA	6	SIEMPRE SE PUEDE MEJORAR DE REPENTE SE CAE LA PLATAFPRMA EL SISTEMA CUANDO UNO QUIERE PAGAR LAS FACTURAS	NA	NA
sv29RYMRSk0r	GGEE	AV	ns/nr	Hombre	7	HICIMOS UNA RELACION DE CONTRATO NO HEMOS TENIDO PROBLEMAS CON LA COMPAÑIA TODO HA FUNCIONADO BIEN SIN INCONVENIENTES	COMERCIALIZADORA DE COMBUSTIBLE	MAIPU
LkJZpPTDEQwS	Pequeña	MasPrem	Santiago	Mujer	6	ALGUNAS VECES NO ME HAN DEVUELTO LA INFORMACION NO CLARO FACTURA DETALLES DE LLAMADAS COMO ADMINISTRADORA	VETERINARIA	PTE  ALTO
wHuX3mJ5VIaQ	Pequeña	MP	Regiones	Hombre	6	PORQUE NO TIENE COBERTURA EN TODAS PARTES SI NO HUBIERA SIDO 7 YO ERA CLIENTE DE ENTEL ME TRASLADE DE ENTEL PORQUE DONDE YO VIVIA NO HAY COBERTURA DE ENTEL LA UNION REGIOS DE LOS RIOS ESO NADA MAS ES FUNDAMENTAL PARA MI QUE NO TENGA COBERTURA NO ESCUCHO	ARRIENDOS DE BODEGAS Y LOGISTICA	LA UNION
XZoOLT8TVmST	Mediana	MV	ns/nr	Mujer	5	PORQUE DESPUES DE MUCHOS AÑOS ME PUSIERON UNA EJECUTIVA Y LOS IVA A DEJAR	FARMACIA	LA REINA
roawZuZx3ZcN	Micro	Mas	Regiones	Mujer	3	EL SERVICIO ES MALO PORQUE ES LENTO INTERNET CUANDO UNO TIENE UN REQUERIMIENTO ES MALO EN LA SUCURSAL MUCHA GENTE	AGRICOLA	AYSEN
LJauO16Khfd6	Pequeña	MasPrem	Santiago	Mujer	4	PORQUE NO TENGO SEÑAL NUNCA, POR ESO LA COBERTURA ESTA PESIMA, SE CORTA LA LLAMADA, TALAGANTA MISMO, EN ALGUNA PARTE DE LA ISLA	VETERINARIO	ISLA DE MAIPO
Hw42tK6z2fbY	Pequeña	MasPrem	Santiago	Hombre	7	POR QUE TENGO BUENA ATENCION EN LA OFICINA CENTRAL Y NO HE TENDIO PROBLEMAS	TRANSPORTE	QUILICURA
CfKe1vXUiF8l	Pequeña	MasPrem	Santiago	Mujer	5	PORQUE CUANDO HEMOS TEBIDO ALGUNAS DUDAS POR PROBLEMAS DE SEÑAL EN UN PARTE DEL DOMICILIO EN LA CISTERNA  Y RECLAME CINCO VECES A ENTEL LOS REQUERIMIENTOS NO HAN SIDO SATISFECHOS	IMPRENTA	LA CISTERNA
ugGkT474Z56q	Pequeña	MasPrem	Santiago	Mujer	6	PORQUE HEMOS TENIDO UNOS TEMAS DEL GPS, LA CONECTIVIDAD, EL VIERNES TUVIMOS UNA BAJA, NO PODIAMOS COMUNICARME CON EL CAMION	TRANSPORTES	SANTIAGO CENTRO
f4dwWosKikk3	Pequeña	MP	ns/nr	Mujer	7	MI EXPERIENCIA TODAS LAS COMPAÑIAS FUNCIONAN IGUAL DEL SERVICIO DE POSVENTA Y EN GENERAL CUANDO HAY UN PROBLEMA LO RESUELVEN DE INMEDIATO	GRAFICA	SANTIAGO
tV6w7iT2ixWq	Mediana	MP	Santiago	Hombre	5	PORQUE EN EL ULTIMO TIEMPO EL SERVICIO ESTA MUY MALO SE CORTAN LAS LLAMADAS EL INTERNET ESTA LENTO HAY PROBLEMAS DE CONEXION	CONSTRUCCION	LAS CONDES
REp4VPU510TU	Mediana	MV	Santiago	Hombre	7	PORQUE TODOS LOS REQUERIMIENTOS QUE NECESITO ESTAN BIEN	COBRANZAS	SANTIAGO
0ch2g8lWl2wM	Pequeña	MasPrem	Regiones	NA	6	PORQUE PIENSO QUE PODRIA SER MEJOR LOS PLANES DICEN QUE TIENE INTERNET ILIMITADO Y NO LO SON AL FINAL IGUAL SE CORTAS EL INTERNET	NA	NA
o3Uy0tlcJERn	Pequeña	MasPrem	Santiago	NA	6	LE FALTA UNO PARA EL SIETE TODO BIEN	NA	NA
wBTtxHb3abIi	Mediana	AP	Santiago	NA	5	PORQUE ESTA BIEN EL SERVICIO Y PODRIA SER MEJOR	NA	NA
Kedwm9Zu88Vl	Micro	MasPrem	ns/nr	Mujer	7	NO HE TENIDO PROBLEMAS DE CONECTIVIDAD DE PAGOS NO HA TENIDO PROBLEMAS DE NINGUN TIPO CON ENTEL NO TENGO INCONVENIENTES	PRESTACIONES MEDICAS	PUNTA ARENAS
otjMm0o9Ohqx	Micro	MP	Regiones	Mujer	6	PORQUE NO TIENE BUENA SEÑAL EN ALGUNOS LUGARES PERO DONDE VIVO HAY BUENA SEÑAL, EN EL VERANO ES MAS COMPLICADO	ARQUITECTURA	PUERTO VARAS
ftZj22ZvVolG	Mediana	MV	Regiones	Hombre	7	PORQUE NO HE TENIDO PROBLEMA CON ENTEL SIEMPRE ME HAN ATENDIDO EN LOS PLANES ME ACTUALIZAN MI SISTEMA TODO BIEN	FORESTAL	CIRANILAGUE
