encriptado	SEG_CORFO_FINAL	CL_SEG_GOL_original	Regionx	sex_enc	ISO_FINAL_A	F1	P1	P2[{_1}].Rp	P2[{_2}].Rp	P2[{_3}].Rp	P2[{_1}].Rp._98	P2[{_2}].Rp._98	P2[{_3}].Rp._98	P3	P4	P4_COD	P5[{_a}].Rp	P5[{_b}].Rp	P5[{_c}].Rp	P5[{_d}].Rp	P5[{_e}].Rp	P6_aux	P6	P7[{_1}].Rp	P7[{_2}].Rp	P7[{_3}].Rp	P8	P9	P10[{_1}].Rp	P10[{_2}].Rp	P10[{_3}].Rp	P10[{_4}].Rp	P10[{_5}].Rp	P10[{_6}].Rp	P10[{_7}].Rp	P10[{_8}].Rp	P11[{_1}].Rp	P11[{_2}].Rp	P11[{_3}].Rp	P11[{_4}].Rp	P11[{_5}].Rp	P11[{_6}].Rp	P11[{_7}].Rp	P11[{_8}].Rp	P12[{_1}].Rp	P12[{_2}].Rp	P12[{_3}].Rp	P12[{_4}].Rp	P12[{_5}].Rp	P12[{_6}].Rp	P12[{_7}].Rp	P12[{_8}].Rp	P13[{_1}].Rp	P13[{_2}].Rp	P13[{_3}].Rp	P13[{_4}].Rp	P14	P15[{_1}].Rp	P15[{_2}].Rp	P15[{_3}].Rp	P15[{_4}].Rp	P16[{_1}].Rp	P16[{_2}].Rp	P16[{_3}].Rp	P16[{_4}].Rp	P17	P18	P19	P19_COD	P20	P21	P22	P23	P24	P25	P27	P28	P29	P30	P32
MwtcivJ3Lgiq	MICRO	MV	REGIONES	Hombre	Sí	Sí	"a.	Internet Banda Ancha"	Entel	NA	NA	NA	NA	NA	7	"PORQUE NO TENGO NINGÚN PROBLEMA, TODO BIEN; EN VELOCIDAD, EN ATENCIÓN, SERVICIO TÉCNICO, TODO, ÓSEA NO TENGO NI UN COMPLIQUE, EL SERVICIO ANDA BIEN."	No ha tenido problemas/ conforme/ todo bien,Buen servicio de internet/ rápido/ estable,Buena atención/ amables,Buenos servicios	6	6	6	6	6	INTERNET BANDA ANCHA	7	4	6	7	7	6	No	No	No	Sí	No	Sí	No	Sí	NA	NA	NA	6	NA	4	NA	4	NA	NA	NA	A través del Call center, empresa línea 600, línea 800	NA	A través del Call center, empresa línea 600, línea 800	NA	A través del Call center, empresa línea 600, línea 800	NA	6	NA	NA	No tiene Ejecutivo <b>(NO LEER)</b>	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	NA	NA	NA	NA	NA	6	Está Igual	10	1	SERVICIO TÉCNICO DE INFORMÁTICA	UNOS 5 AÑOS	MULCIAN	DUEÑO
GejWHnhLmBhB	MEDIANA	Mas	REGIONES	Mujer	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	6	POR QUE TENGO UN BUEN SERVICIO, CUANDO TENGO ALGÚN PROBLEMA HAN SOLUCIONADO LOS PROBLEMA SE HAN DEMORADO DE REPENTE PERO SE HA ENCONTRADO SOLUCIÓN.	Buenos servicios,Solucionan problemas,Demora en soluciones	7	7	7	6	6	INTERNET BANDA ANCHA	6	7	7	7	7	7	No	No	No	No	No	No	Sí	No	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	En tienda/ sucursales	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	NA	NA	NA	NA	NA	7	Ha mejorado	10	70	SERVICIO AGRÍCOLA Y COSMETOLOGIA.	4 O 5 AÑOS CREO	MAICAGUA	DUEÑA
L7x6YSewHqqk	PEQUEÑA	AV	NS/NR	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,b.	Red privada de datos/Transmisión de datos (MPLS)"	Entel	Entel	NA	NA	NA	NA	7	PORQUE ES BUEN SERVICIO EN TODO LO QUE OFRECEN TIENEN UN SERVICIO BUENO.	Buenos servicios	7	7	7	7	7	MPLS	7	7	6	6	7	6	Sí	Sí	Sí	No	Sí	Sí	Sí	No	7	7	7	NA	7	7	7	NA	Ejecutivo asignado	Ejecutivo asignado	Ejecutivo asignado	NA	Ejecutivo asignado	Ejecutivo asignado	Ejecutivo asignado	NA	7	NA	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios	Sí	NA	NA	NA	7	NA	NA	NA	Cumple las necesidades que usted tiene como administrador	Sí	PROBLEMAS CON LA BANDA ANCHA, SE CAÍA EL INTERNET.	Problemas con banda ancha,Problemas con internet/ caídas/ internet lento	Sí	Si fue solucionado	7	7	Ha mejorado	10	6	INTERNET, COMPUTACIONALES	2 AÑOS Y MEDIO	PUERTO MONTE	GERENTE
n5OmRo8A9uT0	PEQUEÑA	Mas	REGIONES	Mujer	No	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel,Telefónica/ Movistar	NA	Entel,Telefónica/ Movistar	NA	NA	NA	6	PORQUE EN OCASIONES SE HA CAÍDO EL INTERNET O HA SUFRIDO ALGUNAS FALLAS EN VARIOS DÍAS, PERO HAN SIDO SOLUCIONADOS.	Mal servicio internet/ se cae/ lento/ falla,Solucionan problemas	7	7	7	7	7	INTERNET BANDA ANCHA	5	7	7	7	7	7	No	No	No	No	Sí	Sí	Sí	No	NA	NA	NA	NA	7	7	7	NA	NA	NA	NA	NA	A través del Call center, empresa línea 600, línea 800	A través del Call center, empresa línea 600, línea 800	A través del Call center, empresa línea 600, línea 800	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	NA	NA	NA	NA	NA	7	Ha mejorado	7	20	RESTAURANTE	MAS DE MEDIO AÑO	IQUIQUE	ADMINISTRADORA
kuOmDqCZZC9j	PEQUEÑA	MV	REGIONES	Mujer	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	7	ESTAMOS MUY CONTENTOS CON ENTEL CON EL SERVICIO QUE ENTREGAN ESPECIALMENTE EN SOPORTE, EN POST VENTA. CUANDO HAY ALGUNA FALLA O ALGUNA COSA ES SUMAMENTE RÁPIDA LA RESPUESTA, CON LOS ARREGLOS SI TUVIERA ALGÚN PROBLEMA. LA BUENA ATENCIÓN A SERVICIO, TECNOLOGÍA, ESTABILIDAD DE SERVICIO, CON TODO ESO.	Cumple las necesidades de la empresa,Buenos servicios,Buen servicio de los ejecutivos/ apoyo/ atención,Buen servicio post venta,Soluciones rápidas	7	7	7	7	7	INTERNET BANDA ANCHA	7	6	6	6	6	7	Sí	No	No	Sí	Sí	Sí	Sí	Sí	7	NA	NA	7	7	7	7	7	NS/NR <b>(NO LEER)</b>	NA	NA	NS/NR <b>(NO LEER)</b>	NS/NR <b>(NO LEER)</b>	A través del Call center, empresa línea 600, línea 800	A través del Call center, empresa línea 600, línea 800	A través del Call center, empresa línea 600, línea 800	NA	7	NA	NA	Equipo de ejecutivos llamado Círculo de Atención Preferente  que es el *106 desde móvil y <br/>6003600106 desde red fija que atiende sus requerimientos de post-venta	NA	NA	Sí	NA	NA	NA	7	NA	Cumple las necesidades que usted tiene como administrador	No	NA	NA	NA	NA	NA	7	Ha mejorado	10	24	CONSTRUCCIÓN	CERCA DE TREINTA AÑOS MÁS O MENOS	COQUIMBO	JEFE ADMINISTRATIVA
4wvRIpeucA94	PEQUEÑA	MV	SANTIAGO	Mujer	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	7	NO HEMOS TENIDO PROBLEMAS CON LOS SERVICIOS DE INTERNET Y CUANDO LOS HEMOS TENIDO LOS SOLUCIONAN DE INMEDIATO, LO QUE PASA ES TENEMOS LOS SERVICIOS EN CONJUNTO Y SI SE HECHA A PERDER UNO SE ECHAN A PERDER LOS DOS.	Internet funciona bien,Soluciones rápidas	7	7	7	7	7	INTERNET BANDA ANCHA	7	7	7	7	7	7	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Equipo de ejecutivos llamado Círculo de Atención Preferente  que es el *106 desde móvil y <br/>6003600106 desde red fija que atiende sus requerimientos de post-venta	No	NA	Sí	NA	NA	NA	7	NA	Cumple las necesidades que usted tiene como administrador	No	NA	NA	NA	NA	NA	7	Está Igual	10	20	MINERIA	20 AÑOS	SANTIAGO	SECRETARIA DE GERENCIA
nZcF2GQI66jt	MICRO	MasPrem	SANTIAGO	Hombre	No	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	6	PORQUE YA TENDRÍA QUE SER MUY EXCELENTEMENTE BUENÍSIMA PARA DARLE UN 7, MOTIVOS PARTICULARES. PORQUE OCASIONALMENTE DE REPENTE SE CAE EL SISTEMA, MUY A LO LEJOS, PERO DE REPENTE UNO LLAMA A LA COMPAÑÍA Y ESPERA, ESPERA, ESPERA. EN CUANTO A LOS SERVICIOS, SON BUENOS, EN EL ASPECTO QUE DIGAMOS, EL SISTEMA NO SE CAE TANTO, TIENE BUENAS LÍNEAS, BUENA ATENCIÓN. PODRÍA SUPERARLO.	No es perfecto/ podría ser mejor,Se cae el servicio/ se corta/ intermitente,No tiene contacto con los clientes/ difícil contactarse con la cia.,Buenos servicios,Buen servicio de telefonía,Buena atención/ amables	6	6	7	6	7	INTERNET BANDA ANCHA	7	6	7	7	7	7	No	No	No	No	No	No	Sí	Sí	NA	NA	NA	NA	NA	NA	7	6	NA	NA	NA	NA	NA	NA	A través del Call center, empresa línea 600, línea 800	A través del Call center, empresa línea 600, línea 800	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	NA	NA	NA	NA	NA	7	Ha mejorado	9	4	MECÁNICA, GARAJE.	20 AÑOS.	SANTIAGO CENTRO, SANTIAGO REGIÓN METROPOLITANA.	DUEÑO.
L2aSV9FQ0nl7	GGEE	AV	REGIONES	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	7	DE UN TIEMPO PARA AQUÍ ENTEL SE HA PORTADO SÚPER BIEN A CAMBIARON LOS PROBLEMAS QUE HEMOS TENIDO, ATIENDEN RÁPIDAMENTE. NO HEMOS ESTADO EXENTES DE PROBLEMAS PERO LOS PROBLEMAS QUE TENEMOS ATIENDEN MUY BIEN MUY RÁPIDO EN DAR SOLUCIÓN SI EL PROBLEMA ES ACÁ EN TERRENO ELLOS VIENEN CON SUS CAMIONETAS ANTES DE 4 HORAS ESTÁN ACÁ. SI TENEMOS PROBLEMAS DESDE AFUERA TAMBIÉN NOS DA PREFERENCIA PARA SOLUCIONARLO. LOS EJECUTIVOS SON SÚPER AMABLES, DE ECHÓ LOS TÉCNICOS QUE VIENEN A TERRENO SON SÚPER AMABLES	Solucionan problemas,Atención rápida,Soluciones rápidas,Buena atención/ amables	7	7	7	7	NS/NR	INTERNET BANDA ANCHA	6	6	6	6	7	7	No	No	No	No	Sí	No	Sí	No	NA	NA	NA	NA	7	NA	7	NA	NA	NA	NA	NA	A través del Call center, empresa línea 600, línea 800	NA	A través del Call center, empresa línea 600, línea 800	NA	NA	7	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Ejecutivo de Atención que atiende sus requerimientos Post-Venta	No	No	NA	NA	NA	NA	NA	NA	Cumple las necesidades que usted tiene como administrador	Sí	SE HA CAÍDO EL INTERNET, LO QUE PASA ES QUE NOSOTROS  TENEMOS TANTO EL INTERNET COMO LA TELEFONÍA BAJO EL MISMO TELEFONÍA IP ENTONCES SE CAE EL INTERNET SE CAE LA TELEFONÍA.	Problemas con internet/ caídas/ internet lento,Cobertura para hacer y recibir llamadas/ se cortan las llamadas/ caída de líneas	Sí	Si fue solucionado	7	6	Está Igual	10	200	FORESTAL Y ASERRADERO	10 AÑOS	RANQUIRIA	JEFE DE INVESTIGACION Y DESARROLLO
yUfD3DmZ9dWi	PEQUEÑA	MV	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	7	PORQUE LOS SERVICIOS FUNCIONAN BIEN EN VELOCIDAD, SOPORTE ATENCIÓN, RESOLUCIÓN DE PROBLEMAS CUANDO LOS HAY, Y NO TENGO PROBLEMAS CON ELLOS.	Servicio rápido,Buena atención/ amables,Solucionan problemas,No ha tenido problemas/ conforme/ todo bien	7	7	7	7	4	INTERNET BANDA ANCHA	7	6	6	6	7	7	Sí	No	No	Sí	No	Sí	No	No	7	NA	NA	7	NA	7	NA	NA	Ejecutivo asignado	NA	NA	Ejecutivo asignado	NA	A través de la web con clave Mi Entel Empresas	NA	NA	7	NA	7	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios	Sí	NA	NA	NA	7	NA	NA	NA	Cumple las necesidades que usted tiene como administrador	No	NA	NA	NA	NA	NA	7	Está Igual	8	25	PUBLICIDAD	2 AÑOS	TALAGANTE	CONTADOR
ogL46cBpf87d	MICRO	Mas	REGIONES	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel,VTR	NA	Entel,VTR	NA	NA	NA	4	PORQUE DE REPENTE EL INTERNET SE CORTA MUY SEGUIDO TENGO QUE ESTAR LLAMANDO PARA QUE VEAN EL SISTEMA, NO FUNCIONA BIEN, LO QUE MÁS SIEMPRE TENGO PROBLEMAS ES CON EL INTERNET.	Se cae el servicio/ se corta/ intermitente,Mal servicio,Mal servicio internet/ se cae/ lento/ falla	4	4	4	4	4	INTERNET BANDA ANCHA	3	4	6	6	3	6	No	No	No	Sí	No	Sí	Sí	No	NA	NA	NA	4	NA	6	3	NA	NA	NA	NA	A través del Call center, empresa línea 600, línea 800	NA	A través de la web con clave Mi Entel Empresas	A través de la web con clave Mi Entel Empresas	NA	NA	6	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	DE REPENTE CUANDO ESTOY TRABAJANDO Y QUEDO SIN INTERNET SE VA Y VIENE EL INTERNET NO ES CONTINUO, ESTOY TRABAJANDO Y DE REPENTE SE ME CORTA LA PÁGINA POR FALLAS DEL SISTEMA.	Problemas con internet/ caídas/ internet lento,Mala señal/ problemas de señal,Problemas técnicos/ fallas	Sí	No fue solucionado	NA	1	Ha empeorado	0	4	DISTRIBUIDORA DE PLÁSTICOS	1 AÑO	GRAN AVENIDA Y SAN BERNARDO	DUEÑO
SQiLhbEF4JBS	PEQUEÑA	Mas	REGIONES	Hombre	No	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	6	BUEN SERVICIO, ESTABLE LA SEÑAL, NO TENEMOS DISCONTINUIDAD EN EL SERVICIO, POR ESO.	Buenos servicios,Servicio estable/ no se cae	5	5	5	5	4	INTERNET BANDA ANCHA	6	5	6	5	6	5	No	Sí	No	Sí	Sí	No	Sí	No	NA	4	NA	6	6	NA	6	NA	NA	A través del Call center, empresa línea 600, línea 800	NA	A través del Call center, empresa línea 600, línea 800	A través del Call center, empresa línea 600, línea 800	NA	A través del Call center, empresa línea 600, línea 800	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	NA	NA	NA	NA	NA	5	Está Igual	7	25	ADMINISTRACIÓN DE PROPIEDADES.	7 AÑOS.	COPIAPO, TERCERA REGIÓN.	ADMINISTRADOR DE COPIAPO.
TLQs7av6RjC9	PEQUEÑA	AV	REGIONES	Hombre	Sí	Sí	"a.	Internet Banda Ancha"	Entel	NA	NA	NA	NA	NA	5	SENTIMOS QUE COMO TITULAR DE LA CUENTA NO ESTAMOS SATISFECHOS CON LA CALIDAD DE LA CONECTIVIDAD QUE NOS ENTREGA ENTEL ESPECÍFICAMENTE EN LA LOCALIDAD DE DONDE NOSOTROS NOS ENCONTRAMOS, EN SIERRA GORDA QUE ES  UN SECTOR RURAL ES MUY DEFICIENTE LA SEÑAL , EN LA CALIDAD DEL SERVICIO DE LA ATENCIÓN DEL EJECUTIVO ESTÁN PREOCUPADOS LLAMAN PERO ES LA CONECTIVIDAD Y LA DEFICIENCIA QUE ESTA LA CONECTIVIDAD DEL SERVICIO.	Problemas de conectividad/ conexión/ comunicación,Mala señal	7	6	5	6	5	INTERNET BANDA ANCHA	5	5	6	5	5	5	No	Sí	No	Sí	No	Sí	Sí	No	NA	5	NA	5	NA	5	5	NA	NA	Ejecutivo asignado	NA	Ejecutivo asignado	NA	A través de la web con clave Mi Entel Empresas	Ejecutivo asignado,A través de la web con clave Mi Entel Empresas	NA	5	NA	5	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Ejecutivo de Atención que atiende sus requerimientos Post-Venta	Sí	Sí	NA	NA	5	5	NA	NA	No cumple las necesidades que usted tiene como administrador	Sí	LA CONECTIVIDAD DE LA BANDA ANCHA Y DE LA WIFI.	Problemas con banda ancha,Con wifi	Sí	Si fue solucionado	5	5	Está Igual	5	15	ACTIVIDAD ARTÍSTICAS Y CULTURALES	3 AÑOS	LOCALIDAD VATILANO COMUNA SIERRA GORDA REGIÓN ANTOFAGASTA.	SECRETARIO EJECUTIVO
62EuS67SfiL7	PEQUEÑA	Mas	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	7	PORQUE TENGO UN BUEN SERVICIO, COMUNICACIÓN GESTIÓN Y APOYO POR PARTE DE LOS EJECUTIVOS, BUENA ASESORÍA.	Buen servicio/ eficiente,Buena información/ clara,Buen servicio de los ejecutivos/ apoyo/ atención	7	7	7	7	7	INTERNET BANDA ANCHA	6	7	7	6	7	7	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	NA	NA	NA	NA	NA	7	Está Igual	7	6	ADMINISTRACIÓN	2 AÑOS	PROVIDENCIA	JEFE DE OPERACIONES
2PUaltZFJj4G	PEQUEÑA	Mas	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	7	"PORQUE ME PRESTAN UN BUEN SERVICIO, NO HE TENIDO NUNCA PROBLEMA CON LA BANDA ANCHA, NUNCA SE ME HA CAÍDO, EL TELÉFONO FUNCIONA BIEN, NO TENGO PROBLEMAS CON ELLOS; Y NO HE TENIDO NUNCA PROBLEMA. ME CAMBIE DE COMPAÑÍA PORQUE EL OTRO NO CUMPLÍA, SIEMPRE SE ME CAÍA, NO CUMPLÍA CON LAS VELOCIDADES QUE ME HABÍA CONTRATADO. NO, YO PIENSO QUE ES UNA COMPAÑÍA QUE ES BUENA Y LA VERDAD POR LO QUE ME PRESTA EL SERVICIO PORQUE NUNCA HE LLAMADO PORQUE ESTÉ DAÑADO ALGO, NADA."	Buenos servicios,Buen servicio de internet/ rápido/ estable,Servicio estable/ no se cae,Buen servicio de telefonía,No ha tenido problemas/ conforme/ todo bien	7	7	7	7	7	INTERNET BANDA ANCHA	7	7	7	7	7	7	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	NA	NA	NA	NA	NA	7	Está Igual	10	15	ADMINISTRACIÓN DE EDIFICIOS.	5 AÑOS.	PASEO BORNE, 79 SANTIAGO CENTRO. SANTIAGO, CERCA DE LA TORRE ENTEL.	ADMINISTRADOR, REPRESENTANTE LEGAL.
fx0gztEEZT1C	PEQUEÑA	MP	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	6	PORQUE CREO QUE ESTA DENTRO DE LOS PARÁMETROS QUE UNO NECESITA, NO CON LO OPTIMO PORQUE SIEMPRE HAY UN NECESIDAD QUE SE TIENE QUE SOLUCIONAR, Y NO ES LA EMPRESA QUE NOS HA TRAÍDO DIFICULTADES EN EL FUNCIONAMIENTO. PIENSO QUE ES UNA BUENA NOTA.	Funciona bien,No es perfecto/ podría ser mejor	7	7	7	6	6	INTERNET BANDA ANCHA	6	6	6	6	7	6	No	No	No	No	No	No	Sí	No	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	A través del Call center, empresa línea 600, línea 800	NA	NA	4	NA	NA	No tiene Ejecutivo <b>(NO LEER)</b>	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	NA	NA	NA	NA	NA	7	Está Igual	10	20	INMOVILIZARÍA	10	COMUNA DE PROVIDENCIA, CIUDAD DE SANTIAGO.	ADMINISTRADOR
quPWoHd2rtKU	MICRO	Mas	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	6	"POR QUE LE FALTA PARA LLEGAR AL 7; DE REPENTE TIENE BAJAS EN EL INTERNET, ESO NO MÁS."	Mal servicio internet/ se cae/ lento/ falla	6	6	6	6	6	INTERNET BANDA ANCHA	6	5	5	5	6	6	No	Sí	No	No	No	No	No	No	NA	6	NA	NA	NA	NA	NA	NA	NA	A través del Call center, empresa línea 600, línea 800	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	NA	NA	NA	NA	NA	6	Está Igual	9	2	DISTRIBUIDOR DE CONFITE	UNOS 20AÑOS QUIZÁ, UNOS 15AÑOS, NO SÉ, DESDE QUE SE FUE BELSOV	LAS CONDES	DUEÑO
kCebvrsPN4np	PEQUEÑA	Mas	SANTIAGO	Mujer	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	5	YO PEDÍ QUE EL TELÉFONO FIJO QUE TENGO ME LO PASARAN AL TELÉFONO CELULAR PARA RECIBIR LAS LLAMADAS QUE HICIERAN ESA TRANSFORMACIÓN PARA RECIBIR LAS LLAMADAS, CALIFICO CON ESA NOTA POR EL ECHO DE QUE ME OFRECIERON ALGO DIJERON QUE LO IBAN A HACER Y NO LO HICIERON, DE RESTO NO HE TENIDO NINGÚN OTRO INCONVENIENTE CON ENTEL.	No cumplen lo ofrecido/no respetan valores/ engañan,No solucionan problemas	7	7	7	7	7	INTERNET BANDA ANCHA	7	7	7	7	7	NS/NR	No	No	No	No	No	No	Sí	No	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	A través del Call center, empresa línea 600, línea 800	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	QUE YO SOLICITE QUE DE EL TELÉFONO FIJO ME LLEGARA LA LLAMADA AL TELÉFONO CELULAR Y ME DIJERON QUE SI PERO HASTA EL MOMENTO NO LO TENGO, YO SALGO MUCHO DE LA OFICINA Y NECESITO RECIBIR TODAS LAS LLAMADAS.	No solucionan problemas	No	NA	NA	5	Ha empeorado	5	15	BIENES RAÍCES E INMOBILIARIA	MAS DE 3 AÑOS	SANTIAGO CENTRO	GERENTE GENERAL
xCsYRdoY9kNW	MICRO	Mas	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	5	PORQUE BUENO CUANDO EL SERVICIO NO ES LO QUE UNO QUIERE, SIEMPRE TENGO PROBLEMA DE CAÍDA Y CUESTA SOLUCIONAR LOS PROBLEMAS.(NO DA MAS INFORMACIÓN)	Mal servicio,Se cae el servicio/ se corta/ intermitente,No solucionan problemas	6	6	5	5	3	INTERNET BANDA ANCHA	6	5	7	5	5	7	No	No	No	No	No	Sí	Sí	No	NA	NA	NA	NA	NA	5	7	NA	NA	NA	NA	NA	NA	NS/NR <b>(NO LEER)</b>	A través del Call center, empresa línea 600, línea 800	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	NO TENER SEÑAL POR PROBLEMAS DE CAÍDA DEL CHOQUE DE UN POSTE, SON EXTERNOS, SON DE LA EMPRESA DIGAMOS, NO NADA MAS (NO DA MAS INFORMACIÓN)	Mala señal/ problemas de señal,Cortes de cables	Sí	Si fue solucionado	7	5	Está Igual	6	4	COMERCIO	2 AÑOS Y MEDIO O 3 AÑOS	COLCHEBI	DUEÑO
rOwVwq52Uzql	MICRO	Mas	REGIONES	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,b.	Red privada de datos/Transmisión de datos (MPLS),c.	Telefonía Fija"	Entel,Telefónica/ Movistar	Entel	Entel	NA	NA	NA	4	PORQUE LA SEÑAL ES MALA EN QUE NO SE PUEDE HABLAR Y LAS LLAMADAS NO ENTRAN HE RECLAMADO PERO NO HAN SOLUCIONADO EL PROBLEMA.	Mala señal,Mal servicio de telefonía/ se cortan las llamadas,No solucionan problemas	6	5	5	6	7	INTERNET BANDA ANCHA	6	5	5	4	5	6	No	No	No	No	No	Sí	No	No	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	A través de la web con clave Mi Entel Empresas	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	SE HA CAÍDO LA SEÑAL UN PAR DE VECES	Mala señal/ problemas de señal	No	NA	NA	5	Está Igual	8	3	DISTRIBUCIÓN	UN POCO MAS DE UN AÑO	LA FLORIDA	GERENTE
1MWQV2Ib8HLm	GGEE	AP	SANTIAGO	Mujer	No	Sí	"a.	Internet Banda Ancha ,b.	Red privada de datos/Transmisión de datos (MPLS),c.	Telefonía Fija"	Entel,Telefónica/ Movistar	Telefónica/ Movistar	Telefónica/ Movistar	NA	NA	NA	6	"PORQUE NO SON PERFECTOS. ENTONCES, NO ES UN SERVICIO 100 POR CIENTO EXCELENTE; ES DECIR, ES BUENO, PERO NO 100 POR CIENTO EXCELENTE. ES BUENO EN EL SERVICIO AL CLIENTE, PERO, EN OTRAS SITUACIONES; POR EJEMPLO, LO QUE ES COBRANZA NO ES UN 7 ES UN 6."	No es perfecto/ podría ser mejor,Buenos servicios,Es caro/ planes caros	7	6	NS/NR	6	NS/NR	INTERNET BANDA ANCHA	6	6	6	6	7	3	No	No	No	No	Sí	Sí	No	No	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	NA	Ejecutivo asignado	Ejecutivo asignado	NA	NA	7	NA	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Ejecutivo de Atención que atiende sus requerimientos Post-Venta	Sí	Sí	NA	NA	7	7	NA	NA	Cumple las necesidades que usted tiene como administrador	No	NA	NA	NA	NA	NA	7	Está Igual	9	99	TRANSPORTE AÉREO	COMO 9 AÑOS	LAS CONDES	SUPERVISORA DE FINANZAS
