encriptado	P3 Pensando en su cuenta empresa, En general, con escala 1 a 7, donde 1 = Muy insatisfecho y 7 = Muy satisfecho, ¿Cuán satisfecho está usted con Entel?	P4 ¿Por qué evalúa con esa nota?	SEG_CORFO	SEG_GOL	Ciudad_comuna	sex_enc	Regionx	Rubro
82uYVJkblH4X	7. Muy satisfecho	SERVICIO BUENO NO SE CORTA SIEMPRE ENTREGA LO QUE CORRESPONDE, PROBLEMAS NO TIENE SOLO POR CAUSAS EXTERNAS (CCORTES DE CABLES)	GGEE	AV	CORONEL	Hombre	REGIONES	EDUCACION
RKabTHHhkjR7	6	EL TEMA DE LA FACTURA ME COMPLICA UN POCO EL TEMA DE LA FACTURACION NO LLEGAN A TIEMPO EN REALIDAD ES ESO AVECES LLEGA POR SISTEMA DE CORREO ELECTRONICO O LLEGA POR CARTA ENTONCES AL FINAL SE HACE UN DESORDEN ENTONCES SERIA TODO POR CORREO ELECTRONICO ES QUE SABES CUAL ES LA SOLUCION AL PROBLEMA QUE TENEMOS UN SOLO RUT Y ESTA EDUCACION Y SALUD ENTONCES HAY ES OTRO PROBLEMA PERO EN GENERAL ESO NADA MAS NADA MAS	GGEE	AV	ARAUCO	Mujer	REGIONES	SERVICIOS MUNICIPALIDAD
jGDblbWZVPtt	7. Muy satisfecho	PORQUE TIENEN UN BUEN SERVICIOS, Y SIEMPRE ESTÁN PENDIENTES, RESPONDEN RÁPIDAMENTE, CUALQUIERA DE LOS DOS POR LO MENOS CON LA EJECUTIVA YO TENGO UN CONTACTO BIEN DIRECTO ENTONCES ANTE CUALQUIER REQUERIMIENTO ELLA RESPONDE BIEN RÁPIDO.	MEDIANA	AV	SANTA BARBABRA	Mujer	REGIONES	SERVICIO PÚBLICO
2887KYvZUfiZ	6	UN 7 NO NO MAS UN 6 CUMPLE SOLO CON LO BASICO.	GGEE	AV	REGION DE LOS LAGOS	Hombre	REGIONES	SERVICIO PUBLICO
HiyirBLC1qlR	5	PORQUE SE CORTA LA SEÑAL EL INTERNET NO ES MUY BUENO SE NOS CAE Y TENEMOS QUE ESPERAR HASTA 4 DIAS QUE ARREGLEN LA ANTENA	PEQUEÑA	AV	LA COMUNA DE OYAGUE	Mujer	REGIONES	LA MUNICIOALIDAD DE OYAGUE
ja41qhCoKurW	7. Muy satisfecho	PORQUE NO HE TENIDO PROBLEMAS Y CUANDO SE HA PRESENTADO INCONVENIENTES LE SOLUCIONAN RAÍDO LOS PROBLEMAS.	PEQUEÑA	MV	SANTIAGO	Mujer	SANTIAGO	SERVICIOS
H2CaHqaACKEY	5	ESCASA COMUNICACION CON LA EMPRESA,NULA CASI.	PEQUEÑA	MV	LAS CONDES	Hombre	SANTIAGO	REPRESENTACION DIPLOMATICA.
L2oZ7OPPO3XJ	5	"PORQUE ES UN BUEN SERVICIO; ES CONFIABLE, SALVO LAS EXPORADICAS DE CONTINUACIONES ES LA SEGURIDAD, PERO DE REPENTE TIENE ALGUNAS INTERRUPCIONES, NO HABITUAL PERO A VECES TIENE INTERRUPCIONES."	MICRO	Mas	LO BARNECHEA	Hombre	REGIONES	ABOGADOS
47400LtTeru3	6	PORQUE ME PARECE QUE ES MUY BUENA LA COMPAÑÍA, EN COBERTURA, NUESTRA EJECUTIVA, SERVICIOS.	GGEE	AV	SANTIAGO	Mujer	SANTIAGO	EDUCACION
LfpsL9xAYNWk	6	NO TENGO PROBLEMAS EL TELKEFONO FIJO FUNCIONA BIEN LA INTERNET FUNCIONA BIEN Y SI HAY CORTE RESUELVEN RAPIDO	MICRO	Mas	LAS CONDES	Hombre	SANTIAGO	ARQUITECTURA Y CONSTRUCCION
L7IckX9Dnqo9	7. Muy satisfecho	PORQUE ME HAN RESUELTO SIEMRE LAS DUDAS QUE HE TENIDO. EN MOMENTOS DE PANDEMIA HA RESULTADO BIEN LA BANADA ANCHA QUE CONTRATE. NO HUBO PROBLEMAS CON LA SEÑAL.	MEDIANA	AV	SANTIAGO, ÑUÑOA	Hombre	SANTIAGO	DEPORTES
fQl363BdinvZ	5	PORQUE A VECES EN ALGUNOS HORARIOS SE VA LA SEÑAL EN LA PARTE DE INTERNET, EN TELEFONIA Y DATOS NO HEMOS TENIDO PROBLEMA, SE CAE EL INTERNET NOS QUEDAMOS SIN WIFFI	MICRO	Mas	LOS ANGELES	Mujer	REGIONES	ASOCIACION GREMIAL
cGwTBJD2zG6g	1. Muy insatisfecho	"PORQUE SON PÉSIMOS PARA SERVICIO AL CLIENTE; EN TODO, SE DEMORARON EN DARME EL SERVICIO, EL SERVICIO ES MALO Y PIDO MEJORA DE SERVICIOS Y NO ME LO DAN."	PEQUEÑA	Mas	LAS CONDES	Hombre	SANTIAGO	FINANCIERO
rrA3b2swZFPT	7. Muy satisfecho	PORQUE NO HE TENIDO PROBLEMA CON ELLOS	MEDIANA	AV	SALAMANCA	Hombre	REGIONES	EDUCACIÓN
BJebRRA4Wv07	1. Muy insatisfecho	porque pago y me cortan eL servicio, pago mi cuanta estoy al dia y me cortan el servcio,  pesima la gestion, pesimo el servicio.	PEQUEÑA	MV	Santiago	Mujer	SANTIAGO	Notaria
XmjKVT73MHD4	5	"MUCHO PROBLEMA EN TENER UN EJECUTIVO PARA LA CUENTA Y SIEMPRE LO ESTÁN CAMBIANDO, ENTONCES, HEMOS TENIDO QUE CONTACTARNOS CON EL EJECUTIVO DE NUESTRA CUENTA Y LO HAN CAMBIADO EN OTRO NÚMERO Y PARA SABER QUIÉN ES EL NUEVO EJECUTIVO, SE DEMORAN DÍAS EN CONTESTAR. PERO, EN GENERAL, CON EL SERVICIO BIEN. SOLAMENTE COMO LA ATENCIÓN POR PARTE DE ELLOS; ES COMO DEFICIENTE SOBRE TODO CON EL TEMA DEL EJECUTIVO DE LA CUENTA."	PEQUEÑA	MV	SANTIAGO	Hombre	SANTIAGO	MUSEO
XIIksbowm29P	6	por que realmente da buena atencion no tan rapida a productos pedidos no demora tanto en los requerimientos de la empresa	GGEE	AV	punta arenas	Mujer	REGIONES	sindiato de trabajadores de enap magallanes
hWS9BVJ5moKl	7. Muy satisfecho	tienen buen servicio, permite continuidad operacional en sus actividades, ejecutivos resolutivos.	GGEE	AV	RANCAGUA	Hombre	REGIONES	SALUD
E35n3mgcJ6b1	3	A VECES ES MUY INESTABLE EL SERVICIO, TIENE POR EJ 30 MEGAS Y ESTA ESTA EN 8.	MEDIANA	AP	OSORNO	Hombre	REGIONES	EDUCACION
Z33MhWmSyx5M	7. Muy satisfecho	SOMOS CLIENTES HACE MÁS DE 15 AÑOS DE ENTEL,  SIEMPRE HEMOS TENIDO BUENAS RESPUESTAS, RESPUESTAS OPORTUNAS EN BUEN NIVEL.	PEQUEÑA	AV	PROVIDENCIA	Hombre	SANTIAGO	PARTIDO POLITO
sS9bHIXvzErK	5	ha tenia problemas con ellos, mas que todo con el ejecutivo de post venta, no soluciona sus requerimientos	PEQUEÑA	AV	El Monte	Mujer	NS/NR	función y corporación
gNHUkiv9r2sF	6	"PORQUE EL SIETE EN REALIDAD ES CASI PERFECTO PERO LA PERFECCIÓN NO EXISTE, ASÍ QUE SI ES MUY BUEN SERVICIO; EN TODO EN GENERAL EN CUANTO A TELECOMUNICACIONES E INTERNET EL SERVICIO ES OPTIMO, NO PRESENTA MAYORES PROBLEMAS DIGAMOS."	GGEE	AV	SANTIAGO	Hombre	SANTIAGO	EDUCACIÓN
0XojDmIlQ0l6	7. Muy satisfecho	TIENEN BUEN SERVICIO EN COMUNICACIÓN CON LOS EJECUTIVOS, CON LAS MESAS DE AYUDA, BUENOS PRECIOS EN QUE SON PRECIOS COMPETITIVOS, DAN RESPUESTA OPORTUNA.	GGEE	AV	COMUNA PROVIDENCIA CIUDAD SANTIAGO	Hombre	SANTIAGO	EDUCACIÓN
ODABMz4lfaFr	6	no esta excento de caidas de servicio, servicio bueno y no tienen dificultades durante la semana, pero igual se cae repentinamente.	MICRO	Mas	IQUIQUE	Hombre	REGIONES	VENTA DE MUEBLES METALICOS
cqeZGOPSiwjA	5	POR LA INTERMITENCIA DE INTRENET Y FALLA EN LOS DIAS CON MUCHA DEMANDA, SOLO ESO.	MEDIANA	MV	COMUNA PUCHUNCAVI REGION VALPARISO	Hombre	REGIONES	CLUB DEPORTIVO SOCIAL DE GOLF PRIVADO
IQNfg7ahvT0K	6	PORQUE DE REPENTE FALLA, SE CAE LA SEÑAL UN POCO, BAJA LA SEÑAL	PEQUEÑA	Mas	CHILLAN	Hombre	REGIONES	MAQUINARIA PESADA
ydxJCs98Ckxj	7. Muy satisfecho	PORQUE HA SIDO EFICIENTE EL SERVICIO EN LA ACTUALIZACION D AUMENTO DE DATOS EN LOS REQUIERIMIENTOS QUE LA EMPRESA HACE SE HAN LLEVADO DE MANERA OPTIMA	MEDIANA	AV	SANTIAGO CENTRO	Hombre	SANTIAGO	TECNOLOGIA
AoCD7pt5P9o5	5	EN GENERAL SE CAE DE A MOMENTO NO ESTA COMO DEBERIA ESTAR EN EL CELULAR QUE TAMBIEN LO TENGO CON ENTEL Y ENTONCES LO CAMBIAMOS TODO PERO NO LO MEJORO PORQUE LOS DATOS SON PEORES Y A ESO VOY , PARA MI ENTEL ES LO MEJOR QUE EXISTIO PERO TAMBIEN ESTUVE POR OTRO LADO CON MOVISTAR POR BANDA ANCHA ,  Y POR ESO DIGO QUE ENTEL ES LO MEJORCITO PERO EL MEDIO NO ES BUENO A ESO VOY / NO DA MAS INFORMACION	MEDIANA	Mas	VITACURA SANTIAGO	Hombre	SANTIAGO	SALUD
COgj8baFm7lV	1. Muy insatisfecho	por  la mala atención por parte de atencion al  cliente  por todos lados con mis  reclamos y  deseo cambiarme de compañia . desde el 2007 soy clienta y no he recibido un buen trato , usan una forma  de engañar a sus clientes . y no dan ninguna solucion a mis problemas	MICRO	Mas	ñuñoa	Mujer	SANTIAGO	comerciales  de productos  de arquitectura  y asesoría  .
1moBb1BWR4p6	5	por aveces se cae la señal	PEQUEÑA	Mas	las condes	Mujer	SANTIAGO	asesoria empresarial
BcFZQNsty8BE	2	PORQUE DEL SERVICIO DE TELEFONÍA FIJA DE LA EMPRESA, CASI TODA LA SEMANA O SEMANA POR MEDIO ESTAMOS SIN SERVICIO DE TELÉFONO Y SIN SERVICIO DE INTERNET.	PEQUEÑA	Mas	QUILICURA	Mujer	SANTIAGO	METAL MECÁNICA
StSsSwVyFxS1	5	MUCHAS VECES LA RED TIENE CAIDAS, ES LENTO. HEMOS TRATADO DE MEJORAR CON MAS LINEAS Y NO MEJORA.	MEDIANA	Mas	ANTOFAGASTA	Mujer	REGIONES	SERVICIOS DE INGENIERIA MECANICA
EslBz3Nz1EWp	6	habeces hemos tenidos muchas dificultidad, la falta del servicio, que no tenemos coneccion	PEQUEÑA	MV	Providencia	Mujer	SANTIAGO	Auditoria
xxLx1dCL7nkh	5	POR QUE HE TENIDO PROBLEMAS DE CONEXION Y NO LA REPARAN RAPIDO	GGEE	MV	QUILICURA	Hombre	SANTIAGO	AGRICOLA
Xi2E6l6ewymV	7. Muy satisfecho	EN TODO ESTE TIEMPO NO HEMOS TENIDO PROBLEMAS.RARA VEZ SE CAE PERO EN GENERAL NO.	GGEE	MP	IQUIQUE.	Hombre	REGIONES	IMPORTACION Y EXPORTACION.
epf5Slqcx4Dn	5	POR QUE COMO LE COMENTABA TENEMOS 6 MESES FUERA DE LA OFICINA TRABAJANDO DESDE CASA  Y ENTEL NO SEA COMUNICADO CON NOSOTROS, PARA OFRECERNOS ALGUNA ALTERNATIVA, ENTEL PODRIA HABERNOS DICHO REBAJEMOSLE EN ESTO	PEQUEÑA	MP	LO BARNECHEA	Mujer	SANTIAGO	ASESORIA FINANCIERA
dQrsseQLoOdd	5	PORQUE EN VARIAS OCASIONES NO HAN SIDO CAPACES DE RESOLVER CORRECTAMENTE UN PROBLEMA, COMO EN CONECTIVIDAD.	PEQUEÑA	MP	LAS CONDES	Hombre	REGIONES	ASESORÍA E INGENIERÍA
7IaxJJlDY6nm	5	PORQUE TENIA MUCHA INTERMITENCIA CON EL INTERNET QUE SE ME CAE AHORA  ASIDO MUY SEGUIDO AHORA UNA VEZ A LA SEMANDA PORO YA ME SOLUCIONARON PORQUE INSISTE POR ESO EL 5 POR EL ECHO QUE TUVE MUCHO PROBLEMA	GGEE	MP	PRODIDENSIA	Mujer	SANTIAGO	TELECOMUNICACIONES DATOS Y SERVICIOS
x9elHzKp5dgK	7. Muy satisfecho	PORQUE NO HA TENIEDO PROBLEMA HASTA EL MOMENTO	GGEE	AP	RENGO	Mujer	REGIONES	AGRICOLA
57pFt4uYyVd9	6	PORQUE SIEMPRE ES POSIBLE MEJORAR, EN GENERAL ESTOY CONFORME CON EL SERVICIO DE ENTEL. POR EJEMPLO NECESITO CONECTIVIDAD PARA LUGARES QUE AUN NO LLEGA, QUEDO CORTO EN ALGUNOS REQUERIMIENTOS.	MEDIANA	AP	CONCEPCION	Hombre	REGIONES	SERVICIOS DE INGENIERIA A INDUSTRIAS (MANTENIMIENTO PREDICTIVO)
CEHs81llkTpb	7. Muy satisfecho	POR LA CALIDAD DEL SERVICIO, NO HEMOS TENIDO PROBLEMAS EN CUANTO A CONECTIVIDAD	MEDIANA	MV	las condes	Hombre	SANTIAGO	transporte internacional de cargas
HN0o4ktIEePk	6	se porta bien, tiene un buen servicio, no se corta y les dan un muy bien servicio en general	PEQUEÑA	MV	providencia	Hombre	SANTIAGO	logistico
DiLal2791Xaf	6	PORQUE ESO ES LO QUE CONCIDWERO 7 ES PERFECTO Y NADIE ES PERFECTO, DE REPENTE SE A CAIDO YA SEA PORQUE DESDE QUE SE  CORATA LA LUZ.	MEDIANA	MV	SAN PEDRO DE LA PAZ	Mujer	REGIONES	IMPORTACION Y EXPORTACION REPARACION DE MAQUINARIAS.
yB7iiCKThBzj	6	PORQUE LE HE PEDIDO EN OCASIONES LINEAS NUEVAS Y NO HEMOS TENIDO LA MEJOR ATENCION, NOS TOMAN EL LLAMADO NOS PIDEN LOS DOCUMENTOS Y LUEGO NO CONTESTAN NO HAY UNA ATENCION MAS PERSONALIZADA, SOLO ESO.	MEDIANA	Mas	SANTIAGO PROVIDENCIA	Mujer	SANTIAGO	IMPORTACION Y EXPORTACION DE PRODUCTOS NATURALES
1MdrQYV7kbIi	1. Muy insatisfecho	"PORQUE SE CAE CADA DOS MINUTOS; SE CAE EL INTERNET Y NO TIENEN RESPUESTA RÁPIDA."	GGEE	AV	SANTIAGO	Mujer	SANTIAGO	CONSTRUCCIÓN
kjSpoXOoJbLF	7. Muy satisfecho	PORQUE NUNCA SE ME CAYÓ EL SISTEMA EN QUE NUNCA SE CAYÓ LA RED, EL SISTEMA DE INTERNET Y SIEMPRE ESTUVO FUNCIONANDO DE MANERA REGULAR. ADEMÁS, ES BARATO Y ECONÓMICO EN VALOR O PRECIO.	PEQUEÑA	MP	PROVIDENCIA	Mujer	SANTIAGO	CONTABILIDAD
XbAQxkXNXGJ6	7. Muy satisfecho	POR CONECTIVIDAD, BUENA COMUNICACIÓN, BUEN ENLACE, NO TENEMOS PROBLEMAS DE BOLETAS. POR CONECTIVIDAD Y BUENA COMUNICACIÓN EN QUE NO EXISTEN MICRO CORTES EN EL INTERNET EN QUE ESTEMOS TRABAJANDO Y SE CORTE EL INTERNET ASÍ DE REPENTE Y LA VELOCIDAD ES CONSTANTE.	MEDIANA	MV	SANTIAGO HUECHURABA	Hombre	SANTIAGO	TEXTIL
fDskSzF5h6Tu	5	COSTOS Y FUNCIONAMIENTO SE NOS CAE EL INTERNET SE CORTA EL SERVICIO NO ES CONSTANTE, ES CARO Y AL NO SER CONSTANTE NO TENEMOS DEVOLUCION DE LOS SERVICIOS NO ENTREGADOS	MEDIANA	MV	SANTIAGO	Hombre	SANTIAGO	COMERCIO
4Ki1HYLhmt9V	6	"PORQUE CUANDO NOS CAMBIAMOS DE OFICINA TUVIMOS ALGUNOS PEQUEÑOS PROBLEMAS, PERO, LUEGO YA NO HAN HABIDO MÁS DIFICULTADES DE NINGÚN TIPO; NI DE CONECTIVIDAD, NI DE ATENCIÓN, TIEMPOS DE RESPUESTAS."	GGEE	AV	LAS CONDES	Mujer	SANTIAGO	DISTRIBUCIÓN
ae5bupoVWb2i	6	por que aveces le cobras de mas le aumentan el cobro ya reclamo	PEQUEÑA	MV	iquique	Hombre	REGIONES	compañia de calzados
odSM6RAi9XID	7. Muy satisfecho	FUNCIONA BIEN TIENE ESTABILIDAD EN EL SERVICIO Y EL SERVICIO DE POST VENTA RESPONDE AGILMENTE.	GGEE	AV	SANTIAGO	Hombre	SANTIAGO	SERVICIOS
IjCvaENLTyA4	7. Muy satisfecho	POR QU LA CONEXION ES ESTABLE, CUANDO TENGO PROBLEMAS LO RESUELVEN MUY RAPIDO, FUNCIONA MUY BIEN. ES ESTABLE NO SE CAE LA FIBRA OPTICA. NUNCA HE TENIDO PROBLEMAS.	PEQUEÑA	Mas	SANTIAGO, MACUL	Hombre	SANTIAGO	CONSTRUCCION
6CTgzhpBpZTx	6	PORQUE LA SEÑAL TELEFONICA E INTERNET A ESTADO PESIMA ESTA SEMANA, NO HAY SERVICIO SE CORTA LLAMADA EL SERVICIO DE INTERNET NO TIENE COVERTURA A ESTADO CON MUCHOS PROBEMAS.	MEDIANA	Mas	SAN PEDRO DE MELIPILLA	Hombre	SANTIAGO	VENTA DE MATERIALES DE CONSTRUCCIONES
HTdA65PCUYWp	7. Muy satisfecho	ALGUNOS TRAMITES SON UN POCO LENTOS Y QUE ALGUNOS EJECUTIVOS NO RESPONDEN EN EL TIEMPO ADECUADO SE DEMORAN MUCHO	MEDIANA	AV	SANTIAGO	Hombre	SANTIAGO	ENTRETENIMIENTO
T9bTVLVXot32	5	POR QUE SON MUY BUROCRATICOS, NO TIENEN UN BUEN SERVICIO POST VENTA, ESTUBIMOS CORTADOS CON EL SERVICIO 1 SEMANA Y MEDIA Y NADIE NOS DIJO NADA. LOS SISTEMAS NI FUNCIONAN, LA PERSONA QUE TIENE EL REQUERIEMITNO NO ES CAPAZ DE VERIFICAR DATOS DEL CLIENTE.	GGEE	AV	SANTIAGO, LAS CONDES.	Hombre	SANTIAGO	PUBLICIDAD
b8Xz81982J8m	5	PORQUE NO ES BUENO, EN EL INTERNET NO ES DE BUENA CALIDAD, SE INTERRUMPE CON FACILIDAD.	MEDIANA	MV	LOS ÁNGELES	Hombre	REGIONES	ELECTRICIDAD
ZDY6uFzdGSbB	3	MAL SERVICIO DE POST VENTA Y PROBLEMAS CON LA FACTURACIÓN CADA VEZ QUE TRATAMOS DE COMUNICARNOS CON LA EJECUTIVA NO NOS RESPONDE MALA COMUNICIÓN	MEDIANA	AV	LAS CONDES	Mujer	SANTIAGO	ESTUDIO JURÍDICO
FtmR5eDEAraC	5	No tenemos mucha mejora continua.	MEDIANA	AV	Copiapu	Mujer	REGIONES	Reparación de componentes de la gran minería
ro61m36mY47N	5	Porque no hay mucha flexibilidad en los planes.	MEDIANA	AV	Las condes	Hombre	SANTIAGO	Asesorías comerciales y desarrollo tecnológico
qNyaKfnYKHKB	7. Muy satisfecho	PORQUE EL SERVICIO ES BUENO A LA CALIDAD DEL SERVICIO, TIENE RÁPIDA ATENCIÓN DE TÉCNICA Y SERVICIOS DE POS VENTA Y, PORQUE TAMBIÉN, NOS HA ENTREGADO BUENOS PRECIOS POR ESOS SERVICIOS.	MEDIANA	MP	COQUIMBO	Hombre	REGIONES	INDUSTRIA DE ALIMENTOS
0VQVBbi9xokh	6	PORQUE ESTA BIEN, EL SERVICIO QUE DAN PARA MI ESTA BIEN, NO ESTA EL 100%, ESTA BIEN	PEQUEÑA	Mas	ÑUÑOA	Hombre	SANTIAGO	VETERINARIA
XIN0dctFvwqd	6	SE CAE LA SEÑAL UNA O DOS VECES AL MES, CREO QUE ES POR QUE ESTAMOS EN LA PARTE CENTRICA DE LA CUIDAD.	PEQUEÑA	MV	LOS ANDES	Hombre	REGIONES	SERVICIOS DE CONTRUCCION Y MOVIMIENTO DE TIERRA.
YB2BqcpWLylW	7. Muy satisfecho	PORQUE SON MUY RAPIDOS EN SUS RESPUESTAS ACERTIVOS RAPIDOS Y ACERTIVOS	GGEE	AV	PROVIDENCIA	Mujer	SANTIAGO	TRANSPORTE DE CARGA POR CARRETERA
QzF5oxJzRTgz	5	PORQUE DE REPENTE HAY PROBLEMAS DE VELOCIDADES CONTRATADAS, LA VELOCIDAD DE LA BANDA. INTERNET ESO QUE LA VELOCIDAD BAJA MUCHO DE REPENTE Y NO SE CUMPLE CON LO QUE ESTA CONTRATADO Y EL TELEFONO FIJO NO HAY MAYORES PROBLEMAS.	GGEE	AP	SAN BERNARDO	Hombre	SANTIAGO	TRANSPORTES
o3qH2vvh2Up7	7. Muy satisfecho	PORQUE FUNCIONA BIEN NO TENGO PROBLEMA Y LOS COSTOS BENEFICIOS SON ACEPTABLES LA ATENCIÓN SI HAY ALGUN PROBLEMA ES EXCELENTE COMPARATIVAMENTE CON EL RESTO	PEQUEÑA	Mas	TALCA	Hombre	REGIONES	PROVEDORES DE SERVICIOS DE SITP
v2wRMsSeqRGn	7. Muy satisfecho	PORQUE CUANDO HEMOS TENIDO PROBLEMA ME LOS HAN SOLUCIONADO,HE TENIDO PROBLEMAS CON INTERNET Y ME HAN ENVIADO UN TECNICO DE INMEDIATO.	MEDIANA	MP	TEMUCO.	Hombre	REGIONES	SERV DE INGENIERIA,SEGURIDAD PRIVADA.
pvqunI8YDF3h	6	PORQUE HEMOS TENIDO CAIDAS DE SERVICIO, DURANTE ESTE AÑO 3 4 VECES  REITERADAS Y LOS TIEMPO DE RESPUESTA NOS HUBIESE GUSTADO MAS RAPIDO Y AGIL	PEQUEÑA	Mas	LAS CONDES	Mujer	SANTIAGO	EDUCACION
TWuALg5xyBk1	6	PORQUE EL CALLCENTER QUE TIENEN ELLOS POR EJEMPLO YO TENGO UNA NIÑA QUE ESTA A CARGO DE NOSOTROS PERO LA CAMBIAN SEGUIDAMENTE ENTONCES UNO RETOMA UN TEMA CON UNA DESPUES A LA OTRA TOCA ESTAR DICIENDOLE LO MISMO, EL ADMINISTRADOR DE NOSOTROS.	MEDIANA	MV	SEXTA REGIÓN	Hombre	REGIONES	AGRICOLA
dCw4EqZkVKta	6	PORQUE CUANDO LLAMA POR TELEFONO ATIENDEN BIEN, NO ESTA OCUPANDO INTERNET BANDA ANCHA AHORA	MICRO	Mas	LAS CONDES	Mujer	SANTIAGO	CORRETAJE DE PROPIEDADES
lKYXVGZYm3Bo	6	Por que el servicio esta funcionando bien, porque si tengo problema lo resuelven rapido.	PEQUEÑA	Mas	Providencia	Hombre	SANTIAGO	Servicio de Ingenieria
FpvXknDlKpos	6	PORQUE NO HE TENIDO MUCHOS INCONVENINTES CUANDO HE HECHO ALGUN CAMBIO SURGE ALGUNOS PERO EN GENERAL HA ESTADO, TENGO BUENA COBERTURA LA CUENTA HA SALIDO CLARAS	PEQUEÑA	Mas	SANTIAGO PROVIDENCIA	Mujer	SANTIAGO	ADMINITRADORA
o8CtYQQ6luPC	7. Muy satisfecho	PORQUE CONSIDERO QUE EL SERVICO QUE ENTREGAN ES MUY BUENO, LAS VECES QUE HE TENIDO ALGUN TIPO DE SITUACION PUNTUAL HE LLAMADO Y ME HAN CONTESTADO Y EL SERVICIO QUE ME PRESTAN NO HE TENIDO NINGUN PROBLEMA, QUIZAS A OTRAS NO LE HA IDO BIEN PERO YO NO TENGO PROBLEMA Y TIENE UNA COMUNICACION ACERTIVA Y EFECTIVA, SOLO ESO.	PEQUEÑA	Mas	PROVIDENCIA	Hombre	SANTIAGO	INFORMATICA
ydO8WqzoVMYW	6	PORQUE SIEMPRE RESPONDEN A MIS REQUERIMIENTOS A VECES UN POQUITO MÁS LENTO POR LA CANTIDAD DE FLUJO QUE ELLOS TIENEN, PERO RESPONDEN BIEN Y SON EXPERTOS EN LA MATERIA.	MEDIANA	AP	LAS CONDES	Mujer	SANTIAGO	SERVICIOS DE AUDITORIA Y CONSULTORIA
lqL3f9kRMbvM	5	PORQUE NO LA CONSIDERO MALA PERO TIENE PROBLEMAS CON EL ENLACE CON LA CALIDAD DEL SERVICIO, SE CAE SE RECETEA EL REUTER, CUANDO US ESTA NAVEGANDO HACIENDO UNA TRANSACCION CON EL BANCO SE LE QUEDA, PIERDE LA TRANSACCION, ES BASTANTE ENGORROSO, PERO DE TODAS LA EMPRESAS ES CON LA QUE MENOS PROBLEMAS PROBLEMAS HE TENIDO.	PEQUEÑA	Mas	LAS CONDES	Hombre	SANTIAGO	DISTRIBUCION DE ALIMENTOS
kWWIctWhOPZT	6	HEMOS TENIDO POCOS RECLAMOS PRACTICAMENTE EN INTERNET	PEQUEÑA	Mas	SANTIAGO	Hombre	SANTIAGO	TELEMEDICINAS
Mx3hSbOy8Xbn	7. Muy satisfecho	PORQUE EN LOS MESES DE PANDEMIA NO HEMOS PRESENTADOUN TIPO DE FALENCIA NOS HA IDO BASNTE, BIEN  LOS SERVICIOS QUE TIENEN  NOS HAN ANDADO BASTANTE BIEN LO QUE TENEMOS CONTRATADO, EL INTERNET ANDA BASTANTE BIEN, HOY ESTAMOS TRABAJANDO TDOS DESDE CASA,  A TRAVEZ DE UNA VPN A NUESTRA OFICINA Y ESTA CONECTIVIDAD PASA POR EL CANAL DE LOS USUARIOS Y LLEGA CONECTARSE AL ENLACE	GGEE	AV	REGION METROPOLITANA LAS CONDES	Mujer	SANTIAGO	TELECOMUNICACIONES ASESORIA INFORMTICA
sDw4rnB4Hrck	7. Muy satisfecho	NO TENGO NINGÚN PROBLEMA FUNCIONA BIEN, NO SE CAE SIEMPRE ESTA DISPONIBLE.	PEQUEÑA	Mas	las condes	Hombre	SANTIAGO	servicios contables
1uuVjBs7jYm1	7. Muy satisfecho	PORQUE EL SERVICIO NO FALLA, NO TENEMOS PROBLEMAS, ES LO MAS BASICO PERO IMPORTANTE, Y EL SERVCIO EN GENERAL ES BUENO EN LA ATENCION, SOLO ESO.	MEDIANA	AV	QUILLOTA	Hombre	REGIONES	AGRICOLA
vjKx4Am95idY	4	PORQUE NO EXISTO, NO DAN NI UN SERVICIO POST VENTA, NO DAN NADA, NO TENGO UN EJECUTIVO CON QUIEN HABLAR, NO SÉ CON QUIEN HABLAR, TODO ES AUTOMÁTICO A UN NÚMERO DONDE TE CONTESTA UNA MÁQUINA AUTOMÁTICA, BÁSICAMENTE DIRÍA PORQUE EL SERVICIO ES PÉSIMO.	PEQUEÑA	Mas	LAS CONDES	Hombre	REGIONES	PUBLICIDAD Y COMUNICACIONES
YKpfWmPQQLWK	6	ES POR QUE LA SEÑAL O EL SERVICIO DE INTERNET NO HA SIDO MALO, SI SE PRESENTA  CUALQUIER ERROR TECNICO HA SIDO SOLUCIONADO	MEDIANA	AV	REGION DE LOS LAGOS	Hombre	SANTIAGO	TURISMO
C9p0wmDFQmB4	7. Muy satisfecho	BUENOS PRECIOS,BUEN SERVICIO AL CLIENTE,LOS SERVICIOS SON ESTABLES Y EL SERVICIO PORST VENTA FUNCIONA SUPER BIEN Y APARTE QUE TIENE SERVICIO 24,7	GGEE	AV	TALCA.(UBICACION DE LA CENTRAL,EMPRESA SE ENCUENTRA CON FILIALES A LO LARGO DE TODO CHILE)	Hombre	REGIONES	ES UN HOLDYN,PLANTA IMPREGNACION,       BIO MASA,VENTA DE VINOS,AGRICOLA,COMERCIAL Y EXPORTACION,LOGISTICA Y DESPACHO.
0EJbYCKQrDmz	6	POR QUE RARAMENTE TENEMOS PROBLEMAS CON EL INTERNET, SE PONE LENTO, A VECES NO SIEMPRE	MEDIANA	MP	SAN JOAQUIN	Mujer	SANTIAGO	FABRICA DE HELADOS Y CAFETERIA
