encriptado	SEG_CORFO_FINAL	CL_SEG_GOL_original	Regionx	sex_enc	ISO_FINAL_A	F1	P1	P2[{_1}].Rp	P2[{_2}].Rp	P2[{_3}].Rp	P2[{_1}].Rp._98	P2[{_2}].Rp._98	P2[{_3}].Rp._98	P3	P4	P4_COD	P5[{_a}].Rp	P5[{_b}].Rp	P5[{_c}].Rp	P5[{_d}].Rp	P5[{_e}].Rp	P6_aux	P6	P7[{_1}].Rp	P7[{_2}].Rp	P7[{_3}].Rp	P8	P9	P10[{_1}].Rp	P10[{_2}].Rp	P10[{_3}].Rp	P10[{_4}].Rp	P10[{_5}].Rp	P10[{_6}].Rp	P10[{_7}].Rp	P10[{_8}].Rp	P11[{_1}].Rp	P11[{_2}].Rp	P11[{_3}].Rp	P11[{_4}].Rp	P11[{_5}].Rp	P11[{_6}].Rp	P11[{_7}].Rp	P11[{_8}].Rp	P12[{_1}].Rp	P12[{_2}].Rp	P12[{_3}].Rp	P12[{_4}].Rp	P12[{_5}].Rp	P12[{_6}].Rp	P12[{_7}].Rp	P12[{_8}].Rp	P13[{_1}].Rp	P13[{_2}].Rp	P13[{_3}].Rp	P13[{_4}].Rp	P14	P15[{_1}].Rp	P15[{_2}].Rp	P15[{_3}].Rp	P15[{_4}].Rp	P16[{_1}].Rp	P16[{_2}].Rp	P16[{_3}].Rp	P16[{_4}].Rp	P17	P18Aa[{_1}].Rp	P18Aa[{_2}].Rp	P18Aa[{_3}].Rp	P18B[{_1}].Rp	P18B[{_2}].Rp	P18B[{_3}].Rp	P18	P19	P19_COD	P20	P21	P22	P23	P24	P25	P27	P28	P29	P30	P32	Fecha Enc
W84tFakD5ser	PYME	AV	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Claro/ Telmex	NA	NA	NA	6	PORQUE DE REPENTE LAS LINEAS SE CAEN Y LA ATENCIÓN ES LENTA, Ó SEA PUEDES ESTAR TODO UN DÍA SIN INTERNET ANTES QUE TE RESUELVAN EL TEMA	Mala atención,Se cae el servicio/ se corta/ intermitente	5	NA	NA	NA	NA	INTERNET BANDA ANCHA	6	7	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	No	Sí	6	NA	6	No	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	PROVIDENCIA	NA	V2. POST CRISIS
lm0j2YorL1Kr	S/Info	AP	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	6	PORQUE EN CUANTO AL SERVICIO ES BUENO. LO QUE NOSOTROS PEDIMOS NOS LO ENTREGAN. LO QUE NOSOTROS PEDIMOS ES LO QUE NOS ESTÁN ENTREGANDO.	Buen servicio/ eficiente	6	NA	NA	NA	NA	INTERNET BANDA ANCHA	6	6	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	NA	NA	NA	No	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	SANTIAGO CENTRO	NA	V2. POST CRISIS
L9H6D5T9Q6FX	MICRO	Mas	REGIONES	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Telefónica/ Movistar	NA	NA	NA	5	PORQUE NO HAN PODIDO MEJORARME EL SERVICIO YO DIRÍA CON CABLE, NO HAN PODIDO MEJORARME EL SERVICIO DE INTERNET QUE HAY CON CONEXIÓN A LA INTERPOL.	Mal servicio,Mal servicio internet/ se cae/ lento/ falla	7. En absoluto acuerdo	NA	NA	NA	NA	INTERNET BANDA ANCHA	6	6	5	6	7	7	No	No	NA	No	Sí	No	Sí	No	NA	NA	NA	NA	7	NA	7	NA	NA	NA	NA	NA	A través del Call center, empresa línea 600, línea 800	NA	A través del Call center, empresa línea 600, línea 800	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	NA	NA	NA	NA	NA	6	Está Igual	7	1	ENTIDAD SIN FIN DE LUCRO	12 AÑOS	SANTIAGO/ METROPOLITANO	ASISTENTE DE LA SOCIEDAD GERALGICA	V1. PRE CRISIS
j4KTzW5f6cMU	GGEE	AP	REGIONES	Hombre	No	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Claro/ Telmex,Entel	NA	Telefónica/ Movistar	NA	NA	NA	7. Muy satisfecho	NO HEMOS TENIDO NINGUNA DIFICULTAD, NI MALA CALIDAD DEL SERVICIO, NI TAMPOCO EN LA PARTE COMERCIAL. OPORTUNA ATENCIÓN, PERMANENTE COMUNICACIÓN CON LOS EJECUTIVOS DE ENTEL. EL INTERNET, EL SERVICIO LO PRESTAN OPORTUNAMENTE NO TIENE INTERRUPCIONES	No ha tenido problemas/ conforme/ todo bien,Buen servicio/ eficiente,Buen servicio de internet/ rápido/ estable,Buena atención/ amables	6	NA	NA	NA	NA	INTERNET BANDA ANCHA	7. Muy satisfecho	6	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	Sí	No	7	7	NA	No	NA	NA	NA	NA	NA	7. Muy dispuesto	NA	NA	NA	NA	NA	CONCEPCION	NA	V2. POST CRISIS
Z33MhWmSyx5M	MICRO	AV	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	7. Muy satisfecho	"SIEMPRE HEMOS TENIDO UNA RESPUESTA RÁPIDA A LOS REQUERIMIENTOS, TENEMOS CONTRATADO NUESTROS SERVICIOS HACE BASTANTE AÑOS YO DIRÍA; LAS POCAS VECES QUE HEMOS TENIDO BAJA EN EL INTERNET O CUALQUIER REQUERIMIENTO QUE HAGAMOS LO SOLUCIONAN RÁPIDAMENTE."	Soluciones rápidas	7. En absoluto acuerdo	NA	NA	NA	NA	INTERNET BANDA ANCHA	7. Muy satisfecho	7	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	No	No	7	NA	NA	No	NA	NA	NA	NA	NA	7. Muy dispuesto	NA	NA	NA	NA	NA	PROVIDENCIA	NA	V2. POST CRISIS
eHI08HaB6arF	PYME	AV	REGIONES	Hombre	Sí	Sí	"a.	Internet Banda Ancha"	Entel	NA	NA	NA	NA	NA	1. Muy insatisfecho	"PORQUE EL EQUIPO EJECUTIVO QUE TIENE PARA ATENDER LOS REQUERIMIENTOS, ES MUY MALO; EN DE SOLUCIÓN DE CONTRATO, MODIFICACIONES O SOLICITUDES POR EJEMPLO  DE NOTAS DE CREDITO, POR DE ERRORES DE FACTURACIÓN POR PARTE DE LA EMPRESA, NO, SON SOLO MALOS ADMINISTRATIVAMENTE."	Mal servicio de los ejecutivos/ atención/ contacto	3	NA	NA	NA	NA	INTERNET BANDA ANCHA	6	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	No	Sí	5	NA	3	Sí	"FACTURACIÓN, BUENA EN TODAS LAS ULTIMAS FACTURACIONES, TODAS LAS ULTIMAS FACTURAS DE AL MENOS SIETE MESES ESTÁN MALAS; ESTÁN COBRANDO EN EXCESO DE SERVICIOS QUE YA NO EXISTEN DENTRO DE LA EMPRESA, SOLAMENTE ESE."	Cobros indebidos en facturación,Facturación/ facturación poco clara	No	NA	NA	5	NA	NA	NA	NA	NA	OSORNO	NA	V2. POST CRISIS
Ds9X8r0tY6KU	PYME	AV	REGIONES	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,b.	Red privada de datos/Transmisión de datos (MPLS),c.	Telefonía Fija"	Entel	Telefónica del Sur	Telefónica del Sur	NA	NA	NA	6	CERCANÍA CON EL EJECUTIVO, POCA CERCANÍA CON EL EJECUTIVO, LLAMADAS MUY DISTANTES, DIFICULTAD PARA CONTACTARLO.	Mal servicio de los ejecutivos/ atención/ contacto	6	NA	NA	NA	NA	INTERNET BANDA ANCHA	7. Muy satisfecho	6	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	NA	NA	NA	No	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	CIAN	NA	V2. POST CRISIS
D22FCx3fpPsD	GGEE	AP	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,b.	Red privada de datos/Transmisión de datos (MPLS),c.	Telefonía Fija"	Entel,Telefónica/ Movistar,Otra ¿Cuál?	Telefónica/ Movistar,Otra ¿Cuál?	Entel,Telefónica/ Movistar	MUNDO PACIFICO	MUNDO PACIFICO	NA	6	ES MÁS POR TEMAS DE COBERTURA NO TIENEN LA COBERTURA QUE NOSOTROS QUISIÉRAMOS PARA HOMOLOGAR PARA TENER TODOS LOS SERVICIOS CON ELLOS, INTERNET ENLACES NO TIENEN FACTIBILIDAD EN TODOS LOS LUGARES EN LOS QUE NOSOTROS ESTAMOS INJERTOS.	Mala cobertura,Mal servicio internet/ se cae/ lento/ falla	6	NA	NA	NA	NA	INTERNET BANDA ANCHA	6	7	7	7	7	7	No	No	NA	No	Sí	Sí	Sí	No	NA	NA	NA	NA	6	7	6	NA	NA	NA	NA	NA	A través del Call center, empresa línea 600, línea 800	Ejecutivo asignado	A través del Call center, empresa línea 600, línea 800	NA	7	7	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios	Sí	NA	NA	NA	7	NA	NA	NA	Cumple las necesidades que usted tiene como administrador	NA	NA	NA	NA	NA	NA	No	NA	NA	NA	NA	NA	7. Muy dispuesto	Está Igual	10. Muy probable	266	DESARROLLO SOCIAL	6 AÑOS	SANTIAGO CENTRO METROPOLITANA	ENCARGADO DE INFRAESTRUCTURA TI	V1. PRE CRISIS
EJS4ojFj0oEG	PYME	Mas	SANTIAGO	Hombre	No	Sí	"a.	Internet Banda Ancha ,b.	Red privada de datos/Transmisión de datos (MPLS),c.	Telefonía Fija"	Entel	Entel	Entel	NA	NA	NA	5	PORQUE NO ES UN 7 ES UN 5. ES QUE NO SE USAN MUCHO ESOS SERVICIOS.	Lleva poco tiempo/ esta hace poco	6	NA	NA	NA	NA	INTERNET BANDA ANCHA	5	5	4	4	5	5	No	No	NA	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	NA	NA	NA	NA	NA	5	Está Igual	5	5	CONSTRUCCIÓN	6 AÑOS 7 AÑOS	SANTIAGO	DUEÑO	V1. PRE CRISIS
vqsQJljIJxyi	MICRO	Mas	REGIONES	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	7. Muy satisfecho	PORQUE POR ALGO ESTOY AHÍ, PORQUE HAN SIDO BIEN EFICAZ CONMIGO, EN QUE CUANDO YO NECESITO ALGUNA INFORMACIÓN ALGUNA COSA, ELLOS LO SOLUCIONAN DE INMEDIATO. NO POR EL MOMENTO HE ESTADO BIEN SATISFECHO, ME HAN HECHO BUENAS OFERTAS DIGAMOS CON RESPECTO A LOS VALORES, NO HE TENIDO NINGÚN PROBLEMA Y EN LA PARTE ACOMEDIDA NO TENGO NINGÚN DRAMA.	Soluciones rápidas,No ha tenido problemas/ conforme/ todo bien,Buenos precios	7. En absoluto acuerdo	NA	NA	NA	NA	INTERNET BANDA ANCHA	7. Muy satisfecho	7	7	7	7	7	No	Sí	NA	Sí	Sí	Sí	No	No	NA	7	NA	7	7	7	NA	NA	NA	A través del Call center, empresa línea 600, línea 800	NA	A través del Call center, empresa línea 600, línea 800	A través del Call center, empresa línea 600, línea 800	A través del Call center, empresa línea 600, línea 800	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	NA	NA	NA	NA	NA	7. Muy dispuesto	Está Igual	7	3	AUTOMOTRIZ	10 AÑOS	ANTOFAGASTA SEGUNDA REGION	DUEÑO	V1. PRE CRISIS
IVcNpifUrcGe	MICRO	Mas	REGIONES	Mujer	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel,Telefónica del Sur	NA	Telefónica del Sur	NA	NA	NA	5	PORQUE NO TIENEN MUY BUEN SERVICIO DIGAMOS TÉCNICO, QUE UNO TIENE UNA EMERGENCIA PORQUE LA RED NO ESTÁ HABILITADA, PORQUE HUBO UN DESPERFECTO Y SE DEMORAN MUCHO EN LA ATENCIÓN DE REPARACIÓN, SOLAMENTE ESO.	Mal servicio técnico,Demora en soluciones	6	NA	NA	NA	NA	INTERNET BANDA ANCHA	5	4	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	Sí	NA	NA	2	No	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	OSORNO	NA	V2. POST CRISIS
dme6Ht0TwMoG	MICRO	Mas	REGIONES	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	2	PORQUE EL SERVICIO QUE ME ENTREGAN ES SUPREMAMENTE MALO SOBRE TODO CON TELEFONIA FIJA, PORQUE ESTOY PAGANDO UN SERVICIO QUE NO LO ENTREGAN A SI D SIMPLE HACE CUATRO AÑOS QUE ESTOY PAGANDO LA TELEFONIA FIJA Y NO ME LO ENTEGAN.	Mal servicio,Mal servicio de telefonía/ se cortan las llamadas	4	NA	NA	NA	NA	INTERNET BANDA ANCHA	4	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	NA	NA	NA	Sí	NO EN LOS ULTIMOS CUATRO AÑOS QUE ME ENTREGEN EL SERVICIO A PESAR DE QUE LO PAGO NO LO ENTREGAN CUATRO AÑOS LLEVO.	Malos servicios	Sí	No fue solucionado	NA	1. Nada dispuesto	NA	NA	NA	NA	NA	EL PINTO	NA	V2. POST CRISIS
DpSbcz4nkkaR	PYME	AV	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,b.	Red privada de datos/Transmisión de datos (MPLS)"	Entel	Entel	NA	NA	NA	NA	5	POR QUE LOS TIEMPOS DE RESPUESTA AVECES NO SON TAN RÁPIDOS, EN LA SOLUCIÓN DE LOS PROBLEMAS, EN LA ADQUISICIÓN DE NUEVAS CUENTA, NO.	Demora en soluciones	5	NA	NA	NA	NA	MPLS	6	6	6	6	6	7	Sí	Sí	NA	No	Sí	No	No	No	5	5	NA	NA	6	NA	NA	NA	Ejecutivo asignado	Ejecutivo asignado	NA	NA	A través del Call center, empresa línea 600, línea 800	NA	NA	NA	5	6	NA	NA	Ejecutivo de Atención que atiende sus requerimientos Post-Venta	NA	Sí	NA	NA	NA	5	NA	NA	No cumple las necesidades que usted tiene como administrador	NA	NA	NA	NA	NA	NA	Sí	HE NECESITADO CAMBIAR DONDE ESTA INSTALADA LA BASE NO SE QUE TIENE, Y YA LLEVAMOS SEIS MESES  QUE NO LA CAMBIAN Y NO LA CAMBIAN, POR QUE NOS HAN MANDADO TÉCNICOS QUE NO HAN SIDO CAPACES DE HACERLO, DONDE LLEGA LA SEÑAL DE DATOS A LA DEL INTERNET Y EL MPLS, NO.	No solucionan problemas	Sí	No fue solucionado	NA	4	Está Igual	4	30	EDUCACIÓN	2 AÑOS	SANTIAGO	COORDINADOR DE ADMINISTRACIÓN  EN FINANZAS	V1. PRE CRISIS
FHklBzPN1J4t	GGEE	AV	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Telefónica/ Movistar	NA	NA	NA	6	ES LO QUE DIJE ANTES, AL FINAL HEMOS TENIDO REQUERIMIENTOS URGENTES Y NO HAN SIDO RESPONDIDOS CON LA URGENCIA QUE HE NECESITADO HAN PASADO UNO O DOS DÍAS ENTONCES HEMOS TENIDO GASTOS QUE NO, HEMOS CONTRATADOS NUEVAS VANN POR EJEMPLO COMO UN NUEVO SERVICIO Y HE DURADO DOS MESES EN ENVIAR LAS COSAS ENTONCES POR ESO MI NOTA, ES BUENO PERO NO EXCELENTE.	Demora en soluciones	7. En absoluto acuerdo	NA	NA	NA	NA	INTERNET BANDA ANCHA	7. Muy satisfecho	7	6	7	6	6	Sí	Sí	NA	Sí	Sí	Sí	No	Sí	5	7	NA	7	5	7	NA	7	Ejecutivo asignado,A través del Call center, empresa línea 600, línea 800,A través de la web con clave Mi Entel Empresas,En tienda/ sucursales	Ejecutivo asignado	NA	Ejecutivo asignado	Ejecutivo asignado,A través de la web con clave Mi Entel Empresas	Ejecutivo asignado,A través de la web con clave Mi Entel Empresas	NA	Ejecutivo asignado	5	7	7	6	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Ejecutivo de Atención que atiende sus requerimientos Post-Venta	Sí	Sí	NA	NA	4	7	NA	NA	Cumple las necesidades que usted tiene como administrador	NA	NA	NA	NA	NA	NA	No	NA	NA	NA	NA	NA	7. Muy dispuesto	Está Igual	9	360	FUNDACION SIN FINES DE LUCRO	10 AÑOS	SANTIAGO CENTRO	ENCARGADO DE INFORMATICA	V1. PRE CRISIS
SCIR0qmYtvlm	MICRO	Mas	REGIONES	Mujer	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	7. Muy satisfecho	PORQUE TENEMOS BUENA CONEXIÓN CON LA INTERNET Y LOS TELÉFONOS FUNCIONAN BIEN. LA RAPIDEZ DE INTERNET.	Buen servicio de internet/ rápido/ estable,Buen servicio de telefonía	7. En absoluto acuerdo	NA	NA	NA	NA	INTERNET BANDA ANCHA	6	6	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	NA	NA	NA	No	NA	NA	NA	NA	NA	7. Muy dispuesto	NA	NA	NA	NA	NA	CALCAS	NA	V2. POST CRISIS
ttCHFznvUjEF	PYME	MV	REGIONES	Mujer	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel,GTD/ Manquehue,Telefónica/ Movistar,VTR	NA	Entel,GTD/ Manquehue,VTR	NA	NA	NA	5	"PORQUE A VECES SE CAE EL SERVICIO, Y DEMORAN MUCHO EN REPONERLO,  NO HACEN MANUTENCIONES A LA CABLERIA QUE ESTA POR FUERA, ENTONCES SE SULFATA LOS CABLES, LAS MANUTENCIONES NO SON MUY SEGUIDAS; LA DEMORA, EN REPARACIONES, EN QUE A VECES SE DEMORAN DOS DÍAS, Y PARA MI NEGOCIO ES MUCHO"	Se cae el servicio/ se corta/ intermitente,Demoran en reponer el servicio,No solucionan problemas	7. En absoluto acuerdo	NA	NA	NA	NA	INTERNET BANDA ANCHA	5	5	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	NA	NA	NA	No	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	ITIQUE	NA	V2. POST CRISIS
YD0jXanLuYpv	PYME	MP	SANTIAGO	Mujer	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel,VTR	NA	Entel,Telefónica/ Movistar	NA	NA	NA	7. Muy satisfecho	"PORQUE NUNCA HEMOS TENIDO NINGÚN PROBLEMA CON ENTEL DE FLUJO POR LA COBRANZA LA FACTURACIÓN, CON LA SUBIDA DE INFORMACIÓN TAMPOCO, NO TENEMOS PROBLEMAS DE FLUJO NI DE BAJADA NI DE SUBIDA Y EN CUANTO A LA FACTURACION Y A LA COBRANZA SON SIEMPRE HAN SIDO SÚPER PRUDENTES Y RESPETUOSOS CUANDO SE NOS VA A PAGAR UNA FACTURA, O SE NOS OLVIDA, INCLUSO NOS AVISAN ENTONCES EL TRATO ES SÚPER DIFERENTE A OTRAS EMPRESAS;  Y CADA VEZ QUE HEMOS REQUERIDO ALGO, HAN RESPONDIDO DE FORMA MUY RÁPIDA, EL SERVICIO NO TIENE INTERFERENCIA TAMPOCO"	No ha tenido problemas/ conforme/ todo bien,Facturas llegan a tiempo,Buen servicio/ eficiente	7. En absoluto acuerdo	NA	NA	NA	NA	INTERNET BANDA ANCHA	7. Muy satisfecho	7	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	NA	NA	NA	No	NA	NA	NA	NA	NA	7. Muy dispuesto	NA	NA	NA	NA	NA	PROVIDENCIA SANTIAGO	NA	V2. POST CRISIS
j0q6Nhcbgy6G	PYME	AV	REGIONES	Mujer	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	7. Muy satisfecho	"PORQUE TENGO EL SERVICIO; O SEA ME GUSTA EL SERVICIO EN LA CONTINUIDAD Y NO HE TENIDO PROBLEMAS TÉCNICOS."	No ha tenido problemas/ conforme/ todo bien,Buen servicio/ eficiente	7. En absoluto acuerdo	NA	NA	NA	NA	INTERNET BANDA ANCHA	6	NS/NR	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	No	No	7	NA	NA	No	NA	NA	NA	NA	NA	7. Muy dispuesto	NA	NA	NA	NA	NA	SANTIAGO, LAS CONDES	NA	V2. POST CRISIS
zVsriB86cEVC	GGEE	AV	REGIONES	Hombre	No	Sí	"a.	Internet Banda Ancha ,b.	Red privada de datos/Transmisión de datos (MPLS),c.	Telefonía Fija"	Entel,Telefónica/ Movistar,Telefónica del Sur	Telefónica/ Movistar	Telefónica/ Movistar	NA	NA	NA	3	SON LENTOS, NO RESPONDE NI TÉCNICA, NI COMERCIALMENTE. TIENEN PROBLEMAS DE TODO TIPO. PROBLEMAS DE RELACIÓN COMERCIAL, TÉCNICA Y DISPONIBILIDAD A VECES. ES DECIR SON LENTOS EN COMERCIAL, PLANIFICACIÓN DE TRABAJO.	Buen servicio/ eficiente,Mal servicio,Servicio lento	5	NA	NA	NA	NA	INTERNET BANDA ANCHA	6	6	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	Sí	Sí	2	2	6	No	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	VITACURA	NA	V2. POST CRISIS
0Hp24kdGwUbs	GGEE	MV	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,b.	Red privada de datos/Transmisión de datos (MPLS),c.	Telefonía Fija"	Entel	Entel	Entel	NA	NA	NA	7. Muy satisfecho	PORQUE NUNCA SE CAE, SIEMPRE TENEMOS EL SERVICIO SIN NINGÚN PROBLEMA, FUNCIONA MUY BIEN, NO TENEMOS ESAS INTERFERENCIAS QUE A VECES HAY CON OTROS INTERNET QUE SE CAE, QUE VUELVEN, NO HEMOS TENIDO ESE PROBLEMA. ES MUY SENSIBLE.	Servicio estable/ no se cae,Buen servicio/ eficiente,Funciona bien,Buen servicio de internet/ rápido/ estable,No ha tenido problemas/ conforme/ todo bien	7. En absoluto acuerdo	NA	NA	NA	NA	INTERNET BANDA ANCHA	6	7	6	6	7	5	No	No	NA	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Equipo de ejecutivos llamado Círculo de Atención Preferente  que es el *106 desde móvil y <br/>6003600106 desde red fija que atiende sus requerimientos de post-venta	NA	NA	No	NA	NA	NA	NA	NA	Cumple las necesidades que usted tiene como administrador	NA	NA	NA	NA	NA	NA	No	NA	NA	NA	NA	NA	7. Muy dispuesto	Está Igual	10. Muy probable	10	SERVICIO DE SEGURIDAD Y TECNOLOGÍA.	4 AÑOS	SANTIAGO COMUNA DE PROVIDENCIA	GERENTE EN GESTION FINANZAS	V1. PRE CRISIS
dQrsseQLoOdd	PYME	MP	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,b.	Red privada de datos/Transmisión de datos (MPLS),c.	Telefonía Fija"	Entel	Entel	Entel	NA	NA	NA	6	PORQUE EN ALGUNOS CASOS, NO HAN LOGRADO RESOLVER EFICIENTEMENTE ALGUNOS PROBLEMAS, PERO EN GENERAL FUNCIONA  MUY BIEN, PORQUE EN GENERAL FUNCIONA BIEN, PERO ALGUNAS VECES HAY PROBLEMA. NO HAY PROBLEMAS DE CONEXIÓN, O QUE CUANDO LO HAY, SE RESUELVEN RÁPIDAMENTE.	Soluciones rápidas,Funciona bien,Buena señal	7. En absoluto acuerdo	NA	NA	NA	NA	INTERNET BANDA ANCHA	6	6	6	6	7	7	No	No	NA	No	No	No	Sí	No	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	A través del Call center, empresa línea 600, línea 800	NA	NA	6	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Equipo de ejecutivos llamado Círculo de Atención Preferente  que es el *106 desde móvil y <br/>6003600106 desde red fija que atiende sus requerimientos de post-venta	Sí	NA	No	NA	7	NA	NA	NA	Cumple las necesidades que usted tiene como administrador	NA	NA	NA	NA	NA	NA	No	NA	NA	NA	NA	NA	7. Muy dispuesto	Está Igual	6	8	servicios de ingeniería	varios AÑOS, cinco quizá	la condes, santiago	socio	V1. PRE CRISIS
