encriptado	SEG_GOL	sex_enc	P3 Pensando en su cuenta empresa, En general, con escala 1 a 7, donde 1 = Muy insatisfecho y 7 = Muy satisfecho, ¿Cuán satisfecho está usted con Entel?	P4 ¿Por qué evalúa con esa nota?
dw1t7qWlOB3e	Mas	Hombre	6	ES QUE LO ENCUENTRO BUENO PERO AVECES SE VA LA SEÑAL, PERO IGUAL ES BUENO, POR QUE ME DA EL SOPORTE QUE TENGO AHORA EN EL NEGOCIO EN UNA TELEVISION SIMPLE PERO LO TENGO EN HD.
hfRcyJAk72Uj	AV	Hombre	7	PORQUE NO HEMOS TENIDO NINGÚN INCONVENIENTE EN AMBOS SISTEMAS DE FIJO O INTERNET  LA ATENCIONES ES BIEN PERSONALIZADA TENEMOS EJECUTIVO Y ES BIEN RÁPIDO.
MXnb3vgnrr55	MV	Mujer	7	"NO FALLA EL SERVICIO;NO DA MAS INFORMACIÓN"
SqkAoEOcPXHh	AV	Hombre	5	PORQUE DE UN TIEMPO HASTA AHORA ENTEL HA BAJADO MUCHO SU SERVICIO, HAN REDUCIDO PERSONAL, EL EJECUTIVO NO LLAMA NUNCA TE TOCA LLAMARLO TU, SE DEMORAN EN DAR RESPUESTA, LOS TIEMPOS DE 4 HORAS, NO SON DE 4 HORAS, SE ESTÁN DEMORANDO MÁS EN RESOLVERTE LOS PROBLEMAS YA NO ES LO MISMO QUE ANTES
Xhl1ri7hqMt7	Mas	Mujer	6	PORQUE SIEMPRE SE PUEDE MEJORAR EN TODO, ME GUSTA LA COBERTURA YA QUE EL SERVICIO SIEMPRE ESTA DISPONIBLE Y NO HE TENIDO NINGÚN PROBLEMA CON ELLOS
FUtfza1KYlgM	AV	Hombre	7	POR EL SERVICIO, LA EFECTIVIDAD, EL SOPORTE, EL SERVICIO EN CUANTO A INTERNET, A TELEFONÍA, A LOS DATOS QUE TENEMOS, ES UNA BUENA EMPRESA.
NRmnkcp17slW	MP	Hombre	6	PORQUE EL SERVICIO POS VENTA PODRÍA SER UN POCO MEJOR EN CUANTO A ATENDER CON MAYOR VELOCIDAD LOS REQUERIMIENTOS
gbRXIsLNqhBX	MP	Hombre	6	PORQUE SON MUY CAROS EN LAS REDES FIJAS DOMICILIARIAS DE INTERNET, POSITIVO ES QUE LA RED ES ESTABLE Y CUMPLE CON LA PROPUESTA DE VALOR
BOluCMEaUVEb	Mas	Hombre	7	PORQUE ES UN BUEN SERVICIO, NO ME HA DADO NINGÚN PROBLEMA Y NO SE ME CAÍDO LA RED.
TRDcAIYHzOEL	MV	Hombre	6	PORQUE FUNCIONA BIEN, NO PUEDE LLEGAR LA VELOCIDAD MÁS RÁPIDA PORQUE PASA CON LA CONECTIVIDAD, PERO MUESTRA MÁS VELOCIDAD.
5PBmBdq076MX	AV	Hombre	5	PORQUE ÚLTIMAMENTE ESTÁN  TENIENDO PROBLEMAS ADMINISTRATIVOS EN CUANTO A BOLETAS
xnxGkS90Gmxe	Mas	Hombre	7	PORQUE NO HE TENIDO PROBLEMAS, PORQUE NO HE TENIDO PROBLEMAS COMO EN OTRAS COMPAÑÍAS, ESTA COMPAÑÍA PORQUE SUPONGAMOS, TENGO UN PROBLEMA, ME CORTAN ESTE MES, Y EN LA CUENTA ME SALE LO QUE EN VERDAD ME HABÍAN COBRADO, NO COMO EN MOVISTAR LLEGAN Y TE COBRAN, NUNCA TE LLEGA LA CUENTA, MUCHAS VECES PAGUE DE MÁS EN MOVISTAR.
3BjZmCwFuYlR	MV	Hombre	7	PORQUE JAMAS HE TENIDO PROBLEMAS CON ELLOS
nckLRquzetrZ	MP	Hombre	7	PORQUE ESTA DENTRO DE LA EXPECTATIVA Y DENTRO DE LO QUE OFRECIERON, EL SERVICIO ESTA ARRIBA ES DECIR NO SE CAE
DOa8cFSm8M2k	MV	Hombre	4	PORQUE HE TENIDO PROBLEMAS CON UNOS PRODUCTOS EN CUANTO A TELEFONÍA DONDE ME COBRAN Y YO NI SE LOS COMPRE, ASÍ QUE ESTAMOS CON LA REVISIÓN HACE 3 O 4 MESES Y AUN NO ME SOLUCIONAN NADA.
Y1wRERJ8Zyoa	MV	Mujer	4	POR QUE TENGO TODOS LOS SERVICIOS, PERO ES POR EL PRECIO EN REALIDAD.
Ovcjdydpo4iL	MP	Mujer	6	PORQUE AUN FALTA INMEDIATEZ EN LA ATENCIÓN EN CUANTO A QUE SI SE CAE EL INTERNET QUE NOS HA PASADO DOS VECES DESDE QUE ESTAMOS CON ELLOS, ACUDEN DE INMEDIATO PERO NO ENTREGAN LA SOLUCIÓN SINO DESPUÉS DE 24 HORAS.
Pg3epthJbey5	MP	Hombre	3	PORQUE LLEVAMOS UN AÑO TRABAJANDO CON ELLOS Y SE NOS HA CAÍDO LA SEÑAL EN 5 OCASIONES EN UN PAR DE DÍAS Y NO DIERON SOLUCIÓN RÁPIDO.
BtPe9tyDf0Zx	MV	Hombre	6	EN GENERAL EL SERVICIO FUNCIONA, PERO EN NUESTRA SUCURSAL DE REPENTE TENEMOS CAÍDAS DE SERVICIO MUY LARGAS EN LA RED PRIVADA DE DATOS PRINCIPALMENTE, LA ATENCIÓN DE LOS EJECUTIVOS ES BASTANTE BUENA YA QUE GENERALMENTE ES FÁCIL UBICARLO Y TIENE RESPUESTA CUANDO UNO NECESITA PREGUNTARLE ALGO
QP0ODRjrWVeR	AV	Hombre	6	POR LA ESTABILIDAD DEL SERVICIO,LA CALIDAD DE ATENCIÓN, LA RESPUESTA EN CUANTO A SOLICITUDES Y REQUERIMIENTOS.
IWHD8nmNTvhV	MasPrem	Hombre	7	PORQUE ESTOY TOTALMENTE SATISFECHO, SATISFECHO EN CUANTO AL SERVICIO QUE ME DAN.
tBH2iOnCGWHd	MasPrem	Hombre	4	PORQUE NO RESPONDEN EN CUANTO A QUE LES PIDO UN TELÉFONO Y DICEN QUE NO HAY TELÉFONO, QUE LO VAYA A COMPRAR EN FALABELLA, SI UNO ES CLIENTE Y YA A LOS 3 DÍAS NO LE HACEN LA OFERTA, LAS OFERTAS SON SOLO PARA LOS CLIENTES NUEVOS.
SofOQLK4se2A	MV	Hombre	5	"PORQUE UNOS MESES ATRÁS TUVIMOS UN INCONVENIENTE, SE NOS FUE EL SERVICIO DE TELEFONÍA Y DE INTERNET POR MÁS DE 10 DÍAS Y EL PROBLEMA FUE LA MALA MANIPULACIÓN DE UNA FIBRA ÓPTICA POR PARTE DE ELLOS, NOS CORTÓ EL ENLACE Y LLEVARON MÁS DE 10 DÍAS EN RESOLVERLO; PRINCIPALMENTE ESO, LA PROBLEMÁTICA QUE TUVIMOS Y LA MALA RESPUESTA ANTE EL PROBLEMA, NO FUE UNA RESPUESTA EXPEDITA Y A PARTIR DE ESO TUVIMOS QUE CONTRATAR EL ENLACE DE ACÁ PORQUE NOS IMPLICO EL GASTO EXTRA A RAÍZ DE ESTO."
GGcc52IEHHen	MasPrem	Hombre	6	PORQUE ME HA IDO BASTANTE BIEN A AMBAS COSAS, TANTO LA TELEFONÍA COMO A INTERNET.
PxSD1sG89hM8	AP	Hombre	7	PORQUE FUNCIONA BIEN, TIENE UNA BUENA ESTABILIDAD Y RARA VEZ TIENE PROBLEMA, Y CUANDO TIENE PROBLEMAS GENERALMENTE LO REPARAN ANTES DE QUE UNO TENGA QUE ESTAR RECLAMANDO NI NADA.
mNO6rw6eUcjm	MV	Mujer	7	PORQUE CUMPLE TODOS LOS REQUISITOS, EN CUANTO AL SERVICIO COMUNICACIÓN CONECTIVIDAD TODO
LyEM9770TG8X	AP	Hombre	6	POR QUE DIGAMOS QUE EVALÚO LO QUE ES EL PURO SERVICIO. ME GUSTA LA ESTABILIDAD, EL NO HABER TENIDO INCONVENIENTES.
TXphVipIMxhz	AP	Hombre	3	PORQUE LOS SERVICIOS Y LA GESTIÓN COMERCIAL NO HA SIDO CON LA VELOCIDAD CON LA QUE HEMOS PEDIDO, BÁSICAMENTE LOS CONFLICTOS QUE TENEMOS ES CON EL ATRASO EN LAS RESPUESTAS A LOS REQUERIMIENTOS Y LA POCA FLEXIBILIDAD QUE TIENEN LOS PROCESOS PEDIDOS.
XRsAskB1xBKi	MV	Hombre	6	PORQUE ES MUY MALA LA COMUNICACIÓN CON ELLOS, EN CUANTO A CUANDO UNO NECESITA A UN EJECUTIVO, CUANDO HAY UN PROBLEMA NO HAY CARAS VISIBLES, TODO TELÉFONO, TODO MAQUINAS.
GwLTGKUICpWz	MV	Mujer	4	PORQUE ES MUY CARO EL INTERNET, LA TECNOLOGÍA A AVANZADO Y A MÍ NO ME HAN ABARATADO LOS COSTOS.
pGmpRSnpxUMC	AV	Hombre	6	PORQUE EL SERVICIO FUNCIONA BIEN YA QUE TIENEN RELATIVAMENTE BUENA VELOCIDAD, BRINDA BUEN OS SERVICIOS EN CASO DE FALLAS TIENEN BUEN TIEMPO DE RESPUESTAS
kvwWpCAQ6Hfb	MV	Hombre	7	PORQUE NO HE TENIDO NUNCA NINGÚN PROBLEMA CON EL SERVICIO, EL SERVICIO EN CUANTO A LA TELEFONÍA MÓVIL Y EL INTERNET DE BANDA ANCHA.
rJSo7H4K4xvZ	MV	Hombre	5	EN GENERAL SON MUY BUROCRÁTICOS EXISTE MUCHA BUROCRACIA PARA PRESTAR SERVICIOS, CUESTA MUCHÍSIMO COMUNICARSE CON ELLOS PARA SOLICITAR SERVICIOS
2jsymdDfre3I	MV	Hombre	6	PORQUE ME HA IDO BIEN DESDE QUE ESTOY CON ELLOS YA QUE NO ME HA FALLADO NUNCA Y TODO LO QUE NECESITO ME LO DAN.
iJBctKNaTA7z	MV	Hombre	6	PORQUE EL SERVICIOS ES EXCELENTE EL SERVICIO QUE PRESTAN ES BUENO, PERO LA VELOCIDAD QUE LLEGA NO ES Y CUANDO SE AGENDAN INSTALACIONES SE DEMORAN DEMASIADO
jd29YCaRFz0n	MV	Hombre	1	PORQUE EL SERVICIO ES CARISIMO, UNA BANDA ANCHA DE 6 MEGAS Y ESTÁN COBRANDO 290 MIL PESOS.  CUANDO HICIERON SU INSTALACIÓN DE OTRA EMPRESA ANEXA A ENTEL ME PASARON A LLEVAR UN CALEFACTOR SOLAR, NO SE HICIERON RESPONSABLES Y NO LO HICIERON CUIDAR.
FmFzm7Bb1fGY	MP	Hombre	6	SIEMPRE HAY ALGUNOS DETALLES, ES BUENOS PERO A VECES ALGUNOS DETALLES PERO LO NORMAL. (NO DA MAS INFORMACIÓN)
wE3Voc4sr6Y6	MV	Hombre	5	PORQUE ES BASTANTE INESTABLE LA RED DE DATOS QUE TIENEN TANTO EN LA TELEFONÍA, HAY CONSTANTES CAÍDAS, NO ES UNO DE LOS MEJORES SERVICIOS EN CUANTO A QUE LA SEÑAL NO ES ESTABLE, TAMBIÉN HEMOS TENIDO PERDIDA DE SEÑAL TANTO TELEFÓNICA COMO LA FIBRA ÓPTICA EN GENERAL, ENTONCES TAMBIÉN HEMOS TENIDO DÍAS EN LO CUAL NO NOS HEMOS SENTIDO SATISFECHOS.
oUWKv7crpKMj	Mas	Mujer	7	POR QUE HASTA AHORA HA FUNCIONADO BIEN EL SERVICIO, EL PRECIO ESTA CONVENIENTE, TENGO DOS CONTRATOS Y TODO HA ESTADO MUY BIEN.
InKZFIFosDM0	AV	Hombre	5	PORQUE EL SERVICIO NO FUNCIONA TAN BIEN COMO PARECE Y EL ACUERDO QUE SE HIZO TAMPOCO SE HA LOGRADO CERRAR, SE HA HECHO MUY LARGO EL PROCESO DE CIERRE DE LA CUENTA.
jreYgqSwTl6o	MV	Hombre	7	"PORQUE LA VERDAD NUNCA HEMOS TENIDO NINGÚN PROBLEMA CON EL INTERNET  NI CON LAS LLAMADAS EN EL HOTEL, Y LA VERDAD, NO TENEMOS NINGUNA QUEJA; Y LAS VECES QUE HE LLAMADO POR ALGÚN PROBLEMA ME HAN RESPONDIDO RÁPIDO Y HAN MANDADO PERSONAL A TERRENO SÚPER RÁPIDO."
V0vrBCX2vNuv	AP	Hombre	6	"POR QUE IGUAL TENEMOS CAÍDAS PERO DEBE SER TEMAS AQUÍ ESTÁN CONSTRUYENDO ;POR UN TEMA DE FACILIDADES TÉCNICAS TAMBIÉN"
KrYk1H33DUsR	AP	Hombre	7	PORQUE ME HAN CUMPLIDO SEGÚN LO ESTIPULADO EN LOS CONTRATOS, LA ASISTENCIA ES RÁPIDA Y OPORTUNA
ReUOd7K5SB6p	AV	Hombre	7	"PORQUE LAS VECES QUE HEMOS TENIDO PROBLEMAS, EN MENOS DE 24 HORAS SE HA SOLUCIONADO; CORTE LASER O FALLA DE ALGUNA INTERFASE."
rSR0D2OuhIpj	MP	Hombre	5	PORQUE HAY POCA INFORMACIÓN CUANDO SE NECESITAN PLANES O ECONOMÍA PARA LA EMPRESA NUNCA NOS HA LLEGADO UNA OFERTA PARA MEJORAR LOS SERVICIOS Y BAJAR LOS COSTOS NUNCA NOS HA LLEGADO Y NOS TOCA PERSONALMENTE A NOSOTROS PEDIRLO Y NO NOS DAN INFORMACIÓN CLARA
BQVoFXQSWnUr	Mas	Mujer	7	POR QUE NO HEMOS TENIDO PROBLEMAS CON ELLOS.
9O4qrJ0o4Gup	AV	Hombre	7	PORQUE TODO Y CADA UNA DE LAS COSAS QUE LE PEDÍA A ENTEL ELLOS CORREN POR HACERLO O A VECES HE TENIDO PROBLEMAS CON LA O EL EJECUTIVO QUE HE TENIDO EN SU MOMENTO. NO ME HA NEGADO EL SERVICIO, LA INFORMACIÓN QUE YO REQUIERO Y ME LO CAMBIAN AL TIRO, ME MANDAN A OTRO QUE SEA MAS CAPAZ, NUNCA HE TENIDO UN PROBLEMA ASÍ COMO QUE QUIERA ALGÚN PROYECTO Y ME DIGAN NO TENGO FACTIBILIDAD, ELLOS BUSCAN LA FACTIBILIDAD DE LA INSTALACIÓN.
hscPh5H7G5WP	Mas	Hombre	6	PORQUE TIENE BUEN SERVICIO (NO DA MÁS INFORMACIÓN)
fDsPBtpG1peR	AV	Hombre	7	PORQUE TENGO UN CONTRATO ADECUADO QUE PERMITEN UNA EXTENDIDA POCAS HORAS MIENTRAS PROYECTO, UNAS BUENAS OFERTAS POR EL EJECUTIVO.
8k5OuKmZMxAx	AP	Hombre	6	PORQUE ES UNA NOTA BUENA, ADEMÁS SON RESPONSABLES Y CUMPLEN.
hqxCtVSmcSG1	MV	Hombre	6	PORQUE SE PUEDE MEJORAR, MAS VELOCIDAD, MANTENIENDO EL PRECIO, MEJORANDO LA VELOCIDAD. EL AP-TIME.
AewawvDrHSdh	Mas	Hombre	6	PORQUE HAY MOMENTOS QUE HAY INTERMITENCIA. SIN EMBARGO ATIENDEN RÁPIDO, EN REALIDAD AHORA HAY MENOS INCIDENTES, EN EL PRINCIPIO HUBIERON ARTOS INCIDENTES AHORA CASI NO HAY INCIDENTES DE CAÍDA DE SEÑAL.
N8qiLQ5LC3US	Mas	Hombre	6	HEMOS TENIDO ALGUNOS PEQUEÑOS INCONVENIENTES DE SERVICIO PERO NO FUNDAMENTALES, SON COSAS QUE SEAN PODIDO SOLUCIONAR PERO NO DEBERÍAN ESTAR, ES UN SERVICIO ESTÁNDAR COMÚN Y CORRIENTE.
U6dGpYymz1w4	AV	Hombre	4	TIENEN MUCHAS FALLAS, POR LA PARTE COMERCIAL HE TENIDO ARTOS INCONVENIENTES PORQUE LOS EJECUTIVOS QUE TRABAJAN ME HAN ENGAÑADO MUCHAS VECES CUANDO HE CONTRATADO SERVICIOS.
kuMjM4h6bN6h	MasPrem	Hombre	5	HEMOS TENIDO PROBLEMAS DE CONECTIVIDAD Y LA SOLUCION ES LENTA
63XKKqvaNwd4	Mas	Mujer	7	PORQUE AHORA NO SE CAE EL INTERNET, AUNQUE ESTÉN TODAS LAS PERSONAS OCUPÁNDOLO, ELLOS TIENEN UN SISTEMA DE FIBRA ÓPTICA POR ESO ES QUE MÁS FÁCIL.
o0J7PdFMuNlT	MasPrem	Mujer	6	PORQUE EN GENERAL DA UN BUEN SERVICIO, SOLAMENTE QUE CON ALGUNOS PEQUEÑOS PROBLEMAS DE ESTABILIDAD DE LA SEÑAL E REPENTE, PERO EN GENERAL EL SERVICIO ES BUENO EN CUANTO A QUE EL SERVICIO FUNCIONA Y HAY ACCESO CUANDO SE NECESITA A LOS OPERADORES.
UU4iOQ42132C	MV	Hombre	6	PORQUE SIEMPRE PUEDE SER MEJOR (NO DA MAS INFORMACIÓN).
2jnRZHhOGfi8	MasPrem	Hombre	6	PORQUE ME GUSTARÍA QUE FUERA MÁS RÁPIDO AÚN, ME GUSTA EL SISTEMA DE SEGUIMIENTO EN LA PÁGINA.
U4ZYHE4sHt0a	AP	Hombre	6	EL SERVICIOS ES BUENO POR LA CONEXIÓN PERO EL PRECIOS ES CARO (NO DA MAS INFORMACIÓN)
auxPnazUdhnC	Mas	Hombre	6	POR QUE AUN NO HE TENIDO PROBLEMAS, EL INTERNET ES SÚPER RÁPIDO, LA LINEA DE TELEFÓNICA FIJA ESTA FUNCIONAN SÚPER BIEN.
jg7rhWOY1aI8	MV	Hombre	6	PORQUE EL TEMA DE LA FIBRA ÓPTICA QUE SE CAE ACÁ EN LA EMPRESA LO DE MAS ESTA BIEN
9viMDkBQbs3H	MV	Hombre	5	PORQUE NO PRESTAN EL SERVICIO POR SEPARADO DE TELEFONÍA EN RELACIÓN CON EL INTERNET ENTONCES POR ESO DOY ESA CALIFICACIÓN
ZCYexupFIjjY	MP	Mujer	6	PORQUE EL SERVICIO ES BUENO PERO HAY ALGUNAS COSAS QUE PODRÍAN MEJORAR POR EJEMPLO EL SISTEMA DE FACTURACIÓN Y EN SI COMO QUE FALLA UN POQUITO LA LINEA PERO EL SERVICIO ES BUENO EN GENERAL.
hargyEIvvDM2	Mas	Hombre	5	"PORQUE PODRÍA SER MEJOR, EL SERVICIO POST VENTA ES PÉSIMO; UNO, LAS LÍNEAS TELEFÓNICAS ESTÁN SATURADAS, DOS, CUANDO ENTRA UNA LLAMADA DESPUÉS DE 5 MINUTOS EL TELÉFONO SE CUELGA, LOS TIEMPOS DE RESPUESTA PARA DAR UNA SOLUCIÓN SON EXAJERADAMENTE LENTOS."
2IwcNA9Z6iun	Mas	Hombre	4	POR QUE JAMAS ME MANDAN LAS BOLETAS, NUNCA.
EmPEinJvZiV0	MP	Mujer	7	PORQUE NO TENEMOS PROBLEMAS CON ELLOS Y CUANDO TENEMOS ALGUNA SITUACIÓN SIEMPRE CONTESTAN Y ATIENDEN RÁPIDO
3xjqa1jeIdLr	Mas	Hombre	7	BUEN SERVICIO EN CUANTO A CALIDAD DE SERVICIO Y NO SE CAE.(NO DA MAS INFORMACIÓN)
2278aoVXXTmt	MasPrem	Hombre	7	PUES PORQUE NO HE TENIDO PROBLEMAS CON EL SERVICIO.
p58LD4Agb6MS	AP	Hombre	5	PORQUE NO ESTOY TOTALMENTE SATISFECHO PERO TAMPOCO ESTOY INSATISFECHO, SON FÁCILES DE REPONER EL SERVICIO ANTE EMERGENCIAS Y LO QUE ME DISGUSTA PUEDE SER UN POCO LA OFERTA DE LA VELOCIDAD QUE TIENEN ACTUALMENTE.
1yKOhDShrow3	AP	Mujer	7	HASTA EL MOMENTO LA INFORMACIÓN QUE HE SOLICITADO HA SIDO RÁPIDA, CONCRETA Y ME HAN SABIDO AYUDAR
vCziYQNwF3Ty	MasPrem	Hombre	6	POR QUE SIEMPRE SE PUEDE MEJORAR EN ALGO. FINALMENTE ME VOY POR PRECIO.
UH9mv9LBTOb3	Mas	Hombre	6	POR QUE HEMOS TENIDO PROBLEMAS, Y ME HAN SOLUCIONADO LOS PROBLEMAS RÁPIDO.
7MwcLuKbIb2U	MasPrem	Hombre	5	PORQUE IGUAL HEMOS TENIDO INCONVENIENTES EN CUANTO A SEÑAL Y TODO ESO.
Qukl4T5OwsLL	Mas	Hombre	6	PORQUE FALTAN DETALLES COMO EN TODAS LAS COSAS.  SIN EMBARGO, SE MANTIENE ESTABLE LA SEÑAL Y NO SE CAE MUCHO.
Hy5bQMYleClb	AP	Hombre	6	PORQUE NO PONGO 7, PORQUE 7 ES LA PERFECCIÓN Y NO EXISTE. (NO DA MAS INFORMACIÓN)
tbe0xXoIJ1jB	Mas	Hombre	6	"PORQUE EN GENERAL EL SERVICIO ES BUENO, PERO A VECES HAY PROBLEMAS CON LA ATENCIÓN; HAY UNA RESPUESTA RÁPIDA, EN LAS LLAMADAS POR TELÉFONO HAY BUENAS RESPUESTAS Y LA BANDA ANCHA SE COMPORTA BIEN."
SDtEI6R1Y6Ak	AP	Mujer	6	PORQUE A VECES NO TENEMOS SEÑAL POR TELÉFONO, ESE ES EL PROBLEMA, LA SEÑAL. (NO DA MÁS INFORMACIÓN).
6IJDQoepN0pE	MP	Mujer	6	PORQUE FALTA TODAVÍA PARA SER UN 7, HAY COSAS QUE SE DAN DE REPENTE. O SEA PUES AL INTERNET.
V51LsPXrlUFL	MP	Hombre	5	POR QUE EL SERVICIO DE INTERNED TIENE BAJA EN LAS VELOCIDADES
4FSUGwNrP8gx	Mas	Mujer	1	MUY INSATISFECHA PORQUE EL SERVICIO ES PÉSIMO, AL OTRO DÍA LLAME PARA QUE VENGAN A RESOLVER UN PROBLEMA QUE TENGO CON EL TELÉFONO QUE NO ME INGRESAN LAS LLAMADAS Y HASTA EL DÍA DE HOY YA VA COMO UNA SEMANA Y NO SE HAN APERSONADO DE ARREGLARME EL PROBLEMA, TENGO EL SERVICIO MALO, ES PÉSIMO EL SERVICIO EL INTERNET ES LENTO Y TENGO LA TELEFONÍA MALA.
CLyJNgld005w	MasPrem	Hombre	7	"PORQUE NO TENGO NINGÚN PROBLEMA CON ELLOS; HA FUNCIONADO TODO BIEN. (NO DA MÁS INFORMACIÓN)."
GWF30Yk8xz0X	Mas	Mujer	7	EN LA OFICINAS PARA IR A PAGAR SIEMPRE ESTA LLENO, HAY POCA GENTE ATENDIENDO, HAY UNA SOLA CAJA. SIN EMBARGO NO HE TENIDO PROBLEMA CON LA BANDA ANCHA QUE CONTRATE, ME HA FUNCIONADO ESPECTACULAR.
ucdsaV0YiAPQ	AP	Hombre	6	PORQUE EL SERVICIO HA SIDO BUENO, HA PRESENTADO ALGUNAS CAÍDAS PERO EN GENERAL ESTOY CONFORME, ES BUENO EN CUANTO A QUE ES RÁPIDO, LA VERDAD HA PRESENTADO MÍNIMOS PROBLEMAS.
hdoBegBIIkA9	MasPrem	Hombre	6	PORQUE CUMPLEN CON LAS EXPECTATIVAS QUE HABÍAMOS HECHO Y POR LA ATENCIÓN QUE ENTREGAN.
GbH462LE1OMx	MP	Mujer	6	PORQUE HAY COSAS COMO DE REPENTE LAS LLAMADAS TELEFÓNICAS, COBRAN UNA COSA QUE NO CORRESPONDE.  SIN EMBARGO, LOS EJECUTIVOS QUE ATIENDEN TRATAN DE SOLUCIONAR EL PROBLEMA, NO SIEMPRE PUEDEN PERO TRATAN.
7SW2biwYIbAj	MasPrem	Mujer	7	"PORQUE NO TENEMOS PROBLEMAS, NO SE CAE CASI NUNCA EL SISTEMA, Y SI TENEMOS ALGÚN PROBLEMA LO SOLUCIONAN PRONTO; BUENA COBERTURA, NO TENEMOS PROBLEMAS"
yf57qmUDsXr5	Mas	Mujer	5	LO QUE PASA ES QUE SE CAE BASTANTE EL INTERNET. (NO DA MÁS INFORMACIÓN).
rymIFSDsqDuM	Mas	Hombre	7	PORQUE LLEVO POCO TIEMPO CON ELLOS, COMO A O 5 MESES Y NO HE TENIDO NINGÚN PROBLEMA.
PHEbmFnJrg1l	Mas	Mujer	6	PORQUE A VECES LA SEÑAL NO ES 100 POR CIENTO BUENA EN CUANTO A QUE DE REPENTE SE CAE LA SEÑAL
KoHkmKVVp6WB	AV	Hombre	7	PORQUE TIENE BUEN SERVICIO YA QUE ES ESTABLE Y EL SERVICIO ES PERMANENTE PORQUE NO TIENE CAÍDAS
79fGpvUC1WDO	Mas	Mujer	7	PORQUE NO HE TENIDO PROBLEMAS, NO HE TENIDO FALLAS CON EL DISPOSITIVO NI NADA.
8sqQ7y4I9k1M	MV	Mujer	5	PORQUE EL COSTO ES ALTO, TENEMOS PROBLEMAS DE INTERNET Y NOS CUESTA MUCHO LOGRAR COMUNICARNOS.
CVDPZ8DosLBB	MasPrem	Mujer	6	TENGO A VECES PROBLEMAS DE SEÑAL DE INTERNET.
HvqAqd6LDrhG	MasPrem	Hombre	6	LA CALIDAD DEL SERVICIO Y LA SEÑAL NO ES OPTIMA ME GUSTARÍA QUE MEJORARAN ESO, POSITIVO QUE TODO EL PROCESO ADMINISTRATIVO CORRE BIEN Y FUNCIONA LA ATENCIÓN DE LOS REQUERIMIENTOS
io12IonCfo2C	MV	Hombre	6	PORQUE ME DAN MUY BUEN SERVICIOS, LLEVO UN AÑO Y NO HE TENIDO PROBLEMAS(NO DA MÁS INFORMACIÓN)
iGwIr3ucp9I2	Mas	Mujer	7	POR QUE ESTOY SATISFECHA, YA QUE NO HE TENIDO NINGÚN PROBLEMA.
4vdlVly4h97r	MV	Mujer	6	POR QUE ESTA BIEN, NO FALLA, POR PRECIO CALIDAD DE SERVICIOS.
KCAAwc9LvEc0	AP	Mujer	6	PORQUE DERREPENTE SE HA CAIDO EL SISTEMA DE INTERNET Y DE TELEFONIA
T3xZbcNOPduV	Mas	Mujer	7	PORQUE CUMPLE CON LO QUE LE SOLICITÉ, PUES EL SERVICIO, EN INTERNET NO HE TENIDO NUNCA PROBLEMAS, MUY RÁPIDOS Y LAS CUENTAS DE ELLOS COMO DEBE SER.
tpGM6m2I9xEI	MV	Mujer	6	LA VERDAD QUE LA GENTE ATIENDE MUY BIEN, NO TENGO PROBLEMAS CON LAS PERSONAS QUE ATIENDE, PERO EN SI EL SERVICIO ES MUY LENTO, SOBRE TODO EL INTERNET
Rh2IsawyupoM	Mas	Hombre	6	EN REALIDAD CASI NUNCA ARROJA PROBLEMA A LA HORA DE ALGÚN INCONVENIENTE UNO SE COMUNICA FÁCILMENTE.
ZwGlStSSMqqO	Mas	Mujer	5	SOLO PORQUE EL MES PASADO TUVIMOS UN PROBLEMA DE QUE NO HABÍA CONECTIVIDAD HASTA EL SIGUIENTE DÍA, INTENTÁBAMOS COMUNICARNOS Y NO ERA POSIBLE, NOS DEJABAN EN ESPERA EN LA LLAMADA, MÁS QUE NADA FUE POR ESO, EL MES PASADO FUE QUE TUVIMOS ESE PROBLEMA CON ENTEL, EN CUANTO AL SERVICIO BIEN, LA TELEFONÍA SIEMPRE HAY, EL PROBLEMA DE LA VEZ PASADA FUE CON EL INTERNET, PERO LO DEMÁS BIEN.
Sko7O5Q5KjB4	Mas	Hombre	6	POR QUE HACE UN TIEMPO SE ME CAYÓ EL INTERNET DE LA FIBRA ME DIJERON QUE POR QUE SI, POR QUE EL SECTOR NO ERA MUY BUENO, ESO NO ME GUSTÓ. POR QUE DESDE QUE LOS LLAME LA INSTALACIÓN Y LA GESTIÓN, TODO FUE MUY BUENO.
X2cQsjZlmIOy	Mas	Mujer	7	PUES PORQUE NO HE TENIDO NINGÚN PROBLEMA HASTA EL MOMENTO, TODO HA ESTADO MUY BIEN.
99n0CRT4My9U	Mas	Hombre	7	PORQUE NO HE TENIDO NINGÚN PROBLEMA Y ME HAN ATENDIDO BIEN CADA VEZ QUE LOS RE HE REQUERIDO, APARTE EL SERVICIO ES ESTABLE Y CONFIABLE.
GiEzTkgEdOOd	Mas	Hombre	6	PORQUE EN ALGÚN MOMENTO TUVE ALGUNA FALLA PERO YA SOLUCIONADO, SE DAÑO UNO DE LOS EQUIPOS Y TARDARON UN POCO EN ARREGLARLO
O0bvdNmCsypC	Mas	Hombre	7	PORQUE EL SERVICIO ES ESTABLE, ES RÁPIDO, Y SI HAY ALGÚN PROBLEMA LO SOLUCIONAN RÁPIDO.
